year,month,day,hour,coal,gas,nuclear,oil,other,solar,hydro,wind,datetime,month_date,weekday,date,unit
2019,1,1,15,110760.2074,118730.9066,99048.32938,1993.822051,7367.267373,11904.89687,32396.5289,15809.82445,2019-01-01 15:00:00,01-01,Tuesday,2019-01-01,Mwh
2019,1,1,16,113335.7469,126053.5641,99057.78,1990.085321,7428.508475,6069.151031,35242.82469,13552.2504,2019-01-01 16:00:00,01-01,Tuesday,2019-01-01,Mwh
2019,1,1,17,118596.2565,138307.135,99147.62956,2011.787989,7638.636923,1568.637354,41263.92455,12531.68933,2019-01-01 17:00:00,01-01,Tuesday,2019-01-01,Mwh
2019,1,1,18,122284.6729,147741.3604,99276.27979,2050.4927,8064.824608,194.1292731,47895.92528,12056.04167,2019-01-01 18:00:00,01-01,Tuesday,2019-01-01,Mwh
2019,1,1,19,123698.8859,151164.2519,99264.92054,2038.503383,8175.070055,113.0826054,48669.71059,11433.92223,2019-01-01 19:00:00,01-01,Tuesday,2019-01-01,Mwh
2019,1,1,20,123138.4736,147999.7049,99258.49493,2100.377454,8149.91242,97.91739462,46430.69636,11030.24345,2019-01-01 20:00:00,01-01,Tuesday,2019-01-01,Mwh
2019,1,1,21,122345.0612,144734.1927,99300.9247,2020.211992,8102.286634,32.0,42445.83824,11295.18778,2019-01-01 21:00:00,01-01,Tuesday,2019-01-01,Mwh
2019,1,1,22,119080.0712,136024.8326,99274.19403,1865.372828,7846.09625,45.16521075,37012.84543,11589.08899,2019-01-01 22:00:00,01-01,Tuesday,2019-01-01,Mwh
2019,1,1,23,115354.434,124191.9244,99270.62811,1777.066141,7622.262466,53.89006155,32041.81334,13735.60066,2019-01-01 23:00:00,01-01,Tuesday,2019-01-01,Mwh
2019,1,2,0,108695.4546,112179.3658,99298.02584,1814.249319,7379.913691,50.02733307,29483.08708,14746.40521,2019-01-02 00:00:00,01-02,Wednesday,2019-01-02,Mwh
2019,1,2,1,106004.8827,110006.427,99312.83654,1626.339455,7236.017351,55.0,27868.30299,13418.53096,2019-01-02 01:00:00,01-02,Wednesday,2019-01-02,Mwh
2019,1,2,2,102589.6926,107736.3969,99207.70256,1629.573307,7372.583996,63.86214308,25632.51997,14114.83775,2019-01-02 02:00:00,01-02,Wednesday,2019-01-02,Mwh
2019,1,2,3,100568.6705,106749.3589,99226.60707,1615.119231,7326.891688,59.2204623,25443.22425,15661.46071,2019-01-02 03:00:00,01-02,Wednesday,2019-01-02,Mwh
2019,1,2,4,99708.3681,107233.3735,99219.31753,1607.872663,7310.016294,66.18854837,26015.89589,17299.51632,2019-01-02 04:00:00,01-02,Wednesday,2019-01-02,Mwh
2019,1,2,5,101612.6422,114619.9314,99278.32834,1603.544304,7413.712473,66.2204623,28199.14357,18689.46301,2019-01-02 05:00:00,01-02,Wednesday,2019-01-02,Mwh
2019,1,2,6,107610.9039,126505.5434,99437.44116,1701.566443,7714.978528,60.86214308,33200.40827,19636.9752,2019-01-02 06:00:00,01-02,Wednesday,2019-01-02,Mwh
2019,1,2,7,114985.0495,141279.0211,99426.69596,1844.854473,8039.031964,227.3676258,41357.1129,20298.23231,2019-01-02 07:00:00,01-02,Wednesday,2019-01-02,Mwh
2019,1,2,8,119154.9765,149032.5002,99446.06544,1903.871361,8093.731979,3712.906405,43771.60989,20941.97904,2019-01-02 08:00:00,01-02,Wednesday,2019-01-02,Mwh
2019,1,2,9,120620.4431,152208.225,99418.51706,1918.850094,8156.724293,9360.177189,42072.40736,20538.98742,2019-01-02 09:00:00,01-02,Wednesday,2019-01-02,Mwh
2019,1,2,10,121037.3674,155348.8003,99425.86292,1909.444619,8135.90537,12884.89249,40276.65753,20271.10522,2019-01-02 10:00:00,01-02,Wednesday,2019-01-02,Mwh
2019,1,2,11,119764.0945,158145.935,99399.71102,1929.389431,8038.917474,14307.15572,37666.33818,20079.50485,2019-01-02 11:00:00,01-02,Wednesday,2019-01-02,Mwh
2019,1,2,12,119437.7804,159854.2156,99408.18475,1917.229853,7938.79812,14461.85612,36235.10415,19854.5128,2019-01-02 12:00:00,01-02,Wednesday,2019-01-02,Mwh
2019,1,2,13,120267.9085,160843.8165,99362.00649,1943.161061,7953.422437,14331.2448,35144.53059,19848.37788,2019-01-02 13:00:00,01-02,Wednesday,2019-01-02,Mwh
2019,1,2,14,119390.766,160739.7833,99388.51728,2045.588847,8099.096545,14158.9115,34383.0157,19681.1519,2019-01-02 14:00:00,01-02,Wednesday,2019-01-02,Mwh
2019,1,2,15,119008.79,162024.8487,99384.6162,2078.144169,8154.454095,12308.74596,34496.72467,19728.15859,2019-01-02 15:00:00,01-02,Wednesday,2019-01-02,Mwh
2019,1,2,16,120713.8144,167301.629,99411.01403,2100.290303,8177.675387,6401.084967,37429.29898,19255.77743,2019-01-02 16:00:00,01-02,Wednesday,2019-01-02,Mwh
2019,1,2,17,122622.2576,176126.6079,99494.25437,2153.350978,8351.993017,1823.936103,46882.49749,18856.79612,2019-01-02 17:00:00,01-02,Wednesday,2019-01-02,Mwh
2019,1,2,18,124292.3158,181996.2059,99572.3438,2173.834721,8259.533526,393.8927915,53777.50269,20290.95622,2019-01-02 18:00:00,01-02,Wednesday,2019-01-02,Mwh
2019,1,2,19,124304.0498,183727.0717,99558.81848,2207.051001,8202.016976,317.8347892,53303.81032,21592.83104,2019-01-02 19:00:00,01-02,Wednesday,2019-01-02,Mwh
2019,1,2,20,122896.9172,179053.7334,99524.83107,2214.963951,8125.466327,246.8534076,51837.09153,21999.89765,2019-01-02 20:00:00,01-02,Wednesday,2019-01-02,Mwh
2019,1,2,21,119877.194,171838.7877,99446.51749,2160.184598,8152.746833,92.4071301,45510.11139,22540.98059,2019-01-02 21:00:00,01-02,Wednesday,2019-01-02,Mwh
2019,1,2,22,115729.3097,159434.9102,99511.3073,2045.737203,8139.112096,88.83478925,39963.93529,23246.76849,2019-01-02 22:00:00,01-02,Wednesday,2019-01-02,Mwh
2019,1,2,23,112440.9557,145358.2752,99634.58565,1899.559406,7972.758055,87.86212232,33712.62033,21779.63305,2019-01-02 23:00:00,01-02,Wednesday,2019-01-02,Mwh
2019,1,3,0,108393.7005,130918.24,99830.50462,1679.145647,7848.808974,107.8900616,29135.41956,20959.13448,2019-01-03 00:00:00,01-03,Thursday,2019-01-03,Mwh
2019,1,3,1,106584.2785,124899.0943,99847.59232,1854.344827,7797.789977,99.0,27171.02442,23679.61794,2019-01-03 01:00:00,01-03,Thursday,2019-01-03,Mwh
2019,1,3,2,103915.0609,120494.1344,99959.40943,1810.426497,7684.930856,31.08260538,25636.44825,24969.75933,2019-01-03 02:00:00,01-03,Thursday,2019-01-03,Mwh
2019,1,3,3,101297.7247,117864.9536,99993.88048,1782.763486,7658.375824,-23.0,25184.97578,26373.56612,2019-01-03 03:00:00,01-03,Thursday,2019-01-03,Mwh
2019,1,3,4,100878.2191,118148.5062,99975.29436,1788.332824,7529.936078,-24.91739462,25253.23439,26879.93426,2019-01-03 04:00:00,01-03,Thursday,2019-01-03,Mwh
2019,1,3,5,102533.1222,123993.9708,99832.81783,1788.276268,7542.752434,-32.0,27010.12817,26663.72868,2019-01-03 05:00:00,01-03,Thursday,2019-01-03,Mwh
2019,1,3,6,106261.5334,137109.3536,99774.74401,1940.955269,7819.799125,-37.91739462,32545.5997,26993.9151,2019-01-03 06:00:00,01-03,Thursday,2019-01-03,Mwh
2019,1,3,7,112441.2442,149788.6624,99738.08515,2100.302632,8050.187195,161.7722751,41239.80863,27001.80763,2019-01-03 07:00:00,01-03,Thursday,2019-01-03,Mwh
2019,1,3,8,116803.5498,155965.9377,99682.74815,2168.315852,7974.563401,3674.997755,43668.4881,26832.16425,2019-01-03 08:00:00,01-03,Thursday,2019-01-03,Mwh
2019,1,3,9,117248.7883,155027.6518,99689.10993,2159.827521,8049.290161,9528.374914,41787.50137,26495.47137,2019-01-03 09:00:00,01-03,Thursday,2019-01-03,Mwh
2019,1,3,10,117404.6506,156275.1652,99587.67469,2003.673784,8052.021085,13338.71355,39099.01191,24864.96695,2019-01-03 10:00:00,01-03,Thursday,2019-01-03,Mwh
2019,1,3,11,116136.7863,155511.1904,99536.13789,2009.381336,8175.511599,14425.57253,36834.92094,24361.17902,2019-01-03 11:00:00,01-03,Thursday,2019-01-03,Mwh
2019,1,3,12,115100.0502,154084.5669,99505.73661,2028.07998,8200.85596,14648.4004,35141.25803,24416.97622,2019-01-03 12:00:00,01-03,Thursday,2019-01-03,Mwh
2019,1,3,13,113751.4169,152192.6609,99547.27196,2022.853504,8178.474848,14738.0667,33501.32088,25818.93762,2019-01-03 13:00:00,01-03,Thursday,2019-01-03,Mwh
2019,1,3,14,111293.5958,149716.1389,99567.20267,2156.64444,8149.346856,14393.82645,33137.19531,27160.25437,2019-01-03 14:00:00,01-03,Thursday,2019-01-03,Mwh
2019,1,3,15,109663.4771,149364.034,99591.95666,1674.10655,8116.947304,12778.16302,33752.00852,28586.31374,2019-01-03 15:00:00,01-03,Thursday,2019-01-03,Mwh
2019,1,3,16,109607.0514,153519.9542,99594.72014,1497.295148,8238.730308,7517.768356,36348.26204,28775.82549,2019-01-03 16:00:00,01-03,Thursday,2019-01-03,Mwh
2019,1,3,17,112147.3276,163186.2809,99561.66699,1485.004628,8439.366158,2791.829027,43809.59027,29584.27558,2019-01-03 17:00:00,01-03,Thursday,2019-01-03,Mwh
2019,1,3,18,114893.5075,171005.4091,99576.0226,1479.301382,8576.272007,483.9920457,50349.83223,31523.25105,2019-01-03 18:00:00,01-03,Thursday,2019-01-03,Mwh
2019,1,3,19,117117.046,175707.3928,99561.37277,1469.763477,8534.532435,206.0,49503.00573,32764.53779,2019-01-03 19:00:00,01-03,Thursday,2019-01-03,Mwh
2019,1,3,20,116574.9422,172274.3281,99305.82522,1429.245862,8410.384829,124.0,45314.56271,33978.68633,2019-01-03 20:00:00,01-03,Thursday,2019-01-03,Mwh
2019,1,3,21,115874.4247,165947.1023,98915.83138,1436.929987,8269.923665,65.0,41650.21372,34689.01513,2019-01-03 21:00:00,01-03,Thursday,2019-01-03,Mwh
2019,1,3,22,113312.3801,154759.102,98864.90219,1457.671462,8048.079958,64.08260538,37513.99342,34168.0998,2019-01-03 22:00:00,01-03,Thursday,2019-01-03,Mwh
2019,1,3,23,109089.3498,142429.11,98850.37611,1597.817525,8031.470396,59.02733307,32976.84543,32938.71415,2019-01-03 23:00:00,01-03,Thursday,2019-01-03,Mwh
2019,1,4,0,105459.8625,125387.0388,98862.63869,1831.547934,7793.452005,64.97266693,29777.15485,34095.01083,2019-01-04 00:00:00,01-04,Friday,2019-01-04,Mwh
2019,1,4,1,99022.41124,121909.9386,98915.67664,2066.520659,7666.290853,-13.13785692,26612.36226,36946.35718,2019-01-04 01:00:00,01-04,Friday,2019-01-04,Mwh
2019,1,4,2,94988.50032,118737.5366,98912.27519,1888.267877,7659.398857,-32.94474846,24949.12661,38299.55113,2019-01-04 02:00:00,01-04,Friday,2019-01-04,Mwh
2019,1,4,3,92568.5321,117040.778,98894.70057,1801.352106,7659.997491,-33.91739462,24131.98337,39785.06443,2019-01-04 03:00:00,01-04,Friday,2019-01-04,Mwh
2019,1,4,4,93157.79835,117507.3826,98735.8434,1804.260177,7564.149091,-35.11050308,24252.19079,40072.65051,2019-01-04 04:00:00,01-04,Friday,2019-01-04,Mwh
2019,1,4,5,95987.22143,122873.2854,98819.28485,2048.268092,7697.376219,-35.72428616,26252.75693,39124.14479,2019-01-04 05:00:00,01-04,Friday,2019-01-04,Mwh
2019,1,4,6,102202.1035,136076.4967,98873.93449,2338.419241,7729.811412,-26.91739462,32163.99408,37331.04222,2019-01-04 06:00:00,01-04,Friday,2019-01-04,Mwh
2019,1,4,7,109647.9545,149273.7779,98937.73412,2448.608357,7928.417352,154.5880263,39954.56078,34816.67951,2019-01-04 07:00:00,01-04,Friday,2019-01-04,Mwh
2019,1,4,8,117177.4863,155972.5213,98929.03443,2477.624689,7850.181402,3755.05941,40992.08545,31877.13793,2019-01-04 08:00:00,01-04,Friday,2019-01-04,Mwh
2019,1,4,9,120030.273,155298.3394,98986.30172,2534.139368,8008.945045,9682.181531,39183.2066,28394.6592,2019-01-04 09:00:00,01-04,Friday,2019-01-04,Mwh
2019,1,4,10,120510.4271,155125.797,98999.45258,2690.147231,7960.373404,13581.54594,36596.47116,21879.7365,2019-01-04 10:00:00,01-04,Friday,2019-01-04,Mwh
2019,1,4,11,119644.7402,154843.5402,99024.31445,2826.583815,8023.039487,14705.57504,36217.58571,15939.7991,2019-01-04 11:00:00,01-04,Friday,2019-01-04,Mwh
2019,1,4,12,117542.2263,152287.7636,98983.73123,2973.18549,8002.533436,14869.57608,35246.88393,13656.38628,2019-01-04 12:00:00,01-04,Friday,2019-01-04,Mwh
2019,1,4,13,116076.6865,150842.9332,98922.40306,2947.979005,8063.417824,14919.08783,34335.33422,12518.37358,2019-01-04 13:00:00,01-04,Friday,2019-01-04,Mwh
2019,1,4,14,113207.3977,150144.4904,98856.27317,2837.526047,8024.040879,14752.29786,33892.31527,12180.15313,2019-01-04 14:00:00,01-04,Friday,2019-01-04,Mwh
2019,1,4,15,111309.331,149581.8677,98780.75977,2801.111987,7939.042498,13039.01004,34805.66078,12068.25307,2019-01-04 15:00:00,01-04,Friday,2019-01-04,Mwh
2019,1,4,16,110294.4969,152644.8984,98802.20127,2797.619305,7908.733521,7578.889199,36920.08437,11545.06411,2019-01-04 16:00:00,01-04,Friday,2019-01-04,Mwh
2019,1,4,17,113199.6629,159070.3733,98845.68817,2801.363899,8044.398669,2688.780474,41087.99174,12156.17699,2019-01-04 17:00:00,01-04,Friday,2019-01-04,Mwh
2019,1,4,18,117086.6028,164229.4014,98829.45953,2815.050132,8047.665943,488.1046535,45252.70058,14672.8993,2019-01-04 18:00:00,01-04,Friday,2019-01-04,Mwh
2019,1,4,19,117428.5848,164272.4072,98849.14009,2845.325608,8101.000173,174.1386987,44626.23346,18634.37824,2019-01-04 19:00:00,01-04,Friday,2019-01-04,Mwh
2019,1,4,20,113790.6833,160811.3697,98832.28682,2816.567676,8214.138412,213.9173946,42515.98998,22719.85392,2019-01-04 20:00:00,01-04,Friday,2019-01-04,Mwh
2019,1,4,21,109702.1297,153833.0695,98819.58738,2799.409483,8063.039709,55.0,40119.30937,25635.12768,2019-01-04 21:00:00,01-04,Friday,2019-01-04,Mwh
2019,1,4,22,106548.9024,146125.4854,98622.8285,2804.535375,7923.090073,53.08260538,38019.10309,27108.68926,2019-01-04 22:00:00,01-04,Friday,2019-01-04,Mwh
2019,1,4,23,102889.7562,137425.0075,98624.43481,2804.367354,7656.344465,64.0,35316.80257,28092.56407,2019-01-04 23:00:00,01-04,Friday,2019-01-04,Mwh
2019,1,5,0,99175.41915,129845.7284,98702.16597,2572.457143,7462.279002,66.86214308,32084.16716,28236.47185,2019-01-05 00:00:00,01-05,Saturday,2019-01-05,Mwh
2019,1,5,1,96855.03605,122571.7384,97815.92922,2302.769588,7132.948299,-1.701978392,28906.11283,27258.17623,2019-01-05 01:00:00,01-05,Saturday,2019-01-05,Mwh
2019,1,5,2,95223.86264,118645.3312,97641.30011,2177.587508,7049.430008,-17.0,27343.4927,25915.84336,2019-01-05 02:00:00,01-05,Saturday,2019-01-05,Mwh
2019,1,5,3,93647.18695,117939.101,97632.45788,2171.275633,7018.223459,-14.13785692,26671.36332,24871.55999,2019-01-05 03:00:00,01-05,Saturday,2019-01-05,Mwh
2019,1,5,4,94149.19418,118784.687,97681.41156,2172.385997,6788.624123,-15.7795377,27360.91391,24576.50149,2019-01-05 04:00:00,01-05,Saturday,2019-01-05,Mwh
2019,1,5,5,95783.3756,120860.4094,97712.65935,2179.594878,6949.475774,-12.91739462,28057.32558,23792.76459,2019-01-05 05:00:00,01-05,Saturday,2019-01-05,Mwh
2019,1,5,6,99813.35379,125053.5212,97752.33801,2231.823758,7074.043973,-6.0,29955.16144,22895.31636,2019-01-05 06:00:00,01-05,Saturday,2019-01-05,Mwh
2019,1,5,7,104214.7736,131785.1663,97774.24953,2371.11859,7429.498993,56.09395233,34550.87255,22734.62785,2019-01-05 07:00:00,01-05,Saturday,2019-01-05,Mwh
2019,1,5,8,109943.3344,136414.6726,97838.62742,2515.008552,7531.046282,1019.039301,36803.71376,22693.85886,2019-01-05 08:00:00,01-05,Saturday,2019-01-05,Mwh
2019,1,5,9,112775.8696,138765.4555,97842.6257,2555.117691,7587.498385,3837.723118,38036.61752,22252.89064,2019-01-05 09:00:00,01-05,Saturday,2019-01-05,Mwh
2019,1,5,10,113601.1973,138125.147,97858.48283,2474.293924,7602.449966,7975.888806,37495.97721,20002.14796,2019-01-05 10:00:00,01-05,Saturday,2019-01-05,Mwh
2019,1,5,11,111803.3829,137971.9084,97788.68561,2327.13674,7407.676649,9786.304292,36384.08299,16953.47604,2019-01-05 11:00:00,01-05,Saturday,2019-01-05,Mwh
2019,1,5,12,109148.9452,135335.3413,97751.30667,2235.0927,7161.026383,10323.72105,34166.69448,16157.96994,2019-01-05 12:00:00,01-05,Saturday,2019-01-05,Mwh
2019,1,5,13,106392.3506,129697.3777,97805.06221,2204.775225,7357.324836,9460.079613,32801.79494,17766.37847,2019-01-05 13:00:00,01-05,Saturday,2019-01-05,Mwh
2019,1,5,14,102849.0212,124551.7304,97811.82781,2192.702913,7440.019543,8993.160135,31301.64024,19947.98859,2019-01-05 14:00:00,01-05,Saturday,2019-01-05,Mwh
2019,1,5,15,99421.89259,123141.4816,97786.01192,2191.791896,7536.304046,7699.755788,31727.53239,21827.66578,2019-01-05 15:00:00,01-05,Saturday,2019-01-05,Mwh
2019,1,5,16,98354.6884,123273.3729,97805.98316,2196.564959,7711.457417,5357.103133,33216.48514,23041.1565,2019-01-05 16:00:00,01-05,Saturday,2019-01-05,Mwh
2019,1,5,17,101176.0499,128832.4241,97942.49021,2190.518865,7853.164539,2309.66523,38623.17662,25460.28452,2019-01-05 17:00:00,01-05,Saturday,2019-01-05,Mwh
2019,1,5,18,106269.4203,131923.4336,98008.05388,2208.457943,7818.780638,291.5481925,42045.06515,29669.32154,2019-01-05 18:00:00,01-05,Saturday,2019-01-05,Mwh
2019,1,5,19,105729.2881,131735.5498,97952.61282,2202.678912,8009.346909,42.08260538,42295.16196,36719.64815,2019-01-05 19:00:00,01-05,Saturday,2019-01-05,Mwh
2019,1,5,20,102302.0741,126912.5371,97728.84891,2197.770204,8072.719943,79.7795377,40833.10371,42791.2682,2019-01-05 20:00:00,01-05,Saturday,2019-01-05,Mwh
2019,1,5,21,100290.7447,121973.5832,97424.35213,2199.305348,7903.374837,46.38567305,38835.75644,45959.71396,2019-01-05 21:00:00,01-05,Saturday,2019-01-05,Mwh
2019,1,5,22,98874.27576,117007.5374,96890.39566,2204.085093,7650.152906,20.69693233,36962.12911,46145.98243,2019-01-05 22:00:00,01-05,Saturday,2019-01-05,Mwh
2019,1,5,23,96563.75072,110180.9875,96702.77862,2206.753051,7496.900654,17.13785692,34242.70479,45251.62253,2019-01-05 23:00:00,01-05,Saturday,2019-01-05,Mwh
2019,1,6,0,94125.66057,104565.2922,97208.70239,2320.256338,7386.6637,17.86214308,30786.68299,44556.66858,2019-01-06 00:00:00,01-06,Sunday,2019-01-06,Mwh
2019,1,6,1,90211.55904,96326.71885,97056.79579,2207.637653,7371.525855,5.97769223,28680.59908,45154.11221,2019-01-06 01:00:00,01-06,Sunday,2019-01-06,Mwh
2019,1,6,2,87563.88869,94003.10325,97134.78061,2210.146418,7313.107065,-12.0,26447.68691,46128.0868,2019-01-06 02:00:00,01-06,Sunday,2019-01-06,Mwh
2019,1,6,3,86121.28907,92732.8284,97058.71113,2212.412041,7298.103382,-3.917394623,25259.67716,46932.6879,2019-01-06 03:00:00,01-06,Sunday,2019-01-06,Mwh
2019,1,6,4,85772.52497,92815.12643,97053.66815,2217.761116,7343.463344,6.0,25911.34378,47865.86923,2019-01-06 04:00:00,01-06,Sunday,2019-01-06,Mwh
2019,1,6,5,85861.77529,93553.80394,97091.89644,2220.91643,7413.583676,-4.834789246,27010.3079,49376.86859,2019-01-06 05:00:00,01-06,Sunday,2019-01-06,Mwh
2019,1,6,6,87281.07703,95371.78862,97235.12305,2226.912004,7527.455529,-6.0,30203.0263,51499.30619,2019-01-06 06:00:00,01-06,Sunday,2019-01-06,Mwh
2019,1,6,7,89802.43221,99290.47488,97337.21471,2248.01627,7681.196763,44.35787908,33877.94193,53463.58849,2019-01-06 07:00:00,01-06,Sunday,2019-01-06,Mwh
2019,1,6,8,93300.32725,102350.9357,97439.35095,2239.164597,7605.989056,2302.766397,36616.67059,55838.44395,2019-01-06 08:00:00,01-06,Sunday,2019-01-06,Mwh
2019,1,6,9,95269.31586,104561.2195,97472.04434,2267.883939,7713.63868,6694.86298,36834.20158,55970.44734,2019-01-06 09:00:00,01-06,Sunday,2019-01-06,Mwh
2019,1,6,10,94305.28913,103298.6161,97430.72256,2236.062269,7712.589539,11489.94059,34424.8242,54897.99751,2019-01-06 10:00:00,01-06,Sunday,2019-01-06,Mwh
2019,1,6,11,90048.50364,100342.3124,97517.46216,2218.571784,7991.046188,13424.37657,31432.15388,55401.65492,2019-01-06 11:00:00,01-06,Sunday,2019-01-06,Mwh
2019,1,6,12,86301.47841,98118.69294,97620.5147,2223.49133,8031.528051,13483.20704,29809.29363,56848.06389,2019-01-06 12:00:00,01-06,Sunday,2019-01-06,Mwh
2019,1,6,13,84310.63674,96490.94896,97666.85842,2181.038022,7839.397522,12978.10248,29645.95407,57475.5155,2019-01-06 13:00:00,01-06,Sunday,2019-01-06,Mwh
2019,1,6,14,83189.84603,95925.24996,97696.73725,2151.073183,7631.23771,13272.24884,29869.49159,57452.21877,2019-01-06 14:00:00,01-06,Sunday,2019-01-06,Mwh
2019,1,6,15,82185.41058,96086.6769,97724.72484,2144.452799,7493.747947,11630.42898,30847.93904,57052.55983,2019-01-06 15:00:00,01-06,Sunday,2019-01-06,Mwh
2019,1,6,16,83823.56872,102473.7288,97794.44796,2151.653159,7603.737365,7001.934349,32293.14566,101839.1435,2019-01-06 16:00:00,01-06,Sunday,2019-01-06,Mwh
2019,1,6,17,88701.29811,112241.0755,97830.27011,2227.525666,7841.727654,2292.518332,38145.00746,58188.4164,2019-01-06 17:00:00,01-06,Sunday,2019-01-06,Mwh
2019,1,6,18,96479.46981,119075.9227,97882.90372,2263.179337,7866.442341,244.6220706,42922.5745,60110.02571,2019-01-06 18:00:00,01-06,Sunday,2019-01-06,Mwh
2019,1,6,19,99416.9091,121635.8935,97831.25431,2256.795059,7879.76356,46.13785692,43770.98105,61998.0036,2019-01-06 19:00:00,01-06,Sunday,2019-01-06,Mwh
2019,1,6,20,98702.74294,119327.0083,97933.36146,2220.11407,7911.797909,41.0,41645.03581,63123.72284,2019-01-06 20:00:00,01-06,Sunday,2019-01-06,Mwh
2019,1,6,21,95421.35759,116276.478,98010.37296,2206.928633,7927.095579,18.91739462,39142.53477,64247.8265,2019-01-06 21:00:00,01-06,Sunday,2019-01-06,Mwh
2019,1,6,22,91034.7037,109106.6792,98039.13453,2205.645254,7825.261579,20.08260538,35461.9451,64682.91079,2019-01-06 22:00:00,01-06,Sunday,2019-01-06,Mwh
2019,1,6,23,85524.641,101521.9259,98145.25644,2168.651364,7565.353049,21.91739462,31433.18916,63079.37937,2019-01-06 23:00:00,01-06,Sunday,2019-01-06,Mwh
2019,1,7,0,80181.10312,93917.27248,98176.23964,2131.38196,7340.786581,37.0,28555.28003,60386.33803,2019-01-07 00:00:00,01-07,Monday,2019-01-07,Mwh
2019,1,7,1,76668.8655,89360.13123,98160.35401,2117.816448,7162.98765,44.0,26134.69132,59913.8736,2019-01-07 01:00:00,01-07,Monday,2019-01-07,Mwh
2019,1,7,2,74310.01714,88652.67236,98138.71258,2044.561143,7130.818013,33.0,24748.4016,58559.15361,2019-01-07 02:00:00,01-07,Monday,2019-01-07,Mwh
2019,1,7,3,74029.38799,89704.61746,97992.31185,1956.874641,7057.023005,30.08260538,24158.45108,57175.68444,2019-01-07 03:00:00,01-07,Monday,2019-01-07,Mwh
2019,1,7,4,74308.14045,92697.43504,98121.57836,1935.182938,7198.187754,32.0,24355.92506,55970.6385,2019-01-07 04:00:00,01-07,Monday,2019-01-07,Mwh
2019,1,7,5,77494.14603,100696.5728,98307.6651,2024.387298,7304.078961,31.86214308,27216.69728,55610.21987,2019-01-07 05:00:00,01-07,Monday,2019-01-07,Mwh
2019,1,7,6,85554.68038,114597.6326,98411.21719,2155.477739,7626.235193,36.3121787,34185.75662,55202.11454,2019-01-07 06:00:00,01-07,Monday,2019-01-07,Mwh
2019,1,7,7,95882.7058,131463.4822,98524.27378,2265.069246,7910.603336,131.1199515,42980.83729,54079.74728,2019-01-07 07:00:00,01-07,Monday,2019-01-07,Mwh
2019,1,7,8,102591.6084,137231.6943,98482.38509,2446.644105,7891.714479,2017.522509,44481.45247,53762.2837,2019-01-07 08:00:00,01-07,Monday,2019-01-07,Mwh
