※一般送配電事業者各社の公表データを元に作成しています,,,,,,,,,,,,
※四捨五入等の関係で合計が合わないことがあります,,,,,,,,,,,,
単位[MWh],,,,,,,,,,,,
月日,時刻,需要,原子力,地熱,水力,火力,バイオマス,風力実績,風力抑制量,太陽光実績,太陽光抑制量,揚水
2022/2/2,9時,142040,8024,311,6056,101503.5,1786.1,1725,0,22020.4,0,539
2022/2/2,10時,138083.1,8023,312,5079,93586.8,1791.1,1758.7,0,29361.5,0,-1899
2022/2/2,11時,134691.4,8022,314,4606,90619.1,1798.1,1869.6,0,32678.6,0,-5268
2022/2/2,12時,128035.5,8022,312,4038,88015.2,1806.1,1879.6,0,32297.6,0,-8347
2022/2/2,13時,129565.2,7961,314,4330,91337.8,1798.1,1877.1,0,29021.2,0,-7096
2022/2/2,14時,128591.8,7952,313,4829,94119.6,1796.1,1818.8,0,23260.3,0,-5547
2022/2/2,15時,128964.5,7972,313,5531,98195.5,1798.1,1695,0,14200.9,0,-807
2022/2/2,16時,132661.7,7994,316,7147,108036.7,1833.1,1677,0,4632.9,0,957
2022/2/2,17時,137010.5,8009,313,8356,112655.4,1821.1,1636.3,0,278.7,0,3865
2022/2/2,18時,138607.3,8017,315,8572,112566.8,1826.1,1643.7,0,1.7,0,5586
2022/2/2,19時,135222.9,8018,315,7773,111028.5,1826.1,1669.3,0,0,0,4523
2022/2/2,20時,131142.9,8020,315,6585,109062.7,1826.1,1706.1,0,0,0,3598
2022/2/2,21時,125221.1,8021,313,5354,106067.6,1831.1,1759.4,0,0,0,1866
2022/2/2,22時,117995.5,8023,317,4696,100901.1,1818.1,1725.3,0,0,0,464
2022/2/2,23時,113144.2,8022,314,4432,97003.5,1823.1,1692.6,0,0,0,-192
2022/2/3,0時,107164.9,8020,314,3925,92163.2,1817.1,1716.6,0,0,0,-810
2022/2/3,1時,105629,8018,314,3903,91163.5,1813.1,1760.4,0,0,0,-1363
2022/2/3,2時,106761.3,8019,313,3959,92123,1819.1,1724.2,0,0,0,-1250
2022/2/3,3時,107448.6,8021,314,4007,92615.2,1818.1,1538.3,0,0,0,-917
2022/2/3,4時,108137.6,8019,314,4185,92954,1819.1,1597.5,0,0,0,-808
2022/2/3,5時,111952.6,8020,314,4319,96354.5,1822.1,1614,0,0,0,-542
2022/2/3,6時,122435.9,8026,314,4930,104020.6,1822.1,1614.2,0,10,0,1692
2022/2/3,7時,131759.2,8024,313,6040,108005.6,1813.1,1566.7,0,2009.8,0,3980
2022/2/3,8時,142838,8024,311,6629,111074.4,1802.1,1639.5,0,8532,0,4749
2022/2/3,9時,145921.7,8025,310,5703,108203.9,1792.1,1680.3,0,16886.4,0,3242
2022/2/3,10時,140541.5,8024,310,4909,101064.2,1792.1,1799.1,0,25377.1,0,-2799
2022/2/3,11時,136194.4,8019,312,4420,97580.7,1798.1,1984.7,0,29766.9,0,-7720
2022/2/3,12時,128878.8,8022,311,3834,93029.6,1782.1,2195.7,0,30204.4,0,-10514
2022/2/3,13時,129914.4,8024,314,4237,94828.8,1774.1,2278.2,0,28427.3,0,-9974
2022/2/3,14時,128549.5,8022,314,4839,94673.1,1774.1,2241.7,0,23439.6,0,-6801
2022/2/3,15時,128962.4,8022,312,5723,99626.9,1775.1,2200.6,0,13593.8,0,-2361
2022/2/3,16時,132451,8023,316,7246,107646.9,1800.1,2060.8,0,3893.2,0,1419
2022/2/3,17時,136834.2,8020,315,8222,111952.1,1791.1,2049.8,0,181.2,0,4262
2022/2/3,18時,137800.4,8018,316,8594,112078.1,1801.1,1924.4,0,3.8,0,5021
2022/2/3,19時,133904.1,8019,314,8033,110566.6,1797.1,1990.4,0,2,0,3134
2022/2/3,20時,129785.1,8021,316,6733,108838.3,1804.1,1989.7,0,0,0,2063
2022/2/3,21時,123773.6,8024,317,5269,105528.7,1801.1,2002.8,0,0,0,812
2022/2/3,22時,116526.7,8023,317,4626,99634.9,1807.1,1995.7,0,0,0,50
2022/2/3,23時,111467,8022,314,4313,95003.1,1805.1,2011.8,0,0,0,-70
2022/2/4,0時,105487.6,8024,315,3985,90810.2,1807.3,1977.1,0,0,0,-1470
2022/2/4,1時,104433,8022,314,3811,90239.4,1804.3,1975.3,0,0,0,-1774
2022/2/4,2時,105911.7,8023,315,3924,91735.8,1806.3,1916.6,0,0,0,-1873
2022/2/4,3時,106987.8,8021,314,3999,92582.8,1804.3,1943.7,0,0,0,-1737
2022/2/4,4時,107687.3,8024,315,4173,92019.3,1806.3,1935.7,0,0,0,-665
2022/2/4,5時,111413.3,8023,314,4419,94960.1,1806.3,1916.9,0,0,0,-106
2022/2/4,6時,121701.2,8024,314,5014,103818.5,1806.3,1933.4,0,8,0,712
2022/2/4,7時,131604.4,8026,312,5780,108900,1790.3,1949,0,2196.1,0,2630
2022/2/4,8時,141978.3,8026,311,6454,109652.2,1786.3,1863.2,0,10089.6,0,3746
2022/2/4,9時,144506,8025,311,5891,104673.3,1777.3,1870.3,0,20285.1,0,1583
2022/2/4,10時,139674.3,8024,311,4792,95583.5,1776.3,1904.7,0,28498.8,0,-1315
2022/2/4,11時,136272.4,8025,314,4193,91304.5,1780.3,2009.1,0,33231.5,0,-4631
2022/2/4,12時,129161.7,8025,312,3755,87385.2,1795.3,2117.9,0,33359.3,0,-7627
2022/2/4,13時,130401.3,8025,315,4417,88823.4,1771.3,2149,0,30756.6,0,-5899
2022/2/4,14時,128941.8,8024,312,5260,89037.8,1774.3,2133.7,0,25341,0,-3036
2022/2/4,15時,128837,8023,315,6153,94832.3,1779.3,2029.7,0,16367.7,0,-772
2022/2/4,16時,132760.2,8023,318,7048,105516.4,1813.3,1919.4,0,6189.1,0,1873
2022/2/4,17時,136738,8018,314,8272,110297,1802.3,1763.3,0,521.4,0,5685
2022/2/4,18時,138273.2,8015,316,8701,111235.6,1795.3,1794.7,0,4.6,0,6341
2022/2/4,19時,134827.6,8017,316,8130,110037.3,1792.3,1822,0,0,0,4652
2022/2/4,20時,130690.5,8022,313,6930,108364.3,1796.3,1728.9,0,0,0,3505
2022/2/4,21時,124905.9,8023,313,5347,105607.6,1795.3,1764,0,0,0,2026
2022/2/4,22時,118905.9,8023,314,4993,101503.7,1799.3,1765.9,0,0,0,439
2022/2/4,23時,114278.3,8025,314,4577,97656.4,1804.3,1790.6,0,0,0,39
2022/2/5,0時,108060.9,8021,313,3720,92333.2,1812,1736.7,0,0,0,77
2022/2/5,1時,106307.9,8023,311,3745,90505.5,1801,1849.4,0,0,0,29
2022/2/5,2時,107009.2,8022,312,3827,90958.4,1812,1913.8,0,0,0,113
2022/2/5,3時,107258.1,8021,311,3991,90989.3,1811,1939.8,0,0,0,151
2022/2/5,4時,106581.6,8024,313,4169,90081.9,1822,1983.7,0,0,0,150
2022/2/5,5時,106604.9,8022,314,4028,90117,1822,2091.9,0,0,0,142
2022/2/5,6時,110748.4,8024,311,4131,94141.4,1818,2197,0,8,0,65
2022/2/5,7時,117072.8,8023,314,4364,97276.9,1824,2151.1,0,2814.8,0,265
2022/2/5,8時,123855.5,8024,311,5124,94360.8,1802,2204.5,0,11503.2,0,448
2022/2/5,9時,125755.9,8024,310,5047,88379.7,1788,2309,0,20531.2,0,-722
2022/2/5,10時,123855.8,8024,311,4425,82498.8,1783,2389,0,27642,0,-3265
2022/2/5,11時,121324.7,8025,311,3755,80382.3,1775,2502.9,0,29981.5,0,-5416
2022/2/5,12時,118626.6,8025,311,3553,78631.2,1793,2655.4,0,29531,0,-5883
2022/2/5,13時,117778.6,8023,313,4013,79025.9,1783,2755.2,0,26965.5,0,-5114
2022/2/5,14時,116682.5,8024,312,4341,80706.2,1769,2797.4,0,21836.9,0,-3139
2022/2/5,15時,118182.9,8025,312,5000,86665,1776,2752.6,0,13992.3,0,-389
2022/2/5,16時,122304.9,8017,315,6146,97669.4,1803,2662.9,0,4995.6,0,616
2022/2/5,17時,129980.2,8017,314,7063,106162.6,1806,2534.2,0,434.4,0,3562
2022/2/5,18時,133807.1,8018,314,7841,107578.8,1801,2561.2,0,2.1,0,5601
2022/2/5,19時,132211.4,8024,313,7482,107085.2,1807,2526.2,0,0,0,4887
2022/2/5,20時,128661.9,8024,314,6208,105994.1,1806,2566.8,0,0,0,3682
2022/2/5,21時,123376.9,8025,315,5155,103211.7,1802,2640.2,0,0,0,2169
2022/2/5,22時,117068.8,8025,312,4506,99257.3,1816,2590.5,0,0,0,536
2022/2/5,23時,113536.3,8024,310,4346,96481.9,1815,2465.4,0,0,0,63
2022/2/6,0時,107614.5,8026,311,4084,90828.6,1808,2377.9,0,0,0,156
2022/2/6,1時,105538.8,8024,313,4181,88957.4,1805,2278.4,0,0,0,-56
2022/2/6,2時,105679.6,8023,312,4268,88969.1,1806,2336.5,0,0,0,-78
2022/2/6,3時,105365.2,8024,311,4403,88506.9,1802,2354.3,0,0,0,-93
2022/2/6,4時,104120.1,8024,313,4365,87390.4,1804,2324.7,0,0,0,-138
2022/2/6,5時,103556.8,8026,312,4226,87457.2,1807,2260.6,0,0,0,-570
2022/2/6,6時,106155.1,8024,312,4078,89925.1,1800,2320,0,26,0,-358
2022/2/6,7時,111477.8,8025,312,4223,91675.9,1793,2328.4,0,2895.5,0,182
2022/2/6,8時,116511.7,8026,312,4867,86997.1,1784,2315.4,0,12040.2,0,116
2022/2/6,9時,117800.9,8025,310,4858,80840.8,1777,2346.9,0,21479.2,0,-1889
2022/2/6,10時,115945,8022,311,3951,76922.7,1774,2454,0,28282.3,0,-5787
2022/2/6,11時,114003.9,8023,311,3727,75686.1,1777,2512.1,0,30812.7,0,-8867
2022/2/6,12時,112528.9,8023,312,3760,75671.2,1780,2630.5,0,30479.2,0,-10138
2022/2/6,13時,110745.3,8020,313,4152,75106.5,1772,2673.3,0,29147.5,0,-10451
2022/2/6,14時,109317.7,8020,313,4492,76097.7,1751,2662,0,23709,0,-7743
2022/2/6,15時,110883.1,8020,313,5102,80953.8,1741,2662,0,16072.3,0,-3997
2022/2/6,16時,115892.2,8020,314,5897,92741.6,1769,2663.8,0,6107.8,0,-1700
2022/2/6,17時,126822.3,8012,314,7316,103798.3,1768,2526.6,0,540.4,0,2461
2022/2/6,18時,132644.4,8017,312,8042,106278.5,1766,2427.8,0,2.1,0,5714
2022/2/6,19時,131661.7,8017,311,8035,106288.6,1765,2419.1,0,0,0,4739
2022/2/6,20時,128701.9,8020,312,6734,105392.7,1768.9,2394.3,0,0,0,3995
2022/2/6,21時,123259.6,8026,313,5244,103614.2,1762.9,2294.5,0,0,0,1936
2022/2/6,22時,114719.2,8027,310,4591,97596,1765,2182.2,0,0,0,201
2022/2/6,23時,110507.9,8027,312,4389,94456.2,1765,2068.7,0,0,0,-533
2022/2/7,0時,105015.6,8026,311,3901,92808.2,1762.9,1939.5,0,0,0,-3755
2022/2/7,1時,103444.3,8027,311,3825,92158,1758.9,1849.4,0,0,0,-4506
2022/2/7,2時,104386.9,8027,310,4088,92293.8,1763.9,1884.2,0,0,0,-4022
2022/2/7,3時,105077.7,8025,309,4222,92186.4,1763.9,1804.4,0,0,0,-3294
2022/2/7,4時,106096,8024,311,4265,91873.7,1765.9,1761.4,0,0,0,-1970
2022/2/7,5時,111039.2,8026,311,4434,94886.3,1764.9,1677,0,0,0,-142
2022/2/7,6時,123854.3,8023,309,5401,105302.5,1759.9,1634.9,0,24,0,1375
2022/2/7,7時,135215,8023,309,5916,110395.6,1752.9,1479.8,0,3176.7,0,4149
2022/2/7,8時,145304.1,8027,308,6512,110840.6,1742.9,1354.4,0,12967.2,0,3487
2022/2/7,9時,147736.9,8027,306,6189,104558.9,1743.9,1447.4,0,24240.7,0,1089
2022/2/7,10時,143688.9,8025,310,5805,96687.3,1742.9,1531.4,0,31120.3,0,-1668
2022/2/7,11時,140368.6,8027,312,5127,94536.4,1750.9,1701.5,0,33037.8,0,-4189
2022/2/7,12時,132902,8026,311,4718,90882.9,1766.9,1738,0,32975.2,0,-7542
2022/2/7,13時,134588.6,8024,315,4952,93459.4,1772.9,1679.2,0,29758.1,0,-5417
2022/2/7,14時,133062.5,8026,312,5715,92993.8,1770.9,1657,0,23370.8,0,-878
2022/2/7,15時,132986.5,8025,312,6324,99434.9,1758.9,1574.9,0,15491.8,0,-10
2022/2/7,16時,136716.9,8022,315,7287,109802.7,1767.9,1517.3,0,5528,0,2434
2022/2/7,17時,141178.9,8022,314,8225,114209.7,1773.9,1437.2,0,283.1,0,6816
2022/2/7,18時,143005.3,8024,314,8520,115176.5,1777.9,1302.8,0,2.1,0,7786
2022/2/7,19時,139188.1,8024,314,7992,114426.9,1779.9,1222.3,0,0,0,5328
2022/2/7,20時,134386.3,8025,315,6548,112968.7,1777.9,1258.7,0,0,0,3390
2022/2/7,21時,127774.2,8024,314,4921,109664.8,1776.9,1207.5,0,0,0,1756
2022/2/7,22時,120373.8,8025,315,4551,104397.2,1766.9,1153.7,0,0,0,92
2022/2/7,23時,114764.4,8023,316,4247,100204.4,1768.9,1031.1,0,0,0,-887
2022/2/8,0時,108261.5,8023,313,3898,96817.9,1768,924.6,0,0,0,-3520
2022/2/8,1時,106313.8,8022,312,3924,95888.7,1759,881.1,0,0,0,-4528
2022/2/8,2時,106834.3,8025,314,4036,95988.4,1747,932.9,0,0,0,-4252
2022/2/8,3時,107137.9,8023,313,4142,96368,1746,842.9,0,0,0,-4343
2022/2/8,4時,107576.8,8022,315,4324,96152.5,1745,773.3,0,0,0,-3818
2022/2/8,5時,111181.8,8023,314,4510,96697.5,1749,801.3,0,0,0,-984
2022/2/8,6時,121909,8024,310,5258,104739.8,1749,816.2,0,15,0,940
2022/2/8,7時,132825.8,8026,311,6031,111365.3,1742,834.8,0,1305.7,0,3193
2022/2/8,8時,145117.6,8027,310,6713,115116.5,1745,865.1,0,6232,0,6053
2022/2/8,9時,149026.3,8027,309,6204,112435.5,1746,868.7,0,14142.1,0,5154
2022/2/8,10時,143974,8026,310,5621,106535.5,1735,845.1,0,20868.4,0,-112
2022/2/8,11時,139745.9,8028,312,5104,100218.4,1781,889.9,0,25442.6,0,-2086
2022/2/8,12時,131693.9,8025,311,4664,95467.2,1779,935,0,26765.7,0,-6297
2022/2/8,13時,133513.4,8025,312,4798,98500.5,1782,964.3,0,24929.6,0,-5845
2022/2/8,14時,132097.2,8027,313,5421,101302.5,1779,1117.8,0,18831.9,0,-4767
2022/2/8,15時,131327.8,8025,313,6209,103229.2,1783,1200,0,11142.6,0,-672
2022/2/8,16時,134374.6,8027,314,7323,110372.2,1775,1200.9,0,3685.5,0,1579
2022/2/8,17時,138317.4,8025,312,8525,113233.5,1748,1295,0,360.9,0,4717
2022/2/8,18時,139459.9,8026,314,8898,113547.4,1755,1466.5,0,4,0,5344
2022/2/8,19時,135483.4,8021,313,8118,111696.1,1754,1499.3,0,0,0,3978
2022/2/8,20時,130558.8,8018,314,6767,109762.7,1753,1573.1,0,0,0,2281
2022/2/8,21時,124183.6,8022,314,5454,105690,1757,1617.6,0,0,0,1275
2022/2/8,22時,117071.4,8023,311,4759,100315.6,1748,1587.8,0,0,0,244
2022/2/8,23時,111964.6,8024,314,3896,96154.6,1760,1522,0,0,0,203
2022/2/9,0時,106271.3,8025,313,3780,91546.3,1762,1436,0,0,0,-646
2022/2/9,1時,104939.7,7975,315,3943,90991.5,1764,1298.2,0,0,0,-1380
2022/2/9,2時,105990.8,7962,314,4094,91885.2,1765,1321.6,0,0,0,-1406
2022/2/9,3時,106857.1,7988,312,4219,92470.8,1768,1357.3,0,0,0,-1346
2022/2/9,4時,107471.4,8011,314,4598,92087.3,1769,1315.1,0,0,0,-684
2022/2/9,5時,111284.9,8024,314,4625,95055.6,1769,1314.3,0,0,0,123
2022/2/9,6時,122134,8025,313,5088,104162.1,1769,1243.9,0,36,0,1479
2022/2/9,7時,131221.6,8027,310,5921,106695.6,1766,1221.5,0,3931.5,0,3307
2022/2/9,8時,139122.1,8028,311,6169,104596.7,1760,1197,0,15476.4,0,1517
2022/2/9,9時,139632.6,8030,308,5958,95421.2,1759,1116.4,0,26834,0,61
2022/2/9,10時,134672.3,8030,313,5598,84900.8,1747,1130.2,0,34761.3,0,-1940
2022/2/9,11時,131028.2,8031,311,4838,81800.8,1763,1098.3,0,38449.1,0,-5322
2022/2/9,12時,124018.8,8027,311,4538,78810.1,1780,1048.2,0,38597.5,0,-9113
2022/2/9,13時,125567.7,8024,310,4641,82835,1790,982.1,0,35386.6,0,-8413
2022/2/9,14時,124083.6,8026,313,5000,85817.5,1784,888,0,28394.1,0,-6191
2022/2/9,15時,124280.4,8027,312,5923,92743.6,1784,780,0,18208.8,0,-3554
2022/2/9,16時,127688.5,8023,314,7076,103430.4,1796,694,0,6722.1,0,-455
2022/2/9,17時,132455.1,8025,313,8149,109875.2,1786,587,0,596.9,0,3037
2022/2/9,18時,135017,8023,313,8513,111154.3,1794,467,0,2.7,0,4663
2022/2/9,19時,132043.7,8028,315,7982,109940.7,1788,402,0,0,0,3509
2022/2/9,20時,127942,8021,315,6789,108548,1789,341,0,0,0,2107
2022/2/9,21時,122008,8028,315,5271,105023,1791,299,0,0,0,1264
2022/2/9,22時,115148.3,8026,314,4335,100464.3,1779,271,0,0,0,-89
2022/2/9,23時,110018.5,8025,316,4037,96720.5,1781,256,0,0,0,-1152
2022/2/10,0時,103800.3,8025,314,4278,92514.4,1779.9,278,0,0,0,-3404
2022/2/10,1時,102033.5,8024,315,4458,91352.5,1779.9,303.1,0,0,0,-4204
2022/2/10,2時,103060.7,8026,314,4661,91950.5,1779.9,352.3,0,0,0,-4036
2022/2/10,3時,103945.4,8027,314,4813,92560,1784.9,393.5,0,0,0,-3951
2022/2/10,4時,104545.3,8026,316,4668,92810.7,1785.9,424.7,0,0,0,-3531
2022/2/10,5時,108268,8028,313,4879,94163.7,1783.9,466.4,0,0,0,-1419
2022/2/10,6時,117788.3,8028,314,5441,101508.8,1783.9,482.6,0,17,0,230
2022/2/10,7時,128192.8,8026,312,6042,108528.1,1787.9,551.9,0,1074.9,0,1878
2022/2/10,8時,142031.3,8026,312,7200,114415,1796.9,549.7,0,4050.7,0,5615
2022/2/10,9時,149361.5,8028,311,7425,114676.3,1806.9,474.6,0,7708.7,0,8829
2022/2/10,10時,148597.6,8027,310,6759,113098.7,1783.9,398.1,0,11061.9,0,7084
2022/2/10,11時,146931.8,8026,311,6140,110856.5,1786.9,393,0,13227.4,0,6157
2022/2/10,12時,140766.3,8027,310,5373,107887.9,1765.9,378.5,0,14441,0,2597
2022/2/10,13時,143515.2,8026,312,5769,109018.5,1786.9,402.3,0,14287.5,0,3878
2022/2/10,14時,142083.9,8025,312,6395,108963.2,1787.9,461.4,0,12255.4,0,3850
2022/2/10,15時,140449.1,8026,312,6868,110006.2,1778.9,528.6,0,8628.4,0,4286
2022/2/10,16時,141825.3,8027,312,7809,112398.4,1781.9,565.4,0,4472.6,0,6409
2022/2/10,17時,142663,8022,313,8700,114188.2,1775.9,599,0,657.9,0,8324
2022/2/10,18時,142699.8,8025,315,9184,114499.1,1782.9,653.5,0,2.3,0,8155
2022/2/10,19時,138386.3,8022,315,7909,113528.7,1771.9,705.7,0,0,0,6075
2022/2/10,20時,133147.4,8024,314,6979,111947.2,1789.9,748.3,0,0,0,3334
2022/2/10,21時,126931.5,8025,314,5815,108661.6,1777.9,760,0,0,0,1570
2022/2/10,22時,119931,8025,316,4767,103837.4,1774.9,742.7,0,0,0,447
2022/2/10,23時,114968.2,8028,315,4510,99905.2,1774.9,733.1,0,0,0,-320
2022/2/11,0時,108812,8027,315,3713,96626.2,1771,746.8,0,0,0,-2421
2022/2/11,1時,106925.5,8027,313,3872,96144.8,1774,749.7,0,0,0,-3998
2022/2/11,2時,107579.3,8024,313,3918,97260.9,1774,720.4,0,0,0,-4493
2022/2/11,3時,107903.5,8028,314,4146,97549.4,1769,665.1,0,0,0,-4604
2022/2/11,4時,107385.8,8028,316,4309,97046.7,1772,681.1,0,0,0,-4797
2022/2/11,5時,108212.7,8026,314,4163,97797.5,1772,662.2,0,0,0,-4567
2022/2/11,6時,112033,8027,311,4237,100368.8,1783,672.2,0,8,0,-3409
2022/2/11,7時,118793.4,8026,314,4684,101733.4,1783,650.4,0,2855.6,0,-1314
2022/2/11,8時,125746.8,8026,314,4864,99057.2,1815,538.5,0,10985.1,0,70
2022/2/11,9時,126110.4,8026,314,4494,91633.8,1815,449.9,0,19814.7,2,-504
2022/2/11,10時,121732.7,8024,314,3774,84637.5,1785,442.6,0,27345.6,3,-4596
2022/2/11,11時,117841.7,8024,316,3414,80600.2,1802,431.5,0,31219,3,-7984
2022/2/11,12時,113165.4,8022,315,3245,77508,1803,426.4,0,32416,3,-10584
2022/2/11,13時,111761.9,8029,315,3260,77596.9,1772,437.3,0,31200.7,2,-10864
2022/2/11,14時,109509.7,8027,313,3469,77184.7,1773,482.3,0,26658.7,2,-8403
2022/2/11,15時,109310.7,8027,312,4156,80580.6,1795,484.4,0,18391.7,1,-4438
2022/2/11,16時,113030.3,8025,313,5552,90176.1,1800,465.6,0,7734.6,0,-1058
2022/2/11,17時,120771.6,8024,314,6588,100751.8,1782,445.7,0,842.1,0,1928
2022/2/11,18時,126025.5,8021,314,7241,104288.2,1773,434.8,0,5.5,0,3817
2022/2/11,19時,124918.4,8026,314,6789,104011.8,1766,387.6,0,0,0,3497
2022/2/11,20時,122303,8027,313,5542,103160.9,1756,370.1,0,0,0,3012
2022/2/11,21時,118024.4,8027,315,4590,100867.8,1751,338.6,0,0,0,2066
2022/2/11,22時,111765.8,8028,316,4034,96321.2,1746,320.6,0,0,0,955
2022/2/11,23時,108506.5,8027,317,3484,93868.8,1757.5,305.2,0,0,0,717
2022/2/12,0時,103553.1,8026,315,3278,89811.1,1758.3,303.7,0,0,0,36
2022/2/12,1時,102371,8026,312,3258,88653.5,1754.3,299.2,0,0,0,37
2022/2/12,2時,103152.4,8026,314,3466,90046.9,1755.3,311.2,0,0,0,-804
2022/2/12,3時,103586,8026,314,3610,90529,1755.3,331.7,0,0,0,-1023
2022/2/12,4時,102926,8025,314,3660,89988.5,1755.3,322.2,0,0,0,-1146
2022/2/12,5時,103287.1,8026,313,3637,89972.3,1757.3,337.5,0,0,0,-767
2022/2/12,6時,106805.1,8027,313,3798,92312.5,1755.3,362.3,0,41,0,167
2022/2/12,7時,112111,8027,311,4352,93471.5,1758.3,356.9,0,3561.3,0,204
2022/2/12,8時,118191,8028,311,4546,89502.2,1794.3,308.6,0,13474.9,0,117
2022/2/12,9時,118995.1,8027,311,4191,80846.1,1790.3,243.5,0,23978.2,0,-510
2022/2/12,10時,114045,8028,310,3773,72152.9,1788.3,213.2,0,33146.6,0,-5402
2022/2/12,11時,110444.5,8028,311,3503,69073.1,1793.3,198.6,0,37251.5,0,-9738
2022/2/12,12時,106686.9,8029,310,3149,67077.6,1793.3,191.2,0,36801.8,0,-10680
2022/2/12,13時,104278.9,8027,313,3166,67515.7,1793.3,231.6,0,33390.3,0,-10173
2022/2/12,14時,101688.2,8027,312,3424,67596.7,1794.3,247.3,0,26905.9,0,-6641
2022/2/12,15時,100583.8,8026,311,4218,72268,1791.3,289,0,17649.5,0,-3988
2022/2/12,16時,104043.3,8025,311,5366,81549.9,1801.3,338.4,0,7409.7,0,-844
2022/2/12,17時,112049.7,8019,313,6435,93804.4,1803.3,459.3,0,715.7,0,368
2022/2/12,18時,117208.4,8023,313,6778,97877.1,1809.3,580.2,0,4.8,0,1680
2022/2/12,19時,116542.1,8024,312,6090,97925.1,1813.3,672.7,0,0,0,1575
2022/2/12,20時,114078.9,8025,312,5314,96829,1811.3,735.6,0,0,0,948
2022/2/12,21時,109667.2,8025,313,4231,93796.4,1813.3,1033.5,0,0,0,394
2022/2/12,22時,104867.1,8026,313,3731,89548.2,1801.3,1236.6,0,0,0,173
2022/2/12,23時,102283,8025,315,3453,87209,1800.3,1286.7,0,0,0,166
2022/2/13,0時,97479,8026,311,3064,82964.8,1798.2,1356,0,0,0,-57
2022/2/13,1時,96093.2,8026,312,3088,81835.2,1792.2,1296.8,0,0,0,-277
2022/2/13,2時,97087.9,8026,310,3179,82501.7,1796.2,1271,0,0,0,-24
2022/2/13,3時,97640,8025,312,3519,82299.7,1798.2,1351.1,0,0,0,302
2022/2/13,4時,97045.7,8028,313,3678,81729.6,1797.2,1352.9,0,0,0,89
