datetime,Coal,region,Hydro,Solar,Wind,Other,Petroleum,Nuclear,Natural gas
2020-12-30 09:00:00,23591,MIDW,591,0,14275,889,540,11534,15005
2020-12-30 10:00:00,23218,MIDW,589,0,14342,889,538,11536,15028
2020-12-30 11:00:00,23539,MIDW,587,0,15204,890,532,11537,14662
2020-12-30 12:00:00,24616,MIDW,562,0,16000,897,614,11536,15461
2020-12-30 13:00:00,26758,MIDW,566,0,16491,906,720,11538,16363
2020-12-30 14:00:00,27940,MIDW,620,5,17384,905,726,11540,16785
2020-12-30 15:00:00,28081,MIDW,661,29,18067,913,737,11539,16796
2020-12-30 16:00:00,29168,MIDW,672,65,17871,909,824,11533,17016
2020-12-30 17:00:00,29815,MIDW,690,87,17957,911,855,11532,16865
2020-12-30 18:00:00,29938,MIDW,746,107,17945,893,723,11532,16978
2020-12-30 19:00:00,29805,MIDW,771,88,17876,885,782,11528,16924
2020-12-30 20:00:00,29412,MIDW,777,75,17874,874,1076,11529,16967
2020-12-30 21:00:00,28466,MIDW,768,52,17829,872,1349,11530,17110
2020-12-30 22:00:00,28438,MIDW,920,44,17156,872,1512,11528,17619
2020-12-30 23:00:00,29213,MIDW,2129,9,16084,874,1828,11524,18103
2020-12-31 00:00:00,31523,MIDW,2265,0,14580,901,2142,11524,19249
2020-12-31 01:00:00,32942,MIDW,1827,1,12798,927,2160,11525,19619
2020-12-31 02:00:00,33108,MIDW,1059,1,11825,932,2151,11531,19658
2020-12-31 03:00:00,33089,MIDW,873,1,10623,929,2151,11537,19461
2020-12-31 04:00:00,31511,MIDW,851,1,9306,885,2030,11539,19066
2020-12-31 05:00:00,30053,MIDW,845,1,8194,863,1930,11541,18953
2020-12-31 06:00:00,28707,MIDW,820,1,7129,862,1928,11542,18008
2020-12-31 07:00:00,27601,MIDW,790,1,7068,855,1908,11541,17666
2020-12-31 08:00:00,26846,MIDW,787,0,6995,851,1692,11539,17455
2020-12-31 09:00:00,26614,MIDW,789,0,6466,848,1599,11537,17302
2020-12-31 10:00:00,26656,MIDW,788,0,6151,845,1584,11537,17223
2020-12-31 11:00:00,27255,MIDW,793,0,6480,847,1516,11538,17576
2020-12-31 12:00:00,29261,MIDW,817,0,6641,848,1682,11539,18281
2020-12-31 13:00:00,31634,MIDW,837,0,6809,857,1823,11541,18694
2020-12-31 14:00:00,33347,MIDW,851,5,7508,863,1901,11547,19217
2020-12-31 15:00:00,33710,MIDW,1304,34,8221,868,1936,11548,19204
2020-12-31 16:00:00,33873,MIDW,1586,85,9388,877,1737,11552,19131
2020-12-31 17:00:00,34442,MIDW,1658,135,9850,883,1611,11551,18682
2020-12-31 18:00:00,34768,MIDW,1375,157,9500,918,1491,11547,18771
2020-12-31 19:00:00,34449,MIDW,1001,177,8882,897,1334,11541,18740
2020-12-31 20:00:00,34577,MIDW,858,141,8007,893,1327,11536,18760
2020-12-31 21:00:00,34791,MIDW,869,136,7493,902,1379,11539,18674
2020-12-31 22:00:00,35008,MIDW,998,60,8045,905,1357,11534,18509
2020-12-31 23:00:00,35217,MIDW,2272,6,8861,915,1310,11537,18805
