Biomass,CCGT,Coal,Hydroelectric,Interconnect,Nuclear,OCGT,Oil,Other,Pumped Storage,Wind,solar,datetime
43.9305555556,8694.12847222,8559.21875,276.284722222,2642.41666667,8076.65277778,0.0,0.0,0.0,373.461805556,325.045138889,0.0,2012-07-05
50.5590277778,8877.23958333,8352.39583333,249.402777778,2733.70833333,8061.96527778,0.0,0.0,0.0,457.364583333,121.149305556,0.0,2012-07-06
219.277777778,10350.1076389,10681.7222222,285.954861111,2435.49305556,8071.71527778,0.0,0.0,0.0,330.677083333,435.020833333,0.0,2012-07-07
129.909722222,10312.1631944,11113.34375,231.427083333,2619.45138889,8099.3125,0.0,0.0,0.0,228.961805556,390.420138889,0.0,2012-07-08
243.673611111,10143.125,12026.0798611,227.336805556,2304.96527778,8067.84722222,0.0,0.0,0.0,303.21875,77.4861111111,0.0,2012-07-09
259.003472222,9841.70486111,11847.1597222,213.152777778,2362.22916667,8160.05555556,0.0,0.0,0.0,334.222222222,81.6284722222,0.0,2012-07-10
243.100694444,8435.00347222,12525.7777778,205.166666667,2282.99305556,8431.77083333,0.0,0.0,0.0,291.138888889,119.534722222,0.0,2012-07-11
269.197916667,6100.10069444,9917.09375,179.725694444,2625.04166667,8533.04166667,0.0,0.0,0.0,295.5,844.055555556,0.0,2012-07-12
269.402777778,5761.45833333,8704.91666667,184.375,2748.1875,9022.29513889,0.0,0.0,0.0,338.180555556,1373.06597222,0.0,2012-07-13
268.166666667,7992.38541667,12118.6111111,176.413194444,2011.61805556,9101.03819444,8.57986111111,0.0,0.0,359.972222222,1409.03125,0.0,2012-07-14
253.423611111,8552.61111111,12618.6736111,187.961805556,2108.5,9015.79861111,0.0,0.0,0.0,461.055555556,572.260416667,0.0,2012-07-15
138.229166667,7747.84027778,11809.375,153.336805556,2296.10416667,8958.17361111,0.0,0.0,0.0,257.177083333,2264.62847222,0.0,2012-07-16
0.0,8976.23465704,12032.8916968,188.458483755,932.288808664,8706.81949458,0.0938628158845,0.0,0.0,335.57400722,1970.7400722,0.0,2012-07-17
0.0,9557.82291667,11958.0520833,193.965277778,767.930555556,8167.38541667,1.06597222222,0.0,0.0,339.736111111,1846.29166667,0.0,2012-07-18
0.0,8685.54513889,10374.7777778,204.100694444,1620.46527778,7527.09722222,0.0,0.0,0.0,322.71875,1164.82986111,0.0,2012-07-19
0.0,8471.88541667,10496.125,201.055555556,2403.77083333,7509.80902778,0.0,0.0,0.0,291.940972222,252.9375,0.0,2012-07-20
201.069444444,11871.2847222,13891.1354167,203.732638889,-1013.13888889,7801.02777778,0.03125,0.0,0.0,252.152777778,598.621527778,0.0,2012-07-21
293.451388889,11231.9236111,14025.2326389,218.010416667,-1252.34722222,8114.67013889,0.0,0.0,0.0,362.739583333,722.107638889,0.0,2012-07-22
246.599303136,8366.14982578,13900.2787456,206.463414634,-207.059233449,8136.18815331,0.0,0.0,0.0,256.909407666,1701.16376307,0.0,2012-07-23
224.604166667,9427.25,14216.4548611,229.854166667,201.277777778,8138.91666667,0.0,0.0,0.0,325.878472222,749.434027778,0.0,2012-07-24
289.010526316,9628.24210526,13736.5964912,224.2,462.063157895,8172.69122807,0.361403508772,0.0,0.0,261.543859649,246.105263158,0.0,2012-07-25
17.4802259887,6600.3559322,10409.6186441,231.183615819,2589.26553672,8159.8700565,0.0,0.0,0.0,291.706214689,930.757062147,0.0,2012-07-26
34.1006944444,6560.83333333,9261.82291667,254.479166667,2557.25,8100.48263889,0.0,0.0,0.0,268.003472222,819.475694444,0.0,2012-07-27
169.954861111,7807.65625,9130.50694444,300.055555556,694.520833333,8107.97222222,0.0,0.0,0.0,271.197916667,2454.90972222,0.0,2012-07-28
215.329861111,7736.12152778,12727.2916667,303.260416667,1035.38888889,8114.69791667,0.194444444444,0.0,0.0,306.829861111,2282.51736111,0.0,2012-07-29
169.732638889,9493.75,13058.3402778,345.447916667,440.895833333,8115.31597222,1.375,0.0,0.0,475.392361111,1562.29861111,0.0,2012-07-30
128.458333333,9099.68055556,13671.59375,318.666666667,271.576388889,8110.19444444,0.0,0.0,0.0,296.996527778,1483.49652778,0.0,2012-07-31
43.7951388889,7912.76041667,13820.7083333,327.576388889,1311.67361111,8077.16666667,0.0,0.0,0.0,272.815972222,1087.61458333,0.0,2012-08-01
43.5,5988.81597222,10059.7604167,316.416666667,2476.89583333,8073.20486111,0.0,0.0,0.0,307.440972222,2018.5,0.0,2012-08-02
43.7673611111,7022.16666667,9879.06944444,333.333333333,2481.5625,8074.40277778,0.0,0.0,0.0,412.604166667,1055.4375,0.0,2012-08-03
237.371527778,9108.37847222,12647.3784722,280.260416667,1485.32638889,8070.56944444,0.0,0.0,0.0,341.090277778,1342.63888889,0.0,2012-08-04
293.614583333,8749.84375,12959.8472222,275.430555556,1373.19444444,8127.79861111,0.0,0.0,0.0,221.565972222,2099.51041667,0.0,2012-08-05
293.28125,8197.15277778,14582.5208333,251.982638889,948.506944444,7984.22569444,1.72569444444,0.0,0.0,263.482638889,1126.71180556,0.0,2012-08-06
341.552083333,7509.14930556,14611.5416667,308.225694444,773.263888889,7667.64583333,0.0,0.0,0.0,239.211805556,1879.10069444,0.0,2012-08-07
514.361403509,7057.09473684,14846.8526316,318.438596491,1002.35087719,7592.30526316,0.0,0.0,0.0,269.512280702,1202.96140351,0.0,2012-08-08
477.461805556,6518.625,11918.2638889,323.1875,1876.97222222,7358.84375,0.0,0.0,0.0,311.961805556,683.197916667,0.0,2012-08-09
490.951388889,5525.64930556,10654.0173611,270.253472222,2192.43055556,7255.33680556,0.0,0.0,0.0,234.604166667,1815.78819444,0.0,2012-08-10
516.159722222,7159.25347222,15379.3888889,294.982638889,1262.4375,7380.875,0.0,0.0,0.0,303.020833333,1318.41666667,0.0,2012-08-11
519.791666667,6939.22222222,14897.3020833,285.430555556,945.006944444,7431.59027778,0.0,0.0,0.0,241.079861111,2430.36458333,0.0,2012-08-12
468.452961672,8261.80836237,15553.4250871,345.843205575,608.536585366,6941.32055749,0.0,0.0,0.0,343.205574913,1863.70383275,0.0,2012-08-13
545.665505226,7347.77351916,14887.9477352,362.243902439,1096.90592334,6699.44250871,0.0,0.0,0.0,354.972125436,2622.52264808,0.0,2012-08-14
530.853658537,6395.81533101,13294.8536585,441.512195122,1871.78397213,6614.60278746,0.0,0.0,0.0,246.700348432,3374.90592334,0.0,2012-08-15
304.170731707,5095.12543554,12157.2334495,387.662020906,2528.48083624,6787.97212544,3.99651567944,0.0,0.0,320.083623693,1988.69337979,0.0,2012-08-16
304.368055556,5539.67708333,10260.2986111,340.336805556,2675.52777778,7321.42361111,0.0,0.0,0.0,274.559027778,2249.59027778,0.0,2012-08-17
520.045138889,8025.95833333,12861.9131944,448.767361111,1663.54861111,7465.46527778,5.65277777778,0.0,0.0,269.756944444,2139.65625,0.0,2012-08-18
502.961805556,6907.71527778,14451.2743056,416.222222222,1215.59722222,7612.44097222,0.0,0.0,0.0,239.815972222,2492.32291667,0.0,2012-08-19
456.097222222,8146.39583333,15301.9270833,460.434027778,1056.47916667,7256.19791667,0.0,0.0,0.0,321.017361111,1576.36458333,0.0,2012-08-20
471.53125,8714.91666667,15814.4305556,406.652777778,1327.88888889,7116.04166667,0.0,0.0,0.0,250.965277778,1146.41319444,0.0,2012-08-21
501.225694444,8845.54861111,15040.8645833,388.513888889,2042.75694444,6926.73611111,0.0,0.0,0.0,362.25,765.003472222,0.0,2012-08-22
286.604166667,6620.80208333,13441.4791667,392.930555556,2653.375,6918.79513889,0.0,0.0,0.0,344.475694444,432.670138889,0.0,2012-08-23
224.381944444,5192.29166667,13332.1597222,320.3125,2748.22222222,7164.93402778,0.0,0.0,0.0,291.697916667,1760.00694444,0.0,2012-08-24
357.402777778,6610.21180556,15684.2395833,350.416666667,2529.20138889,7715.13888889,0.0,0.0,0.0,452.607638889,3277.48611111,0.0,2012-08-25
510.545138889,6409.43055556,16691.5833333,390.916666667,2412.00694444,8170.90277778,0.0,0.0,0.0,468.815972222,3759.35416667,0.0,2012-08-26
493.979166667,6919.77083333,16204.6527778,414.96875,1947.88888889,8430.67708333,0.0,0.0,0.0,389.229166667,1829.74652778,0.0,2012-08-27
511.777003484,6336.31358885,16837.456446,373.888501742,2306.59233449,8532.73867596,0.0,0.0,0.0,254.567944251,951.871080139,0.0,2012-08-28
486.076388889,4259.62152778,16440.7152778,292.989583333,1945.0625,8079.71527778,12.4236111111,0.0,0.0,338.392361111,3000.34375,0.0,2012-08-29
273.725694444,4168.77777778,12119.9861111,383.763888889,2641.65277778,7871.85763889,30.1631944444,0.0,0.0,341.736111111,3000.61805556,0.0,2012-08-30
272.291666667,4985.64583333,11664.1909722,429.826388889,2249.79861111,7518.43402778,0.0,0.0,0.0,269.840277778,3110.45486111,0.0,2012-08-31
457.211805556,6618.99305556,16711.46875,445.385416667,705.847222222,7074.83680556,29.8993055556,0.0,0.0,259.868055556,2825.21875,0.0,2012-09-01
479.947916667,6049.17013889,17794.0069444,461.923611111,622.5,7313.69444444,40.2777777778,0.0,0.0,391.368055556,2355.21527778,0.0,2012-09-02
505.302083333,6227.17013889,17958.3611111,459.767361111,1147.875,7187.17361111,8.84027777778,0.0,0.0,327.46875,1993.36458333,0.0,2012-09-03
686.09375,7613.72569444,17601.6215278,402.340277778,842.159722222,7597.33333333,0.0,0.0,0.0,334.229166667,980.701388889,0.0,2012-09-04
587.25631769,7117.53068592,17711.3826715,393.837545126,1129.61732852,7301.22021661,1.02166064982,0.0,0.0,314.624548736,1111.38628159,0.0,2012-09-05
335.745704467,7574.6185567,13594.5395189,407.484536082,1619.72508591,7310.75601375,0.0,0.0,0.0,280.786941581,749.996563574,0.0,2012-09-06
524.024305556,7484.05208333,13623.5277778,407.59375,1707.11805556,7312.35069444,0.0,0.0,0.0,338.086805556,304.229166667,0.0,2012-09-07
646.989583333,8927.90972222,17942.5555556,403.8125,720.548611111,7309.44097222,0.0,0.0,0.0,363.576388889,566.465277778,0.0,2012-09-08
664.649305556,8759.27777778,19399.8333333,334.152777778,334.888888889,7289.15972222,0.0,0.0,0.0,269.25,313.517361111,0.0,2012-09-09
614.75,9901.89236111,18152.1111111,378.673611111,468.854166667,7121.74305556,0.0,0.0,0.0,338.951388889,385.510416667,0.0,2012-09-10
593.642361111,9177.12152778,17579.1736111,375.097222222,775.381944444,7098.76041667,0.0,1.20138888889,0.0,275.0625,1342.55902778,0.0,2012-09-11
669.375,6986.60763889,16921.8923611,435.847222222,702.694444444,6782.94097222,0.0,0.0,0.0,246.618055556,2676.09375,0.0,2012-09-12
44.0384615385,8148.97552448,15826.6713287,577.604895105,732.328671329,6494.08741259,0.0,0.0,0.0,410.895104895,729.006993007,0.0,2012-09-13
44.1388888889,8496.53125,14846.7743056,515.461805556,752.458333333,6495.50347222,0.0,42.7395833333,0.0,361.802083333,704.520833333,0.0,2012-09-14
44.0138888889,11978.7708333,16566.3715278,415.920138889,582.416666667,6570.9375,0.0,38.6736111111,0.0,370.090277778,778.798611111,0.0,2012-09-15
501.503472222,9885.07638889,17060.0451389,306.326388889,366.638888889,6743.71875,0.0,0.0,0.0,308.822916667,1725.73958333,0.0,2012-09-16
538.684027778,9318.40625,16821.3229167,316.569444444,424.993055556,6992.49652778,0.0,0.0,0.0,356.940972222,2080.47569444,0.0,2012-09-17
554.107638889,9625.69097222,17170.6215278,357.072916667,424.784722222,7138.57986111,2.0625,0.0,0.0,290.861111111,1300.27083333,0.0,2012-09-18
336.798611111,11288.1284722,17749.6631944,414.465277778,585.083333333,6060.375,0.0,0.0,0.0,411.333333333,393.704861111,0.0,2012-09-19
360.444444444,8689.69791667,16348.875,374.215277778,883.659722222,5986.60069444,0.0,0.0,0.0,375.861111111,333.416666667,0.0,2012-09-20
405.256944444,9914.65625,13753.0486111,368.857638889,1225.34722222,6001.21180556,0.0,0.0,0.0,340.760416667,715.260416667,0.0,2012-09-21
342.184027778,11844.1736111,17666.7256944,386.364583333,502.965277778,6026.0625,21.7395833333,0.0,0.0,542.951388889,570.996527778,0.0,2012-09-22
495.96875,10551.6979167,17428.7777778,311.475694444,247.340277778,6574.71875,0.0,0.0,0.0,355.159722222,400.465277778,0.0,2012-09-23
540.052083333,10689.9270833,18103.0138889,296.673611111,110.118055556,6838.77777778,0.0,0.0,0.0,326.361111111,782.868055556,0.0,2012-09-24
557.309027778,9528.99652778,18381.7013889,305.555555556,144.673611111,6842.29166667,0.0,0.0,0.0,276.232638889,1692.15972222,0.0,2012-09-25
513.090277778,9083.5625,18089.0868056,333.902777778,257.798611111,6853.98958333,3.19791666667,0.0,0.0,298.885416667,2238.56944444,0.0,2012-09-26
244.138888889,8787.45833333,15295.2430556,283.677083333,990.048611111,6509.50347222,0.0,0.0,0.0,318.78125,2371.87152778,0.0,2012-09-27
320.961805556,8601.82291667,15096.8159722,323.934027778,983.611111111,6400.55208333,0.0,0.0,0.0,252.385416667,2633.15625,0.0,2012-09-28
316.100694444,10983.2847222,19112.8854167,363.979166667,281.569444444,6404.90625,0.0,0.0,0.0,345.319444444,1070.68402778,0.0,2012-09-29
474.236111111,10520.8541667,18892.6006944,378.420138889,57.6666666667,6398.42013889,0.0,0.0,0.0,237.15625,2116.05555556,0.0,2012-09-30
352.607638889,9971.64930556,18533.3333333,441.298611111,294.486111111,6224.47569444,0.0,0.0,0.0,392.809027778,2440.40972222,0.0,2012-10-01
532.680555556,9561.57986111,19032.2395833,459.809027778,1999.52083333,5638.12152778,10.9305555556,0.0,0.0,414.746527778,1675.05208333,0.0,2012-10-02
294.024305556,9414.12152778,17887.6736111,430.670138889,1870.19444444,5483.78819444,4.71527777778,0.0,0.0,527.628472222,2706.02777778,0.0,2012-10-03
318.104166667,8679.24652778,17204.3368056,402.645833333,1572.23611111,5836.11805556,0.989583333333,0.0,0.0,414.527777778,1570.29861111,0.0,2012-10-04
535.538194444,8790.62847222,16722.1354167,406.569444444,1753.92361111,6149.88194444,6.36458333333,0.0,0.0,386.010416667,1388.37152778,0.0,2012-10-05
698.28125,10579.8125,19628.5208333,361.746527778,1525.02777778,6210.55208333,8.44444444444,0.0,0.0,421.527777778,879.208333333,0.0,2012-10-06
723.996527778,9760.71875,19000.4618056,342.34375,1340.79166667,6352.71527778,0.0,0.0,0.0,270.055555556,3255.86458333,0.0,2012-10-07
630.756944444,8400.71875,18896.28125,425.899305556,1017.71527778,6596.67013889,0.0,0.0,0.0,312.364583333,3665.43402778,0.0,2012-10-08
816.034722222,8789.89236111,18487.5868056,503.211805556,886.805555556,6644.15625,0.0,0.0,0.0,388.545138889,2868.56597222,0.0,2012-10-09
789.329861111,9199.95486111,17463.0972222,529.104166667,798.444444444,6704.54861111,0.0833333333333,0.0,0.0,359.684027778,2752.23263889,0.0,2012-10-10
525.055555556,8477.13888889,16003.4097222,559.590277778,1582.5625,6760.04166667,0.0,0.0,0.0,335.739583333,1339.42361111,0.0,2012-10-11
564.003472222,7842.29513889,16498.8506944,631.25,1698.02083333,6777.60069444,0.659722222222,0.0,0.0,356.795138889,859.5625,0.0,2012-10-12
564.131944444,10177.2013889,18375.2638889,591.40625,1295.5,6780.85763889,0.826388888889,0.0,0.0,283.809027778,2091.72222222,0.0,2012-10-13
523.03125,8959.92361111,18109.8368056,555.145833333,969.798611111,6693.15277778,0.0,0.0,0.0,324.583333333,3015.82291667,0.0,2012-10-14
520.440972222,10097.5590278,19050.40625,589.138888889,1059.3125,6724.0625,0.809027777778,0.0,0.0,402.652777778,980.892361111,0.0,2012-10-15
275.798611111,10623.3680556,20083.6388889,509.15625,1193.71527778,6351.07986111,0.0,0.0,0.0,370.267361111,777.809027778,0.0,2012-10-16
563.149305556,11068.5486111,18852.375,501.90625,1294.13888889,6330.87152778,6.21527777778,0.0,0.0,424.802083333,769.319444444,0.0,2012-10-17
563.920138889,8793.80208333,16441.6076389,483.777777778,1608.56944444,5914.79166667,0.0,0.0,0.0,361.534722222,1551.25694444,0.0,2012-10-18
563.868055556,9336.12847222,15568.6041667,493.920138889,1704.14583333,5901.96527778,0.0,0.0,0.0,359.802083333,1556.63194444,0.0,2012-10-19
415.163194444,10352.1041667,17364.1458333,536.354166667,979.958333333,5802.36458333,0.0,0.0,0.0,336.104166667,3930.31597222,0.0,2012-10-20
466.277777778,8756.17708333,18676.8923611,589.097222222,876.763888889,6135.67013889,0.0,0.0,0.0,365.875,3791.09375,0.0,2012-10-21
575.854166667,9280.51041667,20236.7534722,664.059027778,1173.88888889,6382.58333333,0.0,0.0,0.0,481.152777778,2078.125,0.0,2012-10-22
745.975694444,9049.25347222,17370.8125,726.326388889,1377.47222222,6442.64236111,0.0,0.0,0.0,463.736111111,3671.56944444,0.0,2012-10-23
729.527777778,11386.0138889,16023.8958333,711.131944444,1564.14583333,6488.8125,0.0,26.0243055556,0.0,393.895833333,2376.48958333,0.0,2012-10-24
407.628158845,9326.2166065,17086.7797834,707.306859206,1562.15162455,6608.09747292,0.317689530686,0.0,0.0,464.649819495,1429.32490975,0.0,2012-10-25
629.302083333,7577.20138889,15973.3159722,628.538194444,1738.49305556,6858.21180556,0.0,0.0,0.0,386.270833333,1915.56944444,0.0,2012-10-26
802.555555556,10266.5486111,17808.6875,542.104166667,1548.38888889,7048.18402778,0.0,0.0,0.0,315.152777778,2673.65625,0.0,2012-10-27
344.454861111,10517.4375,19144.0104167,524.413194444,656.472222222,7104.03819444,13.2013888889,0.0,0.0,316.798611111,2722.69791667,0.0,2012-10-28
806.640151515,9941.73863636,19803.8901515,439.238636364,704.636363636,7230.60227273,0.0,0.0,0.0,334.102272727,2065.32575758,0.0,2012-10-29
805.475694444,12409.2222222,19511.9652778,432.795138889,1153.0625,7538.09375,0.0,0.0,0.0,369.666666667,1031.47916667,0.0,2012-10-30
812.965277778,14323.1493056,19175.8611111,430.527777778,459.0,7694.63888889,0.0,40.8090277778,0.0,379.517361111,404.576388889,0.0,2012-10-31
307.25,10044.2465278,18253.4270833,339.708333333,640.215277778,7645.29513889,0.0,0.0,0.0,344.791666667,1961.52083333,0.0,2012-11-01
216.621527778,10140.1076389,18418.6180556,351.663194444,1105.83333333,7750.19097222,7.59027777778,0.0,0.0,336.475694444,1011.33680556,0.0,2012-11-02
656.829861111,9801.6875,20449.8993056,302.586805556,723.854166667,7994.37152778,0.0,0.0,0.0,342.274305556,2544.67361111,0.0,2012-11-03
699.729166667,10153.9965278,20687.2881944,340.663194444,821.277777778,8203.98611111,0.0,0.0,0.0,407.4375,2050.88541667,0.0,2012-11-04
776.965277778,11582.3229167,21159.2638889,326.305555556,288.013888889,8121.91666667,0.0,0.0,0.0,424.020833333,1742.45833333,0.0,2012-11-05
807.402877698,12860.7769784,19386.9496403,323.784172662,299.532374101,8057.3705036,7.28776978417,0.0,0.0,460.787769784,2832.91726619,0.0,2012-11-06
613.545138889,10546.3298611,19683.5416667,346.184027778,887.333333333,7807.78819444,0.0,0.0,0.0,435.364583333,3106.64930556,0.0,2012-11-07
738.815972222,9097.36458333,17740.0381944,352.527777778,1193.89583333,7682.78472222,0.0,0.0,0.0,297.489583333,2286.40277778,0.0,2012-11-08
777.329861111,7092.06944444,15704.875,428.545138889,1153.95833333,7753.11805556,0.0,0.0,0.0,410.225694444,3999.35763889,0.0,2012-11-09
562.510416667,10889.6701389,20636.3159722,425.850694444,939.208333333,7774.20486111,0.0,0.0,0.0,348.572916667,2049.60763889,0.0,2012-11-10
518.3125,14351.8333333,21854.6979167,360.795138889,84.1875,7828.88541667,14.3055555556,0.0,0.0,400.236111111,458.388888889,0.0,2012-11-11
582.104166667,15652.7638889,21804.9861111,379.024305556,-675.569444444,7694.61458333,42.3194444444,254.53125,0.0,392.840277778,479.086805556,0.0,2012-11-12
593.736111111,15232.8888889,21741.2395833,283.128472222,-118.222222222,7418.24305556,0.0,0.0,0.0,291.09375,1036.28472222,0.0,2012-11-13
676.378472222,11543.4479167,19796.9861111,323.045138889,1253.89583333,7016.63888889,0.0,0.0,0.0,318.607638889,3347.78819444,0.0,2012-11-14
546.965277778,7382.71527778,18580.5902778,348.885416667,1530.59722222,6922.74652778,0.0,0.0,0.0,308.541666667,2942.77430556,0.0,2012-11-15
522.899305556,7899.61805556,18345.3472222,394.298611111,1465.55555556,7158.34375,0.0,0.0,0.0,337.909722222,1614.23263889,0.0,2012-11-16
754.635416667,11238.1979167,19784.9375,448.475694444,1212.63888889,7290.59027778,2.06944444444,0.0,0.0,335.583333333,1206.73958333,0.0,2012-11-17
534.456445993,12379.989547,19984.630662,403.31358885,1290.11149826,7479.89198606,0.0,0.0,0.0,280.090592334,641.668989547,0.0,2012-11-18
543.440972222,10502.3819444,18987.5590278,429.065972222,927.493055556,7796.63194444,9.42708333333,0.0,0.0,237.621527778,3468.70833333,0.0,2012-11-19
511.25,10959.6527778,16364.125,507.225694444,1386.84722222,7752.82986111,0.743055555556,0.0,0.0,417.774305556,4189.74305556,0.0,2012-11-20
602.284722222,8451.62847222,19489.3923611,537.253472222,1320.74305556,8029.37847222,0.0,0.0,0.0,305.513888889,1700.53472222,0.0,2012-11-21
458.954861111,5203.84722222,17438.2604167,558.038194444,1363.5625,8143.25,0.0,0.0,0.0,394.197916667,3226.07291667,0.0,2012-11-22
469.302083333,3766.33680556,16044.6458333,667.909722222,1266.50694444,7768.40972222,0.0,0.0,0.0,240.524305556,3985.92013889,0.0,2012-11-23
231.902777778,5424.70138889,18128.75,708.121527778,1446.59722222,7972.68402778,0.454861111111,0.0,0.0,380.423611111,1934.43402778,0.0,2012-11-24
521.708333333,3587.87847222,15495.4305556,632.777777778,1482.65972222,8069.82638889,0.0,0.0,0.0,290.628472222,2312.08680556,0.0,2012-11-25
713.145833333,3603.95138889,14477.1944444,603.5,1341.46527778,8199.27083333,0.0,0.0,0.0,307.354166667,2609.37847222,0.0,2012-11-26
523.690972222,6640.87847222,16143.9618056,636.517361111,1292.22916667,8377.15277778,0.0,0.0,0.0,277.732638889,2119.11458333,0.0,2012-11-27
84.71875,4993.76736111,15691.8923611,649.253472222,1419.80555556,8610.95833333,0.0,0.0,0.0,281.517361111,4044.92361111,0.0,2012-11-28
389.871527778,5217.85763889,12707.6041667,689.559027778,1945.76388889,8671.56944444,0.0,0.0,0.0,321.586805556,4085.86458333,0.0,2012-11-29
493.5,3802.97916667,13052.7638889,682.704861111,1892.38888889,8814.89236111,0.0,0.0,0.0,255.15625,4445.70833333,0.0,2012-11-30
342.944444444,4562.72569444,14407.7326389,701.517361111,1627.34027778,8576.32291667,0.0,0.0,0.0,383.770833333,4049.22916667,0.0,2012-12-01
554.055555556,3317.37847222,14034.2048611,727.927083333,1754.79861111,8636.45833333,0.53125,0.0,0.0,330.208333333,3247.15972222,0.0,2012-12-02
564.652777778,7995.78472222,16512.4652778,693.725694444,1722.52083333,8413.75,0.121527777778,0.0,0.0,365.069444444,2699.40972222,0.0,2012-12-03
310.690972222,8497.39583333,17107.0347222,699.621527778,1323.18055556,7926.94444444,0.145833333333,0.0,0.0,322.565972222,3136.14583333,0.0,2012-12-04
765.208333333,8663.21875,16757.1597222,702.479166667,1177.46527778,8153.20833333,0.0,0.0,0.0,393.916666667,2206.35763889,0.0,2012-12-05
779.010416667,6553.49652778,15304.4965278,739.708333333,1346.09722222,8330.63541667,0.0,0.0,0.0,289.791666667,2132.96180556,0.0,2012-12-06
798.670138889,7577.88888889,14518.7951389,751.371527778,1397.09722222,8396.70486111,0.0,0.0,0.0,315.121527778,1391.56597222,0.0,2012-12-07
