datetime,Wind,region,Coal,Natural gas,Nuclear,Petroleum,Other,Solar,Hydro
2022-06-03 19:00:00,0,TEN,3983,6853,5518,0,22,534,3972
2022-06-03 20:00:00,0,TEN,3933,7163,5478,0,20,529,4447
2022-06-03 21:00:00,0,TEN,3957,7412,5476,0,20,522,4417
2022-06-03 22:00:00,0,TEN,3960,7424,5485,0,19,540,4468
2022-06-03 23:00:00,0,TEN,3937,7239,5480,0,20,519,4424
2022-06-04 00:00:00,0,TEN,3496,7348,5477,0,19,347,4177
2022-06-04 01:00:00,0,TEN,3214,6907,5482,0,23,60,3898
2022-06-04 02:00:00,0,TEN,3173,6545,5486,0,19,-1,3261
2022-06-04 03:00:00,0,TEN,3158,6305,5510,0,23,0,2624
2022-06-04 04:00:00,0,TEN,3143,6252,5517,0,19,-1,1841
2022-06-04 05:00:00,0,TEN,2995,5971,5520,0,23,-2,746
2022-06-04 06:00:00,0,TEN,2988,5486,5515,0,19,-2,243
2022-06-04 07:00:00,0,TEN,2985,5211,5523,0,23,-1,-166
2022-06-04 08:00:00,0,TEN,2988,4854,5527,0,19,-1,-253
2022-06-04 09:00:00,0,TEN,3001,4693,5525,0,20,0,-343
2022-06-04 10:00:00,0,TEN,2990,4646,5534,0,20,0,-373
2022-06-04 11:00:00,0,TEN,2998,4653,5534,0,19,1,-272
2022-06-04 12:00:00,0,TEN,2921,4821,5531,0,17,148,-207
2022-06-04 13:00:00,0,TEN,2693,5739,5513,0,20,414,-38
2022-06-04 14:00:00,0,TEN,2681,5933,5504,0,19,540,792
2022-06-04 15:00:00,0,TEN,2704,6326,5382,0,17,554,1644
2022-06-04 16:00:00,0,TEN,2741,6282,5381,0,17,578,2119
2022-06-04 17:00:00,0,TEN,2752,6725,5345,0,19,559,2551
2022-06-04 18:00:00,0,TEN,2858,6685,5394,0,20,519,3164
2022-06-04 19:00:00,0,TEN,3249,6773,5407,0,20,530,3655
2022-06-04 20:00:00,0,TEN,3641,7008,5412,0,19,538,3925
2022-06-04 21:00:00,0,TEN,3736,7231,5427,0,20,526,4036
2022-06-04 22:00:00,0,TEN,3741,7483,5451,0,19,492,4126
2022-06-04 23:00:00,0,TEN,3712,7533,5531,0,20,452,3814
2022-06-05 00:00:00,0,TEN,3699,7335,5632,0,22,325,3298
2022-06-05 01:00:00,0,TEN,3662,6657,5863,0,20,58,2858
2022-06-05 02:00:00,0,TEN,3430,6356,5915,0,20,0,2270
2022-06-05 03:00:00,0,TEN,3309,6371,5952,0,22,-4,1472
2022-06-05 04:00:00,0,TEN,3243,6057,5949,0,20,-1,492
2022-06-05 05:00:00,0,TEN,2855,5588,5964,0,19,-2,-18
2022-06-05 06:00:00,0,TEN,2684,5396,5955,0,20,-1,-335
2022-06-05 07:00:00,0,TEN,2566,4882,5963,0,22,0,-430
2022-06-05 08:00:00,0,TEN,2466,4629,5954,0,20,-2,-469
2022-06-05 09:00:00,0,TEN,2507,4353,5950,0,19,0,-577
2022-06-05 10:00:00,0,TEN,2501,4289,5963,0,20,-1,-626
2022-06-05 11:00:00,0,TEN,2498,4215,5967,0,20,0,-585
2022-06-05 12:00:00,0,TEN,2506,4403,5958,0,19,82,-585
2022-06-05 13:00:00,0,TEN,2541,4796,5969,0,20,365,-556
2022-06-05 14:00:00,0,TEN,2807,5213,5963,0,19,509,-271
2022-06-05 15:00:00,0,TEN,3028,6075,5958,0,20,545,-103
2022-06-05 16:00:00,0,TEN,3224,6316,5952,0,20,554,791
2022-06-05 17:00:00,0,TEN,3379,6527,5950,0,19,558,1735
2022-06-05 18:00:00,0,TEN,3367,7284,5933,0,20,499,2264
2022-06-05 19:00:00,0,TEN,3370,7363,5939,0,17,503,3329
2022-06-05 20:00:00,0,TEN,3687,7516,5931,0,0,531,3760
2022-06-05 21:00:00,0,TEN,3798,7763,5923,0,0,463,3935
2022-06-05 22:00:00,0,TEN,3805,7878,5911,0,0,503,3996
2022-06-05 23:00:00,0,TEN,3805,7896,5908,0,0,422,3985
2022-06-06 00:00:00,0,TEN,3789,7817,5905,0,0,212,3916
2022-06-06 01:00:00,0,TEN,3786,7493,5910,0,5,32,3427
2022-06-06 02:00:00,0,TEN,3789,7322,5901,0,14,0,2826
2022-06-06 03:00:00,0,TEN,3706,7099,5903,0,17,-2,1810
2022-06-06 04:00:00,0,TEN,3376,6784,5897,0,20,0,605
2022-06-06 05:00:00,0,TEN,3142,6323,5682,0,19,-2,-210
2022-06-06 06:00:00,0,TEN,2724,6398,5602,0,20,-4,-438
2022-06-06 07:00:00,0,TEN,2691,5946,5591,0,17,0,-565
2022-06-06 08:00:00,0,TEN,2681,5461,5698,0,19,-1,-484
2022-06-06 09:00:00,0,TEN,2634,5363,5897,0,20,0,-487
2022-06-06 10:00:00,0,TEN,2599,5628,5917,0,19,0,-516
2022-06-06 11:00:00,0,TEN,2830,5830,5948,0,20,-1,-406
2022-06-06 12:00:00,0,TEN,2969,5986,5965,0,20,86,-282
2022-06-06 13:00:00,0,TEN,3259,6114,5950,0,16,273,-80
2022-06-06 14:00:00,0,TEN,3603,6471,5959,0,20,431,209
2022-06-06 15:00:00,0,TEN,3817,6623,5958,0,20,428,997
2022-06-06 16:00:00,0,TEN,3821,6847,5949,0,22,482,1897
2022-06-06 17:00:00,0,TEN,3834,7091,5943,0,20,447,2812
2022-06-06 18:00:00,0,TEN,3850,7041,5931,0,16,392,3778
2022-06-06 19:00:00,0,TEN,3981,7215,5936,0,0,303,4032
2022-06-06 20:00:00,0,TEN,4306,6961,5935,0,0,267,4216
2022-06-06 21:00:00,0,TEN,4278,6460,5929,0,9,360,4269
2022-06-06 22:00:00,0,TEN,4225,6306,5932,0,17,290,4316
2022-06-06 23:00:00,0,TEN,3888,6389,5931,0,19,147,4320
2022-06-07 00:00:00,0,TEN,3661,6436,5942,0,23,87,4111
2022-06-07 01:00:00,0,TEN,3684,6539,5944,0,22,21,3634
2022-06-07 02:00:00,0,TEN,3439,6943,5937,0,20,-2,3260
2022-06-07 03:00:00,0,TEN,2958,6922,5935,0,19,-1,2413
2022-06-07 04:00:00,0,TEN,2674,7023,5946,0,23,-2,1701
2022-06-07 05:00:00,0,TEN,2351,6785,5949,0,19,0,1172
2022-06-07 06:00:00,0,TEN,2210,6911,5942,0,23,-2,577
2022-06-07 07:00:00,0,TEN,2152,6810,5941,0,19,0,73
2022-06-07 08:00:00,0,TEN,2151,6725,5949,0,23,-2,-51
2022-06-07 09:00:00,0,TEN,2143,6554,5949,0,22,-1,-46
2022-06-07 10:00:00,0,TEN,2149,6458,5953,0,22,0,-40
2022-06-07 11:00:00,0,TEN,2147,6706,5945,0,23,-2,311
2022-06-07 12:00:00,0,TEN,2161,6871,5960,0,22,15,626
2022-06-07 13:00:00,0,TEN,2258,7171,5945,0,23,117,801
2022-06-07 14:00:00,0,TEN,2513,7426,5957,0,19,227,1228
2022-06-07 15:00:00,0,TEN,2728,7558,5962,0,20,240,1849
2022-06-07 16:00:00,0,TEN,2761,7737,5961,0,19,302,2625
2022-06-07 17:00:00,0,TEN,2869,7646,5959,0,20,363,3458
2022-06-07 18:00:00,0,TEN,3325,7862,5967,0,20,423,3770
2022-06-07 19:00:00,0,TEN,3567,8252,5957,0,19,416,4089
2022-06-07 20:00:00,0,TEN,3682,8514,5945,0,20,338,4318
2022-06-07 21:00:00,0,TEN,3689,8790,5953,0,22,212,4370
2022-06-07 22:00:00,0,TEN,3689,8572,5950,0,20,128,4324
2022-06-07 23:00:00,0,TEN,3682,8287,5963,0,19,70,3836
2022-06-08 00:00:00,0,TEN,3632,8047,5956,0,20,54,2957
2022-06-08 01:00:00,0,TEN,3508,7483,5959,0,20,8,2580
2022-06-08 02:00:00,0,TEN,3216,7328,5964,0,8,-2,2361
2022-06-08 03:00:00,0,TEN,2523,7885,5957,0,3,0,1819
2022-06-08 04:00:00,0,TEN,2276,7582,5954,0,0,-2,1490
2022-06-08 05:00:00,0,TEN,2220,7017,5960,0,0,-3,905
2022-06-08 06:00:00,0,TEN,2209,6529,5963,0,0,0,555
2022-06-08 07:00:00,0,TEN,2201,6550,5960,0,0,-3,-37
2022-06-08 08:00:00,0,TEN,2201,6133,5958,0,0,0,-158
2022-06-08 09:00:00,0,TEN,2194,5709,5958,0,0,0,-80
2022-06-08 10:00:00,0,TEN,2178,5936,5962,0,3,-2,-104
2022-06-08 11:00:00,0,TEN,2182,6750,5973,0,16,-1,12
2022-06-08 12:00:00,0,TEN,2196,6662,5973,0,17,110,445
2022-06-08 13:00:00,0,TEN,2223,6861,5975,0,17,285,916
2022-06-08 14:00:00,0,TEN,2231,6826,5967,0,20,269,1421
2022-06-08 15:00:00,0,TEN,2340,7093,5970,0,19,234,2194
2022-06-08 16:00:00,0,TEN,2696,7180,5961,0,23,256,2986
2022-06-08 17:00:00,0,TEN,2798,7175,5948,0,16,369,3582
2022-06-08 18:00:00,0,TEN,3212,7166,5946,0,14,353,4006
2022-06-08 19:00:00,0,TEN,3575,7476,5956,0,6,246,4506
2022-06-08 20:00:00,0,TEN,3627,7968,5934,0,3,406,4596
2022-06-08 21:00:00,0,TEN,3643,8289,5944,0,11,362,4697
2022-06-08 22:00:00,0,TEN,3654,8617,5937,0,14,313,4572
2022-06-08 23:00:00,0,TEN,3637,8415,5945,0,6,182,4383
2022-06-09 00:00:00,0,TEN,3655,8370,5951,0,0,46,3830
2022-06-09 01:00:00,0,TEN,3642,8168,5945,0,0,8,2977
2022-06-09 02:00:00,0,TEN,3266,8022,5957,0,0,-1,2652
2022-06-09 03:00:00,0,TEN,2376,7952,5964,0,8,-1,2317
2022-06-09 04:00:00,0,TEN,2222,7478,5955,0,17,-2,2177
2022-06-09 05:00:00,0,TEN,2172,6825,5957,0,17,-2,1761
2022-06-09 06:00:00,0,TEN,2177,6692,5969,0,16,0,919
2022-06-09 07:00:00,0,TEN,2119,6109,5961,0,17,-3,857
2022-06-09 08:00:00,0,TEN,2081,5783,5966,0,14,0,1026
2022-06-09 09:00:00,0,TEN,2080,5469,5956,0,0,0,1080
2022-06-09 10:00:00,0,TEN,2088,5620,5956,0,3,-2,1074
2022-06-09 11:00:00,0,TEN,2099,6195,5959,0,6,-1,1155
2022-06-09 12:00:00,0,TEN,2143,6912,5977,0,14,38,1284
2022-06-09 13:00:00,0,TEN,2246,7225,5963,0,19,278,1686
2022-06-09 14:00:00,0,TEN,2278,7552,5967,0,20,307,1890
2022-06-09 15:00:00,0,TEN,2284,7781,6014,0,22,365,2317
2022-06-09 16:00:00,0,TEN,2385,7900,6093,0,23,523,2860
2022-06-09 17:00:00,0,TEN,2621,8279,6155,0,19,512,3057
2022-06-09 18:00:00,0,TEN,3136,8207,6222,0,20,469,3498
2022-06-09 19:00:00,0,TEN,3457,8068,6287,0,19,468,3876
2022-06-09 20:00:00,0,TEN,3523,8353,6343,0,20,464,4013
2022-06-09 21:00:00,0,TEN,3531,8439,6385,0,22,526,4302
2022-06-09 22:00:00,0,TEN,3534,8390,6392,0,23,529,4312
2022-06-09 23:00:00,0,TEN,3511,8288,6395,0,22,478,4294
2022-06-10 00:00:00,0,TEN,3147,8073,6395,0,23,337,4211
2022-06-10 01:00:00,0,TEN,2808,7624,6401,0,25,56,4082
2022-06-10 02:00:00,0,TEN,2648,7207,6406,0,22,0,3851
2022-06-10 03:00:00,0,TEN,2664,6515,6451,0,23,0,3578
2022-06-10 04:00:00,0,TEN,2586,6294,6493,0,22,-4,2431
2022-06-10 05:00:00,0,TEN,2262,5984,6551,0,22,-2,2028
2022-06-10 06:00:00,0,TEN,2107,4740,6628,0,23,0,1905
2022-06-10 07:00:00,0,TEN,2082,4371,6694,0,25,-2,1470
2022-06-10 08:00:00,0,TEN,2123,4110,6776,0,22,-1,1219
2022-06-10 09:00:00,0,TEN,2078,3995,6813,0,23,0,1062
2022-06-10 10:00:00,0,TEN,2029,4110,6852,0,25,-2,1051
2022-06-10 11:00:00,0,TEN,2051,4638,6868,0,25,1,1150
2022-06-10 12:00:00,0,TEN,2255,4881,6896,0,23,70,1209
2022-06-10 13:00:00,0,TEN,2310,5470,6926,0,25,175,1422
2022-06-10 14:00:00,0,TEN,2313,5707,6937,0,22,200,1537
2022-06-10 15:00:00,0,TEN,2317,6012,6971,0,25,321,1627
2022-06-10 16:00:00,0,TEN,2386,6220,6952,0,23,346,2060
2022-06-10 17:00:00,0,TEN,2500,6406,7016,0,25,310,2397
2022-06-10 18:00:00,0,TEN,2578,6302,7034,0,20,274,2827
2022-06-10 19:00:00,0,TEN,2591,6624,7042,0,0,303,2947
2022-06-10 20:00:00,0,TEN,2568,6761,7067,0,0,384,3021
2022-06-10 21:00:00,0,TEN,2582,7121,7091,0,11,256,3165
2022-06-10 22:00:00,0,TEN,2575,7393,7094,0,19,252,3272
2022-06-10 23:00:00,0,TEN,2574,7229,7107,0,23,215,3489
2022-06-11 00:00:00,0,TEN,2575,7013,7113,0,19,180,3182
2022-06-11 01:00:00,0,TEN,2575,6696,7124,0,23,45,2927
2022-06-11 02:00:00,0,TEN,2525,6801,7124,0,19,-2,2281
2022-06-11 03:00:00,0,TEN,2404,6663,7130,0,23,0,1855
2022-06-11 04:00:00,0,TEN,2348,6045,7122,0,19,0,1476
2022-06-11 05:00:00,0,TEN,2341,5329,7126,0,20,-4,1072
2022-06-11 06:00:00,0,TEN,2279,4558,7144,0,20,0,691
2022-06-11 07:00:00,0,TEN,2112,4021,7143,0,22,-3,711
2022-06-11 08:00:00,0,TEN,2080,3674,7146,0,20,0,683
2022-06-11 09:00:00,0,TEN,1881,3631,7140,0,22,0,670
2022-06-11 10:00:00,0,TEN,1870,3438,7143,0,22,-2,728
2022-06-11 11:00:00,0,TEN,1875,3303,7141,0,20,0,923
2022-06-11 12:00:00,0,TEN,1933,3372,7151,0,22,116,1049
2022-06-11 13:00:00,0,TEN,1954,4085,7151,0,23,377,1225
2022-06-11 14:00:00,0,TEN,2093,4901,7139,0,19,524,1404
2022-06-11 15:00:00,0,TEN,2258,5807,7137,0,23,543,1678
2022-06-11 16:00:00,0,TEN,2330,6546,7132,0,19,548,1770
2022-06-11 17:00:00,0,TEN,2559,7069,7126,0,20,542,1979
2022-06-11 18:00:00,0,TEN,2791,7317,7123,0,22,567,2393
2022-06-11 19:00:00,0,TEN,2942,7531,7128,0,23,573,2878
2022-06-11 20:00:00,0,TEN,3305,7630,7121,0,19,539,3207
2022-06-11 21:00:00,0,TEN,3525,8147,7121,0,23,521,3201
2022-06-11 22:00:00,0,TEN,3576,8507,7120,0,22,512,3274
2022-06-11 23:00:00,0,TEN,3579,8354,7127,0,23,458,3540
2022-06-12 00:00:00,0,TEN,3559,8121,7117,0,22,325,3273
2022-06-12 01:00:00,0,TEN,3390,7785,7121,0,22,50,2938
2022-06-12 02:00:00,0,TEN,3102,7385,7128,0,23,-2,2699
2022-06-12 03:00:00,0,TEN,3022,7146,7125,0,22,-1,2100
2022-06-12 04:00:00,0,TEN,2837,6894,7124,0,20,-2,1214
2022-06-12 05:00:00,0,TEN,2707,6091,7106,0,19,-2,881
2022-06-12 06:00:00,0,TEN,2558,5373,7123,0,20,0,527
2022-06-12 07:00:00,0,TEN,2478,4703,7114,0,20,0,490
2022-06-12 08:00:00,0,TEN,2368,4331,7129,0,19,-3,453
2022-06-12 09:00:00,0,TEN,2317,4060,7131,0,20,0,432
2022-06-12 10:00:00,0,TEN,2345,3604,7136,0,19,-3,525
2022-06-12 11:00:00,0,TEN,2409,3488,7131,0,20,0,590
2022-06-12 12:00:00,0,TEN,2457,3512,7124,0,17,44,739
2022-06-12 13:00:00,0,TEN,2541,4250,7131,0,19,217,945
2022-06-12 14:00:00,0,TEN,2667,4796,7134,0,17,398,1111
2022-06-12 15:00:00,0,TEN,2771,5906,7127,0,20,478,1363
2022-06-12 16:00:00,0,TEN,2904,7281,7122,0,19,482,1890
2022-06-12 17:00:00,0,TEN,3252,8147,7108,0,23,521,2267
2022-06-12 18:00:00,0,TEN,3679,8808,7105,0,22,525,2709
2022-06-12 19:00:00,0,TEN,3847,9117,7091,0,23,488,2938
2022-06-12 20:00:00,0,TEN,3899,9731,7099,0,22,463,3227
2022-06-12 21:00:00,0,TEN,3938,9765,7100,0,20,417,3516
2022-06-12 22:00:00,0,TEN,4039,9981,7081,0,25,326,3501
2022-06-12 23:00:00,0,TEN,4008,9425,7090,0,22,360,3392
2022-06-13 00:00:00,0,TEN,3857,9498,7087,0,25,254,3162
2022-06-13 01:00:00,0,TEN,4005,9719,7090,0,23,48,2460
2022-06-13 02:00:00,0,TEN,4125,9386,7090,0,25,-2,2158
2022-06-13 03:00:00,0,TEN,4260,8921,7092,0,22,-2,1892
2022-06-13 04:00:00,0,TEN,4236,7544,7096,0,23,0,1838
2022-06-13 05:00:00,0,TEN,4041,6956,7094,0,25,-1,1092
2022-06-13 06:00:00,0,TEN,3853,6575,7094,0,22,-3,383
2022-06-13 07:00:00,0,TEN,3615,6441,7089,0,23,0,144
2022-06-13 08:00:00,0,TEN,3522,6080,7096,0,25,-2,173
2022-06-13 09:00:00,0,TEN,3471,5866,7097,0,22,-1,106
2022-06-13 10:00:00,0,TEN,3475,5893,7083,0,23,-2,234
2022-06-13 11:00:00,0,TEN,3482,6656,7093,0,25,0,187
2022-06-13 12:00:00,0,TEN,3538,6450,7092,0,22,106,334
2022-06-13 13:00:00,0,TEN,3798,6776,7105,0,23,257,451
2022-06-13 14:00:00,0,TEN,4230,7408,7099,0,25,344,860
2022-06-13 15:00:00,0,TEN,4677,7813,7096,0,22,470,1516
2022-06-13 16:00:00,0,TEN,5141,8138,7067,0,26,567,2343
2022-06-13 17:00:00,0,TEN,5285,8812,7063,0,25,582,3000
2022-06-13 18:00:00,0,TEN,5323,8952,7040,0,22,571,3238
2022-06-13 19:00:00,0,TEN,5315,9478,7044,0,25,496,3576
2022-06-13 20:00:00,0,TEN,5331,9867,7032,0,26,463,3811
2022-06-13 21:00:00,0,TEN,5369,10112,7046,0,25,482,3847
2022-06-13 22:00:00,0,TEN,5417,10116,7048,0,25,462,3779
2022-06-13 23:00:00,0,TEN,5414,10205,7032,0,25,392,3487
2022-06-14 00:00:00,0,TEN,5387,10334,7042,0,23,240,3151
2022-06-14 01:00:00,0,TEN,5351,10172,7047,0,22,43,2962
2022-06-14 02:00:00,0,TEN,5423,10093,7045,0,25,-1,2379
2022-06-14 03:00:00,0,TEN,5428,9859,7054,0,23,-3,1577
2022-06-14 04:00:00,0,TEN,5463,9678,7048,0,22,0,881
2022-06-14 05:00:00,0,TEN,5481,8748,7049,0,25,-2,59
2022-06-14 06:00:00,0,TEN,5477,7663,7056,0,23,-1,-360
2022-06-14 07:00:00,0,TEN,5309,7192,7055,0,22,0,-695
2022-06-14 08:00:00,0,TEN,4620,6966,7068,0,25,-1,-635
2022-06-14 09:00:00,0,TEN,4580,6611,7070,0,25,-2,-711
2022-06-14 10:00:00,0,TEN,4555,6559,7065,0,26,0,-688
2022-06-14 11:00:00,0,TEN,4828,6482,7062,0,25,0,-689
2022-06-14 12:00:00,0,TEN,5064,6062,7069,0,22,114,-625
2022-06-14 13:00:00,0,TEN,5138,7039,7068,0,20,367,-559
2022-06-14 14:00:00,0,TEN,5220,7568,7059,0,17,511,122
2022-06-14 15:00:00,0,TEN,5400,7612,7059,0,14,564,1106
2022-06-14 16:00:00,0,TEN,5445,8682,7067,0,14,567,1599
2022-06-14 17:00:00,0,TEN,5427,9039,7052,0,22,547,2302
2022-06-14 18:00:00,0,TEN,5461,9453,7061,0,22,554,3021
2022-06-14 19:00:00,0,TEN,5466,9560,7063,0,23,560,3562
2022-06-14 20:00:00,0,TEN,5497,9363,7051,0,22,554,3692
2022-06-14 21:00:00,0,TEN,5525,9577,7053,0,25,555,3704
2022-06-14 22:00:00,0,TEN,5552,9618,7043,0,20,539,3689
2022-06-14 23:00:00,0,TEN,5589,9565,7055,0,8,462,3480
2022-06-15 00:00:00,0,TEN,5590,9442,7042,0,0,287,3265
2022-06-15 01:00:00,0,TEN,5614,9474,7038,0,3,52,2550
2022-06-15 02:00:00,0,TEN,5670,9226,7034,0,17,0,1836
2022-06-15 03:00:00,0,TEN,5656,9113,7034,0,20,-4,1381
2022-06-15 04:00:00,0,TEN,5648,8920,7039,0,19,0,638
2022-06-15 05:00:00,0,TEN,5253,8240,7037,0,23,-2,49
2022-06-15 06:00:00,0,TEN,4851,7549,7054,0,19,-1,-297
2022-06-15 07:00:00,0,TEN,4659,7344,7055,0,23,0,-766
2022-06-15 08:00:00,0,TEN,4407,6884,7057,0,19,-2,-759
2022-06-15 09:00:00,0,TEN,4524,5942,7051,0,23,0,-727
2022-06-15 10:00:00,0,TEN,4693,5770,7057,0,22,-1,-754
2022-06-15 11:00:00,0,TEN,4625,6189,7061,0,22,0,-754
2022-06-15 12:00:00,0,TEN,4580,6360,7052,0,23,109,-632
2022-06-15 13:00:00,0,TEN,4679,7037,7063,0,22,350,-495
2022-06-15 14:00:00,0,TEN,4941,7572,7064,0,23,496,365
2022-06-15 15:00:00,0,TEN,5689,7900,7042,0,22,555,896
2022-06-15 16:00:00,0,TEN,6012,8934,7041,0,22,532,1530
2022-06-15 17:00:00,0,TEN,6135,9282,7022,0,20,525,2388
2022-06-15 18:00:00,0,TEN,6060,9238,7036,0,22,524,3035
2022-06-15 19:00:00,0,TEN,6132,9254,7043,0,23,486,3359
2022-06-15 20:00:00,0,TEN,6165,9381,7029,0,17,488,3642
2022-06-15 21:00:00,0,TEN,6185,9454,7036,0,8,498,3797
2022-06-15 22:00:00,0,TEN,6260,9391,7034,0,11,427,3817
2022-06-15 23:00:00,0,TEN,5823,9773,7031,0,9,355,3539
2022-06-16 00:00:00,0,TEN,5572,10095,7015,0,0,229,2835
2022-06-16 01:00:00,0,TEN,5530,10019,7014,0,2,53,2232
2022-06-16 02:00:00,0,TEN,5461,9769,7016,0,3,-2,1785
2022-06-16 03:00:00,0,TEN,5460,9258,7032,0,20,-2,1531
2022-06-16 04:00:00,0,TEN,5132,8818,7024,0,19,-2,1431
2022-06-16 05:00:00,0,TEN,4556,8531,7023,0,6,-2,951
