datetime,Nuclear,region,Wind,Hydro,Coal,Natural gas,Petroleum,Solar,Other
2022-06-09 07:00:00,3171,NY,344,2149,0,5412,574,0,203
2022-06-09 08:00:00,3172,NY,318,2140,0,5280,575,0,203
2022-06-09 09:00:00,3180,NY,380,2094,0,5128,572,0,203
2022-06-09 10:00:00,3265,NY,386,2150,0,5564,587,0,208
2022-06-09 11:00:00,3249,NY,357,2765,0,6479,585,0,207
2022-06-09 12:00:00,3242,NY,251,3333,0,7493,603,0,209
2022-06-09 13:00:00,3242,NY,166,3627,0,7755,623,0,218
2022-06-09 14:00:00,3250,NY,223,3829,0,8168,650,0,211
2022-06-09 15:00:00,3252,NY,246,3674,0,8931,625,0,224
2022-06-09 16:00:00,3247,NY,291,3642,0,9174,632,0,232
2022-06-09 17:00:00,3261,NY,382,3287,0,9498,646,0,239
2022-06-09 18:00:00,3260,NY,372,3330,0,9608,654,0,243
2022-06-09 19:00:00,3255,NY,374,3426,0,9645,654,0,239
2022-06-09 20:00:00,3256,NY,542,3443,0,9636,663,0,236
2022-06-09 21:00:00,3256,NY,623,3421,0,9856,743,0,243
2022-06-09 22:00:00,3254,NY,533,3572,0,10066,743,0,239
2022-06-09 23:00:00,3262,NY,569,3543,0,9933,696,0,225
2022-06-10 00:00:00,3258,NY,567,3405,0,9406,633,0,209
2022-06-10 01:00:00,3257,NY,627,3377,0,8566,586,0,207
2022-06-10 02:00:00,3252,NY,734,3279,0,7986,586,0,208
2022-06-10 03:00:00,3232,NY,536,3185,0,7036,584,0,204
2022-06-10 04:00:00,3229,NY,522,2655,0,6305,586,0,205
2022-06-10 05:00:00,3232,NY,613,2187,0,5331,582,0,206
2022-06-10 06:00:00,3249,NY,627,2196,0,4703,587,0,208
2022-06-10 07:00:00,3228,NY,692,2165,0,4322,583,0,206
2022-06-10 08:00:00,3163,NY,660,2142,0,4292,510,0,201
2022-06-10 09:00:00,3175,NY,777,2143,0,4245,462,0,202
2022-06-10 10:00:00,3206,NY,906,2137,0,4729,462,0,208
2022-06-10 11:00:00,3263,NY,827,2385,0,5417,554,0,216
2022-06-10 12:00:00,3251,NY,735,2905,0,6106,556,0,226
2022-06-10 13:00:00,3236,NY,754,3157,0,6253,634,0,235
2022-06-10 14:00:00,3242,NY,727,3394,0,6562,655,0,244
2022-06-10 15:00:00,3235,NY,819,3321,0,6523,595,0,245
2022-06-10 16:00:00,3230,NY,932,3369,0,6700,594,0,244
2022-06-10 17:00:00,3238,NY,969,3399,0,6884,581,0,247
2022-06-10 18:00:00,3239,NY,916,3486,0,7106,582,0,246
2022-06-10 19:00:00,3236,NY,934,3550,0,7065,587,0,255
2022-06-10 20:00:00,3244,NY,874,3205,0,7834,646,0,247
2022-06-10 21:00:00,3257,NY,857,2978,0,8922,657,0,243
2022-06-10 22:00:00,3257,NY,826,3020,0,8990,662,0,239
2022-06-10 23:00:00,3247,NY,670,3424,0,8359,624,0,223
2022-06-11 00:00:00,3244,NY,472,3631,0,8005,584,0,213
2022-06-11 01:00:00,3241,NY,401,3797,0,7920,584,0,208
2022-06-11 02:00:00,3236,NY,499,3648,0,7409,587,0,207
2022-06-11 03:00:00,3222,NY,545,3592,0,6125,584,0,206
2022-06-11 04:00:00,3217,NY,462,3142,0,5238,588,0,206
2022-06-11 05:00:00,3262,NY,546,2826,0,4919,615,0,206
2022-06-11 06:00:00,3259,NY,412,2561,0,4447,588,0,206
2022-06-11 07:00:00,3176,NY,328,2501,0,4112,575,0,200
2022-06-11 08:00:00,3169,NY,276,2404,0,4039,576,0,203
2022-06-11 09:00:00,3170,NY,290,2503,0,3916,576,0,202
2022-06-11 10:00:00,3266,NY,257,2259,0,3966,589,0,210
2022-06-11 11:00:00,3262,NY,211,2507,0,4063,587,0,214
2022-06-11 12:00:00,3297,NY,185,2836,0,4257,590,0,226
2022-06-11 13:00:00,3300,NY,153,3142,0,4661,575,0,246
2022-06-11 14:00:00,3296,NY,112,3352,0,5001,588,0,261
2022-06-11 15:00:00,3291,NY,87,3386,0,5454,595,0,264
2022-06-11 16:00:00,3294,NY,87,3456,0,5577,597,0,263
2022-06-11 17:00:00,3292,NY,131,3453,0,5626,630,0,255
2022-06-11 18:00:00,3287,NY,102,3444,0,5769,595,0,265
2022-06-11 19:00:00,3283,NY,97,3528,0,6031,597,0,256
2022-06-11 20:00:00,3280,NY,138,3492,0,6269,596,0,243
2022-06-11 21:00:00,3280,NY,137,3479,0,6249,597,0,240
2022-06-11 22:00:00,3279,NY,96,3480,0,6300,596,0,236
2022-06-11 23:00:00,3278,NY,116,3479,0,6460,596,0,219
2022-06-12 00:00:00,3277,NY,162,3404,0,6339,597,0,215
2022-06-12 01:00:00,3283,NY,192,3443,0,6316,597,0,214
2022-06-12 02:00:00,3280,NY,331,3370,0,6109,597,0,208
2022-06-12 03:00:00,3098,NY,406,3242,0,5400,589,0,205
2022-06-12 04:00:00,2976,NY,496,2911,0,4733,579,0,195
2022-06-12 05:00:00,2958,NY,624,2687,0,4319,580,0,190
2022-06-12 06:00:00,2980,NY,809,2308,0,4383,580,0,189
2022-06-12 07:00:00,2964,NY,843,1871,0,4457,569,0,187
2022-06-12 08:00:00,3023,NY,874,1670,0,4436,573,0,189
2022-06-12 09:00:00,3027,NY,784,1779,0,4523,575,0,185
2022-06-12 10:00:00,3108,NY,855,2061,0,4245,559,0,190
2022-06-12 11:00:00,3122,NY,791,2005,0,4236,582,0,197
2022-06-12 12:00:00,3127,NY,529,2157,0,4293,585,0,203
2022-06-12 13:00:00,3149,NY,465,2397,0,4670,589,0,211
2022-06-12 14:00:00,3146,NY,478,2637,0,4723,584,0,220
2022-06-12 15:00:00,3140,NY,417,3115,0,4423,581,0,216
2022-06-12 16:00:00,3139,NY,367,3461,0,4847,575,0,221
2022-06-12 17:00:00,3137,NY,370,3441,0,4924,574,0,215
2022-06-12 18:00:00,3158,NY,338,3453,0,5325,575,0,219
2022-06-12 19:00:00,3170,NY,296,3468,0,5623,576,0,234
2022-06-12 20:00:00,3178,NY,330,3464,0,6176,577,0,229
2022-06-12 21:00:00,3180,NY,301,3497,0,6442,572,0,221
2022-06-12 22:00:00,3185,NY,293,3567,0,6683,573,0,217
2022-06-12 23:00:00,3192,NY,249,3702,0,7000,635,0,194
2022-06-13 00:00:00,3202,NY,206,3829,0,7069,645,0,191
2022-06-13 01:00:00,3223,NY,261,3624,0,7049,648,0,194
2022-06-13 02:00:00,3228,NY,297,3488,0,6779,599,0,194
2022-06-13 03:00:00,3212,NY,353,3193,0,6353,577,0,191
2022-06-13 04:00:00,3208,NY,348,2801,0,6113,576,0,190
2022-06-13 05:00:00,3215,NY,310,2592,0,5806,579,0,188
2022-06-13 06:00:00,3212,NY,257,2360,0,5692,606,0,191
2022-06-13 07:00:00,3119,NY,222,2451,0,5401,562,0,190
2022-06-13 08:00:00,3123,NY,208,2452,0,5171,559,0,199
2022-06-13 09:00:00,3127,NY,118,2445,0,5700,562,0,202
2022-06-13 10:00:00,3213,NY,86,2593,0,6054,575,0,200
2022-06-13 11:00:00,3207,NY,93,3147,0,6598,591,0,205
2022-06-13 12:00:00,3180,NY,150,3611,0,7327,636,0,212
2022-06-13 13:00:00,3196,NY,170,3612,0,8205,639,0,233
2022-06-13 14:00:00,3203,NY,192,3549,0,8516,640,0,245
2022-06-13 15:00:00,3209,NY,173,3597,0,8870,641,0,259
2022-06-13 16:00:00,3220,NY,188,3591,0,9314,644,0,260
2022-06-13 17:00:00,3225,NY,215,3809,0,9567,672,0,255
2022-06-13 18:00:00,3231,NY,259,3792,0,10300,636,0,250
2022-06-13 19:00:00,3231,NY,338,3958,0,10337,576,0,249
2022-06-13 20:00:00,3239,NY,355,3995,0,10593,631,0,256
2022-06-13 21:00:00,3255,NY,335,3841,0,10693,751,0,254
2022-06-13 22:00:00,3265,NY,434,4190,0,10646,799,0,253
2022-06-13 23:00:00,3234,NY,205,4430,0,10884,747,0,240
2022-06-14 00:00:00,3242,NY,93,4297,0,10785,705,0,227
2022-06-14 01:00:00,3236,NY,121,4370,0,10323,658,0,205
2022-06-14 02:00:00,3229,NY,143,3856,0,9581,658,0,207
2022-06-14 03:00:00,3232,NY,243,3417,0,8619,654,0,207
2022-06-14 04:00:00,3224,NY,235,2760,0,7795,657,0,209
2022-06-14 05:00:00,3241,NY,133,2441,0,6266,644,0,210
2022-06-14 06:00:00,3237,NY,77,2654,0,5477,618,0,208
2022-06-14 07:00:00,3083,NY,154,2490,0,4915,565,0,198
2022-06-14 08:00:00,3059,NY,138,2390,0,4842,555,0,199
2022-06-14 09:00:00,3054,NY,108,2425,0,4915,555,0,199
2022-06-14 10:00:00,3140,NY,132,2464,0,5158,572,0,211
2022-06-14 11:00:00,3209,NY,99,3071,0,5672,584,0,232
2022-06-14 12:00:00,3203,NY,66,3194,0,6180,584,0,243
2022-06-14 13:00:00,3181,NY,17,3316,0,6553,578,0,245
2022-06-14 14:00:00,3185,NY,19,3293,0,6910,579,0,247
2022-06-14 15:00:00,3181,NY,59,3374,0,7045,578,0,255
2022-06-14 16:00:00,3195,NY,93,3320,0,7540,581,0,264
2022-06-14 17:00:00,3221,NY,119,3388,0,7779,584,0,270
2022-06-14 18:00:00,3227,NY,76,3503,0,7985,581,0,268
2022-06-14 19:00:00,3227,NY,89,3527,0,8591,577,0,268
2022-06-14 20:00:00,3230,NY,86,3626,0,9255,600,0,262
2022-06-14 21:00:00,3237,NY,97,3860,0,10040,645,0,252
2022-06-14 22:00:00,3245,NY,109,4238,0,10501,653,0,244
2022-06-14 23:00:00,3240,NY,79,4314,0,10571,653,0,228
2022-06-15 00:00:00,3240,NY,76,4051,0,10505,654,0,214
2022-06-15 01:00:00,3236,NY,97,3842,0,9811,657,0,208
2022-06-15 02:00:00,3230,NY,123,3625,0,9127,656,0,208
2022-06-15 03:00:00,3210,NY,184,3354,0,8032,620,0,208
2022-06-15 04:00:00,3204,NY,265,2625,0,7238,589,0,207
2022-06-15 05:00:00,3136,NY,227,2401,0,6704,571,0,205
2022-06-15 06:00:00,3043,NY,142,2173,0,6263,554,0,198
2022-06-15 07:00:00,2963,NY,139,2080,0,5884,540,0,195
2022-06-15 08:00:00,2956,NY,133,2136,0,5566,538,0,193
2022-06-15 09:00:00,2973,NY,141,2082,0,5626,541,0,194
2022-06-15 10:00:00,3028,NY,173,2202,0,6099,551,0,198
2022-06-15 11:00:00,3201,NY,164,2796,0,6779,582,0,214
2022-06-15 12:00:00,3201,NY,133,2817,0,7601,581,0,226
2022-06-15 13:00:00,3184,NY,93,2972,0,8011,572,0,243
2022-06-15 14:00:00,3182,NY,88,3098,0,8437,571,0,257
2022-06-15 15:00:00,3183,NY,53,3310,0,8589,616,0,259
2022-06-15 16:00:00,3197,NY,18,3420,0,9394,635,0,261
2022-06-15 17:00:00,3206,NY,7,3652,0,10362,646,0,265
2022-06-15 18:00:00,3210,NY,90,3744,0,10830,667,0,263
2022-06-15 19:00:00,3218,NY,79,3615,0,11326,718,0,261
2022-06-15 20:00:00,3224,NY,127,3586,0,11052,728,0,255
2022-06-15 21:00:00,3236,NY,156,4069,0,11207,699,0,240
2022-06-15 22:00:00,3234,NY,140,4015,0,11421,706,0,227
2022-06-15 23:00:00,3238,NY,73,3781,0,11560,703,0,212
2022-06-16 00:00:00,3240,NY,89,3369,0,11259,707,0,211
2022-06-16 01:00:00,3239,NY,246,3459,0,10268,713,0,210
2022-06-16 02:00:00,3216,NY,454,3296,0,9714,695,0,202
2022-06-16 03:00:00,3216,NY,611,3055,0,8677,690,0,194
2022-06-16 04:00:00,3217,NY,808,2433,0,7705,654,0,194
