date,Brazil,China,Russia,EU27&UK,France,Germany,India,Italy,Japan,Spain,United Kingdom,United States
2019-02-09,1591.4267029999999,16624.339181188294,3326.298579363561,7990.412948,1713.249818,1469.818123,3369.0,590.145,2841.6218,659.71095,606.9110000000001,11213.207
2019-02-10,1480.554826,17498.13320026022,3273.629136672876,7826.721411,1694.1519859999999,1455.185578,3298.0,524.4645,2575.6257,687.23155,678.4995,10866.563
2019-02-11,1771.917348,17941.706055442668,3335.5510335887143,9022.99887,1825.539393,1695.776048,3396.0,718.6925,2794.6988,715.4415,808.2865,10932.837
2019-02-12,1788.905931,18794.730776947556,3316.717773031703,9170.291422,1817.79,1769.632793,3461.0,727.014,2931.7902,702.062,803.356,10918.524000000001
2019-02-13,1722.151498,18874.840924706295,3300.8183333340507,9089.604936,1810.767166,1763.239335,3503.0,757.1548680000001,2939.3525,708.056,746.0635000000001,11013.203
2019-02-14,1704.5799309999998,19146.325314333037,3284.865999717537,8828.877918,1799.371334,1556.382875,3474.0,737.123632,3000.1605000000004,718.378,742.3215,10845.816
2019-02-15,1701.160564,19447.480129055628,3284.996267866263,8650.309846,1785.9615000000001,1505.924,3424.0,726.0675,3035.4012000000002,676.337,715.8815,10391.967999999999
2019-02-16,1543.0819740000002,19143.358271823436,3155.694504319207,7770.336488,1602.1715,1456.722125,3409.0,550.662,2651.2409000000002,633.2489999999999,648.5085,10168.632
2019-02-17,1388.024548,19564.678308184084,3123.0018844812676,7238.305878,1599.081,1311.163875,3354.0,461.126,2443.088,617.5305000000001,600.3245,10175.308
2019-02-18,1659.894879,21046.71604172031,3235.6498363711576,8350.914079,1726.6053,1493.73496,3423.0,666.333,2740.5446,689.817,723.342,10859.655
2019-02-19,1717.3810870000002,20781.16573711277,3244.596109753624,8735.078104,1727.972518,1752.306167,3519.0,711.106,2795.6318,684.221,727.7605,11552.474
2019-02-20,1747.726332,20864.242927381027,3234.7809457436724,8647.674471,1737.520364,1628.9479999999999,3525.0,713.113278,2597.0485,689.224,710.2420000000001,11562.713
2019-02-21,1732.836036,21521.442843253462,3233.8642624128506,8659.060199,1728.3806180000001,1694.677001,3555.0,710.130222,2665.8456,686.0645000000001,689.842,11010.667
2019-02-22,1748.9886760000002,21292.980570015647,3236.276296049769,8596.824983,1762.6830639999998,1559.16325,3583.0,688.248922,2662.444,648.137,685.5435,10818.307
2019-02-23,1638.1902519999999,20423.63711470808,3153.9528993819167,7634.2519760000005,1587.600858,1340.61275,3570.0,574.1584109999999,2410.9790000000003,613.509409,612.8629999999999,10308.018
2019-02-24,1527.6040920000003,19748.634943778212,3122.5314171463415,7241.659023,1576.772849,1228.04225,3462.0,512.5421670000001,2269.1433,567.287591,604.8395,9908.379
2019-02-25,1778.747664,20546.769378855744,3201.047512311278,8209.906222,1694.3396510000002,1370.73675,3526.0,682.2065,2523.7823000000003,626.2570000000001,702.057,10751.567000000001
2019-02-26,1727.689747,21239.573804843152,3229.3528671292347,8283.597921,1730.6057779999999,1352.891875,3544.0,699.427,2579.5087000000003,622.2795,717.4555,10906.802
2019-02-27,1714.7675359999998,21085.287594344863,3221.0493193956954,8237.281033000001,1683.3807,1392.131251,3495.0,675.0795,2685.2505,629.6365,719.36,10778.808
2019-02-28,1686.9032829999999,20505.23078372158,3187.9209329108407,8393.928742,1713.109925,1568.4457499999999,3495.0,671.8420000000001,2710.3405000000002,633.034,764.4649999999999,10894.064
2019-03-01,1663.358922,20712.429256527175,3166.2010820952482,8361.772602000001,1739.568012,1459.705625,3566.0,685.6925,2576.5245,621.4934440000001,741.819,10945.978000000001
2019-03-02,1520.836419,20448.642359556805,3119.955617118014,7520.834998,1616.952666,1327.896874,3533.0,546.108125,2355.759,586.958556,592.4185,10407.236
2019-03-03,1380.2256,19963.80499026498,3113.6714603549385,7257.335625,1416.428611,1460.7237360000001,3362.0,491.79337499999997,2285.1969999999997,586.032909,623.597,10316.184
2019-03-04,1485.810531,19399.389450937302,3181.1187057794227,8164.238454,1593.4629909999999,1560.8890860000001,3488.0,641.4250000000001,2627.2558,676.837091,706.2945,11752.417
2019-03-05,1500.4028389999999,19605.703225104106,3128.140146081914,8479.916351,1664.073595,1604.770431,3584.0,699.294714,2567.8665,630.607222,726.653,12271.5
2019-03-06,1645.023071,19120.865855812164,3123.35436847191,8543.582122,1721.138375,1584.319125,3580.0,685.922857,2581.9287,725.404889,723.477,12152.880000000001
2019-03-07,1729.200695,19132.655214335977,3147.29327146931,8477.386677,1665.381125,1644.61246,3651.0,696.176829,2636.8006,677.700889,703.809,11591.874
2019-03-08,1748.2545730000002,19683.8077253243,3058.343062664024,8342.392082,1677.908187,1597.51179,3657.0,661.8641,2656.9682999999995,618.338,716.196,10869.895
2019-03-09,1604.900914,19750.122867020804,3019.0577757716687,7481.497566,1505.676813,1502.6394990000001,3628.0,510.964071,2352.1735,560.41,617.65,10141.753
2019-03-10,1450.870074,18702.34362821673,2995.758128602029,7082.6052899999995,1437.074615,1314.966001,3536.0,499.482929,2161.2359,553.75,605.2495,9702.413
2019-03-11,1656.966508,18379.60993862737,3078.7028405208866,8217.615724000001,1656.150385,1558.912502,3668.0,642.9465,2451.2862999999998,633.9505,688.4635000000001,9900.844
2019-03-12,1691.649646,18233.716626895122,3050.888319545181,8467.47972,1703.9899130000001,1554.5287680000001,3702.0,681.7104999999999,2498.6322,639.592,715.849,10207.033
2019-03-13,1725.6183050000002,19019.18263854426,3066.312005189993,8547.831414,1683.150017,1611.9515430000001,3702.0,719.2985,2548.4878,652.4680000000001,673.9605,10151.092
2019-03-14,1748.3570550000002,19048.65603485382,3099.2580893573954,8540.405306,1751.289569,1656.584102,3675.0,707.126,2651.7134,654.626,670.8515,9904.530999999999
2019-03-15,1725.5692270000002,18842.34226068702,3085.969926948602,8285.06598,1693.683676,1618.738519,3666.0,665.318,2600.9966,642.51,661.3290000000001,9846.25
2019-03-16,1563.766585,18437.083061430927,3012.0662213866844,7455.912853,1501.694954,1468.940334,3667.0,534.732,2384.3498,569.7285,619.2645,9455.283
2019-03-17,1425.905753,17906.56192785923,2955.7574159058713,7128.758305,1372.673799,1441.16187,3544.0,512.42475,2240.5575999999996,605.272968,590.125,9328.521
2019-03-18,1731.237962,18547.60829759166,3002.8016884211916,8219.66503,1567.277572,1636.4033670000001,3653.0,633.39625,2522.2485,624.725032,729.416,9941.58
2019-03-19,1781.030159,17965.508720478334,3007.4889897163403,8158.339241,1613.6055720000002,1448.334125,3742.0,714.077,2496.3774,623.0085,741.8895,10123.795
2019-03-20,1749.827409,18174.769834276012,3008.337790777106,8196.871041,1620.047818,1449.860254,3738.0,724.283,2394.9476999999997,656.9795,702.477,10047.684
2019-03-21,1658.6726059999999,18167.401485198618,3019.3135381589323,8068.668847,1586.323803,1427.314876,3358.0,690.6686669999999,2255.4573,639.5215000000001,713.5825,9904.153
2019-03-22,1619.156131,18955.814836478738,3017.2184959471892,7812.182584,1561.9072230000002,1330.815627,3499.0,653.435833,2345.9892,631.581,688.636,9900.52
2019-03-23,1496.516766,18384.030948073778,2953.571374855318,7058.119587,1421.82787,1237.684624,3622.0,497.9625,2374.5551,579.717,633.307,9329.087
2019-03-24,1385.3748520000001,17728.24788018656,2936.3348152377744,6658.95213,1432.685514,1138.527748,3605.0,461.416,2220.9734,560.3965,562.1155,8969.047
2019-03-25,1647.554672,18468.030127555932,2983.2006562346,7905.4464769999995,1578.507414,1577.684624,3728.0,594.835,2493.2435,664.92025,677.1135,9536.836
2019-03-26,1683.822645,18388.451957520185,2993.30712843221,8188.114888,1589.474559,1561.4560000000001,3752.0,658.8395,2453.6227,691.8720000000001,711.7135000000001,9845.460000000001
2019-03-27,1658.8476049999997,18441.50407087735,3003.894923832229,8082.123368,1619.363513,1414.578001,3787.0,663.9064999999999,2393.7261,651.5815,722.414,9940.552
2019-03-28,1639.6785849999999,18814.34253419301,2979.137243428697,7946.824758000001,1643.078714,1308.283004,3822.0,647.085722,2380.6358999999998,659.17075,695.9775,9720.325
2019-03-29,1613.05777108,18481.29315589527,2967.511732360541,7686.533398,1568.9084999999998,1249.156625,3885.0,612.098667,2438.0723,662.5045,653.6725,9476.225999999999
2019-03-30,1481.9162874899998,17666.35374793647,2880.595031769599,6773.594792,1453.0923329999998,1088.755249,3967.0,493.387111,2255.4705,597.8285,598.404,8919.093
2019-03-31,1361.1862976900002,17476.25034174,2812.570678713419,6525.580581,1354.2661670000002,1131.050001,3660.0,452.64725,2099.5871,570.394,560.5435,8951.946
2019-04-01,1614.4684889999999,19245.60994759197,2863.3381914564866,7504.639123,1441.323,1336.795,3718.0,614.54125,2478.6844,632.9699999999999,693.623,9966.33
2019-04-02,1673.3740109999999,19811.793794615394,2845.025802059904,7936.749756,1436.71025,1504.056376,3832.0,684.3885,2624.6632,631.005,732.9315,10067.284
2019-04-03,1700.630831,19898.42301711079,2840.8384164095833,7984.801903,1478.235803,1415.501018,3900.0,715.7909999999999,2610.3933,636.701,750.621,9773.828
2019-04-04,1737.326634,18544.8414156203,2860.3304056724323,8018.221139,1475.3004469999998,1420.276201,3933.0,740.106,2509.7657999999997,648.9435000000001,758.6745,9621.484
2019-04-05,1743.869248,16727.174693618803,2869.864175304444,7905.373541,1525.894046,1359.0155300000001,3886.0,683.2315,2379.3854,664.893,718.182,9678.801
2019-04-06,1560.838916,17816.227776418036,2818.955850203087,7003.204334,1381.331454,1226.373999,3815.0,538.01,2119.0354,634.1469999999999,635.177,9165.463
2019-04-07,1394.9681340000002,18631.470638115698,2767.6736093573486,6622.7559519999995,1326.673,1153.5915,3569.0,511.105,1969.8685,596.197,619.282,8824.384
2019-04-08,1622.937269,18993.45703211429,2816.866247101387,7788.8850250000005,1464.2829000000002,1400.257001,3844.0,666.395,2315.146,661.7205,715.5675,9513.651
2019-04-09,1623.640171,19949.472380366995,2790.7207455772,7978.436696000001,1459.892837,1464.7262320000002,3826.0,690.685,2383.7396,676.114,736.87,9706.636
2019-04-10,1635.677717,20526.484880202363,2789.2759452766736,7933.432386,1465.5276379999998,1481.693487,3854.0,683.54,2593.9003000000002,671.194,705.0609999999999,9775.617
2019-04-11,1642.407567,20139.747279776515,2776.2696887493203,7919.328119,1506.870125,1438.628906,3884.0,706.3345,2479.1032,659.794,724.8215,9838.981
2019-04-12,1647.4128090000002,19267.267253215876,2751.273430940046,7863.815475,1497.3004999999998,1408.0255,3919.0,654.444,2460.7033,627.577,709.4005000000001,9706.54
2019-04-13,1505.699769,19047.600296173947,2729.225872718959,7098.885292999999,1344.1367500000001,1350.517625,3894.0,556.2090000000001,2174.325,536.1429999999999,600.9585,9173.14
2019-04-14,1368.149029,18071.47459269906,2718.504758835823,6803.164696999999,1311.54475,1323.8195620000001,3763.0,512.3745,2003.8875,529.973,605.808,8998.996
2019-04-15,1625.972815,18636.111489320858,2741.892799130194,7616.2997080000005,1465.9495,1410.312187,3871.0,631.633714,2257.8175,629.9069999999999,645.1825,9492.338
2019-04-16,1652.417591,18416.44453227893,2723.6946649012234,7720.273585000001,1468.2755000000002,1449.852289,3666.0,633.810786,2305.2293,609.943,720.24,9575.952
2019-04-17,1642.6998310000001,17530.041952102893,2742.767784745148,7647.640208999999,1442.7734999999998,1444.707461,3490.0,635.7194999999999,2283.4366,659.7335,667.755,9533.252
2019-04-18,1617.99366,18456.66524272328,2744.851545957209,7314.07432,1429.662111,1379.7005020000001,3531.0,605.0065000000001,2261.6229000000003,586.203185,634.776,9624.746
2019-04-19,1353.5289309999998,18600.53163008167,2731.6529535225527,6671.366258,1347.0497229999999,1105.494,3585.0,557.4352220000001,2258.3153,586.719078,564.5205,9356.159
2019-04-20,1393.8322309999999,18749.038868645213,2649.9026956941966,6121.646476,1263.642952,954.878125,3651.0,474.71161099999995,2062.6342,602.084555,548.4784999999999,8820.831
2019-04-21,1311.656201,18314.34580576652,2600.29101083969,5665.433611,1191.219047,816.800875,3560.0,471.911167,1913.0542,536.109682,495.212,8480.169
2019-04-22,1592.411419,18467.49389553513,2670.419793558116,6025.47312,1098.909667,1071.403875,3758.0,492.278,2193.5907,573.225782,523.63,9176.755
2019-04-23,1619.0395350000001,19179.091080318754,2638.7492779709114,7253.637785,1273.94,1413.263964,3807.0,661.6985,2240.2194,626.48141,621.4425,9569.331
2019-04-24,1646.5580409999998,19228.593493173234,2602.3727154477074,7405.332537,1432.9524999999999,1255.825285,3905.0,640.3375,2248.0571,688.3104890000001,647.6825,9710.422
2019-04-25,1663.0044040000002,19046.053345772223,2603.820881068792,7132.561374,1452.9335,1168.0389930000001,4033.0,527.9325,2257.8474,690.097037,613.4694999999999,9801.737
2019-04-26,1665.664287,18745.94496784178,2576.89109417993,7104.058433,1428.5962499999998,1178.621381,4045.0,577.8315,2226.2236000000003,637.253282,610.058,9786.758
2019-04-27,1513.254718,18530.91886200501,2544.210325634058,6479.643468,1359.5714169999999,1067.157375,4034.0,505.196875,2065.723,541.672128,550.7969999999999,9213.997
2019-04-28,1362.259897,18871.247950379806,2486.3844338104323,6224.255052,1321.374833,987.465376,3881.0,514.509903,1869.8025,535.5189740000001,573.8394999999999,9100.405999999999
2019-04-29,1600.1388780000002,18521.637159594775,2604.3057702927335,7231.356354,1417.6249999999998,1278.762251,4028.0,648.293222,1885.8258,593.5793209999999,648.197,9874.62
2019-04-30,1617.959781,17817.77472681976,2595.263433047069,7108.746135,1423.0729999999999,1167.7967489999999,4014.0,617.848289,1903.9569,585.794667,647.963,10126.476
2019-05-01,1384.5035240000002,15692.022539019015,2879.1001413926765,6442.581545,1272.761724,1031.705628,3788.0,484.385211,1827.135,544.398743,667.2985,10189.394
2019-05-02,1581.009257,16277.998553652711,2879.2375056583214,7276.5700529999995,1381.548776,1304.725125,3859.0,630.7815,1787.0218,627.686967,655.506,10142.967
2019-05-03,1616.302132,17604.82707725113,2896.371454604812,7405.855364999999,1434.35925,1338.631625,3765.0,683.561,1752.0842,629.4302,654.2545,9972.949
2019-05-04,1476.1901579999999,17879.453438332846,2878.2488814206195,6760.378967000001,1395.067679,1159.589252,3787.0,580.6030000000001,1746.4772,589.8665,544.3025,9409.845
2019-05-05,1356.1184230000001,17617.60039637113,2855.3584203592477,6530.795715,1367.455142,1059.1405,3728.0,539.313,1747.8482999999999,570.923,554.872,9037.547
2019-05-06,1618.8991549999998,18350.469580885758,2896.289100383662,7449.260715,1430.240065,1353.446124,3950.0,629.5515,1889.8972999999999,597.3525,599.676,9694.084
2019-05-07,1626.238528,18985.94220710983,2879.977582715672,7473.163951,1409.6154640000002,1248.373502,4019.0,639.0645,2116.8438,653.444,665.7710000000001,10048.869999999999
2019-05-08,1605.526446,18668.20589399784,2833.8076241164185,7654.446948000001,1453.2930569999999,1385.0530390000001,4065.0,672.032,2198.8431,701.727071,666.86,10107.151
2019-05-09,1582.873761,19247.795249071456,2715.145923250121,7619.169193000001,1513.7158430000002,1270.451959,4107.0,673.483,2193.0984,672.292429,695.3935,10185.273000000001
2019-05-10,1590.4125390000002,18778.3757714085,2712.8689964754244,7439.0059870000005,1455.572,1299.6595,4116.0,618.8471870000001,2220.9562,644.111,665.7745,9917.335000000001
2019-05-11,1467.786158,18254.66968748516,2696.5898185370747,6635.964399,1371.848776,1155.5715,4061.0,506.677063,2061.5849,575.633429,569.5215,9292.617
2019-05-12,1321.256293,17523.397167860574,2679.381225019034,6342.190885,1239.977443,1116.667249,3897.0,491.76575,1885.8277999999998,570.280357,525.2355,8979.05
2019-05-13,1576.734581,18727.282494928135,2812.9016039225803,7276.278979,1435.383124,1207.01,3964.0,653.8385,2180.4514,636.475571,595.728,9707.659
2019-05-14,1610.337959,19064.178786720255,2824.3417394637277,7325.774067,1448.393307,1197.054625,3951.0,653.9639999999999,2242.4829999999997,608.2856429999999,607.4725,9883.341
2019-05-15,1576.2772739999998,19161.575345010915,2830.54227151999,7319.017898,1441.781988,1211.138125,3964.0,661.6355,2242.4872,601.942,587.7819999999999,9985.999
2019-05-16,1560.730859,19155.188685450874,2814.9864529672836,7421.790426,1448.309571,1299.7823759999999,3967.0,642.9979999999999,2258.3188,619.52075,582.649,10231.383
2019-05-17,1520.354551,19579.901546193596,2806.778239939682,7338.728099,1452.792955,1177.907998,3942.0,631.8054999999999,2260.6207,698.11725,613.4945,10449.891
2019-05-18,1377.912581,19243.005254401476,2693.481356323412,6299.444357,1308.0228359999999,1045.249126,3880.0,524.6835,2031.8332999999998,582.7189999999999,537.5525,10094.37
2019-05-19,1254.6617099999999,18101.389858044222,2636.512268289369,6084.431785,1291.233111,974.76775,3874.0,490.5145,1901.0336,574.519,519.789,9865.723
2019-05-20,1494.444199,18072.649890024015,2729.1827100333794,7118.337159,1429.4958889999998,1204.176252,4075.0,620.670833,2204.6846,590.913,610.077,10651.938
2019-05-21,1539.690457,18178.029772764694,2723.5234833314607,7302.657465,1433.4935,1339.258,4171.0,632.588667,2270.1684,582.745,608.516,10619.308
2019-05-22,1556.819496,18727.282494928135,2732.6802709283884,7194.637393,1399.5804999999998,1353.387625,4148.0,609.034,2232.1497999999997,598.572,517.9525,10621.186
2019-05-23,1562.356611,19401.075078512382,2719.2579749761644,7025.549427,1396.3393330000001,1068.306875,4188.0,601.4435,2260.9264,595.323,579.1885,10955.805
2019-05-24,1558.332972,18993.925531559842,2715.8502496188785,6998.801518,1393.7206669999998,1089.452875,4038.0,593.98375,2293.2185,638.0455000000001,577.2505,11087.119999999999
2019-05-25,1400.6288749999999,19203.08863215113,2651.984009512914,6207.378998,1279.003,931.38125,4003.0,490.704583,2112.9703,598.703,500.8145,10537.888
2019-05-26,1260.664929,18845.435696788893,2615.223532836261,6040.4164089999995,1173.1405,1036.508501,3926.0,504.887667,2013.5474,566.446,471.374,10404.001
2019-05-27,1492.8049489999999,18530.892713456935,2699.5791232935526,7012.723674,1355.0055,1166.505124,4107.0,624.146667,2369.6906,628.284125,502.5835,10405.369
2019-05-28,1544.122241,18644.25592064761,2679.1542029686443,7195.465265000001,1434.1679000000001,1087.256625,4199.0,634.445333,2344.1584,667.789875,589.271,11213.553
2019-05-29,1561.7040009999998,18685.76920778793,2683.0562261799955,7160.231215,1420.328284,1039.1087499999999,4205.0,646.0113749999999,2255.5879999999997,661.188,597.393,11457.238
2019-05-30,1575.2925220000002,18516.522729446882,2652.8310464413444,6794.27801,1206.7618160000002,1089.732501,4232.0,607.630069,2267.6498,626.7385,548.3475,11286.75
2019-05-31,1574.2203439999998,18454.25279873647,2649.4172510369267,6737.12966,1283.998214,983.675125,4186.0,589.320056,2245.5148,612.6,541.3495,11341.431999999999
2019-06-01,1448.0765689999998,18167.668779425174,2588.7699631405226,6116.604896,1169.5330860000001,888.562374,4106.0,486.036,2049.2531,572.654,500.592,10720.321
2019-06-02,1291.925868,17426.971071543794,2567.5537843961843,5830.192035,1097.3882,898.7902489999999,4025.0,453.03200000000004,1904.5666999999999,582.6745,479.235,10428.927
2019-06-03,1521.3892990000002,19614.24507216804,2615.6352536604677,6942.35366,1285.41885,1157.7585,4002.0,576.4945,2270.4257,636.7025,584.0844999999999,10963.823
2019-06-04,1532.080236,20255.23347321927,2598.67633995564,7209.275801,1382.816861,1156.4419990000001,4104.0,628.0395,2376.8867,694.819,632.438,11124.644
2019-06-05,1499.926294,20297.966033289387,2583.9142286014026,7191.621199,1374.189789,1164.05376,4140.5,627.8955,2397.9420999999998,685.4544999999999,608.1705000000001,11456.685
2019-06-06,1498.727623,19626.906571448093,2581.9293912672692,7209.286673,1356.72295,1221.745113,4177.0,641.7013,2462.5832,672.365501,573.0840000000001,11597.951
2019-06-07,1504.411673,17702.358680884372,2631.815086108398,7017.212434,1325.71549,1099.2091249999999,4105.0,633.8717,2372.1652999999997,662.781283,602.989,11457.922
2019-06-08,1381.6341510000002,17980.911665044827,2500.321132194184,6379.8161629999995,1104.46896,1174.351879,4060.0,532.050714,2078.7452,594.4863359999999,514.54,10663.056
2019-06-09,1245.693536,20212.50091314915,2484.341632816723,5806.4725339999995,1119.881457,818.128625,4096.0,503.956786,1899.0337,563.58476,495.20050000000003,10315.615
2019-06-10,1484.7517429999998,21378.941534321497,2657.6047104087183,6609.57942,1244.384643,901.800635,4038.0,673.1585,2222.5876,613.621189,620.144,11005.239
2019-06-11,1529.8491729999998,20878.812312760485,2652.777310891057,7198.619086,1373.5755,1056.701113,4187.0,719.5540000000001,2267.1061,644.042613,629.5799999999999,11138.075
2019-06-12,1539.865124,20826.5836282304,2581.3720347021376,7370.766251999999,1389.156,1189.572125,3990.0,734.1649,2272.1182,628.4205410000001,635.7175,10905.179
2019-06-13,1536.0276629999998,20291.635283649302,2626.3586112636294,7320.052006,1408.672875,1139.755124,3972.0,708.7851,2322.671,638.893966,644.1850000000001,10795.113
2019-06-14,1553.0288930000002,20277.391096959294,2639.1329214624784,7160.51255,1395.220925,1120.509376,4128.0,689.449833,2323.0263,635.036393,610.904,10579.18
2019-06-15,1430.258102,20313.79290738934,2603.7026652635273,6457.833285,1291.23495,1057.5712350000001,4110.0,589.325334,2068.1458,572.399319,516.9504999999999,10349.146
2019-06-16,1275.254565,19378.42464807759,2562.3353809556497,5992.190667,1223.9891069999999,845.5601409999999,3908.0,516.832733,1917.2968,555.277745,489.7815,10326.196
