country,date,PM,CM,sector
EU27&UK,2019-02-22,3244.8745134766946,3109.639961,Power
EU27&UK,2019-02-23,2590.709614215182,2460.484858,Power
EU27&UK,2019-02-24,2589.5999629646517,2458.665672,Power
EU27&UK,2019-02-25,3213.055707573682,3104.340412,Power
EU27&UK,2019-02-26,3233.6228686219692,3138.553432,Power
EU27&UK,2019-02-27,3110.449502815492,3020.248931,Power
EU27&UK,2019-02-28,2936.161505987033,2848.878804,Power
EU27&UK,2019-03-01,3154.574819568781,3050.658814,Power
EU27&UK,2019-03-02,2444.117444484061,2319.610799,Power
EU27&UK,2019-03-03,1802.697775300959,1799.675307,Power
EU27&UK,2019-03-04,2113.4544097882995,2114.213542,Power
EU27&UK,2019-03-05,2455.431321195913,2450.421459,Power
EU27&UK,2019-03-06,2471.0230726206587,2429.193688,Power
EU27&UK,2019-03-07,2325.9055121774536,2297.996039,Power
EU27&UK,2019-03-08,2413.6498008875997,2438.647029,Power
EU27&UK,2019-03-09,1828.5021748019346,1851.786981,Power
EU27&UK,2019-03-10,1777.6663331198342,1804.445916,Power
EU27&UK,2019-03-11,2280.9386696931037,2273.826983,Power
EU27&UK,2019-03-12,2399.8433731836494,2373.883019,Power
EU27&UK,2019-03-13,2211.454950394064,2211.139869,Power
EU27&UK,2019-03-14,2324.8810256228235,2302.218272,Power
EU27&UK,2019-03-15,2263.381456386643,2268.196212,Power
EU27&UK,2019-03-16,1822.5952898439762,1853.392393,Power
EU27&UK,2019-03-17,1639.8101668700656,1665.970681,Power
EU27&UK,2019-03-18,2492.74637457266,2519.798071,Power
EU27&UK,2019-03-19,3074.710623143079,3045.021283,Power
EU27&UK,2019-03-20,2942.319979240368,2904.941481,Power
EU27&UK,2019-03-21,2906.9262916306084,2862.025439,Power
EU27&UK,2019-03-22,2890.7341938608974,2817.773524,Power
EU27&UK,2019-03-23,2335.6252160326935,2292.649172,Power
EU27&UK,2019-03-24,1992.340693485779,1962.580688,Power
EU27&UK,2019-03-25,2296.7906998846406,2274.178484,Power
EU27&UK,2019-03-26,2612.231007111233,2588.958376,Power
EU27&UK,2019-03-27,2875.9572507687676,2845.061303,Power
EU27&UK,2019-03-28,2922.561937781724,2866.910116,Power
EU27&UK,2019-03-29,2695.7156388049557,2662.100102,Power
EU27&UK,2019-03-30,2183.042527227779,2198.672578,Power
EU27&UK,2019-03-31,1930.0844663129046,1962.029779,Power
EU27&UK,2019-04-01,2578.621364698787,2578.963419,Power
EU27&UK,2019-04-02,2644.014380338364,2661.940405,Power
EU27&UK,2019-04-03,2823.0004956599755,2804.714765,Power
EU27&UK,2019-04-04,2878.3536204224265,2865.667189,Power
EU27&UK,2019-04-05,2811.9905617938102,2775.600196,Power
EU27&UK,2019-04-06,2291.0989833293133,2247.980695,Power
EU27&UK,2019-04-07,2113.4989963000926,2053.909197,Power
EU27&UK,2019-04-08,2797.850634255609,2733.183521,Power
EU27&UK,2019-04-09,2721.8118023227,2670.480352,Power
EU27&UK,2019-04-10,2800.36612308194,2732.489814,Power
EU27&UK,2019-04-11,2951.2782378821835,2888.957492,Power
EU27&UK,2019-04-12,2979.374146602338,2922.951669,Power
EU27&UK,2019-04-13,2443.9433492584235,2369.575445,Power
EU27&UK,2019-04-14,2156.6748330288624,2096.991696,Power
EU27&UK,2019-04-15,2478.1907533179956,2414.892846,Power
EU27&UK,2019-04-16,2679.716950160856,2687.633757,Power
EU27&UK,2019-04-17,2632.3734053444023,2607.799998,Power
EU27&UK,2019-04-18,2353.3275129661583,2330.99824,Power
EU27&UK,2019-04-19,1985.8131636636567,1973.557482,Power
EU27&UK,2019-04-20,1756.8134592825222,1767.633819,Power
EU27&UK,2019-04-21,1550.753712204001,1568.330368,Power
EU27&UK,2019-04-22,1475.5561343348247,1516.529637,Power
EU27&UK,2019-04-23,1794.0107096615661,1834.546546,Power
EU27&UK,2019-04-24,1922.4806642116118,1911.322418,Power
EU27&UK,2019-04-25,2013.9684871161112,1936.885647,Power
EU27&UK,2019-04-26,2130.4276589862056,2087.534974,Power
EU27&UK,2019-04-27,1682.4726992717747,1643.287054,Power
EU27&UK,2019-04-28,1783.6372308588393,1784.824401,Power
EU27&UK,2019-04-29,2437.432665179936,2455.145595,Power
EU27&UK,2019-04-30,2463.385527079324,2496.528892,Power
EU27&UK,2019-05-01,1829.5513555085145,1907.408592,Power
EU27&UK,2019-05-02,2058.931022344514,2134.96476,Power
EU27&UK,2019-05-03,2200.4877579312606,2274.545194,Power
EU27&UK,2019-05-04,1818.0427028278561,1818.479752,Power
EU27&UK,2019-05-05,1694.4776174256908,1711.674226,Power
EU27&UK,2019-05-06,2445.325747712826,2443.151478,Power
EU27&UK,2019-05-07,2694.7034053974003,2666.849586,Power
EU27&UK,2019-05-08,2342.439150243717,2297.151085,Power
EU27&UK,2019-05-09,2508.2886894231,2487.093294,Power
EU27&UK,2019-05-10,2638.327924572181,2624.679638,Power
EU27&UK,2019-05-11,2062.245899178345,2061.116652,Power
EU27&UK,2019-05-12,1605.7674498554181,1650.448037,Power
EU27&UK,2019-05-13,2304.5952508108694,2302.556254,Power
EU27&UK,2019-05-14,2451.880180393374,2451.077988,Power
EU27&UK,2019-05-15,2557.844587629085,2549.83364,Power
EU27&UK,2019-05-16,2528.596539738897,2492.734205,Power
EU27&UK,2019-05-17,2465.9734323902294,2448.7569,Power
EU27&UK,2019-05-18,2020.4955045183308,2039.161376,Power
EU27&UK,2019-05-19,1890.3463685309996,1911.766863,Power
EU27&UK,2019-05-20,2495.9663017198554,2509.194748,Power
EU27&UK,2019-05-21,2489.3944543842663,2493.795467,Power
EU27&UK,2019-05-22,2446.2250650802234,2404.548923,Power
EU27&UK,2019-05-23,2433.498576864649,2446.2119,Power
EU27&UK,2019-05-24,2260.0791797272814,2292.12868,Power
EU27&UK,2019-05-25,1812.1953040800786,1868.622683,Power
EU27&UK,2019-05-26,1340.6441644263173,1395.118242,Power
EU27&UK,2019-05-27,2036.033275699163,2077.200346,Power
EU27&UK,2019-05-28,2277.414476736666,2324.819939,Power
EU27&UK,2019-05-29,2185.8103627457854,2239.848016,Power
EU27&UK,2019-05-30,1824.923629111622,1881.90113,Power
EU27&UK,2019-05-31,2005.8585443185648,2062.576732,Power
EU27&UK,2019-06-01,1752.4510907495885,1824.963081,Power
EU27&UK,2019-06-02,1472.4088409889393,1529.754007,Power
EU27&UK,2019-06-03,2223.2317426956574,2247.183904,Power
EU27&UK,2019-06-04,2469.52688075224,2511.727074,Power
EU27&UK,2019-06-05,2356.403334768477,2390.244702,Power
EU27&UK,2019-06-06,2208.858241771464,2233.720412,Power
EU27&UK,2019-06-07,2142.7567621562303,2188.741837,Power
EU27&UK,2019-06-08,1531.8164649080231,1609.658742,Power
EU27&UK,2019-06-09,1539.6472717950214,1640.613621,Power
EU27&UK,2019-06-10,1952.0747792404002,2063.031317,Power
EU27&UK,2019-06-11,2376.1399103690846,2433.940637,Power
EU27&UK,2019-06-12,2539.739042123127,2590.14976,Power
EU27&UK,2019-06-13,2417.9598379635163,2479.373797,Power
EU27&UK,2019-06-14,2515.61549653908,2565.003094,Power
EU27&UK,2019-06-15,1860.9375096677863,1942.20632,Power
EU27&UK,2019-06-16,1720.4871997780238,1772.61989,Power
EU27&UK,2019-06-17,2458.2609704939537,2464.468814,Power
EU27&UK,2019-06-18,2631.3403128986133,2657.925186,Power
EU27&UK,2019-06-19,2741.5124130597783,2782.905665,Power
EU27&UK,2019-06-20,2416.324017694771,2489.0764,Power
EU27&UK,2019-06-21,2506.42251272972,2595.006554,Power
EU27&UK,2019-06-22,1965.4356584100628,2043.45712,Power
EU27&UK,2019-06-23,1587.0006874527398,1706.207375,Power
EU27&UK,2019-06-24,2358.1942895132856,2500.413144,Power
EU27&UK,2019-06-25,2659.020216128577,2713.256133,Power
EU27&UK,2019-06-26,2635.847934062063,2670.476128,Power
EU27&UK,2019-06-27,2476.754043563481,2537.553928,Power
EU27&UK,2019-06-28,2531.093446614166,2601.360606,Power
EU27&UK,2019-06-29,2020.920259426351,2136.614954,Power
EU27&UK,2019-06-30,1572.0612167052664,1644.941474,Power
EU27&UK,2019-07-01,2321.4326485607507,2367.03467,Power
EU27&UK,2019-07-02,2509.54900350033,2576.20549,Power
EU27&UK,2019-07-03,2574.908723521348,2652.061207,Power
EU27&UK,2019-07-04,2504.539469111958,2554.474126,Power
EU27&UK,2019-07-05,2515.7316207628614,2587.657992,Power
EU27&UK,2019-07-06,2067.849698853912,2144.407962,Power
EU27&UK,2019-07-07,1736.1986482786733,1837.642456,Power
EU27&UK,2019-07-08,2478.006299608667,2582.077073,Power
EU27&UK,2019-07-09,2605.4508123010655,2705.120919,Power
EU27&UK,2019-07-10,2699.5932792338085,2759.372015,Power
EU27&UK,2019-07-11,2838.2573748123614,2877.104482,Power
EU27&UK,2019-07-12,2753.59318994055,2779.606966,Power
EU27&UK,2019-07-13,2095.2657777544396,2152.300675,Power
EU27&UK,2019-07-14,1834.884892707199,1880.931124,Power
EU27&UK,2019-07-15,2552.797420236454,2617.153635,Power
EU27&UK,2019-07-16,2623.9080671880106,2675.054932,Power
EU27&UK,2019-07-17,2686.2546127147443,2735.457291,Power
EU27&UK,2019-07-18,2754.926425443341,2801.78531,Power
EU27&UK,2019-07-19,2754.26718002589,2812.73253,Power
EU27&UK,2019-07-20,2093.385563921425,2144.252491,Power
EU27&UK,2019-07-21,1857.1082220841097,1922.354978,Power
EU27&UK,2019-07-22,2617.6510111506827,2628.962708,Power
EU27&UK,2019-07-23,2944.6629531473513,2941.894686,Power
EU27&UK,2019-07-24,3033.2348098339035,3022.912225,Power
EU27&UK,2019-07-25,3039.881103394659,3045.146336,Power
EU27&UK,2019-07-26,2839.505798641197,2889.833709,Power
EU27&UK,2019-07-27,2143.209389526978,2262.609378,Power
EU27&UK,2019-07-28,1854.6905770992169,1931.89535,Power
EU27&UK,2019-07-29,2594.2607518206273,2663.014342,Power
EU27&UK,2019-07-30,2597.7534674484587,2642.427045,Power
EU27&UK,2019-07-31,2615.3747471729216,2659.035455,Power
EU27&UK,2019-08-01,2760.7354262108265,2826.279673,Power
EU27&UK,2019-08-02,2714.122202843499,2784.049733,Power
EU27&UK,2019-08-03,2212.9753333003564,2301.745098,Power
EU27&UK,2019-08-04,1889.9541298357665,1982.965196,Power
EU27&UK,2019-08-05,2471.5585532171044,2536.89233,Power
EU27&UK,2019-08-06,2572.400615514105,2627.890462,Power
EU27&UK,2019-08-07,2536.074727000931,2585.596305,Power
EU27&UK,2019-08-08,2389.379321829568,2496.529737,Power
EU27&UK,2019-08-09,2304.298688056361,2346.624813,Power
EU27&UK,2019-08-10,1662.6233807593424,1731.836511,Power
EU27&UK,2019-08-11,1581.6015806168296,1656.867995,Power
EU27&UK,2019-08-12,2328.5479472898437,2399.818028,Power
EU27&UK,2019-08-13,2371.489749822945,2457.946617,Power
EU27&UK,2019-08-14,2280.9996366429423,2360.279265,Power
EU27&UK,2019-08-15,1804.657938642133,1870.937856,Power
EU27&UK,2019-08-16,1975.2309115448882,2062.390843,Power
EU27&UK,2019-08-17,1583.4723002661817,1647.28284,Power
EU27&UK,2019-08-18,1509.8169612495844,1579.439819,Power
EU27&UK,2019-08-19,2145.8627652367495,2215.485466,Power
EU27&UK,2019-08-20,2491.8774932233223,2556.135305,Power
EU27&UK,2019-08-21,2456.2629532778715,2508.065045,Power
EU27&UK,2019-08-22,2369.6792792902593,2403.836627,Power
EU27&UK,2019-08-23,2428.154818999849,2486.282984,Power
EU27&UK,2019-08-24,2102.4901383701404,2185.917157,Power
EU27&UK,2019-08-25,1935.7407752838262,2009.037932,Power
EU27&UK,2019-08-26,2730.3334336204807,2764.144314,Power
EU27&UK,2019-08-27,3001.400752152558,3027.02039,Power
EU27&UK,2019-08-28,3033.580598910988,3037.519784,Power
EU27&UK,2019-08-29,2986.854553218312,2968.008824,Power
EU27&UK,2019-08-30,2872.1326618566522,2862.613526,Power
EU27&UK,2019-08-31,2202.22851028364,2251.924939,Power
EU27&UK,2019-09-01,1906.3666683581723,1953.649528,Power
EU27&UK,2019-09-02,2542.8807347602988,2574.508823,Power
EU27&UK,2019-09-03,2590.480617240462,2638.442243,Power
EU27&UK,2019-09-04,2436.109962488079,2483.135531,Power
EU27&UK,2019-09-05,2329.0540469376974,2385.582248,Power
EU27&UK,2019-09-06,2310.8224181040705,2372.932446,Power
EU27&UK,2019-09-07,2094.8521224563947,2179.432137,Power
EU27&UK,2019-09-08,2014.752175395342,2096.454306,Power
EU27&UK,2019-09-09,2711.673833317113,2774.162084,Power
EU27&UK,2019-09-10,2440.6228036634557,2516.693712,Power
EU27&UK,2019-09-11,2279.202754457862,2323.570252,Power
EU27&UK,2019-09-12,2396.669633079009,2462.6378,Power
EU27&UK,2019-09-13,2402.600289741748,2479.22931,Power
EU27&UK,2019-09-14,1945.9854416397716,1992.726946,Power
EU27&UK,2019-09-15,1644.4688411054658,1714.716059,Power
EU27&UK,2019-09-16,2657.3223356609465,2720.579346,Power
EU27&UK,2019-09-17,2528.2715848226608,2594.521551,Power
EU27&UK,2019-09-18,2656.921088811657,2715.417524,Power
EU27&UK,2019-09-19,2968.128147244183,2980.794664,Power
EU27&UK,2019-09-20,2745.100776211309,2766.069118,Power
EU27&UK,2019-09-21,2009.9955344159423,2026.730417,Power
EU27&UK,2019-09-22,1968.9111212071764,1992.304469,Power
EU27&UK,2019-09-23,2775.454313620935,2775.813969,Power
EU27&UK,2019-09-24,2915.322945566779,2913.527901,Power
EU27&UK,2019-09-25,2966.46518363562,2934.504721,Power
EU27&UK,2019-09-26,2794.3710210885038,2732.207599,Power
EU27&UK,2019-09-27,2598.7499241120418,2610.347533,Power
EU27&UK,2019-09-28,1827.4928979067818,1901.809929,Power
EU27&UK,2019-09-29,1603.771784344392,1677.650476,Power
EU27&UK,2019-09-30,2267.5665055676673,2370.541227,Power
EU27&UK,2019-10-01,2570.4495468055175,2636.508989,Power
EU27&UK,2019-10-02,2626.3252283983898,2673.994515,Power
EU27&UK,2019-10-03,2675.0006481972637,2721.583996,Power
EU27&UK,2019-10-04,2681.8155888362576,2692.046105,Power
EU27&UK,2019-10-05,2331.2906133165757,2372.279297,Power
EU27&UK,2019-10-06,2029.5313433792348,2051.234074,Power
EU27&UK,2019-10-07,2949.740656367312,2874.232484,Power
EU27&UK,2019-10-08,2697.951540630799,2667.32614,Power
EU27&UK,2019-10-09,2653.9278540769847,2667.894794,Power
EU27&UK,2019-10-10,2511.439460950026,2526.153813,Power
EU27&UK,2019-10-11,2299.35641074269,2356.279254,Power
EU27&UK,2019-10-12,1931.1715832481004,2031.775636,Power
EU27&UK,2019-10-13,1809.764519311245,1898.158039,Power
EU27&UK,2019-10-14,2701.8129603621087,2751.903469,Power
EU27&UK,2019-10-15,2909.0506866067067,2921.142623,Power
EU27&UK,2019-10-16,2793.545531651188,2826.6937,Power
EU27&UK,2019-10-17,3021.2184728030975,3032.515969,Power
EU27&UK,2019-10-18,2780.077624617332,2808.348911,Power
EU27&UK,2019-10-19,2241.438928877282,2288.447217,Power
EU27&UK,2019-10-20,2219.108730206317,2260.108315,Power
EU27&UK,2019-10-21,3112.363583547747,3114.632793,Power
EU27&UK,2019-10-22,3164.3098949649116,3151.25562,Power
EU27&UK,2019-10-23,3075.497554217326,3060.209326,Power
EU27&UK,2019-10-24,2896.206819379436,2854.78672,Power
EU27&UK,2019-10-25,2600.004012662829,2650.404253,Power
EU27&UK,2019-10-26,1835.5686381387936,1890.708083,Power
EU27&UK,2019-10-27,1889.6067523026572,1963.658849,Power
EU27&UK,2019-10-28,3112.8833332157146,3120.413121,Power
EU27&UK,2019-10-29,3385.509087062802,3363.873852,Power
EU27&UK,2019-10-30,3368.463242542892,3359.185204,Power
EU27&UK,2019-10-31,3186.9441819921453,3212.83838,Power
EU27&UK,2019-11-01,2266.1987009611125,2358.595272,Power
EU27&UK,2019-11-02,1806.2702703344373,1869.246259,Power
EU27&UK,2019-11-03,1907.685717028835,1948.469117,Power
EU27&UK,2019-11-04,2639.8640959831837,2633.611643,Power
EU27&UK,2019-11-05,2976.401824942492,2961.996134,Power
EU27&UK,2019-11-06,3319.3152642772116,3307.578812,Power
EU27&UK,2019-11-07,3110.322258457536,3075.781822,Power
EU27&UK,2019-11-08,3178.6447409709526,3140.68187,Power
EU27&UK,2019-11-09,2719.888917165475,2686.150863,Power
EU27&UK,2019-11-10,2499.71295964603,2482.559273,Power
EU27&UK,2019-11-11,2793.646269633155,2786.610787,Power
EU27&UK,2019-11-12,2934.232560196329,2896.203815,Power
EU27&UK,2019-11-13,3335.155298145353,3290.345982,Power
EU27&UK,2019-11-14,3352.7628231163385,3313.513767,Power
EU27&UK,2019-11-15,3142.9900714050596,3128.306678,Power
EU27&UK,2019-11-16,2938.417898114878,2929.690175,Power
EU27&UK,2019-11-17,2666.5880923166474,2656.108535,Power
EU27&UK,2019-11-18,3292.3661245802155,3252.495436,Power
EU27&UK,2019-11-19,3459.6301344303997,3451.460061,Power
EU27&UK,2019-11-20,3674.278122541292,3581.36831,Power
EU27&UK,2019-11-21,3546.8556907478314,3453.504004,Power
EU27&UK,2019-11-22,3163.69835445307,3117.42452,Power
EU27&UK,2019-11-23,2184.187078952272,2202.067602,Power
EU27&UK,2019-11-24,2372.228347348761,2380.198203,Power
EU27&UK,2019-11-25,3317.7784004527857,3259.195074,Power
EU27&UK,2019-11-26,3242.0868066796825,3162.821347,Power
EU27&UK,2019-11-27,2921.581229730544,2852.954016,Power
EU27&UK,2019-11-28,2571.689487902666,2549.803222,Power
EU27&UK,2019-11-29,2860.3559946413498,2883.909739,Power
EU27&UK,2019-11-30,2720.5959230665844,2714.124745,Power
EU27&UK,2019-12-01,2694.331301969768,2679.627821,Power
EU27&UK,2019-12-02,3300.2659916028542,3259.287174,Power
EU27&UK,2019-12-03,3580.9006007546686,3527.502513,Power
EU27&UK,2019-12-04,3533.95771289517,3480.109061,Power
EU27&UK,2019-12-05,3373.3455464892295,3309.056636,Power
EU27&UK,2019-12-06,2836.4363389554396,2824.817058,Power
EU27&UK,2019-12-07,2237.664692963546,2268.709099,Power
EU27&UK,2019-12-08,1767.0629960967256,1779.448806,Power
EU27&UK,2019-12-09,2592.821027392296,2592.43536,Power
EU27&UK,2019-12-10,3010.622560430661,2967.833919,Power
EU27&UK,2019-12-11,3098.057810256211,3040.447549,Power
EU27&UK,2019-12-12,3224.748878533543,3163.94767,Power
EU27&UK,2019-12-13,2782.9375489797458,2736.761054,Power
EU27&UK,2019-12-14,1913.1922693921217,1921.50073,Power
EU27&UK,2019-12-15,1815.1607788212118,1840.965659,Power
EU27&UK,2019-12-16,2947.199773967693,2929.222915,Power
EU27&UK,2019-12-17,3123.7902424928225,3119.464238,Power
EU27&UK,2019-12-18,2852.516635642876,2864.756329,Power
EU27&UK,2019-12-19,2422.0466918083407,2395.76394,Power
EU27&UK,2019-12-20,2116.145326414614,2129.154858,Power
EU27&UK,2019-12-21,1902.59878472708,1909.209189,Power
EU27&UK,2019-12-22,1783.3149457727552,1818.823648,Power
EU27&UK,2019-12-23,1799.1827962115758,1825.384713,Power
EU27&UK,2019-12-24,1666.0884103835178,1727.224753,Power
EU27&UK,2019-12-25,1639.0598901896774,1724.023224,Power
EU27&UK,2019-12-26,1697.696041196663,1766.037701,Power
EU27&UK,2019-12-27,2149.527353681912,2206.383625,Power
EU27&UK,2019-12-28,1966.405017620686,2002.645857,Power
EU27&UK,2019-12-29,1769.8212031674063,1819.530874,Power
EU27&UK,2019-12-30,1957.750504432567,2043.797637,Power
EU27&UK,2019-12-31,2119.7202825965164,2232.701398,Power
EU27&UK,2020-01-01,1929.5503614658433,2015.988521,Power
EU27&UK,2020-01-02,2257.513483798517,2323.882885,Power
EU27&UK,2020-01-03,2187.037436682595,2270.531664,Power
EU27&UK,2020-01-04,1989.0558071892547,2074.914746,Power
EU27&UK,2020-01-05,2091.847427282614,2156.042974,Power
EU27&UK,2020-01-06,2421.9789118518192,2465.121963,Power
EU27&UK,2020-01-07,2843.0625686551116,2857.962901,Power
EU27&UK,2020-01-08,2972.7345202522283,2998.967083,Power
EU27&UK,2020-01-09,2971.572294751105,3012.210042,Power
EU27&UK,2020-01-10,2873.18483598494,2926.31036,Power
EU27&UK,2020-01-11,2354.0810837092445,2391.327088,Power
EU27&UK,2020-01-12,2006.9949130959953,2084.401886,Power
EU27&UK,2020-01-13,2865.195244140324,2884.53078,Power
EU27&UK,2020-01-14,2556.325369021538,2582.528278,Power
EU27&UK,2020-01-15,2553.4723707059056,2594.154841,Power
EU27&UK,2020-01-16,2790.649799996291,2814.361601,Power
EU27&UK,2020-01-17,2812.4284657345065,2854.465638,Power
EU27&UK,2020-01-18,2529.646794112324,2565.099418,Power
EU27&UK,2020-01-19,2493.5514996934476,2520.82131,Power
EU27&UK,2020-01-20,3299.026774504702,3290.071372,Power
EU27&UK,2020-01-21,3444.732761285816,3462.226461,Power
EU27&UK,2020-01-22,3648.3742855047585,3650.601281,Power
EU27&UK,2020-01-23,3797.391605041423,3763.769308,Power
EU27&UK,2020-01-24,3759.049683817601,3732.064956,Power
EU27&UK,2020-01-25,3110.0049692870916,3094.974945,Power
EU27&UK,2020-01-26,2620.3497501946536,2643.966551,Power
EU27&UK,2020-01-27,2949.706946882118,2949.29479,Power
EU27&UK,2020-01-28,2633.852527900991,2669.24334,Power
EU27&UK,2020-01-29,2513.5508121263592,2555.550597,Power
EU27&UK,2020-01-30,2530.005997124134,2583.997653,Power
EU27&UK,2020-01-31,2316.2533696917267,2359.246732,Power
EU27&UK,2020-02-01,1801.7700478595457,1846.266054,Power
EU27&UK,2020-02-02,1703.7375230859136,1778.169546,Power
EU27&UK,2020-02-03,2300.4948686924013,2338.541141,Power
EU27&UK,2020-02-04,2455.500709476113,2481.212416,Power
EU27&UK,2020-02-05,2902.245674870482,2935.734973,Power
EU27&UK,2020-02-06,3144.8491170951156,3135.405134,Power
EU27&UK,2020-02-07,3062.5066742024565,3053.590804,Power
EU27&UK,2020-02-08,2248.8708792706257,2259.305609,Power
EU27&UK,2020-02-09,1723.688171599286,1750.622366,Power
EU27&UK,2020-02-10,2004.658932046488,2044.776093,Power
EU27&UK,2020-02-11,2127.056139129043,2166.151155,Power
EU27&UK,2020-02-12,2401.7485665663175,2467.849474,Power
EU27&UK,2020-02-13,2760.555031525955,2792.070878,Power
EU27&UK,2020-02-14,2871.2247994998766,2906.214826,Power
EU27&UK,2020-02-15,1774.451053005428,1824.89126,Power
EU27&UK,2020-02-16,1487.7315865801738,1568.067587,Power
EU27&UK,2020-02-17,2049.4404522824775,2111.644038,Power
EU27&UK,2020-02-18,2163.129589662098,2236.816322,Power
EU27&UK,2020-02-19,2406.2779908383723,2480.898939,Power
EU27&UK,2020-02-20,2365.417147994491,2418.701898,Power
EU27&UK,2020-02-21,2174.8275800266265,2254.375305,Power
EU27&UK,2020-02-22,1698.9385775917162,1763.947286,Power
EU27&UK,2020-02-23,1617.2718944471253,1697.997805,Power
EU27&UK,2020-02-24,2226.7108794672554,2336.5555,Power
EU27&UK,2020-02-25,2226.388985097422,2293.512714,Power
EU27&UK,2020-02-26,2515.612055038981,2593.650404,Power
EU27&UK,2020-02-27,2789.788178975573,2845.976388,Power
EU27&UK,2020-02-28,2517.9813055593886,2594.548589,Power
EU27&UK,2020-02-29,1625.7886980192316,1698.09413,Power
EU27&UK,2020-03-01,1491.2379865683306,1558.286403,Power
EU27&UK,2020-03-02,2534.535719482358,2571.827785,Power
EU27&UK,2020-03-03,2819.45630987788,2837.82512,Power
EU27&UK,2020-03-04,3033.104698296623,3067.127807,Power
EU27&UK,2020-03-05,2902.8393803380063,2928.884934,Power
EU27&UK,2020-03-06,2549.418988533886,2612.116866,Power
EU27&UK,2020-03-07,2039.6743943365364,2086.539619,Power
EU27&UK,2020-03-08,1550.9599425888196,1594.757984,Power
EU27&UK,2020-03-09,2438.653051938537,2493.816591,Power
EU27&UK,2020-03-10,2104.9020424451965,2176.876153,Power
EU27&UK,2020-03-11,2099.6435321723684,2185.59016,Power
EU27&UK,2020-03-12,1871.4808970020365,1939.523592,Power
EU27&UK,2020-03-13,2087.9177610331926,2201.882557,Power
EU27&UK,2020-03-14,1941.9614503358976,2056.262394,Power
EU27&UK,2020-03-15,1509.4971023151663,1604.125141,Power
EU27&UK,2020-03-16,2279.6965551859644,2348.258954,Power
EU27&UK,2020-03-17,2325.1532153334815,2376.42633,Power
