country/region,date,energy_source,value,timestamp
China,03/12/2021,nuclear,1107.5062604599273,1638432000.0
China,03/12/2021,hydro,2247.570507655118,1638432000.0
China,03/12/2021,solar,801.1760057025974,1638432000.0
China,03/12/2021,wind,1970.4117337135076,1638432000.0
China,03/12/2021,other,1680.5144833449338,1638432000.0
India,03/12/2021,coal,2607.0,1638432000.0
India,03/12/2021,gas,58.220231914372384,1638432000.0
India,03/12/2021,oil,5.779768085627614,1638432000.0
India,03/12/2021,nuclear,83.0,1638432000.0
India,03/12/2021,hydro,320.0,1638432000.0
India,03/12/2021,solar,126.37094717287307,1638432000.0
India,03/12/2021,wind,114.76488735382578,1638432000.0
India,03/12/2021,other,65.86416547330111,1638432000.0
Japan,03/12/2021,coal,888.0605237308819,1638432000.0
Japan,03/12/2021,gas,1040.133848035762,1638432000.0
Japan,03/12/2021,oil,97.50442823335618,1638432000.0
Japan,03/12/2021,nuclear,176.071,1638432000.0
Japan,03/12/2021,hydro,162.81759999999997,1638432000.0
Japan,03/12/2021,solar,187.4257,1638432000.0
Japan,03/12/2021,wind,32.5372,1638432000.0
Japan,03/12/2021,other,43.68039999999999,1638432000.0
United Kingdom,03/12/2021,coal,26.708,1638432000.0
United Kingdom,03/12/2021,gas,393.7125,1638432000.0
United Kingdom,03/12/2021,oil,0.0,1638432000.0
United Kingdom,03/12/2021,nuclear,122.083,1638432000.0
United Kingdom,03/12/2021,hydro,24.658,1638432000.0
United Kingdom,03/12/2021,solar,0.0,1638432000.0
United Kingdom,03/12/2021,wind,189.301,1638432000.0
United Kingdom,03/12/2021,other,72.0855,1638432000.0
United States,03/12/2021,coal,1879.897,1638432000.0
United States,03/12/2021,gas,3602.759,1638432000.0
United States,03/12/2021,oil,79.609,1638432000.0
United States,03/12/2021,nuclear,2216.953,1638432000.0
United States,03/12/2021,hydro,716.247,1638432000.0
United States,03/12/2021,solar,242.757,1638432000.0
United States,03/12/2021,wind,1124.189,1638432000.0
United States,03/12/2021,other,201.336,1638432000.0
Brazil,04/12/2021,coal,276.924058,1638518400.0
Brazil,04/12/2021,gas,24.76851,1638518400.0
Brazil,04/12/2021,oil,0.800781,1638518400.0
Brazil,04/12/2021,nuclear,48.149128,1638518400.0
Brazil,04/12/2021,hydro,992.484892,1638518400.0
Brazil,04/12/2021,solar,23.852612,1638518400.0
Brazil,04/12/2021,wind,220.996744,1638518400.0
Brazil,04/12/2021,other,32.736574,1638518400.0
China,04/12/2021,coal,14352.596541250852,1638518400.0
China,04/12/2021,gas,587.6617417715242,1638518400.0
China,04/12/2021,oil,132.91761197163413,1638518400.0
China,04/12/2021,nuclear,1118.4831091551475,1638518400.0
China,04/12/2021,hydro,2269.8468976631743,1638518400.0
China,04/12/2021,solar,809.1167172875471,1638518400.0
China,04/12/2021,wind,1989.941114485836,1638518400.0
China,04/12/2021,other,1697.1705997682798,1638518400.0
India,04/12/2021,coal,2657.0,1638518400.0
India,04/12/2021,gas,54.58146741972411,1638518400.0
India,04/12/2021,oil,5.418532580275889,1638518400.0
India,04/12/2021,nuclear,125.0,1638518400.0
India,04/12/2021,hydro,316.0,1638518400.0
India,04/12/2021,solar,118.13831217789766,1638518400.0
India,04/12/2021,wind,107.2883474610684,1638518400.0
India,04/12/2021,other,61.573340361033935,1638518400.0
Japan,04/12/2021,coal,790.9199195468,1638518400.0
Japan,04/12/2021,gas,926.3586854983864,1638518400.0
Japan,04/12/2021,oil,86.83889495481361,1638518400.0
Japan,04/12/2021,nuclear,176.105,1638518400.0
Japan,04/12/2021,hydro,149.16759999999996,1638518400.0
Japan,04/12/2021,solar,171.4424,1638518400.0
Japan,04/12/2021,wind,39.1485,1638518400.0
Japan,04/12/2021,other,43.9728,1638518400.0
United Kingdom,04/12/2021,coal,1.8795,1638518400.0
United Kingdom,04/12/2021,gas,240.5035,1638518400.0
United Kingdom,04/12/2021,oil,0.0,1638518400.0
United Kingdom,04/12/2021,nuclear,122.8025,1638518400.0
United Kingdom,04/12/2021,hydro,13.156,1638518400.0
United Kingdom,04/12/2021,solar,0.0,1638518400.0
United Kingdom,04/12/2021,wind,243.664,1638518400.0
United Kingdom,04/12/2021,other,49.7235,1638518400.0
United States,04/12/2021,coal,1867.181,1638518400.0
United States,04/12/2021,gas,3562.634,1638518400.0
United States,04/12/2021,oil,70.086,1638518400.0
United States,04/12/2021,nuclear,2218.278,1638518400.0
United States,04/12/2021,hydro,674.957,1638518400.0
United States,04/12/2021,solar,209.33,1638518400.0
United States,04/12/2021,wind,962.532,1638518400.0
United States,04/12/2021,other,193.796,1638518400.0
Brazil,05/12/2021,coal,222.583736,1638604800.0
Brazil,05/12/2021,gas,6.346723,1638604800.0
Brazil,05/12/2021,oil,0.748322,1638604800.0
Brazil,05/12/2021,nuclear,46.222954,1638604800.0
Brazil,05/12/2021,hydro,895.353135,1638604800.0
Brazil,05/12/2021,solar,29.044032,1638604800.0
Brazil,05/12/2021,wind,254.987114,1638604800.0
Brazil,05/12/2021,other,33.353335,1638604800.0
China,05/12/2021,coal,14285.874759809083,1638604800.0
China,05/12/2021,gas,584.929843178578,1638604800.0
China,05/12/2021,oil,132.29970984986514,1638604800.0
China,05/12/2021,nuclear,1113.2835492468853,1638604800.0
China,05/12/2021,hydro,2259.2949234488315,1638604800.0
China,05/12/2021,solar,805.3553275894129,1638604800.0
China,05/12/2021,wind,1980.6903551726275,1638604800.0
China,05/12/2021,other,1689.2808604098527,1638604800.0
India,05/12/2021,coal,2617.0,1638604800.0
India,05/12/2021,gas,57.31054079071031,1638604800.0
India,05/12/2021,oil,5.689459209289683,1638604800.0
India,05/12/2021,nuclear,125.0,1638604800.0
India,05/12/2021,hydro,291.0,1638604800.0
India,05/12/2021,solar,119.37320742714395,1638604800.0
India,05/12/2021,wind,108.409828444982,1638604800.0
India,05/12/2021,other,62.21696412787401,1638604800.0
Japan,05/12/2021,coal,774.2327714992757,1638604800.0
Japan,05/12/2021,gas,906.8139956404306,1638604800.0
Japan,05/12/2021,oil,85.0067328602937,1638604800.0
Japan,05/12/2021,nuclear,176.094,1638604800.0
Japan,05/12/2021,hydro,116.5466,1638604800.0
Japan,05/12/2021,solar,169.0484,1638604800.0
Japan,05/12/2021,wind,27.7373,1638604800.0
Japan,05/12/2021,other,41.03739999999999,1638604800.0
United Kingdom,05/12/2021,coal,16.4535,1638604800.0
United Kingdom,05/12/2021,gas,289.3625,1638604800.0
United Kingdom,05/12/2021,oil,0.0,1638604800.0
United Kingdom,05/12/2021,nuclear,121.6935,1638604800.0
United Kingdom,05/12/2021,hydro,18.678,1638604800.0
United Kingdom,05/12/2021,solar,0.0,1638604800.0
United Kingdom,05/12/2021,wind,205.8605,1638604800.0
United Kingdom,05/12/2021,other,58.3565,1638604800.0
United States,05/12/2021,coal,1755.203,1638604800.0
United States,05/12/2021,gas,3169.885,1638604800.0
United States,05/12/2021,oil,55.126,1638604800.0
United States,05/12/2021,nuclear,2236.496,1638604800.0
United States,05/12/2021,hydro,638.913,1638604800.0
United States,05/12/2021,solar,180.092,1638604800.0
United States,05/12/2021,wind,1470.629,1638604800.0
United States,05/12/2021,other,195.218,1638604800.0
Brazil,06/12/2021,coal,282.837329,1638691200.0
Brazil,06/12/2021,gas,44.346075,1638691200.0
Brazil,06/12/2021,oil,0.773013,1638691200.0
Brazil,06/12/2021,nuclear,48.165453,1638691200.0
Brazil,06/12/2021,hydro,1063.782261,1638691200.0
Brazil,06/12/2021,solar,27.641631,1638691200.0
Brazil,06/12/2021,wind,244.116152,1638691200.0
Brazil,06/12/2021,other,32.899066,1638691200.0
China,06/12/2021,coal,14411.904791421308,1638691200.0
China,06/12/2021,gas,590.0900960763653,1638691200.0
China,06/12/2021,oil,133.4668583020954,1638691200.0
China,06/12/2021,nuclear,1123.1049401847142,1638691200.0
China,06/12/2021,hydro,2279.226430298146,1638691200.0
China,06/12/2021,solar,812.4601747969998,1638691200.0
China,06/12/2021,wind,1998.164011653133,1638691200.0
China,06/12/2021,other,1704.183701420215,1638691200.0
India,06/12/2021,coal,2707.0,1638691200.0
India,06/12/2021,gas,55.49115854338618,1638691200.0
India,06/12/2021,oil,5.50884145661382,1638691200.0
India,06/12/2021,nuclear,125.0,1638691200.0
India,06/12/2021,hydro,299.0,1638691200.0
India,06/12/2021,solar,133.780318668351,1638691200.0
India,06/12/2021,wind,121.49377325730742,1638691200.0
India,06/12/2021,other,69.72590807434156,1638691200.0
Japan,06/12/2021,coal,930.5927603433108,1638691200.0
Japan,06/12/2021,gas,1089.9493929801506,1638691200.0
Japan,06/12/2021,oil,102.1742466765386,1638691200.0
Japan,06/12/2021,nuclear,176.789,1638691200.0
Japan,06/12/2021,hydro,197.3856,1638691200.0
Japan,06/12/2021,solar,111.2524,1638691200.0
Japan,06/12/2021,wind,14.2381,1638691200.0
Japan,06/12/2021,other,41.1124,1638691200.0
United Kingdom,06/12/2021,coal,25.1875,1638691200.0
United Kingdom,06/12/2021,gas,404.5515,1638691200.0
United Kingdom,06/12/2021,oil,0.0,1638691200.0
United Kingdom,06/12/2021,nuclear,122.9675,1638691200.0
United Kingdom,06/12/2021,hydro,23.3605,1638691200.0
United Kingdom,06/12/2021,solar,0.0,1638691200.0
United Kingdom,06/12/2021,wind,228.5065,1638691200.0
United Kingdom,06/12/2021,other,64.2765,1638691200.0
United States,06/12/2021,coal,1851.371,1638691200.0
United States,06/12/2021,gas,3432.771,1638691200.0
United States,06/12/2021,oil,59.833,1638691200.0
United States,06/12/2021,nuclear,2223.876,1638691200.0
United States,06/12/2021,hydro,685.869,1638691200.0
United States,06/12/2021,solar,180.142,1638691200.0
United States,06/12/2021,wind,1620.721,1638691200.0
United States,06/12/2021,other,204.815,1638691200.0
Brazil,07/12/2021,coal,307.162119,1638777600.0
Brazil,07/12/2021,gas,15.308751,1638777600.0
Brazil,07/12/2021,oil,0.815144,1638777600.0
Brazil,07/12/2021,nuclear,48.158995,1638777600.0
Brazil,07/12/2021,hydro,1085.017629,1638777600.0
Brazil,07/12/2021,solar,26.42933,1638777600.0
Brazil,07/12/2021,wind,200.039594,1638777600.0
Brazil,07/12/2021,other,32.410381,1638777600.0
China,07/12/2021,coal,14864.13019897105,1638777600.0
China,07/12/2021,gas,608.606297650778,1638777600.0
China,07/12/2021,oil,137.65486157186282,1638777600.0
China,07/12/2021,nuclear,1158.3464017851609,1638777600.0
China,07/12/2021,hydro,2350.7453666398064,1638777600.0
China,07/12/2021,solar,837.9540383065765,1638777600.0
China,07/12/2021,wind,2060.863602553772,1638777600.0
China,07/12/2021,other,1757.6586015162193,1638777600.0
India,07/12/2021,coal,2762.0,1638777600.0
India,07/12/2021,gas,55.49115854338618,1638777600.0
India,07/12/2021,oil,5.50884145661382,1638777600.0
India,07/12/2021,nuclear,125.0,1638777600.0
India,07/12/2021,hydro,284.0,1638777600.0
India,07/12/2021,solar,148.5990616593068,1638777600.0
India,07/12/2021,wind,134.9515450642707,1638777600.0
India,07/12/2021,other,77.44939327642247,1638777600.0
Japan,07/12/2021,coal,944.7387833135264,1638777600.0
Japan,07/12/2021,gas,1106.5178102368914,1638777600.0
Japan,07/12/2021,oil,103.72740644958216,1638777600.0
Japan,07/12/2021,nuclear,185.709,1638777600.0
Japan,07/12/2021,hydro,145.44259999999997,1638777600.0
Japan,07/12/2021,solar,88.9828,1638777600.0
Japan,07/12/2021,wind,18.3841,1638777600.0
Japan,07/12/2021,other,41.0578,1638777600.0
United Kingdom,07/12/2021,coal,22.53,1638777600.0
United Kingdom,07/12/2021,gas,366.489,1638777600.0
United Kingdom,07/12/2021,oil,0.0,1638777600.0
United Kingdom,07/12/2021,nuclear,121.123,1638777600.0
United Kingdom,07/12/2021,hydro,15.9055,1638777600.0
United Kingdom,07/12/2021,solar,0.0,1638777600.0
United Kingdom,07/12/2021,wind,251.158,1638777600.0
United Kingdom,07/12/2021,other,69.8505,1638777600.0
United States,07/12/2021,coal,2164.066,1638777600.0
United States,07/12/2021,gas,4334.213,1638777600.0
United States,07/12/2021,oil,113.953,1638777600.0
United States,07/12/2021,nuclear,2223.393,1638777600.0
United States,07/12/2021,hydro,742.772,1638777600.0
United States,07/12/2021,solar,144.158,1638777600.0
United States,07/12/2021,wind,1029.505,1638777600.0
United States,07/12/2021,other,204.678,1638777600.0
Brazil,08/12/2021,coal,314.495048,1638864000.0
Brazil,08/12/2021,gas,6.439804,1638864000.0
Brazil,08/12/2021,oil,0.787964,1638864000.0
Brazil,08/12/2021,nuclear,48.15319,1638864000.0
Brazil,08/12/2021,hydro,1048.412336,1638864000.0
Brazil,08/12/2021,solar,23.294231,1638864000.0
Brazil,08/12/2021,wind,204.013312,1638864000.0
Brazil,08/12/2021,other,32.833314,1638864000.0
China,08/12/2021,coal,14930.851980412815,1638864000.0
China,08/12/2021,gas,611.338196243724,1638864000.0
China,08/12/2021,oil,138.27276369363176,1638864000.0
China,08/12/2021,nuclear,1163.5459616934231,1638864000.0
China,08/12/2021,hydro,2361.2973408541493,1638864000.0
China,08/12/2021,solar,841.7154280047107,1638864000.0
China,08/12/2021,wind,2070.1143618669803,1638864000.0
China,08/12/2021,other,1765.5483408746463,1638864000.0
India,08/12/2021,coal,2789.0,1638864000.0
India,08/12/2021,gas,54.58146741972411,1638864000.0
India,08/12/2021,oil,5.418532580275889,1638864000.0
India,08/12/2021,nuclear,124.0,1638864000.0
India,08/12/2021,hydro,296.0,1638864000.0
India,08/12/2021,solar,149.0106934090556,1638864000.0
India,08/12/2021,wind,135.32537205890858,1638864000.0
India,08/12/2021,other,77.66393453203584,1638864000.0
Japan,08/12/2021,coal,932.7583106062984,1638864000.0
Japan,08/12/2021,gas,1092.485776557582,1638864000.0
Japan,08/12/2021,oil,102.4120128361198,1638864000.0
Japan,08/12/2021,nuclear,191.638,1638864000.0
Japan,08/12/2021,hydro,165.05059999999995,1638864000.0
Japan,08/12/2021,solar,88.8934,1638864000.0
Japan,08/12/2021,wind,29.4509,1638864000.0
Japan,08/12/2021,other,42.9788,1638864000.0
United Kingdom,08/12/2021,coal,30.4755,1638864000.0
United Kingdom,08/12/2021,gas,320.4795,1638864000.0
United Kingdom,08/12/2021,oil,0.0,1638864000.0
United Kingdom,08/12/2021,nuclear,117.631,1638864000.0
United Kingdom,08/12/2021,hydro,18.4665,1638864000.0
United Kingdom,08/12/2021,solar,0.0,1638864000.0
United Kingdom,08/12/2021,wind,253.529,1638864000.0
United Kingdom,08/12/2021,other,75.9695,1638864000.0
United States,08/12/2021,coal,2235.888,1638864000.0
United States,08/12/2021,gas,4527.662,1638864000.0
United States,08/12/2021,oil,119.418,1638864000.0
United States,08/12/2021,nuclear,2250.541,1638864000.0
United States,08/12/2021,hydro,732.313,1638864000.0
United States,08/12/2021,solar,167.459,1638864000.0
United States,08/12/2021,wind,764.504,1638864000.0
United States,08/12/2021,other,212.019,1638864000.0
Brazil,09/12/2021,coal,295.397007,1638950400.0
Brazil,09/12/2021,gas,6.479853,1638950400.0
Brazil,09/12/2021,oil,0.869165,1638950400.0
Brazil,09/12/2021,nuclear,48.179584,1638950400.0
Brazil,09/12/2021,hydro,1123.373512,1638950400.0
Brazil,09/12/2021,solar,26.887683,1638950400.0
Brazil,09/12/2021,wind,171.625431,1638950400.0
Brazil,09/12/2021,other,32.632619,1638950400.0
China,09/12/2021,coal,15205.152637451183,1638950400.0
China,09/12/2021,gas,622.5693349036137,1638950400.0
China,09/12/2021,oil,140.81302797201528,1638950400.0
China,09/12/2021,nuclear,1184.9219302051697,1638950400.0
China,09/12/2021,hydro,2404.677679290894,1638950400.0
China,09/12/2021,solar,857.1789189859294,1638950400.0
China,09/12/2021,wind,2108.1452612657285,1638950400.0
China,09/12/2021,other,1797.983936014846,1638950400.0
India,09/12/2021,coal,2815.0,1638950400.0
India,09/12/2021,gas,55.49115854338618,1638950400.0
India,09/12/2021,oil,5.50884145661382,1638950400.0
India,09/12/2021,nuclear,125.0,1638950400.0
India,09/12/2021,hydro,303.0,1638950400.0
India,09/12/2021,solar,144.0711124120703,1638950400.0
India,09/12/2021,wind,130.83944812325416,1638950400.0
India,09/12/2021,other,75.08943946467554,1638950400.0
Japan,09/12/2021,coal,877.0243584241991,1638950400.0
Japan,09/12/2021,gas,1027.2078269130425,1638950400.0
Japan,09/12/2021,oil,96.2927146627584,1638950400.0
Japan,09/12/2021,nuclear,195.966,1638950400.0
Japan,09/12/2021,hydro,136.43159999999995,1638950400.0
Japan,09/12/2021,solar,204.6782,1638950400.0
Japan,09/12/2021,wind,13.7427,1638950400.0
Japan,09/12/2021,other,44.5258,1638950400.0
United Kingdom,09/12/2021,coal,35.304,1638950400.0
United Kingdom,09/12/2021,gas,395.3815,1638950400.0
United Kingdom,09/12/2021,oil,0.0,1638950400.0
United Kingdom,09/12/2021,nuclear,121.5875,1638950400.0
United Kingdom,09/12/2021,hydro,23.211,1638950400.0
United Kingdom,09/12/2021,solar,0.0,1638950400.0
United Kingdom,09/12/2021,wind,189.3615,1638950400.0
United Kingdom,09/12/2021,other,77.8375,1638950400.0
United States,09/12/2021,coal,2063.046,1638950400.0
United States,09/12/2021,gas,4081.28,1638950400.0
United States,09/12/2021,oil,81.885,1638950400.0
United States,09/12/2021,nuclear,2255.169,1638950400.0
United States,09/12/2021,hydro,777.794,1638950400.0
United States,09/12/2021,solar,123.279,1638950400.0
United States,09/12/2021,wind,1596.111,1638950400.0
United States,09/12/2021,other,202.992,1638950400.0
Brazil,10/12/2021,coal,294.003167,1639036800.0
Brazil,10/12/2021,gas,6.608775,1639036800.0
Brazil,10/12/2021,oil,0.87086,1639036800.0
Brazil,10/12/2021,nuclear,48.168175,1639036800.0
Brazil,10/12/2021,hydro,1135.88123,1639036800.0
Brazil,10/12/2021,solar,25.382149,1639036800.0
Brazil,10/12/2021,wind,185.920634,1639036800.0
Brazil,10/12/2021,other,31.857448,1639036800.0
China,10/12/2021,coal,15168.08498109465,1639036800.0
China,10/12/2021,gas,621.051613463088,1639036800.0
China,10/12/2021,oil,140.46974901547694,1639036800.0
China,10/12/2021,nuclear,1182.03328581169,1639036800.0
China,10/12/2021,hydro,2398.8154713940366,1639036800.0
China,10/12/2021,solar,855.0892580425214,1639036800.0
China,10/12/2021,wind,2103.005950536168,1639036800.0
China,10/12/2021,other,1793.6007474823864,1639036800.0
India,10/12/2021,coal,2764.0,1639036800.0
India,10/12/2021,gas,57.31054079071031,1639036800.0
India,10/12/2021,oil,5.689459209289683,1639036800.0
India,10/12/2021,nuclear,125.0,1639036800.0
India,10/12/2021,hydro,298.0,1639036800.0
India,10/12/2021,solar,165.0643316492577,1639036800.0
India,10/12/2021,wind,149.90462484978548,1639036800.0
India,10/12/2021,other,86.03104350095683,1639036800.0
Japan,10/12/2021,coal,889.22139930964,1639036800.0
Japan,10/12/2021,gas,1041.4935143541695,1639036800.0
Japan,10/12/2021,oil,97.6318863361906,1639036800.0
Japan,10/12/2021,nuclear,196.829,1639036800.0
Japan,10/12/2021,hydro,172.3806,1639036800.0
Japan,10/12/2021,solar,159.4974,1639036800.0
Japan,10/12/2021,wind,8.216899999999999,1639036800.0
Japan,10/12/2021,other,44.90239999999999,1639036800.0
United Kingdom,10/12/2021,coal,31.2845,1639036800.0
United Kingdom,10/12/2021,gas,333.273,1639036800.0
United Kingdom,10/12/2021,oil,0.0,1639036800.0
United Kingdom,10/12/2021,nuclear,123.786,1639036800.0
United Kingdom,10/12/2021,hydro,19.824,1639036800.0
United Kingdom,10/12/2021,solar,0.0,1639036800.0
United Kingdom,10/12/2021,wind,240.399,1639036800.0
United Kingdom,10/12/2021,other,65.873,1639036800.0
United States,10/12/2021,coal,1928.784,1639036800.0
United States,10/12/2021,gas,3855.309,1639036800.0
United States,10/12/2021,oil,74.024,1639036800.0
United States,10/12/2021,nuclear,2228.54,1639036800.0
United States,10/12/2021,hydro,751.825,1639036800.0
United States,10/12/2021,solar,150.286,1639036800.0
United States,10/12/2021,wind,1640.823,1639036800.0
United States,10/12/2021,other,204.952,1639036800.0
Brazil,11/12/2021,coal,268.231221,1639123200.0
Brazil,11/12/2021,gas,6.349582,1639123200.0
Brazil,11/12/2021,oil,0.7759240000000001,1639123200.0
Brazil,11/12/2021,nuclear,48.142968,1639123200.0
Brazil,11/12/2021,hydro,1039.219881,1639123200.0
Brazil,11/12/2021,solar,24.965718,1639123200.0
Brazil,11/12/2021,wind,212.227042,1639123200.0
Brazil,11/12/2021,other,31.804079,1639123200.0
China,11/12/2021,coal,15323.769137792102,1639123200.0
China,11/12/2021,gas,627.4260435132958,1639123200.0
China,11/12/2021,oil,141.91152063293788,1639123200.0
China,11/12/2021,nuclear,1194.1655922643029,1639123200.0
China,11/12/2021,hydro,2423.4367445608377,1639123200.0
China,11/12/2021,solar,863.8658340048348,1639123200.0
China,11/12/2021,wind,2124.5910556003223,1639123200.0
China,11/12/2021,other,1812.010139318716,1639123200.0
India,11/12/2021,coal,2768.0,1639123200.0
India,11/12/2021,gas,57.31054079071031,1639123200.0
India,11/12/2021,oil,5.689459209289683,1639123200.0
India,11/12/2021,nuclear,129.0,1639123200.0
India,11/12/2021,hydro,296.0,1639123200.0
India,11/12/2021,solar,153.95027440604085,1639123200.0
India,11/12/2021,wind,139.811295994563,1639123200.0
India,11/12/2021,other,80.23842959939614,1639123200.0
Japan,11/12/2021,coal,761.1986551493031,1639123200.0
Japan,11/12/2021,gas,891.5478901976542,1639123200.0
Japan,11/12/2021,oil,83.57565465304276,1639123200.0
Japan,11/12/2021,nuclear,196.798,1639123200.0
Japan,11/12/2021,hydro,137.67359999999996,1639123200.0
Japan,11/12/2021,solar,190.1204,1639123200.0
Japan,11/12/2021,wind,14.0588,1639123200.0
Japan,11/12/2021,other,44.357800000000005,1639123200.0
United Kingdom,11/12/2021,coal,37.291,1639123200.0
United Kingdom,11/12/2021,gas,279.1235,1639123200.0
United Kingdom,11/12/2021,oil,0.0,1639123200.0
United Kingdom,11/12/2021,nuclear,123.2395,1639123200.0
United Kingdom,11/12/2021,hydro,15.952,1639123200.0
