date,Brazil,China,EU,France,Germany,India,Italy,Japan,Spain,United Kingdom,United States
2019/2/22,1748.988676,21292.98057,8596.824983,1762.683064,1559.16325,3583,688.248922,2662.444,648.137,685.5435,10818.307
2019/2/23,1638.190252,20423.63711,7635.556476,1587.600858,1340.61275,3570,574.158411,2410.979,614.813909,612.863,10308.018
2019/2/24,1527.604092,19748.63494,7241.659023,1576.772849,1228.04225,3462,512.542167,2269.1433,567.287591,604.8395,9908.379
2019/2/25,1778.747664,20546.76938,8209.872222,1694.339651,1370.73675,3526,682.2065,2523.7823,626.257,702.057,10751.567
2019/2/26,1727.689747,21239.5738,8283.597921,1730.605778,1352.891875,3544,699.427,2579.5087,622.2795,717.4555,10906.802
2019/2/27,1714.767536,21085.28759,8237.047783,1683.3807,1392.131251,3495,675.0795,2685.2505,629.6365,719.36,10778.808
2019/2/28,1686.903283,20505.23078,8393.928742,1713.109925,1568.44575,3495,671.842,2710.3405,633.034,764.465,10894.064
2019/3/1,1663.358922,20712.42926,8361.752602,1739.568012,1459.705625,3566,685.6925,2576.5245,621.493444,741.819,10945.978
2019/3/2,1520.836419,20448.64236,7520.829873,1616.952666,1327.896874,3533,546.108125,2355.759,586.958556,592.4185,10407.236
2019/3/3,1380.2256,19963.80499,7260.07239,1416.428611,1463.460501,3362,491.793375,2285.197,586.032909,623.597,10316.184
2019/3/4,1485.810531,19399.38945,8165.064766,1593.462991,1562.709898,3488,641.425,2627.2558,676.837091,706.2945,11752.417
2019/3/5,1500.402839,19605.70323,8480.243898,1664.073595,1605.097978,3584,699.294714,2567.8665,630.607222,726.653,12271.5
2019/3/6,1645.023071,19120.86586,8543.582122,1721.138375,1584.319125,3580,685.922857,2581.9287,725.404889,723.477,12152.88
2019/3/7,1729.200695,19132.65521,8477.586802,1665.381125,1644.812585,3651,696.176829,2636.8006,677.700889,703.809,11591.874
2019/3/8,1748.254573,19683.80773,8342.392082,1677.908187,1597.51179,3657,661.8641,2656.9683,618.338,716.196,10869.895
2019/3/9,1604.900914,19750.12287,7481.478566,1505.676813,1502.639499,3628,510.964071,2352.1735,560.41,617.65,10141.753
2019/3/10,1450.870074,18702.34363,7082.60529,1437.074615,1314.966001,3536,499.482929,2161.2359,553.75,605.2495,9702.413
2019/3/11,1656.966508,18379.60994,8216.866451,1656.150385,1558.912502,3668,642.9465,2451.2863,633.9505,688.4635,9900.844
2019/3/12,1691.649646,18233.71663,8463.98758,1700.449271,1554.578996,3702,681.7105,2498.6322,639.592,715.849,10207.033
2019/3/13,1725.618305,19019.18264,8543.328816,1678.123999,1612.492463,3702,719.2985,2548.4878,652.468,673.9605,10151.092
2019/3/14,1748.357055,19048.65603,8536.910191,1747.581852,1656.796704,3675,707.126,2651.7134,654.626,670.8515,9904.531
2019/3/15,1725.569227,18842.34226,8281.892809,1691.294255,1617.664769,3666,665.318,2600.9966,642.8,661.329,9846.25
2019/3/16,1563.766585,18437.08306,7455.004735,1500.623836,1468.940334,3667,534.8295,2384.3498,569.7285,619.2645,9455.283
2019/3/17,1425.905753,17906.56193,7128.694221,1372.609715,1441.16187,3544,512.42475,2240.5576,605.272968,590.125,9328.521
2019/3/18,1731.237962,18547.6083,8219.44253,1567.277572,1636.403367,3653,633.39625,2522.2485,624.725032,729.416,9941.58
2019/3/19,1781.030159,17965.50872,8158.339241,1613.605572,1448.334125,3742,714.077,2496.3774,623.0085,741.8895,10123.795
2019/3/20,1749.827409,18174.76983,8196.871041,1620.047818,1449.860254,3738,724.283,2394.9477,656.9795,702.477,10047.684
2019/3/21,1658.672606,18167.40149,8069.157472,1586.323803,1427.803501,3358,690.668667,2255.4573,639.5215,713.5825,9904.153
2019/3/22,1619.156131,18955.81484,7812.14787,1561.907223,1330.815627,3499,653.435833,2345.9892,631.581,688.636,9900.52
2019/3/23,1496.516766,18384.03095,7057.944801,1421.82787,1237.684624,3622,497.9625,2374.5551,579.717,633.307,9329.087
2019/3/24,1385.374852,17728.24788,6658.95213,1432.685514,1138.527748,3605,461.416,2220.9734,560.3965,562.1155,8969.047
2019/3/25,1647.554672,18468.03013,7905.446477,1578.507414,1577.684624,3728,594.835,2493.2435,664.92025,677.1135,9536.836
2019/3/26,1683.822645,18388.45196,8188.114888,1589.474559,1561.456,3752,658.8395,2453.6227,691.872,711.7135,9845.46
2019/3/27,1658.847605,18441.50407,8082.123368,1619.363513,1414.578001,3787,663.9065,2393.7261,651.5815,722.414,9940.552
2019/3/28,1639.678585,18814.34253,7946.824758,1643.078714,1308.283004,3822,647.085722,2380.6359,659.17075,695.9775,9720.325
2019/3/29,1613.057771,18481.29316,7686.533398,1568.9085,1249.156625,3885,612.098667,2438.0723,662.5045,653.6725,9476.226
2019/3/30,1481.916287,17666.35375,6773.786292,1453.092333,1088.755249,3967,493.387111,2255.4705,598.02,598.404,8919.093
2019/3/31,1361.186298,17476.25034,6525.580581,1354.266167,1131.050001,3660,452.64725,2099.5871,570.394,560.5435,8951.946
2019/4/1,1614.468489,19245.60995,7504.639123,1441.323,1336.795,3718,614.54125,2478.6844,632.97,693.623,9966.33
2019/4/2,1673.374011,19811.79379,7935.051756,1436.71025,1502.416376,3832,684.3885,2624.6632,631.005,732.9315,10067.284
2019/4/3,1700.630831,19898.42302,7983.679934,1478.235803,1415.501018,3900,715.791,2610.3933,636.701,750.621,9773.828
2019/4/4,1737.326634,18544.84142,8017.789051,1475.300447,1420.276201,3933,740.106,2509.7658,648.9435,758.6745,9621.484
2019/4/5,1743.869248,16727.17469,7904.874238,1525.894046,1359.01553,3886,683.2315,2379.3854,664.893,718.182,9678.801
2019/4/6,1560.838916,17816.22778,7002.637816,1381.331454,1226.373999,3815,538.01,2119.0354,634.147,635.177,9165.463
2019/4/7,1394.968134,18631.47064,6622.122221,1326.673,1153.5915,3569,511.105,1969.8685,596.197,619.282,8824.384
2019/4/8,1622.937269,18993.45703,7788.18408,1464.2829,1400.257001,3844,666.395,2315.146,661.7205,715.5675,9513.651
2019/4/9,1623.640171,19949.47238,7977.668538,1459.892837,1464.726232,3826,690.685,2383.7396,676.114,736.87,9706.636
2019/4/10,1635.677717,20526.48488,7932.49189,1465.527638,1481.693487,3854,683.54,2593.9003,671.194,705.061,9775.617
2019/4/11,1642.407567,20139.74728,7918.220576,1506.870125,1438.628906,3884,706.3345,2479.1032,659.794,724.8215,9838.981
2019/4/12,1647.412809,19267.26725,7863.343805,1497.3005,1408.0255,3919,654.444,2460.7033,627.577,709.4005,9706.54
2019/4/13,1505.699769,19047.6003,7098.751714,1344.13675,1350.517625,3894,556.209,2174.325,536.143,600.9585,9173.14
2019/4/14,1368.149029,18071.47459,6803.092697,1311.54475,1323.819562,3763,512.3745,2003.8875,529.973,605.808,8998.996
2019/4/15,1625.972815,18636.11149,7616.27525,1465.9495,1410.312187,3871,631.633714,2257.8175,629.907,645.1825,9492.338
2019/4/16,1652.417591,18416.44453,7720.242912,1468.2755,1449.852289,3666,633.810786,2305.2293,609.943,720.24,9575.952
2019/4/17,1642.699831,17530.04195,7647.63684,1442.7735,1444.707461,3490,635.7195,2283.4366,659.7335,667.755,9533.252
2019/4/18,1617.99366,18456.66524,7314.06522,1429.662111,1379.700502,3531,605.0065,2261.6229,586.203185,634.776,9624.746
2019/4/19,1353.528931,18600.53163,6671.356358,1347.049723,1105.494,3585,557.435222,2258.3153,586.719078,564.5205,9356.159
2019/4/20,1393.832231,18749.03887,6121.646476,1263.642952,954.878125,3651,474.711611,2062.6342,602.084555,548.4785,8820.831
2019/4/21,1311.656201,18314.34581,5665.433611,1191.219047,816.800875,3560,471.911167,1913.0542,536.109682,495.212,8480.169
2019/4/22,1592.411419,18467.4939,6025.47312,1098.909667,1071.403875,3758,492.278,2193.5907,573.225782,523.63,9176.755
2019/4/23,1619.039535,19179.09108,7252.717785,1273.94,1413.285964,3807,661.6985,2240.2194,626.48141,621.4425,9569.331
2019/4/24,1646.558041,19228.59349,7405.332537,1432.9525,1255.825285,3905,640.3375,2248.0571,688.310489,647.6825,9710.422
2019/4/25,1663.004404,19046.05335,7132.561374,1452.9335,1168.038993,4033,527.9325,2257.8474,690.097037,613.4695,9801.737
2019/4/26,1665.664287,18745.94497,7104.058433,1428.59625,1178.621381,4045,577.8315,2226.2236,637.253282,610.058,9786.758
2019/4/27,1513.254718,18530.91886,6479.643468,1359.571417,1067.157375,4034,505.196875,2065.723,541.672128,550.797,9213.997
2019/4/28,1362.259897,18871.24795,6224.255052,1321.374833,987.465376,3881,514.509903,1869.8025,535.518974,573.8395,9100.406
2019/4/29,1600.138878,18521.63716,7231.356354,1417.625,1278.762251,4028,648.293222,1885.8258,593.579321,648.197,9874.62
2019/4/30,1617.959781,17817.77473,7108.561135,1423.073,1167.796749,4014,617.848289,1903.9569,585.794667,647.963,10126.476
2019/5/1,1384.503524,15692.02254,6442.581545,1272.761724,1031.705628,3788,484.385211,1827.135,544.398743,667.2985,10189.394
2019/5/2,1581.009257,16277.99855,7276.570053,1381.548776,1304.725125,3859,630.7815,1787.0218,627.686967,655.506,10142.967
2019/5/3,1616.302132,17604.82708,7405.846865,1434.35925,1338.631625,3765,683.561,1752.0842,629.4302,654.2545,9972.949
2019/5/4,1476.190158,17879.45344,6758.430967,1395.067679,1159.589252,3787,578.655,1746.4772,589.8665,544.3025,9409.845
2019/5/5,1356.118423,17617.6004,6530.781715,1367.455142,1059.1405,3728,539.313,1747.8483,570.923,554.872,9037.547
2019/5/6,1618.899155,18350.46958,7449.131715,1430.240065,1353.446124,3950,629.5515,1889.8973,597.3525,599.676,9694.084
2019/5/7,1626.238528,18985.94221,7474.134699,1409.615464,1249.34425,4019,639.0645,2116.8438,653.444,665.771,10048.87
2019/5/8,1605.526446,18668.20589,7654.413948,1453.293057,1385.053039,4065,672.032,2198.8431,701.727071,666.86,10107.151
2019/5/9,1582.873761,19247.79525,7619.169193,1513.715843,1270.451959,4107,673.483,2193.0984,672.292429,695.3935,10185.273
2019/5/10,1590.412539,18778.37577,7439.005987,1455.572,1299.6595,4116,618.847187,2220.9562,644.111,665.7745,9917.335
2019/5/11,1467.786158,18254.66969,6635.964399,1371.848776,1155.5715,4061,506.677063,2061.5849,575.633429,569.5215,9292.617
2019/5/12,1321.256293,17523.39717,6342.443885,1239.977443,1116.667249,3897,492.01875,1885.8278,570.280357,525.2355,8979.05
2019/5/13,1576.734581,18727.28249,7276.278979,1435.383124,1207.01,3964,653.8385,2180.4514,636.475571,595.728,9707.659
2019/5/14,1610.337959,19064.17879,7325.774067,1448.393307,1197.054625,3951,653.964,2242.483,608.285643,607.4725,9883.341
2019/5/15,1576.277274,19161.57535,7319.017898,1441.781988,1211.138125,3964,661.6355,2242.4872,601.942,587.782,9985.999
2019/5/16,1560.730859,19155.18869,7421.790426,1448.309571,1299.782376,3967,642.998,2258.3188,619.52075,582.649,10231.383
2019/5/17,1520.354551,19579.90155,7338.728099,1452.792955,1177.907998,3942,631.8055,2260.6207,698.11725,613.4945,10449.891
2019/5/18,1377.912581,19243.00525,6299.444357,1308.022836,1045.249126,3880,524.6835,2031.8333,582.719,537.5525,10094.37
2019/5/19,1254.66171,18101.38986,6084.431785,1291.233111,974.76775,3874,490.5145,1901.0336,574.519,519.789,9865.723
2019/5/20,1494.444199,18072.64989,7118.337159,1429.495889,1204.176252,4075,620.670833,2204.6846,590.913,610.077,10651.938
2019/5/21,1539.690457,18178.02977,7302.657465,1433.4935,1339.258,4171,632.588667,2270.1684,582.745,608.516,10619.308
2019/5/22,1556.819496,18727.28249,7194.559393,1399.5805,1353.387625,4148,609.034,2232.1498,598.572,517.9525,10621.186
2019/5/23,1562.356611,19401.07508,7025.628427,1396.339333,1068.306875,4188,601.4435,2260.9264,595.4085,579.1885,10955.805
2019/5/24,1558.332972,18993.92553,6998.801518,1393.720667,1089.452875,4038,593.98375,2293.2185,638.0455,577.2505,11087.12
2019/5/25,1400.628875,19203.08863,6207.368498,1279.003,931.38125,4003,490.704583,2112.9703,598.703,500.8145,10537.888
2019/5/26,1260.664929,18845.4357,6040.416409,1173.1405,1036.508501,3926,504.887667,2013.5474,566.446,471.374,10404.001
2019/5/27,1492.804949,18530.89271,7012.723674,1355.0055,1166.505124,4107,624.146667,2369.6906,628.284125,502.5835,10405.369
2019/5/28,1544.122241,18644.25592,7193.352514,1434.1679,1087.256625,4199,634.445333,2344.1584,667.789875,589.271,11213.553
2019/5/29,1561.704001,18685.76921,7160.231215,1420.328284,1039.10875,4205,646.011375,2255.588,661.188,597.393,11457.238
2019/5/30,1575.292522,18516.52273,6794.27551,1206.761816,1089.732501,4232,607.630069,2267.6498,626.7385,548.3475,11286.75
2019/5/31,1574.220344,18454.2528,6736.86916,1283.998214,983.675125,4186,589.320056,2245.5148,612.6,541.3495,11341.432
2019/6/1,1448.076569,18167.66878,6116.604896,1169.533086,888.562374,4106,486.036,2049.2531,572.654,500.592,10720.321
2019/6/2,1291.925868,17426.97107,5830.192035,1097.3882,898.790249,4025,453.032,1904.5667,582.6745,479.235,10428.927
2019/6/3,1521.389299,19614.24507,6942.00816,1285.41885,1157.7585,4002,576.4945,2270.4257,636.357,584.0845,10963.823
2019/6/4,1532.080236,20255.23347,7207.319428,1382.816861,1154.523626,4104,628.0395,2376.8867,694.819,632.438,11124.644
2019/6/5,1499.926294,20297.96603,7191.383699,1374.189789,1164.05376,4140.5,627.8955,2397.9421,685.4545,608.1705,11456.685
2019/6/6,1498.727623,19626.90657,7209.278173,1356.72295,1221.745113,4177,641.7013,2462.5832,672.365501,573.084,11597.951
2019/6/7,1504.411673,17702.35868,7017.206434,1325.71549,1099.209125,4105,633.8717,2372.1653,662.781283,602.989,11457.922
2019/6/8,1381.634151,17980.91167,6379.816163,1104.46896,1174.351879,4060,532.050714,2078.7452,594.486336,514.54,10663.056
2019/6/9,1245.693536,20212.50091,5806.472534,1119.881457,818.128625,4096,503.956786,1899.0337,563.58476,495.2005,10315.615
2019/6/10,1484.751743,21378.94153,6609.57942,1244.384643,901.800635,4038,673.1585,2222.5876,613.621189,620.144,11005.239
2019/6/11,1529.849173,20878.81231,7198.619086,1373.5755,1056.701113,4187,719.554,2267.1061,644.042613,629.58,11138.075
2019/6/12,1539.865124,20826.58363,7370.766252,1389.156,1189.572125,3990,734.1649,2272.1182,628.420541,635.7175,10905.179
2019/6/13,1536.027663,20291.63528,7320.121006,1408.672875,1139.824124,3972,708.7851,2322.671,638.893966,644.185,10795.113
2019/6/14,1553.028893,20277.3911,7158.817426,1395.220925,1118.814252,4128,689.449833,2323.0263,635.036393,610.904,10579.18
2019/6/15,1430.258102,20313.79291,6457.833285,1291.23495,1057.571235,4110,589.325334,2068.1458,572.399319,516.9505,10349.146
2019/6/16,1275.254565,19378.42465,5992.190667,1223.989107,845.560141,3908,516.832733,1917.2968,555.277745,489.7815,10326.196
2019/6/17,1493.677519,20155.52417,6983.858873,1358.416143,1079.768748,4020,706.198656,2225.5587,639.513172,582.8565,11158.641
2019/6/18,1522.639865,21089.30974,7286.12527,1375.3565,1136.608126,3935,780.139944,2319.0761,670.338598,635.316,11613.845
2019/6/19,1523.191916,21649.58108,7326.853967,1381.393167,1166.17675,4009,782.4425,2381.4846,671.315524,632.3215,11832.889
2019/6/20,1365.286887,21488.14697,7000.87556,1358.296333,1075.430125,4031,772.412,2443.7536,651.48045,582.0435,11990.443
2019/6/21,1430.541258,21711.30589,6985.904143,1362.80125,1005.601123,4059,794.7425,2450.8566,656.297377,583.701,11939.165
2019/6/22,1343.089321,21078.23093,6318.725451,1254.726,933.252251,3975,654.5505,2167.176,609.707303,488.37,11175.098
2019/6/23,1229.191812,19492.37814,5986.27988,1175.031607,957.629375,3827,544.136,1958.9677,582.990729,501.751,10804.585
2019/6/24,1445.145261,19886.46731,7162.035911,1398.576643,1183.9725,3923,730.414,2280.261,636.491155,635.009,11666.229
2019/6/25,1516.521929,19581.00864,7427.652581,1423.449333,1178.12212,4038,804.225,2397.9801,674.896082,656.848,12098.981
2019/6/26,1532.863209,20058.98023,7616.074401,1402.119851,1233.889499,4066,850.6875,2453.2152,716.268508,628.099,12353.461
2019/6/27,1540.312544,20843.99319,7621.738828,1406.414316,1228.772742,4079,867.694,2497.1306,737.184935,561.091,12621.534
2019/6/28,1535.759446,20989.60043,7273.743929,1410.2536,1037.051757,4082,868.877,2529.7647,667.644859,560.5095,12725.146
2019/6/29,1404.423387,20790.18182,6490.695813,1298.2229,874.140376,4054,696.3635,2228.8229,644.631788,504.4625,12226.721
2019/6/30,1262.921251,19975.0978,6197.633524,1146.328,1034.068164,3881,600.189,2093.3411,617.763712,480.971,11851.298
2019/7/1,1490.093198,20185.42801,7394.258971,1314.9395,1245.795087,3980,803.531625,2389.288,710.113141,570.662,12478.414
2019/7/2,1524.56914,20446.82641,7513.246733,1360.229211,1255.876874,3949,840.934125,2475.4557,718.767065,595.8875,13065.891
2019/7/3,1542.740087,21202.14622,7431.300361,1362.843789,1176.577624,4041,872.59475,2478.2896,719.436992,611.117,12987.457
2019/7/4,1538.502119,20797.89055,7353.583708,1337.4105,1187.386378,3973,850.354,2484.8744,715.432418,580.1055,12234.338
2019/7/5,1529.636538,20050.16953,7338.75654,1352.306333,1188.098607,3890,852.7935,2410.7328,697.588345,571.9365,12369.285
2019/7/6,1359.462646,19250.77673,6575.374397,1202.701501,1081.628392,3769,700.006,2158.25,648.323271,538.8305,12287.713
2019/7/7,1209.687032,18987.85857,6247.365861,1159.633952,1074.085615,3616,622.5,2036.0785,630.688197,510.528,11811.904
2019/7/8,1381.812872,20341.9631,7221.410202,1302.521714,1151.763886,3818,839.269,2349.4449,713.777123,605.821,12366.835
2019/7/9,1396.625355,19892.11468,7318.742277,1331.6558,1163.749125,3738,882.2735,2383.238,693.11605,612.2475,12703.941
2019/7/10,1443.275457,19519.77393,7249.678389,1307.2123,1163.990628,3802,840.8635,2405.8372,667.609476,599.047,13314.439
2019/7/11,1453.761793,20051.68929,7253.551713,1306.6334,1185.011249,3794,783.125,2396.6181,673.215402,628.946,13320.586
2019/7/12,1456.970536,19946.82598,7180.486579,1356.27405,1181.837251,3890,779.358,2419.418,671.913828,560.073,13015.127
2019/7/13,1339.138579,19677.82878,6404.010994,1225.966575,1024.096147,3883,634.61775,2143.3394,673.887969,516.251,12509.946
2019/7/14,1224.574704,19425.54892,5916.771777,1198.803208,944.470476,3708,498.68275,2014.2438,621.805967,500.033,12362.242
2019/7/15,1454.303503,20924.03048,7019.620729,1285.871667,1184.200001,3818,717.7415,2175.1398,707.409107,587.877,13091.706
2019/7/16,1483.678546,21159.593,7144.344699,1280.512056,1252.158675,3788,729.0425,2436.7842,710.079034,590.9605,13539.178
2019/7/17,1474.422426,21416.43213,7029.09071,1299.016286,1082.772449,3836,751.943,2567.4495,700.667959,613.7655,13935.974
2019/7/18,1468.878915,22307.01041,7077.792499,1328.326113,1128.254625,3959,771.555,2591.8993,658.449387,597.796,13734.42
2019/7/19,1467.195899,22393.63663,7113.197924,1301.433095,1141.961999,3976,750.289,2600.1371,699.493811,622.229,13948.341
2019/7/20,1333.27191,21765.97651,6335.478539,1217.023807,1071.391572,3939,583.446666,2354.6846,673.02324,485.1425,13611.826
2019/7/21,1204.830131,21167.19179,5993.487683,1127.550643,1032.36993,3827,528.847668,2213.5156,642.241664,467.563,12997.833
2019/7/22,1434.414739,22500.0197,7071.417576,1247.007,1131.969912,4000,760.215166,2515.9662,718.144592,600.395,13071.653
2019/7/23,1484.842615,22808.53061,7265.663313,1296.6524,1151.811265,4071,830.3985,2653.817,727.690002,639.6355,12310.201
2019/7/24,1497.326839,23914.91456,7343.696846,1250.575758,1229.638198,4054,843.895,2750.5826,717.645569,688.4915,11985.217
2019/7/25,1496.904359,24015.2186,7438.321464,1229.959259,1266.070249,3832,871.4645,2837.2021,726.361733,706.5445,12120.459
2019/7/26,1486.941156,24232.54401,7359.620417,1189.193346,1345.361125,3710,870.9335,2849.2882,691.264148,664.6005,12391.426
2019/7/27,1360.576088,23572.96897,6648.950628,1175.807737,1176.1295,3567,698.859,2493.8356,682.064061,551.4765,12250.64
2019/7/28,1224.845033,23261.41854,6104.622936,1165.0366,997.9055,3438,582.0885,2413.8961,598.964477,515.31,12353.133
2019/7/29,1450.999979,23928.59238,7000.608735,1274.4739,1109.003125,3589,775.642,2887.1098,680.520891,594.3885,13296.994
2019/7/30,1494.629861,24028.89642,7149.576298,1345.7565,1123.46825,3684,755.248,3020.2712,682.171806,605.7475,13352.572
2019/7/31,1499.107662,23914.91456,7196.041346,1229.091,1189.9845,3731,796.1595,3076.2137,713.575719,602.171,13067.988
2019/8/1,1506.302692,23257.18223,7006.491277,1218.780444,1129.592001,3759,797.064,3136.9009,662.217634,611.7735,12809.636
2019/8/2,1517.365881,21904.45934,6931.725316,1231.04689,1125.137,3678,772.710833,3149.6788,637.525548,598.7215,12672.407
2019/8/3,1353.462195,21399.26183,6183.901426,1163.836237,1003.396125,3622,591.510167,2795.5293,628.605963,508.0645,12209.068
