country/region,year,month,energy_source,pm,iea,date
Austria,2020,11,oil,0.0,56.9363,2020-11-01
Austria,2020,11,other,224.33100000000002,352.0991,2020-11-01
Austria,2020,11,solar,11.899495,72.3159,2020-11-01
Austria,2020,11,wind,405.586,394.4919,2020-11-01
Austria,2020,12,coal,0.0,177.3517,2020-12-01
Austria,2020,12,gas,1473.6675,1505.1022,2020-12-01
Austria,2020,12,hydro,2222.873627,2587.8823,2020-12-01
Austria,2020,12,nuclear,0.0,0.0,2020-12-01
Austria,2020,12,oil,0.0,59.4819,2020-12-01
Austria,2020,12,other,232.778,439.1888,2020-12-01
Austria,2020,12,solar,10.304501,56.68,2020-12-01
Austria,2020,12,wind,667.0955,656.0636,2020-12-01
Austria,2021,1,coal,0.0,174.8196,2021-01-01
Austria,2021,1,gas,1456.9745,1532.0882,2021-01-01
Austria,2021,1,hydro,2020.799875,2496.1125,2021-01-01
Austria,2021,1,nuclear,0.0,0.0,2021-01-01
Austria,2021,1,oil,0.0,56.6174,2021-01-01
Austria,2021,1,other,227.071,424.283,2021-01-01
Austria,2021,1,solar,11.189002,66.4525,2021-01-01
Austria,2021,1,wind,597.124,552.9433,2021-01-01
Austria,2021,2,coal,0.0,167.083,2021-02-01
Austria,2021,2,gas,1148.76,1197.6655,2021-02-01
Austria,2021,2,hydro,2462.569374,3045.3668,2021-02-01
Austria,2021,2,nuclear,0.0,0.0,2021-02-01
Austria,2021,2,oil,0.0,51.2767,2021-02-01
Austria,2021,2,other,203.715,348.7007,2021-02-01
Austria,2021,2,solar,12.207007,109.4511,2021-02-01
Austria,2021,2,wind,485.394499,447.0417,2021-02-01
Austria,2021,3,coal,0.0,190.2804,2021-03-01
Austria,2021,3,gas,1105.2165,1161.2724,2021-03-01
Austria,2021,3,hydro,2199.339627,2702.5782,2021-03-01
Austria,2021,3,nuclear,0.0,0.0,2021-03-01
Austria,2021,3,oil,0.0,58.8425,2021-03-01
Austria,2021,3,other,227.51,371.7933,2021-03-01
Austria,2021,3,solar,16.414502,183.7215,2021-03-01
Austria,2021,3,wind,647.68,573.1958,2021-03-01
Austria,2021,4,coal,0.0,165.6308,2021-04-01
Austria,2021,4,gas,852.07075,883.1522,2021-04-01
Austria,2021,4,hydro,2322.367626,2856.4152,2021-04-01
Austria,2021,4,nuclear,0.0,0.0,2021-04-01
Austria,2021,4,oil,0.0,38.366,2021-04-01
Austria,2021,4,other,216.736,355.2764,2021-04-01
Austria,2021,4,solar,18.436499,230.6291,2021-04-01
Austria,2021,4,wind,784.909,696.716,2021-04-01
Austria,2021,5,coal,0.0,192.2395,2021-05-01
Austria,2021,5,gas,270.17875,338.0189,2021-05-01
Austria,2021,5,hydro,4047.117875,4620.7287,2021-05-01
Austria,2021,5,nuclear,0.0,0.0,2021-05-01
Austria,2021,5,oil,0.0,61.4903,2021-05-01
Austria,2021,5,other,220.231,352.7397,2021-05-01
Austria,2021,5,solar,21.915998,236.4926,2021-05-01
Austria,2021,5,wind,817.8835,748.7112,2021-05-01
Austria,2021,6,coal,0.0,176.6781,2021-06-01
Austria,2021,6,gas,76.86475,193.7896,2021-06-01
Austria,2021,6,hydro,4355.002501,4850.1922,2021-06-01
Austria,2021,6,nuclear,0.0,0.0,2021-06-01
Austria,2021,6,oil,0.0,47.1069,2021-06-01
Austria,2021,6,other,193.89600000000002,298.789,2021-06-01
Austria,2021,6,solar,22.2915,224.7657,2021-06-01
Austria,2021,6,wind,352.0515,334.7549,2021-06-01
Austria,2021,7,coal,0.0,143.6931,2021-07-01
Austria,2021,7,gas,77.41975,210.5562,2021-07-01
Austria,2021,7,hydro,4032.715376,4532.9873,2021-07-01
Austria,2021,7,nuclear,0.0,0.0,2021-07-01
Austria,2021,7,oil,0.0,59.8908,2021-07-01
Austria,2021,7,other,208.413,297.7804,2021-07-01
Austria,2021,7,solar,22.298501,234.5381,2021-07-01
Austria,2021,7,wind,489.998,469.3885,2021-07-01
Austria,2021,8,coal,0.0,171.9458,2021-08-01
Austria,2021,8,gas,54.96325,178.145,2021-08-01
Austria,2021,8,hydro,4308.743748,4841.1414,2021-08-01
Austria,2021,8,nuclear,0.0,0.0,2021-08-01
Austria,2021,8,oil,0.0,61.3195,2021-08-01
Austria,2021,8,other,208.458,323.4593,2021-08-01
Austria,2021,8,solar,20.401499,224.7657,2021-08-01
Austria,2021,8,wind,372.1,361.8214,2021-08-01
Austria,2021,9,coal,0.0,150.4401,2021-09-01
Austria,2021,9,gas,187.042,306.8094,2021-09-01
Austria,2021,9,hydro,2903.388131,3275.3384,2021-09-01
Austria,2021,9,nuclear,0.0,0.0,2021-09-01
Austria,2021,9,oil,0.0,61.9501,2021-09-01
Austria,2021,9,other,197.635,316.047,2021-09-01
Austria,2021,9,solar,17.290001,179.8125,2021-09-01
Austria,2021,9,wind,337.71500000000003,330.76,2021-09-01
Austria,2021,10,coal,0.0,171.6298,2021-10-01
Austria,2021,10,gas,932.4305,976.534,2021-10-01
Austria,2021,10,hydro,2137.140998,2570.5489,2021-10-01
Austria,2021,10,nuclear,0.0,0.0,2021-10-01
Austria,2021,10,oil,0.0,59.796,2021-10-01
Austria,2021,10,other,209.769,359.1673,2021-10-01
Austria,2021,10,solar,15.152000000000001,136.8139,2021-10-01
Austria,2021,10,wind,673.023,640.6374,2021-10-01
Austria,2021,11,coal,0.0,171.416,2021-11-01
Austria,2021,11,gas,1558.30075,1695.6621,2021-11-01
Austria,2021,11,hydro,1806.346252,2432.447,2021-11-01
Austria,2021,11,nuclear,0.0,0.0,2021-11-01
Austria,2021,11,oil,0.0,76.154,2021-11-01
Austria,2021,11,other,199.594,364.5527,2021-11-01
Austria,2021,11,solar,12.124,72.3159,2021-11-01
Austria,2021,11,wind,619.293332,589.295,2021-11-01
Austria,2021,12,coal,0.0,170.6981,2021-12-01
Austria,2021,12,gas,1572.68075,1608.561,2021-12-01
Austria,2021,12,hydro,2084.136376,2639.5938,2021-12-01
Austria,2021,12,nuclear,0.0,0.0,2021-12-01
Austria,2021,12,oil,0.0,76.3379,2021-12-01
Austria,2021,12,other,196.839,380.5007,2021-12-01
Austria,2021,12,solar,11.523,56.68,2021-12-01
Austria,2021,12,wind,721.839167,714.3017,2021-12-01
Belgium,2019,1,coal,0.0,204.6042,2019-01-01
Belgium,2019,1,gas,2680.962,2788.663,2019-01-01
Belgium,2019,1,hydro,167.50125,137.4732,2019-01-01
Belgium,2019,1,nuclear,2915.843,2903.6519,2019-01-01
Belgium,2019,1,oil,0.0,14.5039,2019-01-01
Belgium,2019,1,other,1044.507,503.8531,2019-01-01
Belgium,2019,1,solar,3.517,72.2333,2019-01-01
Belgium,2019,1,wind,718.8585,876.5464,2019-01-01
Belgium,2019,2,coal,0.0,189.9487,2019-02-01
Belgium,2019,2,gas,1938.733,2049.3929,2019-02-01
Belgium,2019,2,hydro,136.5277,105.5306,2019-02-01
Belgium,2019,2,nuclear,2818.203,2805.0431,2019-02-01
Belgium,2019,2,oil,0.0,6.9929,2019-02-01
Belgium,2019,2,other,881.28,424.6035,2019-02-01
Belgium,2019,2,solar,2.697,227.9916,2019-02-01
Belgium,2019,2,wind,571.6514999999999,724.8845,2019-02-01
Belgium,2019,3,coal,0.0,219.636,2019-03-01
Belgium,2019,3,gas,1541.849,1557.9466,2019-03-01
Belgium,2019,3,hydro,158.0808,116.6474,2019-03-01
Belgium,2019,3,nuclear,3538.849,3526.7588,2019-03-01
Belgium,2019,3,oil,0.0,3.976,2019-03-01
Belgium,2019,3,other,867.314,393.7014,2019-03-01
Belgium,2019,3,solar,4.252,291.8914,2019-03-01
Belgium,2019,3,wind,847.9905,1127.4111,2019-03-01
Belgium,2019,4,coal,0.0,196.1522,2019-04-01
Belgium,2019,4,gas,1605.675,1631.7278,2019-04-01
Belgium,2019,4,hydro,149.986,97.0393,2019-04-01
Belgium,2019,4,nuclear,3551.562,3547.0637,2019-04-01
Belgium,2019,4,oil,0.0,4.1476,2019-04-01
Belgium,2019,4,other,726.3199999999999,297.7803,2019-04-01
Belgium,2019,4,solar,4.4195,495.5425,2019-04-01
Belgium,2019,4,wind,499.219,606.9271,2019-04-01
Belgium,2019,5,coal,0.0,218.2266,2019-05-01
Belgium,2019,5,gas,1457.681,1481.1387,2019-05-01
Belgium,2019,5,hydro,151.22625,88.998,2019-05-01
Belgium,2019,5,nuclear,3665.744,3659.1283,2019-05-01
Belgium,2019,5,oil,0.0,2.7916,2019-05-01
Belgium,2019,5,other,725.322,292.9551,2019-05-01
Belgium,2019,5,solar,3.6765,539.1305,2019-05-01
Belgium,2019,5,wind,444.45799999999997,505.285,2019-05-01
Belgium,2019,6,coal,0.0,198.3078,2019-06-01
Belgium,2019,6,gas,1749.614,1737.4535,2019-06-01
Belgium,2019,6,hydro,153.34425,89.9338,2019-06-01
Belgium,2019,6,nuclear,2924.111,2899.6532,2019-06-01
Belgium,2019,6,oil,0.0,3.6135,2019-06-01
Belgium,2019,6,other,716.0075,449.0034,2019-06-01
Belgium,2019,6,solar,7.913,602.644,2019-06-01
Belgium,2019,6,wind,488.049,557.9604,2019-06-01
Belgium,2019,7,coal,0.0,214.2345,2019-07-01
Belgium,2019,7,gas,1957.066,1902.0373,2019-07-01
Belgium,2019,7,hydro,121.0415,56.2189,2019-07-01
Belgium,2019,7,nuclear,3579.702,3566.572,2019-07-01
Belgium,2019,7,oil,0.0,4.3209,2019-07-01
Belgium,2019,7,other,731.4935,441.8316,2019-07-01
Belgium,2019,7,solar,7.2865,570.3784,2019-07-01
Belgium,2019,7,wind,384.817,422.4046,2019-07-01
Belgium,2019,8,coal,0.0,217.0193,2019-08-01
Belgium,2019,8,gas,1798.526,1862.6115,2019-08-01
Belgium,2019,8,hydro,126.1798,53.6638,2019-08-01
Belgium,2019,8,nuclear,4191.126,4190.5326,2019-08-01
Belgium,2019,8,oil,0.0,5.8102,2019-08-01
Belgium,2019,8,other,773.729,449.5988,2019-08-01
Belgium,2019,8,solar,4.756,531.4152,2019-08-01
Belgium,2019,8,wind,592.3004999999999,665.6147,2019-08-01
Belgium,2019,9,coal,0.0,174.958,2019-09-01
Belgium,2019,9,gas,1918.751,2094.7878,2019-09-01
Belgium,2019,9,hydro,128.2167,57.6475,2019-09-01
Belgium,2019,9,nuclear,4105.557,4104.4302,2019-09-01
Belgium,2019,9,oil,0.0,4.3278,2019-09-01
Belgium,2019,9,other,805.647,413.2333,2019-09-01
Belgium,2019,9,solar,2.9645,429.9543,2019-09-01
Belgium,2019,9,wind,697.0,812.9262,2019-09-01
Belgium,2019,10,coal,0.0,224.3921,2019-10-01
Belgium,2019,10,gas,2522.254,2704.5577,2019-10-01
Belgium,2019,10,hydro,152.5928,97.5515,2019-10-01
Belgium,2019,10,nuclear,3157.73,3148.2572,2019-10-01
Belgium,2019,10,oil,0.0,4.2584,2019-10-01
Belgium,2019,10,other,861.695,387.8662,2019-10-01
Belgium,2019,10,solar,4.217,234.9745,2019-10-01
Belgium,2019,10,wind,826.6515,1027.9005,2019-10-01
Belgium,2019,11,coal,0.0,194.935,2019-11-01
Belgium,2019,11,gas,2523.215,2792.6948,2019-11-01
Belgium,2019,11,hydro,142.852057,112.1465,2019-11-01
Belgium,2019,11,nuclear,3250.046,3239.4988,2019-11-01
Belgium,2019,11,oil,0.0,6.1988,2019-11-01
Belgium,2019,11,other,985.366,469.0873,2019-11-01
Belgium,2019,11,solar,3.1225,140.643,2019-11-01
Belgium,2019,11,wind,715.9485,912.9943,2019-11-01
Belgium,2019,12,coal,0.0,174.3674,2019-12-01
Belgium,2019,12,gas,1777.064,2024.6357,2019-12-01
Belgium,2019,12,hydro,167.095801,137.7495,2019-12-01
Belgium,2019,12,nuclear,3721.517,3715.0102,2019-12-01
Belgium,2019,12,oil,0.0,7.4552,2019-12-01
Belgium,2019,12,other,963.598,467.3251,2019-12-01
Belgium,2019,12,solar,3.201,85.2013,2019-12-01
Belgium,2019,12,wind,1043.4605,1312.4452,2019-12-01
Belgium,2020,1,coal,0.0,200.4297,2020-01-01
Belgium,2020,1,gas,2311.567,2490.7116,2020-01-01
Belgium,2020,1,hydro,163.013342,139.7752,2020-01-01
Belgium,2020,1,nuclear,3062.533,3054.7622,2020-01-01
Belgium,2020,1,oil,0.0,7.7628,2020-01-01
Belgium,2020,1,other,973.943,504.7129,2020-01-01
Belgium,2020,1,solar,2.167,97.1661,2020-01-01
Belgium,2020,1,wind,1015.4780000000001,1266.8681,2020-01-01
Belgium,2020,2,coal,0.0,188.5213,2020-02-01
Belgium,2020,2,gas,1783.898,1965.7864,2020-02-01
Belgium,2020,2,hydro,164.647286,128.9644,2020-02-01
Belgium,2020,2,nuclear,2860.666,2855.6221,2020-02-01
Belgium,2020,2,oil,0.0,7.6031,2020-02-01
Belgium,2020,2,other,721.508,299.6707,2020-02-01
Belgium,2020,2,solar,3.455,164.9713,2020-02-01
Belgium,2020,2,wind,1352.1541,1758.4353,2020-02-01
Belgium,2020,3,coal,0.0,190.3569,2020-03-01
Belgium,2020,3,gas,1801.82,1929.1553,2020-03-01
Belgium,2020,3,hydro,172.275714,126.4773,2020-03-01
Belgium,2020,3,nuclear,3057.759,3045.4814,2020-03-01
Belgium,2020,3,oil,0.0,4.719,2020-03-01
Belgium,2020,3,other,814.816,477.3981,2020-03-01
Belgium,2020,3,solar,3.3165,459.0505,2020-03-01
Belgium,2020,3,wind,1095.5334,1343.4741,2020-03-01
Belgium,2020,4,coal,0.0,142.2854,2020-04-01
Belgium,2020,4,gas,1182.465,1306.83,2020-04-01
Belgium,2020,4,hydro,174.828375,113.5819,2020-04-01
Belgium,2020,4,nuclear,2953.056,2943.5077,2020-04-01
Belgium,2020,4,oil,0.0,6.8683,2020-04-01
Belgium,2020,4,other,750.899,447.679,2020-04-01
Belgium,2020,4,solar,4.0705,691.3295,2020-04-01
Belgium,2020,4,wind,567.105,668.233,2020-04-01
Belgium,2020,5,coal,0.0,160.151,2020-05-01
Belgium,2020,5,gas,1537.844,1649.5973,2020-05-01
Belgium,2020,5,hydro,143.568625,88.9967,2020-05-01
Belgium,2020,5,nuclear,3034.231,3024.7581,2020-05-01
Belgium,2020,5,oil,0.0,8.0868,2020-05-01
Belgium,2020,5,other,823.046,462.094,2020-05-01
Belgium,2020,5,solar,3.3914999999999997,813.0976,2020-05-01
Belgium,2020,5,wind,653.1385,751.6013,2020-05-01
Belgium,2020,6,coal,0.0,153.9005,2020-06-01
Belgium,2020,6,gas,2113.558,2240.9303,2020-06-01
Belgium,2020,6,hydro,155.00725,83.1419,2020-06-01
Belgium,2020,6,nuclear,2167.571,2143.4554,2020-06-01
Belgium,2020,6,oil,0.0,8.0971,2020-06-01
Belgium,2020,6,other,751.3165,432.961,2020-06-01
Belgium,2020,6,solar,5.804,687.3182,2020-06-01
Belgium,2020,6,wind,537.5025,627.5358,2020-06-01
Belgium,2020,7,coal,0.0,214.0328,2020-07-01
Belgium,2020,7,gas,2718.643,2798.9294,2020-07-01
Belgium,2020,7,hydro,146.50425,88.481,2020-07-01
Belgium,2020,7,nuclear,2185.365,2163.5714,2020-07-01
Belgium,2020,7,oil,0.0,7.7879,2020-07-01
Belgium,2020,7,other,792.201,446.1758,2020-07-01
Belgium,2020,7,solar,6.8945,651.6094,2020-07-01
Belgium,2020,7,wind,573.384,663.3963,2020-07-01
Belgium,2020,8,coal,0.0,179.9985,2020-08-01
Belgium,2020,8,gas,2346.201,2426.6433,2020-08-01
Belgium,2020,8,hydro,155.0565,77.4436,2020-08-01
Belgium,2020,8,nuclear,2045.7459999999999,2023.811,2020-08-01
Belgium,2020,8,oil,0.0,8.1744,2020-08-01
Belgium,2020,8,other,764.556,435.9083,2020-08-01
Belgium,2020,8,solar,4.779,591.4693,2020-08-01
Belgium,2020,8,wind,564.45,659.1467,2020-08-01
Belgium,2020,9,coal,0.0,121.9337,2020-09-01
Belgium,2020,9,gas,2004.669,2180.2026,2020-09-01
Belgium,2020,9,hydro,158.832,97.4385,2020-09-01
Belgium,2020,9,nuclear,2589.372,2569.7294,2020-09-01
Belgium,2020,9,oil,0.0,12.5302,2020-09-01
Belgium,2020,9,other,790.755,410.3688,2020-09-01
Belgium,2020,9,solar,4.409,471.9385,2020-09-01
Belgium,2020,9,wind,624.725167,750.0947,2020-09-01
Belgium,2020,10,coal,0.0,108.4006,2020-10-01
Belgium,2020,10,gas,1756.256,2057.2164,2020-10-01
Belgium,2020,10,hydro,184.4195,103.9924,2020-10-01
Belgium,2020,10,nuclear,2543.25,2525.5408,2020-10-01
Belgium,2020,10,oil,0.0,13.2814,2020-10-01
Belgium,2020,10,other,735.004,267.966,2020-10-01
Belgium,2020,10,solar,3.7880000000000003,214.234,2020-10-01
Belgium,2020,10,wind,1231.867833,1526.1755,2020-10-01
Belgium,2020,11,coal,0.0,66.4434,2020-11-01
Belgium,2020,11,gas,1991.349,2266.3151,2020-11-01
Belgium,2020,11,hydro,155.787,97.5979,2020-11-01
Belgium,2020,11,nuclear,3013.523,2991.5121,2020-11-01
Belgium,2020,11,oil,0.0,9.1002,2020-11-01
Belgium,2020,11,other,924.667,436.1533,2020-11-01
Belgium,2020,11,solar,3.1545,149.3928,2020-11-01
Belgium,2020,11,wind,911.969274,1177.498,2020-11-01
Belgium,2020,12,coal,0.0,84.9391,2020-12-01
Belgium,2020,12,gas,2227.393,2523.1181,2020-12-01
Belgium,2020,12,hydro,182.620667,133.1092,2020-12-01
