datetime,Nuclear,region,Wind,Hydro,Coal,Natural gas,Solar,Other
2022-05-03 01:00:00,3858,TEX,18163,116,7553,23104,2546,259
2022-05-03 02:00:00,3858,TEX,16979,116,7911,25141,94,223
2022-05-03 03:00:00,3807,TEX,17609,115,7834,23678,0,225
2022-05-03 04:00:00,3461,TEX,19898,7,7581,19125,0,188
2022-05-03 05:00:00,3409,TEX,22182,0,7201,14152,0,109
2022-05-03 06:00:00,3410,TEX,22566,0,6750,11627,0,96
2022-05-03 07:00:00,3410,TEX,22207,0,6510,10069,0,75
2022-05-03 08:00:00,3408,TEX,21699,0,6752,8603,0,84
2022-05-03 09:00:00,3408,TEX,20466,0,6790,8872,0,94
2022-05-03 10:00:00,3408,TEX,18301,0,6992,10773,0,87
2022-05-03 11:00:00,3406,TEX,16973,0,7031,13032,0,113
2022-05-03 12:00:00,3406,TEX,16135,0,7131,16074,1,85
2022-05-03 13:00:00,3407,TEX,15336,35,7116,17161,524,68
2022-05-03 14:00:00,3406,TEX,14769,43,7079,16338,2967,74
2022-05-03 15:00:00,3406,TEX,12374,42,7144,18384,4260,133
2022-05-03 16:00:00,3406,TEX,9212,8,7013,22065,4799,125
2022-05-03 17:00:00,3406,TEX,7120,43,6966,24019,5992,144
2022-05-03 18:00:00,3408,TEX,5729,68,6909,25715,6709,182
2022-05-03 19:00:00,3407,TEX,5149,73,6312,27814,7138,163
2022-05-03 20:00:00,3407,TEX,5151,122,6148,28861,7138,230
2022-05-03 21:00:00,3406,TEX,5364,115,6360,30023,6684,230
2022-05-03 22:00:00,3405,TEX,6604,115,6533,30453,5852,243
2022-05-03 23:00:00,3405,TEX,8285,115,6729,30327,4154,179
2022-05-04 00:00:00,3406,TEX,9504,117,6915,29723,2284,182
2022-05-04 01:00:00,3406,TEX,10573,32,6666,29269,695,119
2022-05-04 02:00:00,3406,TEX,11412,27,6648,28938,39,171
2022-05-04 03:00:00,3407,TEX,12085,27,6411,26961,26,246
2022-05-04 04:00:00,3411,TEX,13007,2,6507,23265,26,143
2022-05-04 05:00:00,3411,TEX,13294,0,6601,19841,2,103
2022-05-04 06:00:00,3411,TEX,13442,0,6539,17081,0,124
2022-05-04 07:00:00,3411,TEX,14255,24,6466,14788,0,85
2022-05-04 08:00:00,3412,TEX,14495,6,6437,14006,0,85
2022-05-04 09:00:00,3412,TEX,13817,4,6555,14461,0,72
2022-05-04 10:00:00,3412,TEX,13359,4,6630,14774,0,89
2022-05-04 11:00:00,3411,TEX,12992,4,6663,16286,0,111
2022-05-04 12:00:00,3411,TEX,12794,39,6648,18915,1,198
2022-05-04 13:00:00,3413,TEX,12129,47,6854,20719,225,133
2022-05-04 14:00:00,3412,TEX,12635,68,6984,19894,1509,141
2022-05-04 15:00:00,3412,TEX,13212,67,7005,19041,3442,142
2022-05-04 16:00:00,3411,TEX,14459,33,7029,18546,4859,157
2022-05-04 17:00:00,3411,TEX,16019,67,7044,18959,5155,170
2022-05-04 18:00:00,3409,TEX,17472,67,6777,18998,6115,138
2022-05-04 19:00:00,3409,TEX,18055,67,6960,20050,6374,195
2022-05-04 20:00:00,3407,TEX,18511,33,7017,21652,6316,140
2022-05-04 21:00:00,3407,TEX,19435,31,7404,21448,6201,143
2022-05-04 22:00:00,3406,TEX,19963,115,7673,22522,4806,143
2022-05-04 23:00:00,3406,TEX,20678,116,7683,22556,4067,173
2022-05-05 00:00:00,3406,TEX,21774,117,7726,21148,3224,157
2022-05-05 01:00:00,3406,TEX,21882,96,7709,21526,1284,173
2022-05-05 02:00:00,3408,TEX,20908,9,7664,22769,81,144
2022-05-05 03:00:00,3408,TEX,21654,4,7535,20701,0,195
2022-05-05 04:00:00,3408,TEX,21055,4,7657,18304,0,218
2022-05-05 05:00:00,3409,TEX,21211,4,6729,15695,0,120
2022-05-05 06:00:00,3409,TEX,20741,4,7052,12807,0,113
2022-05-05 07:00:00,3409,TEX,21382,21,7016,10249,0,65
2022-05-05 08:00:00,3409,TEX,21491,13,6298,9922,0,84
2022-05-05 09:00:00,3410,TEX,21130,0,6143,10129,0,105
2022-05-05 10:00:00,3410,TEX,20173,0,6540,11133,0,130
2022-05-05 11:00:00,3411,TEX,17530,0,7003,14799,0,86
2022-05-05 12:00:00,3410,TEX,16368,35,6928,17356,1,208
2022-05-05 13:00:00,3411,TEX,15769,44,6805,18598,473,233
2022-05-05 14:00:00,3410,TEX,15877,63,6884,17646,2882,176
2022-05-05 15:00:00,3410,TEX,16942,62,6659,16731,4706,242
2022-05-05 16:00:00,3409,TEX,17661,28,6641,16789,6123,229
2022-05-05 17:00:00,3409,TEX,16287,62,6617,19151,6630,258
2022-05-05 18:00:00,3407,TEX,15470,62,6591,21160,6858,124
2022-05-05 19:00:00,3407,TEX,15129,67,6661,21490,6769,152
2022-05-05 20:00:00,3406,TEX,14491,33,6888,21991,6706,125
2022-05-05 21:00:00,3407,TEX,14226,25,6977,22329,6702,150
2022-05-05 22:00:00,3410,TEX,14638,32,7179,23371,6269,181
2022-05-05 23:00:00,3410,TEX,14321,119,7472,23499,6041,190
2022-05-06 00:00:00,3410,TEX,12155,120,7619,24059,6243,244
2022-05-06 01:00:00,3479,TEX,8314,98,7863,28764,2843,416
2022-05-06 02:00:00,3672,TEX,4883,94,8161,32376,118,295
2022-05-06 03:00:00,3791,TEX,4104,94,8195,31381,0,184
2022-05-06 04:00:00,3821,TEX,4071,9,8437,27924,0,170
2022-05-06 05:00:00,3854,TEX,4855,4,7969,24351,0,105
2022-05-06 06:00:00,3856,TEX,6450,4,7520,20776,0,115
2022-05-06 07:00:00,3856,TEX,8288,21,7311,17300,0,90
2022-05-06 08:00:00,3856,TEX,11162,6,7128,13757,0,77
2022-05-06 09:00:00,3857,TEX,12023,4,6640,13182,0,73
2022-05-06 10:00:00,3852,TEX,11922,4,6709,13209,0,81
2022-05-06 11:00:00,3829,TEX,11366,4,7196,14531,0,103
2022-05-06 12:00:00,3828,TEX,9982,4,7454,17543,15,127
2022-05-06 13:00:00,3828,TEX,7889,47,7534,19527,1594,108
2022-05-06 14:00:00,3828,TEX,6098,66,7435,18308,6277,191
2022-05-06 15:00:00,3828,TEX,6140,66,7598,18427,8137,154
2022-05-06 16:00:00,3827,TEX,6960,31,7746,19728,8497,152
2022-05-06 17:00:00,3825,TEX,6936,66,7974,22193,8652,146
2022-05-06 18:00:00,3821,TEX,6213,66,8094,25498,8654,168
2022-05-06 19:00:00,3819,TEX,5649,69,8119,28645,8626,147
2022-05-06 20:00:00,3817,TEX,6487,41,8178,30369,8586,156
2022-05-06 21:00:00,3814,TEX,7028,117,8404,31806,8484,200
2022-05-06 22:00:00,3813,TEX,7662,117,8461,32897,8266,197
2022-05-06 23:00:00,3812,TEX,8011,117,8614,33124,8095,148
2022-05-07 00:00:00,3812,TEX,8654,116,8674,32422,6119,177
2022-05-07 01:00:00,3812,TEX,9212,97,8634,33099,2217,235
2022-05-07 02:00:00,3813,TEX,9837,93,8601,32825,96,146
2022-05-07 03:00:00,3833,TEX,11580,10,8581,29295,0,187
2022-05-07 04:00:00,3850,TEX,13134,4,8438,25209,0,162
2022-05-07 05:00:00,3853,TEX,15112,4,8147,20391,0,147
2022-05-07 06:00:00,3853,TEX,15605,4,7918,17060,0,116
2022-05-07 07:00:00,3853,TEX,16514,16,7580,14185,0,110
2022-05-07 08:00:00,3850,TEX,15918,19,7172,13303,0,104
2022-05-07 09:00:00,3848,TEX,15218,6,6927,13167,0,69
2022-05-07 10:00:00,3849,TEX,15116,6,6422,13126,0,93
2022-05-07 11:00:00,3849,TEX,15103,6,6373,13301,0,103
2022-05-07 12:00:00,3850,TEX,14617,41,7084,13585,8,115
2022-05-07 13:00:00,3850,TEX,13609,49,7501,13804,1188,143
2022-05-07 14:00:00,3850,TEX,11252,64,7320,14175,5526,229
2022-05-07 15:00:00,3850,TEX,9241,69,7632,17044,7495,144
2022-05-07 16:00:00,3850,TEX,8425,35,7670,20592,7943,155
2022-05-07 17:00:00,3851,TEX,7934,69,7428,24007,8432,140
2022-05-07 18:00:00,3850,TEX,8612,69,7380,26401,8566,179
2022-05-07 19:00:00,3849,TEX,10419,73,7248,27855,8597,129
2022-05-07 20:00:00,3848,TEX,13104,123,7518,27874,8432,127
2022-05-07 21:00:00,3847,TEX,15736,116,7793,28158,7766,182
2022-05-07 22:00:00,3846,TEX,17387,120,7882,28566,7265,148
2022-05-07 23:00:00,3846,TEX,18839,120,7716,28192,6243,134
2022-05-08 00:00:00,3846,TEX,19445,120,7645,27617,5223,170
2022-05-08 01:00:00,3846,TEX,19832,111,7627,27462,2596,229
2022-05-08 02:00:00,3846,TEX,20097,12,7694,27283,124,155
2022-05-08 03:00:00,3846,TEX,21429,6,7864,24034,0,180
2022-05-08 04:00:00,3845,TEX,22716,6,7905,20015,0,181
2022-05-08 05:00:00,3846,TEX,24001,6,7329,16291,0,172
2022-05-08 06:00:00,3846,TEX,24399,6,6955,13719,0,136
2022-05-08 07:00:00,3846,TEX,24387,25,7115,11096,0,111
2022-05-08 08:00:00,3847,TEX,23992,7,7085,9531,0,104
2022-05-08 09:00:00,3848,TEX,23347,6,6865,9335,0,78
2022-05-08 10:00:00,3848,TEX,22856,6,6140,9302,0,76
2022-05-08 11:00:00,3848,TEX,22305,6,5910,9672,0,91
2022-05-08 12:00:00,3848,TEX,21839,49,5540,10454,5,126
2022-05-08 13:00:00,3849,TEX,21318,50,5371,10507,1217,92
2022-05-08 14:00:00,3849,TEX,18723,69,5708,10915,5338,152
2022-05-08 15:00:00,3848,TEX,17574,68,6730,12416,7768,177
2022-05-08 16:00:00,3847,TEX,16380,34,7417,15881,8438,126
2022-05-08 17:00:00,3846,TEX,14350,69,7401,20904,8743,156
2022-05-08 18:00:00,3845,TEX,13019,70,7524,25179,8804,130
2022-05-08 19:00:00,3845,TEX,13813,73,7810,26573,8796,162
2022-05-08 20:00:00,3843,TEX,15767,122,7735,27344,8703,153
2022-05-08 21:00:00,3841,TEX,17790,119,7802,27055,8506,165
2022-05-08 22:00:00,3840,TEX,19135,119,8151,27325,8105,203
2022-05-08 23:00:00,3840,TEX,19914,119,8324,27638,7349,158
2022-05-09 00:00:00,3840,TEX,20504,118,8316,27174,6106,177
2022-05-09 01:00:00,3840,TEX,20832,98,8367,27081,2855,283
2022-05-09 02:00:00,3841,TEX,20593,11,8535,27974,171,224
2022-05-09 03:00:00,3841,TEX,22065,6,8491,24838,0,217
2022-05-09 04:00:00,3842,TEX,23236,6,8348,20454,0,178
2022-05-09 05:00:00,3843,TEX,23334,6,7811,17244,0,114
2022-05-09 06:00:00,3843,TEX,23205,7,7186,14798,0,97
2022-05-09 07:00:00,3843,TEX,23222,26,7043,12406,0,91
2022-05-09 08:00:00,3843,TEX,23402,6,7007,10746,0,99
2022-05-09 09:00:00,3844,TEX,23182,6,7007,10323,0,85
2022-05-09 10:00:00,3845,TEX,22619,6,6993,10761,0,116
2022-05-09 11:00:00,3845,TEX,22095,49,6651,12785,0,74
2022-05-09 12:00:00,3845,TEX,21898,49,6524,15042,4,110
2022-05-09 13:00:00,3846,TEX,21005,49,6331,16618,1115,75
2022-05-09 14:00:00,3846,TEX,20235,65,6315,15720,4410,105
2022-05-09 15:00:00,3846,TEX,20472,69,6442,17293,5179,309
2022-05-09 16:00:00,3845,TEX,20066,35,6171,20114,6640,161
2022-05-09 17:00:00,3844,TEX,19640,70,6251,23105,7568,151
2022-05-09 18:00:00,3843,TEX,19354,72,6437,25878,8099,152
2022-05-09 19:00:00,3842,TEX,19081,72,6656,28536,8151,192
2022-05-09 20:00:00,3840,TEX,19280,40,6959,30792,7900,219
2022-05-09 21:00:00,3839,TEX,19410,102,7125,31804,7651,272
2022-05-09 22:00:00,3839,TEX,19392,121,7039,32933,7332,204
2022-05-09 23:00:00,3839,TEX,19998,121,7078,32025,6615,279
2022-05-10 00:00:00,3840,TEX,20502,119,7152,30886,5660,271
2022-05-10 01:00:00,3840,TEX,21022,97,7150,30531,2867,229
2022-05-10 02:00:00,3840,TEX,21117,12,7142,31486,229,215
2022-05-10 03:00:00,3841,TEX,22342,8,7439,28033,5,163
2022-05-10 04:00:00,3841,TEX,22597,8,7536,23784,0,201
2022-05-10 05:00:00,3841,TEX,22886,8,7131,19744,0,186
2022-05-10 06:00:00,3841,TEX,23016,8,6873,16764,0,110
2022-05-10 07:00:00,3838,TEX,23289,26,6783,14505,0,86
2022-05-10 08:00:00,3842,TEX,23200,7,6759,12809,0,72
2022-05-10 09:00:00,3842,TEX,22325,7,6458,12807,0,98
2022-05-10 10:00:00,3842,TEX,21489,49,6107,13646,0,128
2022-05-10 11:00:00,3843,TEX,20546,49,5904,15884,0,125
2022-05-10 12:00:00,3843,TEX,18912,48,6154,18783,5,121
2022-05-10 13:00:00,3844,TEX,18650,15,5903,19316,860,78
2022-05-10 14:00:00,3843,TEX,19344,70,6171,17459,3551,87
2022-05-10 15:00:00,3842,TEX,20167,69,6378,17410,4928,107
2022-05-10 16:00:00,3844,TEX,19633,35,6420,19808,5725,134
2022-05-10 17:00:00,3844,TEX,18261,70,6732,22741,6506,171
2022-05-10 18:00:00,3843,TEX,17216,70,6731,26098,6704,132
2022-05-10 19:00:00,3843,TEX,17319,69,6708,28319,7070,391
2022-05-10 20:00:00,3839,TEX,19429,38,6761,28328,7294,185
2022-05-10 21:00:00,3837,TEX,21097,34,6525,29092,7073,195
2022-05-10 22:00:00,3836,TEX,21528,110,6364,30204,6847,180
2022-05-10 23:00:00,3836,TEX,23300,118,6534,29926,4989,154
2022-05-11 00:00:00,3836,TEX,24153,117,6598,29282,2924,237
2022-05-11 01:00:00,3836,TEX,23989,94,6605,28490,867,234
2022-05-11 02:00:00,3837,TEX,22933,12,6684,28052,54,196
2022-05-11 03:00:00,3838,TEX,21326,7,6503,27529,0,194
2022-05-11 04:00:00,3839,TEX,20413,7,6196,24078,0,196
2022-05-11 05:00:00,3839,TEX,19976,8,6117,20739,0,163
2022-05-11 06:00:00,3840,TEX,19230,8,6104,17953,0,120
2022-05-11 07:00:00,3841,TEX,16760,6,6109,17627,0,138
2022-05-11 08:00:00,3841,TEX,14023,6,6094,18715,0,81
2022-05-11 09:00:00,3841,TEX,12388,6,6095,19104,0,131
2022-05-11 10:00:00,3842,TEX,10387,49,6093,20823,0,91
2022-05-11 11:00:00,3842,TEX,10598,49,6127,21538,0,103
2022-05-11 12:00:00,3842,TEX,11134,48,6387,22583,11,104
2022-05-11 13:00:00,3842,TEX,11739,14,6398,22429,814,73
2022-05-11 14:00:00,3843,TEX,12242,48,6349,20472,4468,73
2022-05-11 15:00:00,3841,TEX,15294,49,6358,18242,6998,76
2022-05-11 16:00:00,3841,TEX,18231,48,6318,19692,6103,132
2022-05-11 17:00:00,3840,TEX,20165,15,6226,21461,5121,113
2022-05-11 18:00:00,3839,TEX,20573,75,5971,23436,5561,372
2022-05-11 19:00:00,3838,TEX,21110,75,5944,26073,5731,184
2022-05-11 20:00:00,3838,TEX,21244,74,6390,27806,5568,225
2022-05-11 21:00:00,3837,TEX,21848,33,6542,28843,5628,165
2022-05-11 22:00:00,3836,TEX,22633,35,6522,29849,5182,292
2022-05-11 23:00:00,3835,TEX,23307,122,6519,29942,4516,163
2022-05-12 00:00:00,3835,TEX,23725,122,6539,28660,3638,285
2022-05-12 01:00:00,3835,TEX,23714,122,6576,27613,1502,148
2022-05-12 02:00:00,3836,TEX,23433,37,6627,27037,68,131
2022-05-12 03:00:00,3837,TEX,23179,33,6568,24898,0,138
2022-05-12 04:00:00,3841,TEX,23307,10,6430,20661,0,211
2022-05-12 05:00:00,3844,TEX,23110,6,6071,16637,0,158
2022-05-12 06:00:00,3844,TEX,22345,6,5707,13896,0,205
2022-05-12 07:00:00,3839,TEX,21375,8,5639,12436,0,80
2022-05-12 08:00:00,3840,TEX,20692,42,5610,11210,0,83
2022-05-12 09:00:00,3840,TEX,20308,50,5361,10678,0,108
2022-05-12 10:00:00,3840,TEX,20059,51,5396,10574,0,81
2022-05-12 11:00:00,3841,TEX,19453,50,5678,11996,0,107
2022-05-12 12:00:00,3842,TEX,19495,16,5894,13466,20,90
2022-05-12 13:00:00,3843,TEX,19337,50,6081,13347,1312,86
2022-05-12 14:00:00,3842,TEX,18868,50,5755,13451,3963,341
2022-05-12 15:00:00,3842,TEX,19637,50,6058,14509,4880,149
2022-05-12 16:00:00,3841,TEX,19385,16,6273,16980,5779,144
2022-05-12 17:00:00,3840,TEX,18429,51,6147,19912,6732,144
2022-05-12 18:00:00,3839,TEX,18522,75,6216,22183,7316,360
2022-05-12 19:00:00,3837,TEX,17912,77,6149,26099,7288,147
2022-05-12 20:00:00,3835,TEX,16543,76,6192,29908,6995,132
2022-05-12 21:00:00,3833,TEX,15307,44,6683,32037,7247,199
2022-05-12 22:00:00,3831,TEX,15287,122,6868,32696,7848,301
2022-05-12 23:00:00,3829,TEX,15739,124,6934,32721,7403,212
2022-05-13 00:00:00,3832,TEX,16533,124,7128,32218,5240,203
2022-05-13 01:00:00,3833,TEX,17778,124,7098,31495,1836,245
2022-05-13 02:00:00,3834,TEX,17861,39,7091,30774,212,207
2022-05-13 03:00:00,3835,TEX,20028,34,6999,26440,0,171
2022-05-13 04:00:00,3835,TEX,22416,9,6414,20788,0,243
2022-05-13 05:00:00,3836,TEX,22725,8,6068,16846,0,167
2022-05-13 06:00:00,3837,TEX,21799,8,6013,13964,0,132
2022-05-13 07:00:00,3838,TEX,20920,9,5728,12523,0,84
2022-05-13 08:00:00,3839,TEX,20171,48,4729,12438,0,111
2022-05-13 09:00:00,3840,TEX,18417,48,5060,12533,0,85
2022-05-13 10:00:00,3840,TEX,17391,48,5564,12589,0,102
2022-05-13 11:00:00,3841,TEX,17082,47,5998,13684,0,125
2022-05-13 12:00:00,3840,TEX,16468,16,6135,15758,26,110
2022-05-13 13:00:00,3841,TEX,16263,49,6119,15547,1757,93
2022-05-13 14:00:00,3841,TEX,13823,49,6099,15889,6260,212
2022-05-13 15:00:00,3842,TEX,12885,48,6096,17543,7996,325
2022-05-13 16:00:00,3842,TEX,9962,16,6132,23758,7930,155
2022-05-13 17:00:00,3841,TEX,7678,49,6738,28936,7317,162
2022-05-13 18:00:00,3840,TEX,5844,72,7165,32267,8188,165
2022-05-13 19:00:00,3838,TEX,4920,74,7126,35621,8418,207
2022-05-13 20:00:00,3837,TEX,4422,80,7329,37309,8324,345
2022-05-13 21:00:00,3836,TEX,4840,79,7516,38518,8275,313
2022-05-13 22:00:00,3835,TEX,5602,47,7483,38786,8210,363
2022-05-13 23:00:00,3834,TEX,6264,47,7520,38823,7363,265
2022-05-14 00:00:00,3835,TEX,8186,47,7408,37061,6022,191
2022-05-14 01:00:00,3835,TEX,10572,35,7543,35156,2903,173
2022-05-14 02:00:00,3836,TEX,11454,35,7753,34559,199,262
2022-05-14 03:00:00,3836,TEX,11636,35,7842,32312,0,203
2022-05-14 04:00:00,3836,TEX,14525,12,7994,26297,0,140
2022-05-14 05:00:00,3837,TEX,16198,8,7085,22122,0,173
2022-05-14 06:00:00,3839,TEX,15871,8,6659,19755,0,126
2022-05-14 07:00:00,3839,TEX,16717,41,6608,16283,0,99
2022-05-14 08:00:00,3839,TEX,17084,48,5476,15054,0,74
2022-05-14 09:00:00,3839,TEX,16155,49,5083,14751,0,90
2022-05-14 10:00:00,3840,TEX,14936,49,5036,14869,0,95
2022-05-14 11:00:00,3840,TEX,12906,91,5955,15685,0,90
2022-05-14 12:00:00,3840,TEX,10899,57,6807,17116,21,109
2022-05-14 13:00:00,3840,TEX,9794,127,6875,17910,1585,332
2022-05-14 14:00:00,3841,TEX,8719,147,6959,17342,6274,138
2022-05-14 15:00:00,3841,TEX,10553,147,7014,17917,8184,150
2022-05-14 16:00:00,3842,TEX,9494,138,7029,21807,8759,133
2022-05-14 17:00:00,3841,TEX,6471,104,6911,27337,9030,178
2022-05-14 18:00:00,3841,TEX,4059,157,6871,32830,8950,166
2022-05-14 19:00:00,3840,TEX,3500,166,7645,34935,8896,148
2022-05-14 20:00:00,3840,TEX,3871,137,8346,36697,8778,159
2022-05-14 21:00:00,3839,TEX,4982,73,8390,37911,8391,193
2022-05-14 22:00:00,3838,TEX,7124,73,8255,37684,7907,136
2022-05-14 23:00:00,3837,TEX,9449,73,7707,36489,7383,127
2022-05-15 00:00:00,3835,TEX,10967,73,7794,34424,6447,145
2022-05-15 01:00:00,3836,TEX,12136,73,8042,33365,3027,345
2022-05-15 02:00:00,3836,TEX,13717,41,8218,32245,196,242
2022-05-15 03:00:00,3838,TEX,16177,35,7446,28635,0,136
2022-05-15 04:00:00,3838,TEX,18762,19,6850,23343,0,198
2022-05-15 05:00:00,3838,TEX,20435,9,7048,18284,0,159
2022-05-15 06:00:00,3839,TEX,20919,9,6514,15490,0,136
2022-05-15 07:00:00,3839,TEX,20546,41,5066,14855,0,76
2022-05-15 08:00:00,3841,TEX,18817,49,4467,14881,0,106
2022-05-15 09:00:00,3910,TEX,17479,49,4118,14875,0,82
2022-05-15 10:00:00,3933,TEX,16603,50,3868,14926,0,131
2022-05-15 11:00:00,4030,TEX,16447,92,3644,14932,0,88
2022-05-15 12:00:00,4180,TEX,15858,58,3609,14986,3,112
2022-05-15 13:00:00,4223,TEX,15712,129,3604,14983,727,112
2022-05-15 14:00:00,4222,TEX,13408,148,4086,15102,5538,78
2022-05-15 15:00:00,4237,TEX,12827,148,6171,15043,8091,127
2022-05-15 16:00:00,4276,TEX,12596,139,6946,17530,8805,257
2022-05-15 17:00:00,4275,TEX,12824,105,6984,21177,8988,300
2022-05-15 18:00:00,4274,TEX,12516,163,7072,25382,9055,160
2022-05-15 19:00:00,4273,TEX,11915,137,7798,28344,9096,146
2022-05-15 20:00:00,4272,TEX,11227,81,8365,30719,9006,169
2022-05-15 21:00:00,4269,TEX,10724,121,8564,33324,8791,210
2022-05-15 22:00:00,4270,TEX,10565,121,8716,35136,8465,310
2022-05-15 23:00:00,4269,TEX,11423,121,8742,35300,8045,206
2022-05-16 00:00:00,4269,TEX,13340,121,8486,33990,6780,126
2022-05-16 01:00:00,4269,TEX,15752,37,8421,32721,3092,240
2022-05-16 02:00:00,4268,TEX,18197,34,8465,30884,203,218
2022-05-16 03:00:00,4287,TEX,20667,34,7580,27351,0,151
2022-05-16 04:00:00,4234,TEX,20880,12,7305,22944,0,208
2022-05-16 05:00:00,4288,TEX,21161,8,7286,17800,0,165
2022-05-16 06:00:00,4320,TEX,20339,8,6784,15198,0,106
2022-05-16 07:00:00,4318,TEX,17598,42,6829,14883,0,91
2022-05-16 08:00:00,4317,TEX,14582,50,7120,15512,0,96
2022-05-16 09:00:00,4317,TEX,13024,50,7412,15787,0,97
2022-05-16 10:00:00,4317,TEX,12715,50,7450,15866,0,87
2022-05-16 11:00:00,4318,TEX,11492,92,7456,17876,0,91
2022-05-16 12:00:00,4319,TEX,10630,59,7446,20979,14,122
2022-05-16 13:00:00,4335,TEX,10028,128,7437,21273,1337,209
2022-05-16 14:00:00,4389,TEX,8285,147,7407,20764,5711,270
2022-05-16 15:00:00,4422,TEX,7177,140,7438,22856,8168,118
2022-05-16 16:00:00,4458,TEX,5962,139,7433,26670,8614,79
2022-05-16 17:00:00,4491,TEX,6064,106,7409,29358,8973,114
2022-05-16 18:00:00,4497,TEX,6695,163,7393,31758,9168,166
2022-05-16 19:00:00,4495,TEX,7051,137,8095,34081,9004,153
2022-05-16 20:00:00,4494,TEX,8671,42,8655,35592,8812,134
2022-05-16 21:00:00,4493,TEX,10224,35,8688,36898,8326,171
2022-05-16 22:00:00,4492,TEX,12022,35,8629,36870,7754,148
2022-05-16 23:00:00,4491,TEX,13973,35,8586,35941,6662,182
2022-05-17 00:00:00,4491,TEX,15765,35,8486,35301,4398,187
2022-05-17 01:00:00,4491,TEX,18012,35,8503,32346,1939,172
2022-05-17 02:00:00,4491,TEX,19222,35,8504,30627,113,304
2022-05-17 03:00:00,4491,TEX,20543,35,7750,27613,0,313
2022-05-17 04:00:00,4491,TEX,19911,11,7662,23971,0,147
2022-05-17 05:00:00,4492,TEX,19728,8,7684,19434,0,120
2022-05-17 06:00:00,4493,TEX,19411,8,7612,15928,0,175
2022-05-17 07:00:00,4493,TEX,17003,8,7338,15953,0,100
