datetime,Coal,region
2018-08-12 12:00:00,1169,MIDA
2018-08-12 13:00:00,1174,MIDA
2018-08-12 14:00:00,1168,MIDA
2018-08-12 15:00:00,1170,MIDA
2018-08-12 16:00:00,1163,MIDA
2018-08-12 17:00:00,1180,MIDA
2018-08-12 18:00:00,1219,MIDA
2018-08-12 19:00:00,1254,MIDA
2018-08-12 20:00:00,1291,MIDA
2018-08-12 21:00:00,1619,MIDA
2018-08-12 22:00:00,1883,MIDA
2018-08-12 23:00:00,1603,MIDA
2018-08-13 00:00:00,1354,MIDA
2018-08-13 01:00:00,1348,MIDA
2018-08-13 02:00:00,1351,MIDA
2018-08-13 03:00:00,1354,MIDA
2018-08-13 04:00:00,1129,MIDA
2018-08-13 05:00:00,1019,MIDA
2018-08-13 06:00:00,1171,MIDA
2018-08-13 07:00:00,1079,MIDA
2018-08-13 08:00:00,943,MIDA
2018-08-13 09:00:00,985,MIDA
2018-08-13 10:00:00,1228,MIDA
2018-08-13 11:00:00,1522,MIDA
2018-08-13 12:00:00,1776,MIDA
2018-08-13 13:00:00,1779,MIDA
2018-08-13 14:00:00,1813,MIDA
2018-08-13 15:00:00,1823,MIDA
2018-08-13 16:00:00,1744,MIDA
2018-08-13 17:00:00,1647,MIDA
2018-08-13 18:00:00,1645,MIDA
2018-08-13 19:00:00,1650,MIDA
2018-08-13 20:00:00,1654,MIDA
2018-08-13 21:00:00,1657,MIDA
2018-08-13 22:00:00,1660,MIDA
2018-08-13 23:00:00,1663,MIDA
2018-08-14 00:00:00,1660,MIDA
2018-08-14 01:00:00,1664,MIDA
2018-08-14 02:00:00,1669,MIDA
2018-08-14 03:00:00,1662,MIDA
2018-08-14 04:00:00,1673,MIDA
2018-08-14 05:00:00,1551,MIDA
2018-08-14 06:00:00,1294,MIDA
2018-08-14 07:00:00,1268,MIDA
2018-08-14 08:00:00,1249,MIDA
2018-08-14 09:00:00,1250,MIDA
2018-08-14 10:00:00,1268,MIDA
2018-08-14 11:00:00,1398,MIDA
2018-08-14 12:00:00,1520,MIDA
2018-08-14 13:00:00,1573,MIDA
2018-08-14 14:00:00,1648,MIDA
2018-08-14 15:00:00,1655,MIDA
2018-08-14 16:00:00,1664,MIDA
2018-08-14 17:00:00,1667,MIDA
2018-08-14 18:00:00,1692,MIDA
2018-08-14 19:00:00,1708,MIDA
2018-08-14 20:00:00,1713,MIDA
2018-08-14 21:00:00,1716,MIDA
2018-08-14 22:00:00,1719,MIDA
2018-08-14 23:00:00,1718,MIDA
2018-08-15 00:00:00,1722,MIDA
2018-08-15 01:00:00,1726,MIDA
2018-08-15 02:00:00,1711,MIDA
2018-08-15 03:00:00,1698,MIDA
2018-08-15 04:00:00,1696,MIDA
2018-08-15 05:00:00,1547,MIDA
2018-08-15 06:00:00,1318,MIDA
2018-08-15 07:00:00,1282,MIDA
2018-08-15 08:00:00,1277,MIDA
2018-08-15 09:00:00,1238,MIDA
2018-08-15 10:00:00,1278,MIDA
2018-08-15 11:00:00,1381,MIDA
2018-08-15 12:00:00,1404,MIDA
2018-08-15 13:00:00,1596,MIDA
2018-08-15 14:00:00,1721,MIDA
2018-08-15 15:00:00,1738,MIDA
2018-08-15 16:00:00,1742,MIDA
2018-08-15 17:00:00,1744,MIDA
2018-08-15 18:00:00,1742,MIDA
2018-08-15 19:00:00,1735,MIDA
2018-08-15 20:00:00,1736,MIDA
2018-08-15 21:00:00,1736,MIDA
2018-08-15 22:00:00,1737,MIDA
2018-08-15 23:00:00,1738,MIDA
2018-08-16 00:00:00,1734,MIDA
2018-08-16 01:00:00,1732,MIDA
2018-08-16 02:00:00,1732,MIDA
2018-08-16 03:00:00,1733,MIDA
2018-08-16 04:00:00,1357,MIDA
2018-08-16 05:00:00,1214,MIDA
2018-08-16 06:00:00,1208,MIDA
2018-08-16 07:00:00,966,MIDA
2018-08-16 08:00:00,770,MIDA
2018-08-16 09:00:00,766,MIDA
2018-08-16 10:00:00,954,MIDA
2018-08-16 11:00:00,1371,MIDA
2018-08-16 12:00:00,1649,MIDA
2018-08-16 13:00:00,1694,MIDA
2018-08-16 14:00:00,1708,MIDA
2018-08-16 15:00:00,1713,MIDA
2018-08-16 16:00:00,1714,MIDA
2018-08-16 17:00:00,1714,MIDA
2018-08-16 18:00:00,1710,MIDA
2018-08-16 19:00:00,1709,MIDA
2018-08-16 20:00:00,1709,MIDA
2018-08-16 21:00:00,1707,MIDA
2018-08-16 22:00:00,1711,MIDA
2018-08-16 23:00:00,1720,MIDA
2018-08-17 00:00:00,1721,MIDA
2018-08-17 01:00:00,1722,MIDA
2018-08-17 02:00:00,1720,MIDA
2018-08-17 03:00:00,1732,MIDA
2018-08-17 04:00:00,1740,MIDA
2018-08-17 05:00:00,1723,MIDA
2018-08-17 06:00:00,1723,MIDA
2018-08-17 07:00:00,1633,MIDA
2018-08-17 08:00:00,1458,MIDA
2018-08-17 09:00:00,1447,MIDA
2018-08-17 10:00:00,1662,MIDA
2018-08-17 11:00:00,1733,MIDA
2018-08-17 12:00:00,1739,MIDA
2018-08-17 13:00:00,1742,MIDA
2018-08-17 14:00:00,1742,MIDA
2018-08-17 15:00:00,1772,MIDA
2018-08-17 16:00:00,1835,MIDA
2018-08-17 17:00:00,1871,MIDA
2018-08-17 18:00:00,1902,MIDA
2018-08-17 19:00:00,1905,MIDA
2018-08-17 20:00:00,1901,MIDA
2018-08-17 21:00:00,1901,MIDA
2018-08-17 22:00:00,1911,MIDA
2018-08-17 23:00:00,1912,MIDA
2018-08-18 00:00:00,1912,MIDA
2018-08-18 01:00:00,1912,MIDA
2018-08-18 02:00:00,1908,MIDA
2018-08-18 03:00:00,1898,MIDA
2018-08-18 04:00:00,1808,MIDA
2018-08-18 05:00:00,1493,MIDA
2018-08-18 06:00:00,1143,MIDA
2018-08-18 07:00:00,1130,MIDA
2018-08-18 08:00:00,1138,MIDA
2018-08-18 09:00:00,1149,MIDA
2018-08-18 10:00:00,1153,MIDA
2018-08-18 11:00:00,1157,MIDA
2018-08-18 12:00:00,1161,MIDA
2018-08-18 13:00:00,1166,MIDA
2018-08-18 14:00:00,1159,MIDA
2018-08-18 15:00:00,1172,MIDA
2018-08-18 16:00:00,1177,MIDA
2018-08-18 17:00:00,1181,MIDA
2018-08-18 18:00:00,1183,MIDA
2018-08-18 19:00:00,1181,MIDA
2018-08-18 20:00:00,1178,MIDA
2018-08-18 21:00:00,1438,MIDA
2018-08-18 22:00:00,1688,MIDA
2018-08-18 23:00:00,1448,MIDA
2018-08-19 00:00:00,1180,MIDA
2018-08-19 01:00:00,1177,MIDA
2018-08-19 02:00:00,1170,MIDA
2018-08-19 03:00:00,1139,MIDA
2018-08-19 04:00:00,876,MIDA
2018-08-19 05:00:00,757,MIDA
2018-08-19 06:00:00,757,MIDA
2018-08-19 07:00:00,754,MIDA
2018-08-19 08:00:00,753,MIDA
2018-08-19 09:00:00,752,MIDA
2018-08-19 10:00:00,753,MIDA
2018-08-19 11:00:00,926,MIDA
2018-08-19 12:00:00,1124,MIDA
2018-08-19 13:00:00,1152,MIDA
2018-08-19 14:00:00,1157,MIDA
2018-08-19 15:00:00,1154,MIDA
2018-08-19 16:00:00,1161,MIDA
2018-08-19 17:00:00,1162,MIDA
2018-08-19 18:00:00,1155,MIDA
2018-08-19 19:00:00,1157,MIDA
2018-08-19 20:00:00,1162,MIDA
2018-08-19 21:00:00,1447,MIDA
2018-08-19 22:00:00,1669,MIDA
2018-08-19 23:00:00,1430,MIDA
2018-08-20 00:00:00,1164,MIDA
2018-08-20 01:00:00,1161,MIDA
2018-08-20 02:00:00,1158,MIDA
2018-08-20 03:00:00,1156,MIDA
2018-08-20 04:00:00,1169,MIDA
2018-08-20 05:00:00,1158,MIDA
2018-08-20 06:00:00,1161,MIDA
2018-08-20 07:00:00,1161,MIDA
2018-08-20 08:00:00,1081,MIDA
2018-08-20 09:00:00,1065,MIDA
2018-08-20 10:00:00,1152,MIDA
2018-08-20 11:00:00,1245,MIDA
2018-08-20 12:00:00,1297,MIDA
2018-08-20 13:00:00,1221,MIDA
2018-08-20 14:00:00,1478,MIDA
2018-08-20 15:00:00,1680,MIDA
2018-08-20 16:00:00,1716,MIDA
2018-08-20 17:00:00,1718,MIDA
2018-08-20 18:00:00,1725,MIDA
2018-08-20 19:00:00,1725,MIDA
2018-08-20 20:00:00,1724,MIDA
2018-08-20 21:00:00,1726,MIDA
2018-08-20 22:00:00,1728,MIDA
2018-08-20 23:00:00,1726,MIDA
2018-08-21 00:00:00,1727,MIDA
2018-08-21 01:00:00,1724,MIDA
2018-08-21 02:00:00,1720,MIDA
2018-08-21 03:00:00,1721,MIDA
2018-08-21 04:00:00,1720,MIDA
2018-08-21 05:00:00,1632,MIDA
2018-08-21 06:00:00,1601,MIDA
2018-08-21 07:00:00,1389,MIDA
2018-08-21 08:00:00,1171,MIDA
2018-08-21 09:00:00,1210,MIDA
2018-08-21 10:00:00,1543,MIDA
2018-08-21 11:00:00,1623,MIDA
2018-08-21 12:00:00,1698,MIDA
2018-08-21 13:00:00,1706,MIDA
2018-08-21 14:00:00,1718,MIDA
2018-08-21 15:00:00,1721,MIDA
2018-08-21 16:00:00,1733,MIDA
2018-08-21 17:00:00,1733,MIDA
2018-08-21 18:00:00,1729,MIDA
2018-08-21 19:00:00,1735,MIDA
2018-08-21 20:00:00,1737,MIDA
2018-08-21 21:00:00,1737,MIDA
2018-08-21 22:00:00,1739,MIDA
2018-08-21 23:00:00,1740,MIDA
2018-08-22 00:00:00,1757,MIDA
2018-08-22 01:00:00,1808,MIDA
2018-08-22 02:00:00,1853,MIDA
2018-08-22 03:00:00,1881,MIDA
2018-08-22 04:00:00,1662,MIDA
2018-08-22 05:00:00,1405,MIDA
2018-08-22 06:00:00,1124,MIDA
2018-08-22 07:00:00,944,MIDA
2018-08-22 08:00:00,926,MIDA
2018-08-22 09:00:00,930,MIDA
2018-08-22 10:00:00,1009,MIDA
2018-08-22 11:00:00,1460,MIDA
2018-08-22 12:00:00,1810,MIDA
2018-08-22 13:00:00,1873,MIDA
2018-08-22 14:00:00,1904,MIDA
2018-08-22 15:00:00,1908,MIDA
2018-08-22 16:00:00,1904,MIDA
2018-08-22 17:00:00,1904,MIDA
2018-08-22 18:00:00,1905,MIDA
2018-08-22 19:00:00,1903,MIDA
2018-08-22 20:00:00,1903,MIDA
2018-08-22 21:00:00,1906,MIDA
2018-08-22 22:00:00,1906,MIDA
2018-08-22 23:00:00,1904,MIDA
2018-08-23 00:00:00,1915,MIDA
2018-08-23 01:00:00,1917,MIDA
2018-08-23 02:00:00,1902,MIDA
2018-08-23 03:00:00,1888,MIDA
2018-08-23 04:00:00,1760,MIDA
2018-08-23 05:00:00,1374,MIDA
2018-08-23 06:00:00,1327,MIDA
2018-08-23 07:00:00,1269,MIDA
2018-08-23 08:00:00,949,MIDA
2018-08-23 09:00:00,861,MIDA
2018-08-23 10:00:00,1056,MIDA
2018-08-23 11:00:00,1334,MIDA
2018-08-23 12:00:00,1460,MIDA
2018-08-23 13:00:00,1517,MIDA
2018-08-23 14:00:00,1462,MIDA
2018-08-23 15:00:00,1665,MIDA
2018-08-23 16:00:00,1901,MIDA
2018-08-23 17:00:00,1912,MIDA
2018-08-23 18:00:00,1898,MIDA
2018-08-23 19:00:00,1900,MIDA
2018-08-23 20:00:00,1897,MIDA
2018-08-23 21:00:00,1898,MIDA
2018-08-23 22:00:00,1902,MIDA
2018-08-23 23:00:00,1908,MIDA
2018-08-24 00:00:00,1906,MIDA
2018-08-24 01:00:00,1922,MIDA
2018-08-24 02:00:00,1923,MIDA
2018-08-24 03:00:00,1863,MIDA
2018-08-24 04:00:00,1333,MIDA
2018-08-24 05:00:00,909,MIDA
2018-08-24 06:00:00,770,MIDA
2018-08-24 07:00:00,766,MIDA
2018-08-24 08:00:00,765,MIDA
2018-08-24 09:00:00,760,MIDA
2018-08-24 10:00:00,767,MIDA
2018-08-24 11:00:00,1012,MIDA
2018-08-24 12:00:00,1337,MIDA
2018-08-24 13:00:00,1376,MIDA
2018-08-24 14:00:00,1498,MIDA
2018-08-24 15:00:00,1708,MIDA
2018-08-24 16:00:00,1721,MIDA
2018-08-24 17:00:00,1726,MIDA
2018-08-24 18:00:00,1728,MIDA
2018-08-24 19:00:00,1729,MIDA
2018-08-24 20:00:00,1743,MIDA
2018-08-24 21:00:00,1734,MIDA
2018-08-24 22:00:00,1739,MIDA
2018-08-24 23:00:00,1742,MIDA
2018-08-25 00:00:00,1732,MIDA
2018-08-25 01:00:00,1741,MIDA
2018-08-25 02:00:00,1728,MIDA
2018-08-25 03:00:00,1709,MIDA
2018-08-25 04:00:00,1388,MIDA
2018-08-25 05:00:00,1161,MIDA
2018-08-25 06:00:00,1122,MIDA
2018-08-25 07:00:00,1110,MIDA
2018-08-25 08:00:00,973,MIDA
2018-08-25 09:00:00,794,MIDA
2018-08-25 10:00:00,776,MIDA
2018-08-25 11:00:00,911,MIDA
2018-08-25 12:00:00,1058,MIDA
2018-08-25 13:00:00,1129,MIDA
2018-08-25 14:00:00,1180,MIDA
2018-08-25 15:00:00,1223,MIDA
2018-08-25 16:00:00,1236,MIDA
2018-08-25 17:00:00,1302,MIDA
2018-08-25 18:00:00,1333,MIDA
2018-08-25 19:00:00,1344,MIDA
2018-08-25 20:00:00,1402,MIDA
2018-08-25 21:00:00,1428,MIDA
2018-08-25 22:00:00,1425,MIDA
2018-08-25 23:00:00,1424,MIDA
2018-08-26 00:00:00,1431,MIDA
2018-08-26 01:00:00,1429,MIDA
2018-08-26 02:00:00,1422,MIDA
2018-08-26 03:00:00,1424,MIDA
2018-08-26 04:00:00,1129,MIDA
2018-08-26 05:00:00,950,MIDA
2018-08-26 06:00:00,954,MIDA
2018-08-26 07:00:00,945,MIDA
2018-08-26 08:00:00,952,MIDA
2018-08-26 09:00:00,949,MIDA
2018-08-26 10:00:00,951,MIDA
2018-08-26 11:00:00,946,MIDA
2018-08-26 12:00:00,944,MIDA
2018-08-26 13:00:00,1049,MIDA
2018-08-26 14:00:00,1251,MIDA
2018-08-26 15:00:00,1282,MIDA
2018-08-26 16:00:00,1279,MIDA
2018-08-26 17:00:00,1279,MIDA
2018-08-26 18:00:00,1300,MIDA
2018-08-26 19:00:00,1350,MIDA
2018-08-26 20:00:00,1347,MIDA
2018-08-26 21:00:00,1383,MIDA
2018-08-26 22:00:00,1441,MIDA
2018-08-26 23:00:00,1442,MIDA
2018-08-27 00:00:00,1442,MIDA
2018-08-27 01:00:00,1445,MIDA
2018-08-27 02:00:00,1442,MIDA
2018-08-27 03:00:00,1439,MIDA
2018-08-27 04:00:00,1451,MIDA
2018-08-27 05:00:00,1481,MIDA
2018-08-27 06:00:00,1600,MIDA
2018-08-27 07:00:00,1548,MIDA
2018-08-27 08:00:00,1429,MIDA
2018-08-27 09:00:00,1433,MIDA
2018-08-27 10:00:00,1533,MIDA
2018-08-27 11:00:00,1827,MIDA
2018-08-27 12:00:00,1905,MIDA
2018-08-27 13:00:00,1914,MIDA
2018-08-27 14:00:00,1925,MIDA
2018-08-27 15:00:00,1922,MIDA
2018-08-27 16:00:00,1826,MIDA
2018-08-27 17:00:00,1708,MIDA
2018-08-27 18:00:00,1732,MIDA
2018-08-27 19:00:00,1734,MIDA
2018-08-27 20:00:00,1658,MIDA
2018-08-27 21:00:00,1713,MIDA
2018-08-27 22:00:00,1735,MIDA
2018-08-27 23:00:00,1729,MIDA
2018-08-28 00:00:00,1737,MIDA
2018-08-28 01:00:00,1734,MIDA
2018-08-28 02:00:00,1734,MIDA
2018-08-28 03:00:00,1732,MIDA
2018-08-28 04:00:00,1742,MIDA
2018-08-28 05:00:00,1735,MIDA
2018-08-28 06:00:00,1732,MIDA
2018-08-28 07:00:00,1684,MIDA
2018-08-28 08:00:00,1478,MIDA
2018-08-28 09:00:00,1380,MIDA
2018-08-28 10:00:00,1571,MIDA
2018-08-28 11:00:00,1734,MIDA
2018-08-28 12:00:00,1746,MIDA
2018-08-28 13:00:00,1745,MIDA
2018-08-28 14:00:00,1738,MIDA
2018-08-28 15:00:00,1750,MIDA
2018-08-28 16:00:00,1747,MIDA
2018-08-28 17:00:00,1749,MIDA
2018-08-28 18:00:00,1645,MIDA
