year,month,day,hour,Coal,Natural gas,Nuclear,Petroleum,Other,Solar,Hydro,Wind
2018,7,3,5,109989.7508,133403.1586,84546.80749,3573.618303,7539.823653,307.6538201,19998.17999,21161.07581
2018,7,3,6,115412.236,142963.8807,84707.03647,3985.478612,7694.777001,3658.344703,21619.77317,20023.99204
2018,7,3,7,123962.8369,151389.4036,84658.67666,4121.906317,7626.110357,9460.965657,23470.79701,17773.19444
2018,7,3,8,133150.7286,163549.0591,84629.86132,4627.015181,8145.052879,13973.29121,24884.62268,15073.9699
2018,7,3,9,141050.896,180606.1059,84099.39792,4954.839458,8203.667432,16743.04795,26476.62524,15027.08904
2018,7,3,10,146355.1273,199111.7742,83223.1288,6018.225675,8265.573652,18034.19144,28875.30538,15150.34976
2018,7,3,11,151063.431,217847.6676,83102.73632,6753.154808,8450.472606,18707.15783,31776.21972,15012.60335
2018,7,3,12,154190.9329,232769.8361,83044.70601,7180.703406,8577.484631,18810.11901,36522.50447,15211.02445
2018,7,3,13,155539.3038,241760.0525,82972.35261,7648.080378,8494.147638,19172.40776,40313.31858,16421.43493
2018,7,3,14,156872.6324,247816.5323,82933.59595,8002.505178,8621.956572,18764.81557,42451.54959,17516.64329
2018,7,3,15,156895.9443,251135.6133,82914.028,8157.405351,8380.850053,17390.28654,44037.79493,18557.92265
2018,7,3,16,156762.718,251321.9944,82860.40205,8181.889233,8392.639206,15406.55962,45109.18688,19272.32209
2018,7,3,17,157172.7537,245559.6115,82871.80036,7837.687559,8450.677061,12359.56647,45326.05214,19630.81311
2018,7,3,18,157537.2612,241265.1309,82889.65179,7484.661971,8350.077091,6810.33946,42052.62788,19517.57587
2018,7,3,19,156990.1279,231501.3527,82985.32577,6624.675026,8356.67659,2069.634899,37162.08468,18647.71611
2018,7,3,20,156208.1123,218577.4341,82986.02419,6023.566523,8307.009494,299.3309768,33532.38803,18765.52936
2018,7,3,21,152844.4352,201075.5651,83015.64433,5633.889518,8256.962943,15.73565004,30616.13346,21047.21912
2018,7,3,22,144790.5835,180039.0432,83007.23556,5319.227943,8140.574271,9.945307107,27508.7234,24678.24326
2018,7,3,23,135353.1176,157727.5958,82837.98185,4837.90559,7392.119752,14,24939.33549,26613.80785
2018,7,4,0,127292.01,142897.6151,82920.53986,4273.241546,7945.578646,5.945307107,21812.10339,26728.51273
2018,7,4,1,117790.5143,133261.8918,82962.55305,4052.179357,7399.075622,13.94530711,19424.50656,25514.67167
2018,7,4,2,109039.3735,126618.6961,82709.94939,3980.05742,7145.865151,20.10938579,18521.89069,24226.62237
2018,7,4,3,103856.8316,122508.6837,82725.12335,3953.088212,7100.036547,15,17994.08945,23082.95542
2018,7,4,4,101752.5618,119480.8967,82787.25521,3901.357469,7065.862835,3.259333637,17623.82783,21660.02196
2018,7,4,5,101861.9707,118308.7717,82770.85215,3896.516351,7032.672061,216.0967631,18101.66582,19916.59243
2018,7,4,6,102570.7434,121259.3576,82739.34105,3885.259443,6957.480123,3642.732874,18757.056,17750.15066
2018,7,4,7,107974.9065,128882.5239,82895.24122,4105.018985,7237.41024,9521.568366,19831.83278,15610.7061
2018,7,4,8,120078.4152,140974.2976,82781.18503,4374.59146,7552.212321,14304.5108,21380.83595,12678.48052
2018,7,4,9,131173.7807,157758.7086,82683.51174,4783.27316,8147.905372,16935.74482,22761.15204,12809.49826
2018,7,4,10,140500.2044,177154.0911,82571.61024,5749.053475,8063.147287,18105.38787,24077.61784,12430.3861
2018,7,4,11,146684.2878,195064.325,82571.76321,6374.574263,8071.166018,18639.70105,26407.73368,12116.36868
2018,7,4,12,150739.4962,205890.6222,82625.95537,7045.546797,8120.226509,18902.36931,30429.43243,12585.99624
2018,7,4,13,152803.6715,212100.5044,82672.48518,7257.677833,8412.130352,18657.43168,33451.0748,13524.31977
2018,7,4,14,153265.01,213913.1584,82621.69819,7211.068052,8380.621955,17858.69501,36564.3201,14550.52607
2018,7,4,15,153895.2395,212869.2275,82610.86205,6896.049798,8410.24491,17029.10977,39196.03893,16417.12992
2018,7,4,16,154294.9691,210737.1102,82549.33027,6873.765771,8545.083872,15144.90312,40472.37146,17641.29564
2018,7,4,17,153646.3865,207464.1242,82468.0035,6832.678623,8501.634218,12034.24214,39882.85467,19445.98176
2018,7,4,18,152486.5608,204247.5212,82460.77311,6767.148469,8322.157746,6823.358973,36255.16485,20178.13809
2018,7,4,19,150449.951,194262.5151,82528.25994,6605.155962,8346.239,2420.518538,32232.90394,20399.80033
2018,7,4,20,148468.2153,184389.1826,82566.70122,6132.792573,8301.304322,495.1228288,30281.63919,19618.11867
2018,7,4,21,144746.2881,175760.8447,82538.57888,5824.925108,8266.683661,235.3561634,27562.51433,19437.5303
2018,7,4,22,139567.2966,161198.3421,82564.98434,5379.285856,7396.908567,229.0546929,24987.70001,19306.02795
2018,7,4,23,132263.4002,148993.18,82631.06609,4622.043862,7473.404672,230.7918517,24209.22041,19376.8249
2018,7,5,0,121730.8392,140215.9145,82706.45015,4204.037207,7687.772608,209,20077.81314,19163.98625
2018,7,5,1,114233.3715,132757.837,82707.5326,4010.729012,7106.700259,64.09876253,17901.4371,16293.52364
2018,7,5,2,108879.3519,129014.5615,82606.41228,3960.412334,6751.784387,3.054692895,16677.9181,13899.6015
2018,7,5,3,105680.6208,126531.939,82688.74616,3948.293403,6645.37902,3.000000001,16196.40265,12910.68807
2018,7,5,4,106654.247,127349.5965,82818.91092,3957.704079,6707.623664,-7.882828835,16841.25769,11969.62051
2018,7,5,5,111098.1722,131791.8681,82932.3042,4072.33472,6796.657112,270.0606963,17593.27389,11440.44713
2018,7,5,6,118617.462,139135.2272,83133.97427,4075.370885,7018.76559,3816.126174,19169.08394,11112.68375
2018,7,5,7,125488.1326,148969.4717,83087.84917,4432.511026,7422.376501,9374.039262,20867.4802,10185.96949
2018,7,5,8,133571.6415,164065.5817,83030.4825,4800.690485,8054.358191,14115.94929,21945.69111,9633.11192
2018,7,5,9,140505.1447,183595.0111,82944.34963,5656.830642,8320.155909,16292.96222,24086.80513,9934.445852
2018,7,5,10,145687.3893,202105.1804,82904.41244,6638.904278,8067.613917,17531.72079,28706.71625,10079.32581
2018,7,5,11,149483.9705,219772.8907,82930.66662,7159.833497,8120.001091,18142.15126,32644.571,10443.75443
2018,7,5,12,152640.5032,233472.776,82957.66961,7724.934607,8006.421628,18564.77024,36597.78754,11272.35938
2018,7,5,13,155101.5497,242306.4027,83000.21763,7959.711171,7995.600605,18290.73857,40972.0949,12615.94659
2018,7,5,14,156656.7452,246599.8997,83080.13632,9040.495916,8220.22649,17496.46192,44526.57342,13882.43073
2018,7,5,15,157941.9905,248086.9134,83063.81865,9647.23557,8174.795113,16472.22744,46626.7375,15050.23399
2018,7,5,16,158333.7411,250196.3306,83100.26402,9617.306918,8133.253821,14435.77116,47665.67238,15411.17624
2018,7,5,17,157692.735,248902.6874,83137.83024,9325.388076,8083.93293,10685.52015,46936.35608,15412.79405
2018,7,5,18,156452.966,243677.0176,83270.51616,8681.615147,8038.71874,6050.704563,42667.44798,17006.77134
2018,7,5,19,154785.1825,231239.6516,83404.39771,7692.707118,7941.779476,2102.636855,35834.53652,18032.89853
2018,7,5,20,154599.3016,220480.0347,83598.5462,6760.310493,7929.420049,452.9771135,32512.86371,17406.92793
2018,7,5,21,151880.1728,205094.2974,83859.67842,6254.727457,7775.816519,246.8090461,29387.36327,16758.57234
2018,7,5,22,145947.3949,183336.5847,83790.38382,5272.047529,7735.16609,254.201405,25469.69622,17713.77419
2018,7,5,23,136777.1382,164379.5945,83308.82738,4369.976752,7970.23124,247,21850.07272,18759.79826
2018,7,6,0,125296.5456,148572.1747,83309.49602,4521.006102,7534.270515,245.9453071,19427.09588,19469.02018
2018,7,6,1,116062.1906,138239.9466,83440.96779,4304.326238,7210.321371,138.0546929,17294.33222,20213.63436
2018,7,6,2,108159.5199,134046.2674,83433.88863,4173.737537,7313.933572,13.05469289,16396.49416,19640.95335
2018,7,6,3,104217.2155,130951.8394,83307.21022,4075.625772,6952.376597,24.94530711,16548.49373,18595.29009
2018,7,6,4,104039.9288,132124.2028,83329.56495,4080.207794,6792.45801,29.17964943,16723.70315,17850.66094
2018,7,6,5,106570.118,136224.7165,83401.93801,4085.43679,6907.134301,218.2353421,18172.14677,16577.87861
2018,7,6,6,109879.8865,143403.5736,83288.54177,4130.500462,7112.519146,3282.737529,20719.91999,15404.77343
2018,7,6,7,115370.5484,150531.9558,83274.02964,4379.706331,7166.663907,8637.838957,23056.1357,14196.71415
2018,7,6,8,122981.0916,161687.469,83309.14205,4726.868857,7302.929464,13006.16307,24931.94494,12454.25598
2018,7,6,9,130915.6652,173252.8715,83327.5271,5074.636029,7530.150753,15558.89117,28180.45155,11861.14387
2018,7,6,10,136981.569,185888.3725,83352.88144,5279.802901,7688.871937,17128.73792,31726.34218,12178.68154
2018,7,6,11,141025.2234,199115.6131,83371.16083,5499.323172,7752.904948,17679.17025,35345.25126,12410.4471
2018,7,6,12,146384.8693,209405.4423,83414.0426,5861.075907,7818.343606,17640.31091,38260.88207,11552.19342
2018,7,6,13,148033.4457,218427.8735,83356.05522,6158.553587,7773.676815,17489.42356,42029.1549,11798.5717
2018,7,6,14,149522.1708,223150.7843,83273.59675,6396.30076,7619.287214,16304.94804,44489.97302,13328.11989
2018,7,6,15,149512.1218,224055.7821,83270.85038,6516.79004,7644.59552,15739.52689,44051.06269,14511.91775
2018,7,6,16,147921.1909,221934.7678,83278.88034,6510.232807,7591.578673,14011.78923,43727.83867,15734.8514
2018,7,6,17,146015.3924,216556.6114,83346.45415,6372.352867,7555.619328,10808.14573,41350.85762,18150.87456
2018,7,6,18,143940.1463,209029.2438,83399.74243,6063.260145,7462.2841,5612.691545,37412.01356,20171.18172
2018,7,6,19,138489.8157,197789.903,83389.03137,5711.818351,7467.563788,1608.505422,34123.69752,21387.87915
2018,7,6,20,131997.9279,189164.2944,83288.35709,5342.476428,7588.303626,377.2576573,32164.9435,22270.52877
2018,7,6,21,125426.4277,175168.3663,83357.54274,5107.378895,7436.931439,76.61123963,29999.42465,24229.41713
2018,7,6,22,115422.1836,158731.3592,83584.49613,4504.726309,7253.978916,5.000000001,24921.23929,25109.25106
2018,7,6,23,107107.867,140958.7295,83674.96796,3939.407478,6928.164883,3.945307107,21464.82617,25051.38123
2018,7,7,0,99415.87862,126060.5277,83902.30869,3108.122285,6852.334118,4.846544581,19517.45322,23993.81601
2018,7,7,1,92583.98737,117177.955,84141.2279,2861.335401,6566.75148,1.15345542,18693.36643,22839.53337
2018,7,7,2,88117.57737,110914.144,84184.34856,2797.240221,6497.278548,2.000000001,17327.19567,21236.19423
2018,7,7,3,85137.15965,106300.2803,84220.17309,2784.748289,6491.32873,5.846544581,16437.07266,20042.61417
2018,7,7,4,83198.35223,104350.277,84304.43099,2761.159808,6621.026406,13.28783252,16771.83128,19012.3865
2018,7,7,5,82345.79637,103853.8407,84207.64396,2737.973085,6653.427754,178.9838829,17684.9266,17492.83719
2018,7,7,6,82976.21595,107624.769,84286.74889,2756.731632,6681.115725,2163.744222,19655.70207,15484.373
2018,7,7,7,86703.43117,115157.3795,84602.45689,2987.500514,6785.739898,6379.73202,20651.27585,12549.75989
2018,7,7,8,94883.70324,126355.2508,84639.37071,3054.424889,6945.120317,10453.54914,22232.08653,10008.53563
2018,7,7,9,101963.4148,139544.7455,84639.71651,3055.271103,7186.946634,12895.61722,24113.37389,9363.862629
2018,7,7,10,108212.913,155487.4011,84508.98707,3189.090315,7419.305291,15042.70037,24916.13349,9246.042977
2018,7,7,11,113975.9962,165375.3929,84479.75982,3306.702977,7494.570498,16112.24572,26618.05256,9265.671565
2018,7,7,12,120656.467,173896.4918,84539.09437,3487.248554,7453.770106,15838.89991,28861.20752,9774.450643
2018,7,7,13,124253.4396,179069.129,84511.83513,3742.305112,7555.672658,15377.19535,30746.59967,10816.67639
2018,7,7,14,126946.9841,184769.0905,84433.46239,3963.947535,7531.334087,14560.0728,34414.70736,11451.89683
2018,7,7,15,129105.7511,188810.822,84409.78498,4114.320303,7768.976371,12966.74641,35784.28386,12680.40005
2018,7,7,16,131297.0781,188744.5976,84421.14653,4158.530294,7801.856655,12217.91883,38383.704,14825.53131
2018,7,7,17,132453.6904,190072.6868,84455.96015,4161.261244,7804.151852,8904.976863,36942.57159,15779.83254
2018,7,7,18,130850.2835,186831.4171,84433.79731,4124.613791,7738.167457,4541.481226,35745.86769,17053.37664
2018,7,7,19,127298.1982,177777.8425,84266.29204,3966.477319,7651.183179,1505.020732,33637.04941,17332.783
2018,7,7,20,122421.7176,171332.5177,84047.95671,3842.810074,7683.051973,420.6426118,31287.67908,17184.54216
2018,7,7,21,115757.8612,161123.2657,83931.09746,3813.228705,7547.880367,125.33834,29352.44729,18808.65896
2018,7,7,22,107415.8755,146127.349,83911.22515,3747.022321,7198.397963,-5.999999999,25406.27992,20011.67228
2018,7,7,23,98134.00363,130948.5243,84085.03494,3686.552283,6929.429637,-6.054692893,21655.41089,20835.01387
2018,7,8,0,90612.96644,117244.8523,84215.75891,3253.480043,6803.659053,-5.999999999,18558.02959,20720.92531
2018,7,8,1,86074.02275,107902.3733,84241.33879,2831.03964,6236.196223,-6.945307105,17108.83798,20862.05287
2018,7,8,2,82946.27568,102338.1341,84135.92137,2676.725828,6085.257527,-6.945307105,16007.1156,20323.16509
2018,7,8,3,80556.79341,98815.39399,84107.08482,2626.057909,6049.895139,-3.945307105,15940.31807,18867.61219
2018,7,8,4,79902.24324,97132.63724,84236.051,2584.103573,6075.071164,-5.003507571,16039.09753,17071.63293
2018,7,8,5,79681.51848,96169.66103,84519.80098,2565.044432,6127.692906,114.2407214,15806.80701,15140.85461
2018,7,8,6,80315.17331,97887.89719,84425.26034,2578.935063,6113.251856,2804.811916,16360.66545,13173.24617
2018,7,8,7,83265.25725,103813.3272,84545.38812,2805.534811,6297.128973,7614.361137,16971.27437,11219.89908
2018,7,8,8,90001.59351,117434.8441,84718.97897,3076.331353,6492.802956,12339.49223,17994.59545,9173.223715
2018,7,8,9,98872.57093,131175.1565,84669.76763,3514.226813,6713.651179,15046.37988,19359.39392,8393.975922
2018,7,8,10,106421.7055,143977.0617,84662.1762,3964.86529,6874.151088,16609.23722,20841.8768,7868.567011
2018,7,8,11,115173.1997,156737.2897,84582.7298,4393.152133,7054.141775,17460.68366,23640.7655,7547.981533
2018,7,8,12,122428.2162,167039.1693,84562.8685,4746.652429,7098.568975,16755.14534,26094.48389,8308.989612
2018,7,8,13,127199.5123,176422.0497,84508.83612,5157.963957,7294.890507,16636.05295,29221.89179,9615.314464
2018,7,8,14,130631.3226,183228.7646,84457.74689,5369.265382,7397.76577,16436.5546,33227.55438,11182.83199
2018,7,8,15,133046.0774,191086.8825,84415.32233,5483.063728,7467.217294,15564.16938,36744.53021,12927.76918
2018,7,8,16,135390.6562,197124.9983,84283.35947,5606.620509,7541.547762,13505.76672,40142.88754,15214.87241
2018,7,8,17,137204.6808,199872.056,84275.38297,5849.716804,7523.596354,10390.77584,41877.29241,16573.99914
2018,7,8,18,137339.9841,199562.7482,84321.21296,6124.724926,7466.090742,5350.056788,39145.72914,17507.17942
2018,7,8,19,135733.0928,190332.4492,84390.62185,5976.230973,7503.496021,1668.944434,35296.42447,18638.51064
2018,7,8,20,133517.6872,181953.8632,84341.51178,5433.771051,7513.65195,373.2376361,31389.54826,20407.16641
2018,7,8,21,128386.2179,169787.5597,84279.44361,4922.026137,7411.613536,77.92900861,27620.22842,22493.87465
2018,7,8,22,119223.9043,151798.6146,84365.19727,4506.76027,7228.856209,-2.945307105,23128.59547,24403.31162
2018,7,8,23,107511.7166,135313.7416,84358.65861,4362.434014,6908.838234,45.73715879,19700.42488,25170.04706
2018,7,9,0,98816.94235,124146.5198,84610.83475,4130.297742,7170.179372,519.1534554,16049.38446,25344.67083
2018,7,9,1,92312.62858,115395.373,84708.46578,3940.650502,6879.345446,539.0546929,15066.50484,25129.91242
2018,7,9,2,87794.79692,110673.6463,84655.12132,3898.820887,6603.042311,413.0546929,14502.84827,23557.06661
2018,7,9,3,86638.22612,109676.5532,84578.11076,3877.241174,6578.578028,377.0546929,14597.274,21226.89941
2018,7,9,4,88194.49534,112059.7406,84772.3717,3988.450801,6599.576754,412.1124609,15666.40216,19148.81582
2018,7,9,5,91972.35113,118628.3307,84930.76902,4073.635173,6618.693933,507.0932151,17304.74881,17231.45236
2018,7,9,6,98493.23068,128046.2071,84931.32269,4213.078294,6808.032624,2566.5027,19972.87922,14738.199
2018,7,9,7,107656.6132,139613.9933,84815.96457,4526.76574,6994.812745,7066.875595,22141.63405,11893.50668
2018,7,9,8,117574.961,153471.919,84871.75199,4895.262793,7148.669019,11585.55354,22980.53431,8892.612578
2018,7,9,9,126049.6134,167817.6206,85060.68249,4997.215113,7554.862166,13763.94882,25016.02601,8028.374244
2018,7,9,10,131615.4923,186519.6438,85033.02624,5416.148394,7664.934558,16121.87049,27146.91735,8268.059509
2018,7,9,11,136036.1151,202921.2413,84816.37344,6095.090593,7888.622786,17326.85491,29525.6545,8624.874384
2018,7,9,12,139989.4131,213703.659,84769.71008,6975.627321,8150.356644,17202.05586,35029.95241,9352.759081
2018,7,9,13,142236.0068,223671.4741,84741.66099,8030.154729,8208.454899,16454.56412,40185.33831,10374.57241
2018,7,9,14,144516.4461,232588.0085,84714.55839,8823.391368,8222.01765,16358.17247,43355.29262,12320.21026
2018,7,9,15,146312.7758,236210.8775,84700.20781,9104.533244,8287.280772,15435.46344,44919.0409,15111.30968
2018,7,9,16,147881.7779,240166.8322,84699.13531,9273.871176,8353.247633,13977.77987,46713.15732,15823.87847
2018,7,9,17,148480.4459,240154.3213,84613.86616,9406.296096,8447.282045,10852.43109,45532.6849,17616.13814
2018,7,9,18,148210.2366,237263.347,84588.61843,9196.763912,8387.802081,5877.844544,42984.32145,18720.97573
2018,7,9,19,146780.976,227705.4749,84622.47803,8366.731667,8253.532963,2092.143221,39329.97882,19291.42059
2018,7,9,20,145143.0161,214641.8282,84656.78946,7214.909377,8215.581974,808.5381644,33819.53723,20650.97686
2018,7,9,21,141795.2073,197817.9908,84625.53527,6481.151395,8054.924122,622.203289,30404.65781,22218.69542
2018,7,9,22,135800.6605,172841.2589,84657.07466,5556.969823,7698.044109,472.8828288,25663.61679,23308.06208
2018,7,9,23,125409.9402,149290.3497,73756.90919,4815.558311,7137.99971,421.9875043,22188.16673,21597.71209
2018,7,10,0,88342.06613,111190.1614,50361.77172,4244.948822,6233.809409,-21,18786.95668,20197.22938
2018,7,10,1,85373.28503,103720.0213,50402.57072,4140.078502,6165.854764,-34,17643.51544,19492.20638
2018,7,10,2,80121.43295,99920.94268,50336.12093,4092.616147,6060.189218,-34.94530711,16950.15679,17063.47702
2018,7,10,3,77296.9631,97567.34478,50334.72064,4006.041255,6093.87138,-35,16784.73674,16172.98068
2018,7,10,4,76962.41945,97229.72673,50326.40035,3966.070315,6088.644323,-36.89061421,17728.25189,15128.54499
2018,7,10,5,79528.66886,101226.6088,50363.51792,4113.678398,6150.359792,125.8723093,18567.46573,14257.71244
2018,7,10,6,85838.84847,108586.1434,50466.7121,4199.47116,6284.012331,1903.790976,20296.47776,13243.60549
2018,7,10,7,93430.79233,116038.2257,50481.55876,4444.855039,6359.199926,6176.363643,22226.77617,11729.54749
2018,7,10,8,100315.1416,125521.063,50471.41738,4859.885101,6518.359565,10505.96125,22988.62221,9805.4007
2018,7,10,9,104928.7746,140616.3049,50438.60817,5148.090265,6764.343182,14069.09458,24381.08229,9964.521525
2018,7,10,10,108022.2607,155166.7179,50440.39353,5927.257364,6834.691075,16688.88299,25766.08705,10227.56182
2018,7,10,11,111143.3928,170339.6064,50429.49918,6727.360445,7036.465628,17961.06852,26842.24652,10114.06558
2018,7,10,12,114233.3642,183264.5086,50395.86202,7475.63256,7173.648402,17670.08867,29786.88935,9431.121595
2018,7,10,13,115623.6567,192587.2997,50377.85863,8062.865227,7163.032544,17140.30277,33960.56599,10421.82096
2018,7,10,14,116407.7812,199236.9509,50370.3288,8496.169334,7253.17717,17549.46035,37270.76044,11359.89878
2018,7,10,15,117085.6575,200682.3821,50354.9557,9503.973307,7151.604879,17399.18956,40047.02496,12235.96929
2018,7,10,16,117405.052,200990.2264,50306.64399,9964.371945,7443.810728,15396.91264,41630.17565,13806.19362
2018,7,10,17,117520.6552,200687.9231,50335.06813,9731.794389,7530.198409,11975.63662,42105.95443,14113.28883
2018,7,10,18,117831.3967,198281.5387,50328.63206,9148.122443,7748.816887,6862.355925,40977.2549,15065.88947
2018,7,10,19,117179.8667,189375.1197,50349.16185,8209.651381,7940.428189,2075.988871,37399.63748,16562.09924
2018,7,10,20,115943.8789,179527.0772,50314.86202,7065.694161,7798.71563,423.0455799,33758.94901,17069.46371
2018,7,10,21,113352.008,167173.8128,50298.01538,6298.676196,7965.002177,184.7659981,30898.99247,17981.49094
2018,7,10,22,107508.4379,147152.0471,50170.08196,5627.408782,7510.414708,23,26923.91111,19196.26396
2018,7,10,23,99691.83563,129514.0542,50230.08339,4744.852445,7083.778341,-7.781228424,23663.34878,21197.29928
2018,7,11,0,91620.40633,118035.0505,50280.41049,4371.95649,6887.639027,-0.689761098,20297.51785,20641.71291
2018,7,11,1,84461.40033,111148.2028,50204.03406,4240.818213,6579.156253,-2.693089162,18748.10521,20149.19126
2018,7,11,2,78623.91216,106383.2933,50276.51954,4166.173683,6380.184661,-0.945307106,17667.65263,19208.17223
2018,7,11,3,75020.44619,104167.9368,50261.16867,4080.431949,6268.152316,-2.945307106,17240.18798,18173.68236
