datetime,Nuclear,region,Wind,Hydro,Coal,Natural gas,Solar,Other
2022-07-03 20:00:00,10531,MIDW,6761,2155,38910,37010,1645,462
2022-07-03 21:00:00,10523,MIDW,7088,3061,39249,37853,1667,463
2022-07-03 22:00:00,10517,MIDW,7663,3171,39816,38514,1592,482
2022-07-03 23:00:00,10569,MIDW,7690,3156,40513,38566,1501,480
2022-07-04 00:00:00,10570,MIDW,7269,2874,40164,38063,1269,466
2022-07-04 01:00:00,10563,MIDW,7135,2162,39199,36832,449,465
2022-07-04 02:00:00,10620,MIDW,7245,1347,38384,34548,26,475
2022-07-04 03:00:00,10708,MIDW,10008,941,36380,30452,0,473
2022-07-04 04:00:00,10764,MIDW,12519,881,33035,27236,0,458
2022-07-04 05:00:00,10815,MIDW,13486,869,30366,23922,0,444
2022-07-04 06:00:00,10864,MIDW,13636,868,28088,21193,1,431
2022-07-04 07:00:00,10942,MIDW,12881,865,26582,19713,0,413
2022-07-04 08:00:00,10936,MIDW,12547,867,25777,18537,0,405
2022-07-04 09:00:00,10953,MIDW,12328,868,25262,17435,0,402
2022-07-04 10:00:00,11079,MIDW,12623,866,24880,16848,1,404
2022-07-04 11:00:00,11095,MIDW,12699,863,24351,16340,12,406
2022-07-04 12:00:00,11085,MIDW,10600,867,25294,17526,263,425
2022-07-04 13:00:00,11072,MIDW,8409,869,28321,19482,861,454
2022-07-04 14:00:00,11089,MIDW,6604,864,30929,23579,1140,483
2022-07-04 15:00:00,11214,MIDW,7188,865,33178,26873,1376,496
2022-07-04 16:00:00,11245,MIDW,8853,865,35417,29250,1417,484
2022-07-04 17:00:00,11237,MIDW,9358,940,37378,33091,1523,456
2022-07-04 18:00:00,11318,MIDW,9182,1211,38361,36707,1543,444
2022-07-04 19:00:00,11315,MIDW,8987,1823,39210,38832,1515,460
2022-07-04 20:00:00,11299,MIDW,8281,2745,40193,40067,1550,486
2022-07-04 21:00:00,11283,MIDW,7750,2963,40546,40980,1437,510
2022-07-04 22:00:00,11205,MIDW,7229,2957,41201,41652,1258,510
2022-07-04 23:00:00,11173,MIDW,6526,2848,42120,41639,1115,511
2022-07-05 00:00:00,11160,MIDW,6211,2676,42302,40987,806,517
2022-07-05 01:00:00,11148,MIDW,5871,2117,41858,39424,384,504
2022-07-05 02:00:00,11136,MIDW,5322,1082,41712,38207,21,496
2022-07-05 03:00:00,11132,MIDW,6129,849,39814,35506,0,491
2022-07-05 04:00:00,11128,MIDW,7785,814,37962,31756,0,487
2022-07-05 05:00:00,11128,MIDW,9096,812,36117,27907,0,482
2022-07-05 06:00:00,11129,MIDW,9369,819,33524,24494,0,466
2022-07-05 07:00:00,11129,MIDW,9851,839,31922,21997,0,452
2022-07-05 08:00:00,11108,MIDW,9804,843,30702,21070,0,452
2022-07-05 09:00:00,11066,MIDW,9536,846,30284,20491,0,453
2022-07-05 10:00:00,11052,MIDW,9097,847,30268,21379,0,453
2022-07-05 11:00:00,11050,MIDW,9477,852,30709,23082,2,452
2022-07-05 12:00:00,11049,MIDW,9480,861,31561,25024,150,464
2022-07-05 13:00:00,11046,MIDW,8650,848,33813,29112,745,473
2022-07-05 14:00:00,11040,MIDW,6901,865,36785,33578,1211,482
2022-07-05 15:00:00,11034,MIDW,5917,871,39638,37707,1340,494
2022-07-05 16:00:00,11032,MIDW,5378,896,41515,43029,1545,515
2022-07-05 17:00:00,11026,MIDW,4725,1108,42751,48272,1766,537
2022-07-05 18:00:00,11019,MIDW,4607,2379,43124,49974,1715,567
2022-07-05 19:00:00,11013,MIDW,4564,2763,43790,52027,1609,583
2022-07-05 20:00:00,11010,MIDW,5652,3098,43623,52056,1552,665
2022-07-05 21:00:00,11003,MIDW,6428,3512,43434,52488,1375,677
2022-07-05 22:00:00,11006,MIDW,6791,3538,43483,52400,1343,672
2022-07-05 23:00:00,11011,MIDW,7878,3425,43314,52148,1092,651
2022-07-06 00:00:00,11018,MIDW,9232,2956,42402,49972,833,534
2022-07-06 01:00:00,11029,MIDW,10566,1830,41307,48210,262,521
2022-07-06 02:00:00,11034,MIDW,11000,1125,40235,45267,9,504
2022-07-06 03:00:00,11045,MIDW,9507,1102,39111,43416,1,463
2022-07-06 04:00:00,11052,MIDW,7996,988,37787,39942,0,478
2022-07-06 05:00:00,11061,MIDW,6495,916,37043,35698,0,489
2022-07-06 06:00:00,11070,MIDW,4806,917,36218,31580,1,476
2022-07-06 07:00:00,11077,MIDW,3561,913,33861,29744,1,452
2022-07-06 08:00:00,11081,MIDW,3249,913,33483,28129,0,441
2022-07-06 09:00:00,11091,MIDW,3136,914,32104,27970,0,442
2022-07-06 10:00:00,11095,MIDW,2945,916,32233,27938,0,446
2022-07-06 11:00:00,11097,MIDW,2603,891,34010,28435,3,450
2022-07-06 12:00:00,11099,MIDW,2122,910,35806,29687,144,474
2022-07-06 13:00:00,11099,MIDW,1785,925,37620,32357,507,476
2022-07-06 14:00:00,11092,MIDW,1477,887,38990,35919,747,475
2022-07-06 15:00:00,11081,MIDW,1678,837,40195,39938,1073,482
2022-07-06 16:00:00,11070,MIDW,2181,965,41216,43605,1301,493
2022-07-06 17:00:00,11057,MIDW,2480,1474,41769,46577,1320,491
2022-07-06 18:00:00,11053,MIDW,2990,2162,42170,49340,1421,498
2022-07-06 19:00:00,11050,MIDW,3146,3056,42586,50988,1453,500
2022-07-06 20:00:00,11046,MIDW,3386,3330,42468,51439,1358,500
2022-07-06 21:00:00,11041,MIDW,3199,3380,42261,51776,1454,479
2022-07-06 22:00:00,11038,MIDW,2680,3369,42693,52042,1285,476
2022-07-06 23:00:00,11036,MIDW,2496,3323,42664,51761,1148,479
2022-07-07 00:00:00,11043,MIDW,2414,2432,42702,51261,714,477
2022-07-07 01:00:00,11039,MIDW,2402,1268,42269,48540,280,478
2022-07-07 02:00:00,11041,MIDW,2206,1015,41708,46710,44,466
2022-07-07 03:00:00,11046,MIDW,2219,966,40446,44789,0,436
2022-07-07 04:00:00,11054,MIDW,2821,941,38725,40538,0,431
2022-07-07 05:00:00,11060,MIDW,3139,908,37343,34854,0,424
2022-07-07 06:00:00,11061,MIDW,3045,889,35474,31652,0,411
2022-07-07 07:00:00,11069,MIDW,3128,890,33711,29574,0,404
2022-07-07 08:00:00,11074,MIDW,3055,889,31864,28832,0,382
2022-07-07 09:00:00,11075,MIDW,3182,887,30781,27835,0,385
2022-07-07 10:00:00,11081,MIDW,2573,887,31031,28563,0,389
2022-07-07 11:00:00,11083,MIDW,2504,880,32327,29703,4,407
2022-07-07 12:00:00,11082,MIDW,2836,889,33343,30953,147,436
2022-07-07 13:00:00,11081,MIDW,2715,920,36072,33037,547,438
2022-07-07 14:00:00,11070,MIDW,2110,944,37967,36091,993,443
2022-07-07 15:00:00,11062,MIDW,1993,952,39039,40165,1174,448
2022-07-07 16:00:00,11060,MIDW,2010,1060,39748,45003,1282,464
2022-07-07 17:00:00,11064,MIDW,1626,1814,40742,49159,1372,494
2022-07-07 18:00:00,11057,MIDW,1804,3123,41334,51232,1287,508
2022-07-07 19:00:00,11043,MIDW,2366,3426,41682,53496,1257,517
2022-07-07 20:00:00,11038,MIDW,2641,3694,42110,54343,1292,504
2022-07-07 21:00:00,11035,MIDW,3088,3573,41920,54281,1384,507
2022-07-07 22:00:00,11036,MIDW,3062,3688,41822,54588,1262,506
2022-07-07 23:00:00,11030,MIDW,3286,3643,41594,54166,1062,504
2022-07-08 00:00:00,11023,MIDW,3379,3130,41424,52287,705,507
2022-07-08 01:00:00,11024,MIDW,3144,1726,41615,50463,245,481
2022-07-08 02:00:00,11019,MIDW,3091,1097,40931,48165,12,471
2022-07-08 03:00:00,11027,MIDW,3152,1008,40339,45791,0,461
2022-07-08 04:00:00,11027,MIDW,3552,1014,38975,41004,0,444
2022-07-08 05:00:00,11036,MIDW,3451,997,38138,36389,0,432
2022-07-08 06:00:00,11037,MIDW,3315,967,35593,33522,0,429
2022-07-08 07:00:00,11041,MIDW,3558,879,32623,31611,0,421
2022-07-08 08:00:00,11038,MIDW,3556,874,30872,30548,0,414
2022-07-08 09:00:00,11044,MIDW,3491,874,30432,29280,0,417
2022-07-08 10:00:00,11046,MIDW,3925,862,30460,28890,0,417
2022-07-08 11:00:00,11052,MIDW,4406,863,31575,30073,3,427
2022-07-08 12:00:00,11053,MIDW,4581,882,33624,31221,108,448
2022-07-08 13:00:00,11055,MIDW,4096,893,35043,33706,382,444
2022-07-08 14:00:00,11053,MIDW,3630,929,36129,36573,671,443
2022-07-08 15:00:00,11045,MIDW,3485,958,37075,39852,881,433
2022-07-08 16:00:00,11038,MIDW,3577,1008,38231,44082,1158,436
2022-07-08 17:00:00,11025,MIDW,4249,2116,38840,45790,1200,433
2022-07-08 18:00:00,11027,MIDW,5329,2824,39607,46978,1405,431
2022-07-08 19:00:00,11025,MIDW,6027,2862,39819,47894,1431,450
2022-07-08 20:00:00,11025,MIDW,6243,3072,40149,48421,1456,431
2022-07-08 21:00:00,11027,MIDW,5821,3426,40382,48504,1587,436
2022-07-08 22:00:00,11026,MIDW,5979,3243,40456,47752,1419,425
2022-07-08 23:00:00,11023,MIDW,6233,2606,40186,47162,1281,408
2022-07-09 00:00:00,11020,MIDW,6594,1943,39760,45789,832,417
2022-07-09 01:00:00,11024,MIDW,5972,1192,39520,43913,294,422
2022-07-09 02:00:00,11028,MIDW,5310,976,39151,42044,65,419
2022-07-09 03:00:00,11030,MIDW,5747,916,37357,39098,36,420
2022-07-09 04:00:00,11037,MIDW,6220,903,35288,35620,36,416
2022-07-09 05:00:00,11040,MIDW,6118,914,33608,32405,36,410
2022-07-09 06:00:00,11049,MIDW,6316,955,31775,28343,36,396
2022-07-09 07:00:00,11061,MIDW,6389,939,29715,26781,36,388
2022-07-09 08:00:00,11063,MIDW,6109,927,28763,25038,36,386
2022-07-09 09:00:00,11069,MIDW,6336,914,28323,23825,36,386
2022-07-09 10:00:00,11068,MIDW,5937,901,28253,23396,36,391
2022-07-09 11:00:00,11073,MIDW,5565,894,28587,24091,46,384
2022-07-09 12:00:00,11081,MIDW,5539,890,28984,24499,238,391
2022-07-09 13:00:00,11076,MIDW,4570,886,30169,25771,803,405
2022-07-09 14:00:00,11072,MIDW,3667,867,31636,28511,1111,400
2022-07-09 15:00:00,11070,MIDW,3467,854,33044,31622,1336,412
2022-07-09 16:00:00,11064,MIDW,3590,855,34536,34634,1424,423
2022-07-09 17:00:00,11058,MIDW,3489,846,35179,36904,1541,431
2022-07-09 18:00:00,11054,MIDW,3623,886,35812,38228,1569,429
2022-07-09 19:00:00,11045,MIDW,4042,1879,35863,38877,1604,430
2022-07-09 20:00:00,11039,MIDW,4509,2540,35861,40137,1566,423
2022-07-09 21:00:00,11035,MIDW,5133,3254,36051,40703,1598,430
2022-07-09 22:00:00,11034,MIDW,5199,3493,36455,41268,1525,436
2022-07-09 23:00:00,11031,MIDW,5565,3387,36529,41138,1449,446
2022-07-10 00:00:00,11030,MIDW,5219,3010,36152,40924,1103,439
2022-07-10 01:00:00,11030,MIDW,4107,2009,36372,39619,470,440
2022-07-10 02:00:00,11015,MIDW,3659,1179,35527,37982,62,437
2022-07-10 03:00:00,11018,MIDW,4960,844,34794,35281,36,429
2022-07-10 04:00:00,11026,MIDW,6888,832,33074,30315,36,402
2022-07-10 05:00:00,11035,MIDW,8779,818,29843,26642,36,392
2022-07-10 06:00:00,11045,MIDW,10571,818,28585,23383,36,390
2022-07-10 07:00:00,11058,MIDW,11421,816,26381,21050,36,395
2022-07-10 08:00:00,11061,MIDW,11918,806,25002,19541,36,389
2022-07-10 09:00:00,11069,MIDW,11854,798,23980,18796,36,374
2022-07-10 10:00:00,11076,MIDW,11500,813,23557,18479,36,365
2022-07-10 11:00:00,11084,MIDW,11306,816,23443,18788,45,361
2022-07-10 12:00:00,11088,MIDW,11359,814,23680,18211,342,362
2022-07-10 13:00:00,11086,MIDW,10872,821,25201,18616,1080,372
2022-07-10 14:00:00,11081,MIDW,9847,828,26754,22122,1515,397
2022-07-10 15:00:00,11071,MIDW,10456,830,27794,24748,1632,409
2022-07-10 16:00:00,11064,MIDW,11776,857,29541,27006,1654,426
2022-07-10 17:00:00,11052,MIDW,12607,856,31117,29450,1670,430
2022-07-10 18:00:00,11051,MIDW,13498,874,32737,31647,1812,430
2022-07-10 19:00:00,11054,MIDW,14421,1260,33664,33580,1691,430
2022-07-10 20:00:00,11047,MIDW,14577,2083,34194,35056,1763,435
2022-07-10 21:00:00,11040,MIDW,14859,2511,34945,36571,1728,433
2022-07-10 22:00:00,11035,MIDW,14488,3326,35590,37226,1551,438
2022-07-10 23:00:00,11032,MIDW,13768,3330,36633,37600,1310,436
2022-07-11 00:00:00,11033,MIDW,11641,3423,37801,37694,955,447
2022-07-11 01:00:00,11033,MIDW,8657,2904,37565,37596,420,438
2022-07-11 02:00:00,11034,MIDW,7337,2874,37362,35376,58,439
2022-07-11 03:00:00,11034,MIDW,8569,1395,35962,33581,36,436
2022-07-11 04:00:00,11041,MIDW,10076,888,34126,30253,36,425
2022-07-11 05:00:00,11045,MIDW,10308,852,32682,26577,36,416
2022-07-11 06:00:00,11051,MIDW,9511,856,30064,23421,37,406
2022-07-11 07:00:00,11052,MIDW,9311,858,28377,20891,37,392
2022-07-11 08:00:00,11055,MIDW,9607,851,27962,19214,37,396
2022-07-11 09:00:00,11063,MIDW,10949,842,27261,17796,36,400
2022-07-11 10:00:00,11067,MIDW,12860,826,26055,17967,36,404
2022-07-11 11:00:00,11065,MIDW,13490,833,26508,19169,41,415
2022-07-11 12:00:00,11068,MIDW,13402,843,27477,21804,188,444
2022-07-11 13:00:00,11066,MIDW,12639,833,28871,25683,844,454
2022-07-11 14:00:00,11037,MIDW,11267,833,31368,28951,1210,447
2022-07-11 15:00:00,11038,MIDW,9810,841,35003,32148,1467,433
2022-07-11 16:00:00,11033,MIDW,9876,836,36885,35276,1559,428
2022-07-11 17:00:00,11027,MIDW,11195,879,37642,38669,1545,440
2022-07-11 18:00:00,11021,MIDW,12630,1457,38195,41880,1579,473
2022-07-11 19:00:00,11017,MIDW,14288,2407,38723,43438,1497,478
2022-07-11 20:00:00,11012,MIDW,14318,3400,39875,44463,1574,468
2022-07-11 21:00:00,11012,MIDW,15240,3766,40671,44534,1560,481
2022-07-11 22:00:00,11015,MIDW,16262,3672,40544,44661,1447,492
2022-07-11 23:00:00,11008,MIDW,16973,3624,40038,44434,1211,478
2022-07-12 00:00:00,11011,MIDW,16979,3160,39914,43214,874,468
2022-07-12 01:00:00,11015,MIDW,15274,2999,39758,42262,551,459
2022-07-12 02:00:00,11009,MIDW,12832,1825,39634,41134,30,433
2022-07-12 03:00:00,11015,MIDW,13462,1081,38625,37255,0,429
2022-07-12 04:00:00,11021,MIDW,14026,1062,36773,32600,0,425
2022-07-12 05:00:00,11028,MIDW,13280,1037,34881,29532,0,431
2022-07-12 06:00:00,11037,MIDW,13571,887,32100,26782,0,402
2022-07-12 07:00:00,11047,MIDW,12770,833,30090,24865,0,385
2022-07-12 08:00:00,11054,MIDW,11849,831,28862,24212,0,392
2022-07-12 09:00:00,11060,MIDW,11412,832,27962,23440,0,392
2022-07-12 10:00:00,11062,MIDW,11031,834,28127,23676,0,399
2022-07-12 11:00:00,11072,MIDW,10651,849,28737,25253,7,404
2022-07-12 12:00:00,11076,MIDW,10017,892,29796,27069,280,417
2022-07-12 13:00:00,11079,MIDW,8182,911,32265,29874,962,426
2022-07-12 14:00:00,11074,MIDW,5690,1015,35818,33364,1534,438
2022-07-12 15:00:00,11062,MIDW,5206,956,37933,35945,1811,437
2022-07-12 16:00:00,11047,MIDW,6492,961,39528,39031,1851,435
2022-07-12 17:00:00,11040,MIDW,8438,987,40160,42034,1794,445
2022-07-12 18:00:00,10991,MIDW,8807,1168,41221,44257,1896,464
2022-07-12 19:00:00,10822,MIDW,8510,2037,41896,46276,1853,461
2022-07-12 20:00:00,10741,MIDW,8468,3367,42514,46764,1645,455
2022-07-12 21:00:00,10689,MIDW,8270,3774,43391,47663,1585,539
2022-07-12 22:00:00,10328,MIDW,7701,3778,43611,47664,1621,593
2022-07-12 23:00:00,10253,MIDW,7166,3586,43308,46853,1439,588
2022-07-13 00:00:00,10257,MIDW,6260,3364,42337,46224,1045,502
2022-07-13 01:00:00,10256,MIDW,4488,3002,42054,45720,367,467
2022-07-13 02:00:00,10263,MIDW,3699,2756,40959,43541,25,453
2022-07-13 03:00:00,10270,MIDW,4150,1529,39904,41232,0,429
2022-07-13 04:00:00,10278,MIDW,5025,948,38541,35630,0,416
2022-07-13 05:00:00,10286,MIDW,5655,1138,37304,30310,0,420
2022-07-13 06:00:00,10294,MIDW,5451,1132,34722,27344,0,415
2022-07-13 07:00:00,10298,MIDW,5287,1128,32086,25500,0,407
2022-07-13 08:00:00,10301,MIDW,5336,989,30926,23978,0,403
2022-07-13 09:00:00,10303,MIDW,5694,993,30580,22994,0,404
2022-07-13 10:00:00,10311,MIDW,5452,881,30503,23792,0,408
2022-07-13 11:00:00,10310,MIDW,5034,868,31411,25403,0,410
2022-07-13 12:00:00,10313,MIDW,4625,876,33081,26966,141,439
2022-07-13 13:00:00,10316,MIDW,3663,882,35506,29871,665,444
2022-07-13 14:00:00,10313,MIDW,2022,864,37631,33585,1057,430
2022-07-13 15:00:00,10305,MIDW,1352,865,39175,37304,1356,434
2022-07-13 16:00:00,10298,MIDW,1563,871,40565,41136,1394,452
2022-07-13 17:00:00,10291,MIDW,1835,911,41565,44378,1571,477
2022-07-13 18:00:00,10283,MIDW,1832,1539,42111,46801,1628,479
2022-07-13 19:00:00,10277,MIDW,1666,2390,42798,48344,1613,483
2022-07-13 20:00:00,10272,MIDW,1715,3468,43341,48917,1549,508
2022-07-13 21:00:00,10268,MIDW,1780,3649,43498,50028,1456,499
2022-07-13 22:00:00,10264,MIDW,1835,3424,43438,50805,1418,506
2022-07-13 23:00:00,10263,MIDW,1705,3213,43219,50420,1356,552
2022-07-14 00:00:00,10256,MIDW,1802,2961,43160,48559,1090,579
2022-07-14 01:00:00,10256,MIDW,2408,1765,42925,46185,395,591
2022-07-14 02:00:00,10259,MIDW,3482,1172,41777,43115,23,577
2022-07-14 03:00:00,10262,MIDW,5481,961,40301,39301,0,561
2022-07-14 04:00:00,10266,MIDW,7292,867,38798,32515,0,561
2022-07-14 05:00:00,10269,MIDW,8172,852,36445,27232,0,561
2022-07-14 06:00:00,10277,MIDW,8820,861,33304,24898,0,534
2022-07-14 07:00:00,10286,MIDW,9106,859,30518,23721,0,525
2022-07-14 08:00:00,10294,MIDW,8964,859,29040,22742,0,530
2022-07-14 09:00:00,10301,MIDW,8799,857,28840,22189,0,540
2022-07-14 10:00:00,10302,MIDW,8407,856,28829,22792,0,562
2022-07-14 11:00:00,10302,MIDW,8872,850,28846,23950,7,576
2022-07-14 12:00:00,10304,MIDW,9341,849,30004,25575,233,593
2022-07-14 13:00:00,10306,MIDW,8493,847,31684,27882,803,584
2022-07-14 14:00:00,10305,MIDW,6471,842,34266,30782,1273,585
2022-07-14 15:00:00,10298,MIDW,5333,878,36585,34900,1418,584
2022-07-14 16:00:00,10286,MIDW,5745,890,38668,38102,1657,591
2022-07-14 17:00:00,10282,MIDW,6500,931,39825,41603,1697,583
2022-07-14 18:00:00,10273,MIDW,7010,1861,40182,43760,1678,593
2022-07-14 19:00:00,10268,MIDW,7841,2377,40532,45610,1665,627
2022-07-14 20:00:00,10264,MIDW,8455,3108,41182,46376,1619,635
2022-07-14 21:00:00,10259,MIDW,9281,3322,41753,46997,1556,621
2022-07-14 22:00:00,10258,MIDW,10025,3223,41465,46555,1561,623
2022-07-14 23:00:00,10257,MIDW,10436,3180,41135,46279,1473,618
2022-07-15 00:00:00,10258,MIDW,9710,3154,41260,45954,1025,633
2022-07-15 01:00:00,10260,MIDW,9003,2025,40728,45448,345,637
2022-07-15 02:00:00,10264,MIDW,9230,1134,40015,42860,19,624
2022-07-15 03:00:00,10266,MIDW,11212,886,38616,37354,0,618
2022-07-15 04:00:00,10265,MIDW,12378,842,37016,30794,0,638
2022-07-15 05:00:00,10274,MIDW,13119,861,34727,26022,0,653
2022-07-15 06:00:00,10273,MIDW,12570,884,31403,24261,0,642
2022-07-15 07:00:00,10280,MIDW,12237,908,29016,22408,0,649
2022-07-15 08:00:00,10290,MIDW,11966,915,28347,20601,1,652
2022-07-15 09:00:00,10294,MIDW,11447,901,28244,20287,0,665
2022-07-15 10:00:00,10294,MIDW,10890,905,28317,20928,1,675
2022-07-15 11:00:00,10296,MIDW,11122,904,28485,22040,7,676
2022-07-15 12:00:00,10300,MIDW,10370,909,29608,24314,115,693
2022-07-15 13:00:00,10298,MIDW,9422,887,31617,27071,534,706
2022-07-15 14:00:00,10288,MIDW,8771,903,33559,29504,888,711
2022-07-15 15:00:00,10283,MIDW,8132,963,35644,32032,948,717
2022-07-15 16:00:00,10277,MIDW,8011,957,37416,35665,991,707
2022-07-15 17:00:00,10273,MIDW,7871,1047,37900,39585,1255,713
2022-07-15 18:00:00,10265,MIDW,6820,2095,38670,42761,1294,721
2022-07-15 19:00:00,10258,MIDW,5731,2160,39328,45123,1285,737
2022-07-15 20:00:00,10253,MIDW,4975,2648,39560,46397,1283,729
2022-07-15 21:00:00,10246,MIDW,4709,2776,39620,46755,1301,725
2022-07-15 22:00:00,10241,MIDW,4017,2825,39394,46998,1098,708
2022-07-15 23:00:00,10236,MIDW,3746,2567,39270,46882,745,709
2022-07-16 00:00:00,10234,MIDW,3608,2143,38676,45832,487,704
2022-07-16 01:00:00,10236,MIDW,4110,1933,37997,43452,185,684
2022-07-16 02:00:00,10241,MIDW,5065,1133,37376,41492,20,671
2022-07-16 03:00:00,10246,MIDW,5988,817,36868,38425,0,674
2022-07-16 04:00:00,10249,MIDW,6354,801,35426,33986,0,675
2022-07-16 05:00:00,10258,MIDW,6611,792,33262,30874,0,676
2022-07-16 06:00:00,10262,MIDW,6093,787,31197,28358,0,665
2022-07-16 07:00:00,10262,MIDW,5529,834,30028,26256,0,663
2022-07-16 08:00:00,10274,MIDW,5386,869,29257,24435,0,665
2022-07-16 09:00:00,10283,MIDW,5147,868,29042,22929,0,653
2022-07-16 10:00:00,10284,MIDW,4747,860,28902,22757,0,642
2022-07-16 11:00:00,10288,MIDW,4584,856,28970,22627,1,662
2022-07-16 12:00:00,10286,MIDW,3463,811,29465,23139,67,673
2022-07-16 13:00:00,10282,MIDW,2536,807,30497,25752,473,672
2022-07-16 14:00:00,10277,MIDW,1832,786,32143,29129,957,676
2022-07-16 15:00:00,10273,MIDW,1481,776,34133,32145,1342,680
2022-07-16 16:00:00,10261,MIDW,1502,790,35724,36096,1478,684
2022-07-16 17:00:00,10255,MIDW,1617,929,37020,40203,1555,694
