Date_Time_Hour_Beginning,International_Exports,International_Imports,Thermal_Generation,Nuclear_Generation,Eskom_Gas_Generation,Eskom_OCGT_Generation,Hydro_Water_Generation,Pumped_Water_Generation,ILS_Usage,Manual_Load_Reduction_MLR,IOS_Excl_ILS_and_MLR,Dispatchable_IPP_OCGT,Eskom_Gas_SCO_Pumping,Eskom_OCGT_SCO_Pumping,Hydro_Water_SCO_Pumping,Pumped_Water_SCO_Pumping,Wind,PV,CSP,Other_RE,Thermal_Gen_Excl_Pumping_and_SCO
2018/4/1 14:00,1227.089,1234,19145,930,0,0,360,0,0,0,0,0,-2,-2,0,-40,515.08,1111.404,185.248,12.49,
2018/4/1 15:00,1224.292,1253,19010,931,0,0,360,0,0,0,0,0,-2,-2,0,-40,593.833,958.969,203.8,12.634,
2018/4/1 16:00,1307.277,1230,19223,931,0,0,360,36,0,0,0,0,-2,-2,0,-37,677.779,688.097,243.848,12.482,
2018/4/1 17:00,1379.294,1238,19857,930,0,0,360,724,0,0,0,0,-2,-2,0,-31,651.578,275.729,229.877,12.476,
2018/4/1 18:00,1613.563,1160,21146,930,0,0,475,1329,0,0,0,0,-2,-2,0,-19,617.218,10.285,202.058,12.768,
2018/4/1 19:00,1631.14,1136,20817,930,0,0,480,1519,0,0,0,0,-2,-2,0,-15,620.011,0,102.817,10.388,
2018/4/1 20:00,1555.726,1145,19365,929,0,0,480,1345,0,0,0,0,-2,-2,0,-15,591.699,0,124.044,10.518,
2018/4/1 21:00,1419.317,1148,18866,929,0,0,362,505,0,0,0,0,-2,-2,0,-136,453.522,0,138.3,13.55,
2018/4/1 22:00,1313.41,1107,19234,930,0,0,360,0,0,0,0,0,-2,-2,0,-1029,450.634,0,23.28,13.633,
2018/4/1 23:00,1217.104,1136,19413,930,0,0,360,0,0,0,0,0,-2,-2,0,-2191,488.998,0,0,12.398,
2018/4/2 0:00,1184.357,1111,19066,930,0,0,360,0,0,0,0,0,-2,-2,0,-2312,381.887,0,0,12.409,
2018/4/2 1:00,1177.653,1118,18837,930,0,0,360,0,0,0,0,0,-2,-2,0,-2289,349.681,0,0,13.019,
2018/4/2 2:00,1170.474,1066,18771,930,0,0,288,0,0,0,0,0,-2,-2,0,-2309,319.729,0,0,13.098,
2018/4/2 3:00,1159.371,965,18936,930,0,0,353,0,0,0,0,0,-2,-2,0,-2286,311.318,0,0,12.45,
2018/4/2 4:00,1162.401,655,19176,930,0,0,360,0,0,0,0,0,-2,-2,0,-2273,452.104,0,0,12.613,
2018/4/2 5:00,1212.116,444,19527,930,0,0,360,0,0,0,0,0,-2,-2,0,-2038,690.813,0,0,12.938,
2018/4/2 6:00,1145.54,741,19151,930,0,0,360,0,0,0,0,0,-2,-2,0,-1338,751.685,7.854,0,12.954,
2018/4/2 7:00,1225.445,1116,19257,930,0,0,463,0,0,0,0,0,-2,-2,0,-298,718.884,163.807,0,13.695,
2018/4/2 8:00,1306.963,1219,19776,930,0,0,482,568,0,0,0,0,-2,-2,0,-31,622.083,473.016,46.146,13.676,
2018/4/2 9:00,1318.07,1232,19966,930,0,0,387,1384,0,0,0,0,-2,-2,0,-17,437.597,684.485,155.521,13.165,
2018/4/2 10:00,1359.212,1188,19945,930,0,0,360,1527,0,0,0,0,-2,-2,0,-12,500.894,762.917,183.502,13.413,
2018/4/2 11:00,1403.648,1180,19649,930,0,0,360,1495,0,0,0,0,-2,-2,0,-13,626.474,843.907,184.828,13.66,
2018/4/2 12:00,1414.294,1181,19399,929,0,0,360,1400,0,0,0,0,-2,-2,0,-12,767.461,842.404,207.486,13.491,
2018/4/2 13:00,1366.57,1195,19552,930,0,0,360,643,0,0,0,0,-2,-2,0,-31,894.016,849.783,217.302,13.391,
2018/4/2 14:00,1322.967,1197,19663,929,0,0,360,324,0,0,0,0,-2,-2,0,-39,884.74,811.364,203.11,13.57,
2018/4/2 15:00,1326.667,1192,19923,929,0,0,360,541,0,0,0,0,-2,-2,0,-34,839.616,577.949,165.299,13.5,
2018/4/2 16:00,1340.334,1205,20877,929,0,0,360,55,0,0,0,0,-2,-2,0,-46,1102.16,311.493,189.427,13.443,
2018/4/2 17:00,1417.902,1217,22074,928,0,0,360,34,0,0,0,0,-2,-2,0,-47,1361.553,135.351,159.255,13.536,
2018/4/2 18:00,1642.64,1162,23364,928,0,0,454,686,0,0,0,0,-2,-2,0,-29,1238.437,5.917,155.576,12.857,
2018/4/2 19:00,1612.11,1127,23566,928,0,0,481,188,0,0,0,0,-2,-2,0,-158,1083.291,0,151.34,13.19,
2018/4/2 20:00,1498.244,1116,22802,929,0,0,480,0,0,0,0,0,-2,-2,0,-811,691.817,0,134.595,13.563,
2018/4/2 21:00,1367.319,1118,21872,929,0,0,384,0,0,0,0,0,-2,-2,0,-1662,620.114,0,99.625,13.712,
2018/4/2 22:00,1311.62,1097,20660,929,0,0,360,0,0,0,0,0,-2,-2,0,-2146,563.256,0,7.669,13.608,
2018/4/2 23:00,1240.849,1097,20006,929,0,0,360,0,0,0,0,0,-2,-2,0,-2313,482.999,0,0,13.357,
2018/4/3 0:00,1227.184,920,19563,928,0,0,360,0,0,0,0,0,-2,-2,0,-2291,441.762,0,0,13.211,
2018/4/3 1:00,1201.246,891,19363,929,0,0,360,0,0,0,0,0,-2,-2,0,-2308,452.54,0,0,13.183,
2018/4/3 2:00,1214.831,903,19127,929,0,0,360,0,0,0,0,0,-2,-2,0,-2285,481.43,0,0,13.071,
2018/4/3 3:00,1188.982,1094,19176,929,0,0,360,0,0,0,0,0,-2,-2,0,-2278,470.262,0,0,12.99,
2018/4/3 4:00,1218.259,1169,19798,929,0,0,360,0,0,0,0,0,-2,-2,0,-2048,435.29,0,0,13.25,
2018/4/3 5:00,1400.977,1172,20114,929,0,0,360,0,0,0,0,0,-2,-2,0,-555,403.465,0,0,13.378,
2018/4/3 6:00,1358.753,1267,21000,930,0,0,360,371,0,0,0,0,-2,-2,0,-59,380.777,8.366,0,13.217,
2018/4/3 7:00,1337.375,1360,21459,930,0,0,475,939,0,0,0,0,-2,-2,0,-24,332.877,223.732,0,13.071,
2018/4/3 8:00,1395.705,1319,22269,930,0,0,481,1189,0,0,0,0,-2,-2,0,-17,267.045,666.401,0,13.383,
2018/4/3 9:00,1442.537,1313,22745,930,0,0,364,969,0,0,10,0,-2,-2,0,-25,248.43,888.799,0,13.247,
2018/4/3 10:00,1514.835,1225,22894,930,0,0,360,1030,0,0,20,0,-2,-2,0,-25,239.331,1073.067,29.801,13.303,
2018/4/3 11:00,1531.657,1224,22847,930,0,0,360,900,0,0,20,0.011,-2,-2,0,-27,231.574,1133.955,82.011,13.269,
2018/4/3 12:00,1549.534,1234,23042,930,0,0,360,801,0,0,20,0,-2,-2,0,-23,203.525,1074.469,86.052,13.604,
2018/4/3 13:00,1563.386,1232,22822,931,0,0,360,1069,0,0,20,0,-2,-2,0,-14,190.394,1099.478,96.737,13.717,
2018/4/3 14:00,1607.849,1228,23089,931,0,0,360,998,0,0,20,0,-2,-2,0,-20,267.529,972.969,74.243,13.393,
2018/4/3 15:00,1608.792,1234,23645,931,0,0,360,1096,0,0,20,0,-2,-2,0,-19,213.505,842.188,30.883,13.575,
2018/4/3 16:00,1636.576,1241,24370,931,0,0,360,835,0,0,20,0,-2,-2,0,-28,293.702,511.182,24.095,13.78,
2018/4/3 17:00,1607.008,1249,25009,930,0,0,360,957,0,0,0,0,-2,-2,0,-25,398.59,166.832,65.697,13.864,
2018/4/3 18:00,1760.049,1196,25336,930,0,0,548,1630,0,0,205.5,0,-2,-2,0,-11,447.382,3.401,87.054,13.978,
2018/4/3 19:00,1709.899,1174,25258,930,0,0,599,711,0,0,421,0,-2,-2,0,-22,520.939,0,84.133,13.966,
2018/4/3 20:00,1688.715,1133,24872,930,0,0,405,22,0,0,195.5,0,-2,-2,0,-314,521.193,0,54.38,14.026,
2018/4/3 21:00,1551.075,1127,24210,930,0,0,360,0,0,0,0,0,-2,-2,0,-1657,592.087,0,0,14.375,
2018/4/3 22:00,1474.077,1118,22914,930,0,0,360,0,0,0,0,0,-2,-2,0,-2296,528.619,0,0,14.368,
2018/4/3 23:00,1397.087,1116,21894,930,0,0,360,0,0,0,0,0,-2,-2,0,-2287,467.263,0,0,14.36,
2018/4/4 0:00,1329.302,1119,21087,930,0,0,360,0,0,0,0,0,-2,-2,0,-2281,339.01,0,0,14.363,
2018/4/4 1:00,1275.876,1139,20575,929,0,0,360,0,0,0,0,0,-2,-2,0,-2274,367.728,0,0,14.731,
2018/4/4 2:00,1259.129,1150,20566,929,0,0,360,0,0,0,0,0,-2,-2,0,-2236,359.594,0,0,14.863,
2018/4/4 3:00,1280.422,1142,20910,929,0,0,360,0,0,0,0,0,-2,-2,0,-2272,307.991,0,0,14.409,
2018/4/4 4:00,1398.168,1145,21832,929,0,0,360,0,0,0,0,0,-2,-2,0,-2266,268.534,0,0,14.643,
2018/4/4 5:00,1679.551,1148,22530,929,0,0,360,15,0,0,0,0,-2,-2,0,-1082,277.525,0,0,15.241,
2018/4/4 6:00,1613.996,1216,22438,929,0,0,360,559,0,0,0,0,-2,-2,0,-158,199.021,4.645,0,14.61,
2018/4/4 7:00,1429.524,1240,22906,930,0,0,475,783,0,0,0,0,-2,-2,0,-32,215.316,92.959,0,15.098,
2018/4/4 8:00,1483.954,1308,23409,930,0,0,482,1413,0,0,0,0,-2,-2,0,-11,183.792,203.344,0,15.15,
2018/4/4 9:00,1457.967,1309,23756,930,0,0,478,1144,0,0,50,0,-2,-2,0,-20,200.201,306.642,0,14.859,
2018/4/4 10:00,1581.155,1238,23925,931,0,0,360,1391,0,0,50,0,-2,-2,0,-7,165.174,442.398,0,14.907,
2018/4/4 11:00,1606.851,1229,23616,931,0,0,360,1473,0,0,50,0,-2,-2,0,-6,114.646,513.59,0,15.175,
2018/4/4 12:00,1595.897,1210,23766,931,0,0,360,1129,0,0,50,0,-2,-2,0,-14,165.162,446.782,0,15.201,
2018/4/4 13:00,1532.394,1226,23867,930,0,0,360,732,0,0,50,0,-2,-2,0,-16,321.37,460.264,0,15.167,
2018/4/4 14:00,1555.931,1228,24177,929,0,0,360,617,0,0,50,0,-2,-2,0,-20,238.573,418.525,0,15.489,
2018/4/4 15:00,1597.084,1240,24553,929,0,0,360,546,0,0,50,0,-2,-2,0,-21,233.547,435.399,0,16.389,
2018/4/4 16:00,1602.069,1243,24890,929,0,0,360,598,0,0,40,0,-2,-2,0,-20,216.406,284.927,26.254,15.686,
2018/4/4 17:00,1547.378,1262,25684,929,0,0,360,460,0,0,15,0,-2,-2,0,-24,169.607,109.057,111.3,16.047,
2018/4/4 18:00,1823.649,1210,26250,929,0,0,475,1424,0,0,0,0,-2,-2,0,-8,233.358,7.337,77.417,16.755,
2018/4/4 19:00,1836.687,1210,25299,929,0,0,479,1352,0,0,20,0,-2,-2,0,-15,360.509,0,9.468,17.351,
2018/4/4 20:00,1711.568,1145,24761,929,0,0,480,183,0,0,0,0,-2,-2,0,-188,267.099,0,0,16.993,
2018/4/4 21:00,1590.788,1146,24179,929,0,0,480,0,0,0,0,0,-2,-2,0,-1271,197.742,0,0,16.542,
2018/4/4 22:00,1434.124,1129,23516,929,0,0,360,0,0,0,0,0,-2,-2,0,-2298,144.043,0,0,16.962,
2018/4/4 23:00,1358.424,1114,22133,929,0,0,360,0,0,0,0,0,-2,-2,0,-2298,139.751,0,0,16.948,
2018/4/5 0:00,1317.569,1118,21197,928,0,0,360,0,0,0,0,0,-2,-2,0,-2276,330.949,0,0,16.94,
2018/4/5 1:00,1333.11,1123,20756,930,0,0,360,0,0,0,0,0,-2,-2,0,-2275,459.617,0,0,16.942,
2018/4/5 2:00,1343.626,1125,20753,930,0,0,360,0,0,0,0,0,-2,-2,0,-2269,497.728,0,0,17.347,
2018/4/5 3:00,1293.933,1132,20898,930,0,0,360,0,0,0,0,0,-2,-2,0,-2251,464.07,0,0,17.417,
2018/4/5 4:00,1432.086,1145,21790,930,0,0,360,0,0,0,0,0,-2,-2,0,-2149,408.986,0,0,17.059,
2018/4/5 5:00,1732.513,1170,22532,930,0,0,360,0,0,0,0,0,-2,-2,0,-871,334.339,0,0,17.171,
2018/4/5 6:00,1643.235,1229,22537,930,0,0,360,644,0,0,0,0,-2,-2,0,-29,271.695,4.362,0,17.776,
2018/4/5 7:00,1517.687,1285,22779,930,0,0,482,1238,0,0,0,0,-2,-2,0,-18,230.322,170.691,0,16.975,
2018/4/5 8:00,1578.389,1310,23280,929,0,0,478,1661,0,0,0,0,-2,-2,0,-7,187.327,444.416,12.152,17.599,
2018/4/5 9:00,1540.903,1297,23379,930,0,0,360,1489,0,0,0,0,-2,-2,0,-10,153.877,685.485,168.511,17.548,
2018/4/5 10:00,1627.121,1220,23511,930,0,0,360,1423,0,0,0,0,-2,-2,0,-13,165.343,918.717,240.514,17.434,
2018/4/5 11:00,1685.751,1198,23594,929,0,0,360,1331,0,0,0,0,-2,-2,0,-15,172.095,996.488,217.368,10.987,
2018/4/5 12:00,1655.346,1191,23378,929,0,0,360,1139,0,0,0,31.382,-2,-2,0,-5,257.058,1029.428,207.572,9.025,
2018/4/5 13:00,1456.17,1224,23497,928,0,0,360,900,0,0,0,7.796,-2,-2,0,-24,291.53,977.454,206.675,9.021,
2018/4/5 14:00,1640.459,1229,23734,928,0,0,360,1274,0,0,0,0.089,-2,-2,0,-16,384.43,905.35,204.59,9.028,
2018/4/5 15:00,1636.521,1203,24196,928,0,0,360,1225,0,0,0,0,-2,-2,0,-15,392.165,814.532,102.821,9.025,
2018/4/5 16:00,1672.317,1231,24716,928,0,0,360,1184,0,0,0,0,-2,-2,0,-23,411.041,581.398,102.18,9.016,
2018/4/5 17:00,1633.247,1256,25705,929,0,0,360,940,0,0,0,0,-2,-2,0,-31,430.529,217.731,166.729,14.17,
2018/4/5 18:00,1935.325,1185,26067,928,0,0,556,2166,0,0,0,0,-2,-2,0,-2,407.199,4.471,161.174,15.465,
2018/4/5 19:00,1882.295,1158,25464,928,0,0,517,1932,0,0,0,0,-2,-2,0,-2,360.011,0,169.087,16.72,
2018/4/5 20:00,1748.93,1142,25046,928,0,0,360,475,0,0,0,0,-2,-2,0,-27,293.443,0,135.693,18.043,
2018/4/5 21:00,1558.642,1130,24493,928,0,0,360,0,0,0,0,0,-2,-2,0,-1154,262.211,0,131.721,17.968,
2018/4/5 22:00,1519.047,1106,23547,927,0,0,360,0,0,0,0,0,-2,-2,0,-2325,318.222,0,41.696,17.125,
2018/4/5 23:00,1407.99,1082,22361,927,0,0,360,0,0,0,0,0,-2,-2,0,-2318,399.218,0,37.006,17.477,
2018/4/6 0:00,1311.416,1097,21479.516,928,0,0,360,0,0,0,0,0,-2,-2,0,-2299,505.822,0,36.794,17.132,
2018/4/6 1:00,1281.795,1110,20964,928,0,0,360,0,0,0,0,0,-2,-2,0,-2300,588.218,0,14.705,16.529,
2018/4/6 2:00,1256.446,1118,20713,928,0,0,360,0,0,0,0,0,-2,-2,0,-2279,659.116,0,0,16.787,
2018/4/6 3:00,1295.231,1114,20914,928,0,0,360,0,0,0,0,0,-2,-2,0,-2281,831.413,0,0,17.164,
2018/4/6 4:00,1403.634,1123,21764,928,0,0,360,0,0,0,0,0,-2,-2,0,-2205,842.442,0,0,16.738,
2018/4/6 5:00,1689.414,1164,22448,927,0,0,360,0,0,0,0,0,-2,-2,0,-848,861.561,0,0,16.839,
2018/4/6 6:00,1629.524,1220,22463,928,0,0,360,720,0,0,0,0,-2,-2,0,-28,874.361,6.203,0,16.867,
2018/4/6 7:00,1535.838,1271,22723.484,928,0,0,474,1298,0,0,0,0,-2,-2,0,-16,930.142,209.743,0,16.589,
2018/4/6 8:00,1561.347,1259,23718,929,0,0,480,1226,0,0,0,0,-2,-2,0,-18,822.487,526.313,44.234,16.561,
2018/4/6 9:00,1498.647,1223,24084,929,0,0,360,770,0,0,0,0,-2,-2,0,-26,802.554,770.873,160.002,16.978,
2018/4/6 10:00,1573.931,1178,24192,928,0,0,360,534,0,0,0,0,-2,-2,0,-30,895.875,1041.983,218.448,16.456,
2018/4/6 11:00,1596.351,1178,24169,928,0,0,360,530,0,0,0,0,-2,-2,0,-33,1026.388,1134.875,207.168,16.855,
2018/4/6 12:00,1675.795,1191,23778,928,0,0,360,519,0,0,0,0,-2,-2,0,-32,1083.795,1089.121,204.582,17.157,
2018/4/6 13:00,1646.974,1196,23527,929,0,0,360,442,0,0,0,0,-2,-2,0,-22,1086.244,959.145,212.419,15.554,
2018/4/6 14:00,1614.902,1188,23379,929,0,0,360,320,0,0,0,0,-2,-2,0,-24,996.042,905.456,198.802,16.333,
2018/4/6 15:00,1631.151,1193,23273,928,0,0,360,263,0,0,0,0,-2,-2,0,-27,1079.138,812.748,211.694,16.434,
2018/4/6 16:00,1630.31,1217,23580,928,0,0,360,235,0,0,0,0,-2,-2,0,-33,1101.613,588.585,208.482,16.436,
2018/4/6 17:00,1575.996,1237,24348,928,0,0,360,275,0,0,0,0,-2,-2,0,-41,918.041,206.556,209.896,16.349,
2018/4/6 18:00,1876.666,1178,25531,927,0,0,476,1063,0,0,0,0,-2,-2.8,0,-23,737.513,6.326,155.196,16.164,
2018/4/6 19:00,1857.212,1154,25662,928,0,0,480,609,0,0,0,0,-2,-5.46,0,-23,689.289,0,69.165,16.47,
2018/4/6 20:00,1792.006,1061,25555,929,0,0,479,0,0,0,0,0,-2,-5.33,0,-804,622.146,0,138.51,16.773,
2018/4/6 21:00,1645.299,1054,25268,929,0,0,365,0,0,0,0,0,-2,-5.33,0,-2107,506.928,0,133.26,16.781,
2018/4/6 22:00,1621.66,1053,23980,928,0,0,360,0,0,0,0,0,-2,-5.46,0,-2301,406.013,0,45.617,16.787,
2018/4/6 23:00,1503.836,1060,22880,928,0,0,360,0,0,0,0,0,-2,-5.46,0,-2304,359.507,0,39.99,16.804,
2018/4/7 0:00,1396.923,1083,22116,928,0,0,360,0,0,0,0,0,-2,-5.46,0,-2283,236.323,0,40.057,16.793,
2018/4/7 1:00,1310.827,1109,21579,928,0,0,360,0,0,0,0,0,-2,-5.46,0,-2280,201.497,0,39.919,17.1,
2018/4/7 2:00,1295.536,1118,21473,927,0,0,360,0,0,0,0,0,-2,-5.46,0,-2273,216.537,0,38.907,17.236,
2018/4/7 3:00,1299.404,1124,21542,928,0,0,360,0,0,0,0,0,-2,-5.33,0,-2272,268.751,0,3.837,16.621,
2018/4/7 4:00,1354.228,1122,21724,928,0,0,360,0,0,0,0,0,-2,-5.33,0,-2255,304.441,0,0,17.288,
2018/4/7 5:00,1450.638,1124,22083,929,0,0,360,0,0,0,0,0,-2,-5.33,0,-1696,276.351,0,0,17.189,
2018/4/7 6:00,1474.932,1188,22070,928,0,0,360,0,0,0,0,0,-2,-5.33,0,-562,300.156,7.013,0,16.795,
2018/4/7 7:00,1492.764,1239,22137,928,0,0,481,728,0,0,0,0,-2,-5.46,0,-26,333.944,198.349,0,17.458,
2018/4/7 8:00,1550.609,1251,22515,929,0,0,477,1586,0,0,0,0,-2,-5.46,0,-8,342.381,607.086,55.675,17.16,
2018/4/7 9:00,1528.106,1247,22546,929,0,0,360,1584,0,0,0,0,-2,-5.2,0,-6,364.455,727.642,193.702,17.095,
2018/4/7 10:00,1569.021,1212,22137,929,0,0,360,1668,0,0,0,0,-2,-5.33,0,-4,453.063,850.257,183.389,17.17,
2018/4/7 11:00,1574.017,1207,21767,929,0,0,360,1496,0,0,0,0,-2,-5.33,0,-2,575.081,886.689,273.589,17.431,
2018/4/7 12:00,1580.283,1209,21453,928,0,0,360,1367,0,0,0,0,-2,-5.33,0,-8,825.245,880.613,287.714,17.35,
2018/4/7 13:00,1630.268,1212,21028,928,0,0,360,1115,0,0,0,0,-2,-5.2,0,-14,1009.772,993.018,289.153,16.234,
2018/4/7 14:00,1556.385,1212,20827,928,0,0,360,707,0,0,0,0,-2,-5.46,0,-26,1235.889,874.547,277.815,15.698,
2018/4/7 15:00,1577.781,1219,20974,928,0,0,360,543,0,0,0,0,-2,-5.33,0,-29,1232.097,774.145,283.372,16.93,
2018/4/7 16:00,1544.645,1241,20969,928,0,0,360,781,0,0,0,0,-2,-5.33,0,-24,1265.669,558.755,258.251,16.792,
2018/4/7 17:00,1608.695,1254,22334,928,0,0,360,571,0,0,0,0,-2,-5.33,0,-28,1212.824,193.919,231.163,17.797,
2018/4/7 18:00,1748.2,1183,23854,927,0,0,460,1107,0,0,0,0,-2,-5.33,0,-21,1023.492,4.757,210.323,17.358,
2018/4/7 19:00,1744.96,1168,23598,928,0,0,480,788,0,0,0,0,-2,-5.33,0,-32,1093.531,0,186.018,17.15,
2018/4/7 20:00,1623.653,1150,21948,928,0,0,480,726,37.5,0,0,0,-2,-5.46,0,-28,1085.872,0,179.66,17.776,
2018/4/7 21:00,1291.903,1171,21096,928,0,0,378,22,250,0,0,0,-2,-5.2,0,-271,958.483,0,143.044,17.528,
2018/4/7 22:00,1301.686,1138,20502,928,0,0,360,0,250,0,0,0,-2,-5.46,0,-789,785.902,0,46.277,16.871,
2018/4/7 23:00,1375.666,1109,20611,928,0,0,360,0,66.667,0,0,0,-2,-5.33,0,-1854,767.695,0,38.17,17.247,
2018/4/8 0:00,1342.327,1103,20373,927,0,0,360,0,0,0,0,0,-2,-5.46,0,-2290,738.175,0,38.153,17.476,
2018/4/8 1:00,1286.528,1113,20129,927,0,0,360,0,0,0,0,0,-2,-5.33,0,-2291,711.457,0,19.866,16.926,
2018/4/8 2:00,1276.999,1119,20076,927,0,0,360,0,0,0,0,0,-2,-5.46,0,-2294,677.411,0,0,17.591,
2018/4/8 3:00,1247.248,1124,20207,928,0,0,360,0,0,0,0,0,-2,-5.46,0,-2298,617.349,0,0,17.076,
2018/4/8 4:00,1275.628,1119,20419,928,0,0,360,0,0,0,0,0,-2,-5.33,0,-2242,540.945,0,0,17.359,
2018/4/8 5:00,1363.566,1130,20653,929,0,0,360,0,0,0,0,0,-2,-5.46,0,-1810,533.463,0,0,17.713,
2018/4/8 6:00,1384.65,1166,21531,929,0,0,360,0,0,0,0,0,-2,-5.2,0,-1608,516.216,6.569,0,17.793,
2018/4/8 7:00,1487.623,1213,22601,929,0,0,474,0,0,0,0,0,-2,-5.46,0,-795,461.71,217.498,0.024,17.835,
2018/4/8 8:00,1559.519,1250,22989,929,0,0,482,178,0,0,0,0,-2,-5.33,0,-53,412.403,593.747,74.246,17.872,
2018/4/8 9:00,1540.679,1256,22295,929,0,0,361,994,0,0,0,0,-2,-5.33,0,-54,361.292,874.762,243.952,17.876,
2018/4/8 10:00,1494.638,1237,21672,929,0,0,360,1032,0,0,0,0,-2,-5.46,0,-16,353.223,1030.29,282.541,17.974,
2018/4/8 11:00,1522.898,1248,21708,929,0,0,360,868,0,0,0,0,-2,-5.33,0,-23,349.818,1103.161,278.258,18.008,
2018/4/8 12:00,1514.292,1222,21617,929,0,0,360,490,0,0,0,0,-2,-5.33,0,-22,458.758,1086.418,249.123,17.979,
2018/4/8 13:00,1493.17,1236,22057,929,0,0,360,0,0,0,0,0,-2,-5.46,0,-230,550.722,995.356,243.056,17.843,
2018/4/8 14:00,1476.107,1232,21986,930,0,0,360,0,0,0,0,0,-2,-5.2,0,-479,638.956,892.257,235.057,17.858,
2018/4/8 15:00,1443.695,1231,21762,930,0,0,360,0,0,0,0,0,-2,-5.2,0,-414,782.725,679.207,183.203,18.274,
2018/4/8 16:00,1523.169,1236,21721,929,0,0,360,107,0,0,0,0,-2,-5.46,0,-24,881.915,535.69,153.343,18.099,
2018/4/8 17:00,1608.946,1228,22813,929,0,0,360,121,0,0,0,0,-2,-5.2,0,-50,1019.613,172.606,173.592,18.536,
2018/4/8 18:00,1831.58,1187,23703,929,0,0,451,1229,0,0,0,0,-2,-5.46,0,-25,1067.06,2.122,168.439,18.781,
2018/4/8 19:00,1825.745,1164,23024,930,0,0,480,1500,0,0,0,0,-2,-4.33,0,-19,960.386,0,130.201,17.85,
2018/4/8 20:00,1709.2,1154,21493,930,0,0,479,1335,0,0,0,0,-2,-5.2,0,-19,815.262,0,129.652,18.466,
2018/4/8 21:00,1528.294,1159,20609,930,0,0,385,290,0,0,0,0,-2,-5.33,0,-104,852.905,0,108.777,18.046,
2018/4/8 22:00,1429.947,1100,20278,930,0,0,360,0,0,0,0,0,-2,-5.46,0,-858,854.374,0,38.48,18.2,
2018/4/8 23:00,1337.257,1104,20481,930,0,0,360,0,0,0,0,0,-2,-5.2,0,-2001,760.699,0,38.41,18.092,
2018/4/9 0:00,1225.296,1124,20310,930,0,0,360,0,0,0,0,0,-2,-5.46,0,-2286,739.945,0,38.319,17.79,
2018/4/9 1:00,1246.693,1136,20035,929,0,0,360,0,0,0,0,0,-2,-5.2,0,-2271,692.765,0,35.363,18.22,
2018/4/9 2:00,1263.572,1140,19937,929,0,0,360,0,0,0,0,0,-2,-5.46,0,-2272,731.049,0,0.79,18.066,
2018/4/9 3:00,1235.06,1152,20101,929,0,0,360,0,0,0,0,0,-2,-5.33,0,-2262,768.156,0,0,17.838,
2018/4/9 4:00,1353.591,1156,21090,929,0,0,360,0,0,0,0,0,-2,-5.33,0,-2251,768.61,0,0,17.589,
2018/4/9 5:00,1549.637,1163,22118,929,0,0,360,0,0,0,0,0,-2,-5.33,0,-1369,906.209,0,0,17.843,
