date,year,month,month_date,coal,lignite,coal_lignite,gas_naptha_diesel,hydro,nuclear,res,total,unit,weekday,hour
2019-09-01,2019,9,09-01,2368.0,57.0,,126.0,698.0,114.0,346.0,3707.0,MU,Sunday,0
2019-09-02,2019,9,09-02,2378.0,55.0,,113.0,706.0,114.0,346.0,3712.0,MU,Monday,0
2019-09-03,2019,9,09-03,2422.0,59.0,,125.0,717.0,113.0,375.0,3812.0,MU,Tuesday,0
2019-09-04,2019,9,09-04,2399.0,65.0,,121.0,735.0,114.0,390.0,3824.0,MU,Wednesday,0
2019-09-05,2019,9,09-05,2353.0,69.0,,122.0,746.0,113.0,432.0,3835.0,MU,Thursday,0
2019-09-06,2019,9,09-06,2322.0,76.0,,128.0,791.0,114.0,448.0,3878.0,MU,Friday,0
2019-09-07,2019,9,09-07,2263.0,75.0,,134.0,812.0,113.0,438.0,3835.0,MU,Saturday,0
2019-09-08,2019,9,09-08,2182.0,71.0,,110.0,794.0,116.0,421.0,3693.0,MU,Sunday,0
2019-09-09,2019,9,09-09,2305.0,76.0,,125.0,816.0,119.0,443.0,3883.0,MU,Monday,0
2019-09-10,2019,9,09-10,2399.0,81.0,,132.0,814.0,119.0,415.0,3959.0,MU,Tuesday,0
2019-09-11,2019,9,09-11,2429.0,78.0,,142.0,793.0,119.0,396.0,3957.0,MU,Wednesday,0
2019-09-12,2019,9,09-12,2346.0,73.0,,128.0,795.0,119.0,428.0,3888.0,MU,Thursday,0
2019-09-13,2019,9,09-13,2322.0,71.0,,129.0,790.0,118.0,410.0,3839.0,MU,Friday,0
2019-09-14,2019,9,09-14,2342.0,74.0,,135.0,773.0,117.0,387.0,3827.0,MU,Saturday,0
2019-09-15,2019,9,09-15,2266.0,77.0,,125.0,773.0,116.0,377.0,3733.0,MU,Sunday,0
2019-09-16,2019,9,09-16,2339.0,80.0,,133.0,794.0,115.0,397.0,3858.0,MU,Monday,0
2019-09-17,2019,9,09-17,2394.0,73.0,,147.0,750.0,107.0,328.0,3800.0,MU,Tuesday,0
2019-09-18,2019,9,09-18,2372.0,70.0,,159.0,734.0,103.0,278.0,3717.0,MU,Wednesday,0
2019-09-19,2019,9,09-19,2370.0,73.0,,153.0,738.0,104.0,262.0,3700.0,MU,Thursday,0
2019-09-20,2019,9,09-20,2418.0,76.0,,158.0,727.0,104.0,284.0,3767.0,MU,Friday,0
2019-09-21,2019,9,09-21,2435.0,79.0,,153.0,714.0,113.0,263.0,3757.0,MU,Saturday,0
2019-09-22,2019,9,09-22,2254.0,74.0,,135.0,695.0,115.0,237.0,3511.0,MU,Sunday,0
2019-09-23,2019,9,09-23,2389.0,78.0,,146.0,686.0,116.0,219.0,3633.0,MU,Monday,0
2019-09-24,2019,9,09-24,2356.0,77.0,,164.0,691.0,116.0,188.0,3592.0,MU,Tuesday,0
2019-09-25,2019,9,09-25,2265.0,76.0,,154.0,694.0,116.0,220.0,3526.0,MU,Wednesday,0
2019-09-26,2019,9,09-26,2176.0,77.0,,146.0,691.0,115.0,225.0,3430.0,MU,Thursday,0
2019-09-27,2019,9,09-27,2096.0,74.0,,142.0,703.0,114.0,214.0,3344.0,MU,Friday,0
2019-09-28,2019,9,09-28,1991.0,76.0,,145.0,687.0,112.0,231.0,3241.0,MU,Saturday,0
2019-09-29,2019,9,09-29,1820.0,66.0,,127.0,665.0,112.0,258.0,3048.0,MU,Sunday,0
2019-09-30,2019,9,09-30,1915.0,72.0,,135.0,703.0,112.0,254.0,3191.0,MU,Monday,0
2019-10-01,2019,10,10-01,2006.0,74.0,,132.0,679.0,113.0,280.0,3282.0,MU,Tuesday,0
2019-10-02,2019,10,10-02,2001.0,74.0,,127.0,637.0,112.0,236.0,3187.0,MU,Wednesday,0
2019-10-03,2019,10,10-03,2152.0,76.0,,148.0,630.0,112.0,235.0,3353.0,MU,Thursday,0
2019-10-04,2019,10,10-04,2240.0,78.0,,144.0,582.0,113.0,228.0,3383.0,MU,Friday,0
2019-10-05,2019,10,10-05,2294.0,75.0,,138.0,564.0,113.0,207.0,3391.0,MU,Saturday,0
2019-10-06,2019,10,10-06,2211.0,69.0,,138.0,539.0,116.0,207.0,3280.0,MU,Sunday,0
2019-10-07,2019,10,10-07,2228.0,69.0,,132.0,528.0,116.0,202.0,3274.0,MU,Monday,0
2019-10-08,2019,10,10-08,2052.0,63.0,,133.0,556.0,117.0,209.0,3129.0,MU,Tuesday,0
2019-10-09,2019,10,10-09,2191.0,73.0,,139.0,590.0,117.0,204.0,3313.0,MU,Wednesday,0
2019-10-10,2019,10,10-10,2320.0,74.0,,144.0,590.0,117.0,195.0,3439.0,MU,Thursday,0
2019-10-11,2019,10,10-11,2376.0,75.0,,140.0,581.0,117.0,184.0,3473.0,MU,Friday,0
2019-10-12,2019,10,10-12,2393.0,78.0,,139.0,534.0,116.0,194.0,3455.0,MU,Saturday,0
2019-10-13,2019,10,10-13,2316.0,77.0,,140.0,509.0,116.0,200.0,3358.0,MU,Sunday,0
2019-10-14,2019,10,10-14,2415.0,80.0,,144.0,529.0,113.0,213.0,3495.0,MU,Monday,0
2019-10-15,2019,10,10-15,2479.0,81.0,,144.0,525.0,93.0,213.0,3536.0,MU,Tuesday,0
2019-10-16,2019,10,10-16,2502.0,87.0,,140.0,494.0,93.0,214.0,3530.0,MU,Wednesday,0
2019-10-17,2019,10,10-17,2484.0,91.0,,139.0,494.0,109.0,202.0,3519.0,MU,Thursday,0
2019-10-18,2019,10,10-18,2445.0,88.0,,139.0,460.0,116.0,215.0,3463.0,MU,Friday,0
2019-10-19,2019,10,10-19,2385.0,83.0,,134.0,421.0,103.0,243.0,3369.0,MU,Saturday,0
2019-10-20,2019,10,10-20,2259.0,82.0,,128.0,407.0,103.0,215.0,3194.0,MU,Sunday,0
2019-10-21,2019,10,10-21,2223.0,82.0,,130.0,457.0,103.0,206.0,3202.0,MU,Monday,0
2019-10-22,2019,10,10-22,2240.0,85.0,,131.0,476.0,106.0,199.0,3239.0,MU,Tuesday,0
2019-10-23,2019,10,10-23,2209.0,83.0,,134.0,454.0,115.0,227.0,3220.0,MU,Wednesday,0
2019-10-24,2019,10,10-24,2138.0,83.0,,120.0,438.0,117.0,263.0,3158.0,MU,Thursday,0
2019-10-25,2019,10,10-25,2116.0,78.0,,103.0,439.0,114.0,285.0,3135.0,MU,Friday,0
2019-10-26,2019,10,10-26,1983.0,74.0,,96.0,435.0,112.0,305.0,3005.0,MU,Saturday,0
2019-10-27,2019,10,10-27,1850.0,70.0,,94.0,416.0,113.0,222.0,2765.0,MU,Sunday,0
2019-10-28,2019,10,10-28,1783.0,72.0,,95.0,431.0,117.0,200.0,2698.0,MU,Monday,0
2019-10-29,2019,10,10-29,1881.0,78.0,,96.0,431.0,119.0,215.0,2820.0,MU,Tuesday,0
2019-10-30,2019,10,10-30,1948.0,78.0,,97.0,448.0,123.0,229.0,2922.0,MU,Wednesday,0
2019-10-31,2019,10,10-31,2026.0,80.0,,99.0,450.0,121.0,237.0,3014.0,MU,Thursday,0
2019-11-01,2019,11,11-01,2079.0,80.0,,102.0,454.0,109.0,223.0,3047.0,MU,Friday,0
2019-11-02,2019,11,11-02,2141.0,81.0,,103.0,450.0,102.0,191.0,3067.0,MU,Saturday,0
2019-11-03,2019,11,11-03,2097.0,74.0,,96.0,430.0,111.0,168.0,2976.0,MU,Sunday,0
2019-11-04,2019,11,11-04,2236.0,76.0,,113.0,438.0,111.0,188.0,3163.0,MU,Monday,0
2019-11-05,2019,11,11-05,2328.0,76.0,,116.0,420.0,109.0,196.0,3245.0,MU,Tuesday,0
2019-11-06,2019,11,11-06,2385.0,81.0,,109.0,392.0,106.0,196.0,3270.0,MU,Wednesday,0
2019-11-07,2019,11,11-07,2308.0,77.0,,100.0,363.0,106.0,225.0,3179.0,MU,Thursday,0
2019-11-08,2019,11,11-08,2226.0,76.0,,102.0,360.0,100.0,292.0,3156.0,MU,Friday,0
2019-11-09,2019,11,11-09,2175.0,70.0,,106.0,397.0,107.0,278.0,3132.0,MU,Saturday,0
2019-11-10,2019,11,11-10,2141.0,67.0,,101.0,362.0,107.0,246.0,3024.0,MU,Sunday,0
2019-11-11,2019,11,11-11,2292.0,77.0,,113.0,382.0,107.0,231.0,3202.0,MU,Monday,0
2019-11-12,2019,11,11-12,2337.0,81.0,,125.0,369.0,107.0,238.0,3257.0,MU,Tuesday,0
2019-11-13,2019,11,11-13,2372.0,83.0,,118.0,346.0,108.0,249.0,3276.0,MU,Wednesday,0
2019-11-14,2019,11,11-14,2366.0,88.0,,122.0,343.0,111.0,239.0,3270.0,MU,Thursday,0
2019-11-15,2019,11,11-15,2383.0,88.0,,116.0,333.0,111.0,230.0,3262.0,MU,Friday,0
2019-11-16,2019,11,11-16,2380.0,84.0,,124.0,323.0,111.0,252.0,3274.0,MU,Saturday,0
2019-11-17,2019,11,11-17,2262.0,76.0,,106.0,303.0,113.0,297.0,3156.0,MU,Sunday,0
2019-11-18,2019,11,11-18,2390.0,88.0,,113.0,331.0,113.0,267.0,3302.0,MU,Monday,0
2019-11-19,2019,11,11-19,2451.0,93.0,,119.0,347.0,111.0,214.0,3335.0,MU,Tuesday,0
2019-11-20,2019,11,11-20,2470.0,96.0,,95.0,336.0,111.0,246.0,3354.0,MU,Wednesday,0
2019-11-21,2019,11,11-21,2420.0,89.0,,123.0,328.0,111.0,278.0,3348.0,MU,Thursday,0
2019-11-22,2019,11,11-22,2428.0,84.0,,139.0,318.0,111.0,268.0,3349.0,MU,Friday,0
2019-11-23,2019,11,11-23,2376.0,81.0,,123.0,311.0,113.0,309.0,3312.0,MU,Saturday,0
2019-11-24,2019,11,11-24,2324.0,87.0,,85.0,284.0,137.0,293.0,3210.0,MU,Sunday,0
2019-11-25,2019,11,11-25,2413.0,79.0,,120.0,316.0,111.0,303.0,3342.0,MU,Monday,0
2019-11-26,2019,11,11-26,2436.0,73.0,,110.0,304.0,112.0,331.0,3365.0,MU,Tuesday,0
2019-11-27,2019,11,11-27,2413.0,70.0,,102.0,310.0,112.0,335.0,3341.0,MU,Wednesday,0
2019-11-28,2019,11,11-28,2345.0,73.0,,104.0,316.0,116.0,338.0,3292.0,MU,Thursday,0
2019-11-29,2019,11,11-29,2347.0,73.0,,110.0,325.0,117.0,337.0,3309.0,MU,Friday,0
2019-11-30,2019,11,11-30,2334.0,72.0,,107.0,320.0,110.0,328.0,3272.0,MU,Saturday,0
2019-12-01,2019,12,12-01,2252.0,60.0,,98.0,291.0,102.0,265.0,3068.0,MU,Sunday,0
2019-12-02,2019,12,12-02,2308.0,67.0,,105.0,327.0,96.0,287.0,3191.0,MU,Monday,0
2019-12-03,2019,12,12-03,2309.0,76.0,,115.0,303.0,100.0,319.0,3222.0,MU,Tuesday,0
2019-12-04,2019,12,12-04,2343.0,79.0,,114.0,296.0,103.0,333.0,3268.0,MU,Wednesday,0
2019-12-05,2019,12,12-05,2346.0,98.0,,113.0,316.0,99.0,358.0,3329.0,MU,Thursday,0
2019-12-06,2019,12,12-06,2367.0,83.0,,113.0,324.0,110.0,324.0,3322.0,MU,Friday,0
2019-12-07,2019,12,12-07,2340.0,87.0,,105.0,332.0,108.0,335.0,3306.0,MU,Saturday,0
2019-12-08,2019,12,12-08,2280.0,85.0,,101.0,314.0,104.0,302.0,3187.0,MU,Sunday,0
2019-12-09,2019,12,12-09,2372.0,83.0,,113.0,350.0,104.0,301.0,3323.0,MU,Monday,0
2019-12-10,2019,12,12-10,2523.0,82.0,,109.0,328.0,106.0,259.0,3407.0,MU,Tuesday,0
2019-12-11,2019,12,12-11,2597.0,81.0,,108.0,315.0,105.0,234.0,3439.0,MU,Wednesday,0
2019-12-12,2019,12,12-12,2558.0,77.0,,97.0,288.0,105.0,252.0,3377.0,MU,Thursday,0
2019-12-13,2019,12,12-13,2355.0,73.0,,90.0,291.0,106.0,262.0,3179.0,MU,Friday,0
2019-12-14,2019,12,12-14,2390.0,76.0,,90.0,307.0,111.0,266.0,3240.0,MU,Saturday,0
2019-12-15,2019,12,12-15,2254.0,74.0,,84.0,279.0,104.0,334.0,3130.0,MU,Sunday,0
2019-12-16,2019,12,12-16,2306.0,78.0,,94.0,300.0,104.0,369.0,3250.0,MU,Monday,0
2019-12-17,2019,12,12-17,2375.0,82.0,,100.0,287.0,99.0,389.0,3331.0,MU,Tuesday,0
2019-12-18,2019,12,12-18,2458.0,83.0,,104.0,300.0,101.0,331.0,3377.0,MU,Wednesday,0
2019-12-19,2019,12,12-19,2522.0,84.0,,104.0,289.0,102.0,311.0,3413.0,MU,Thursday,0
2019-12-20,2019,12,12-20,2613.0,87.0,,103.0,309.0,102.0,253.0,3466.0,MU,Friday,0
2019-12-21,2019,12,12-21,2556.0,85.0,,103.0,290.0,102.0,313.0,3448.0,MU,Saturday,0
2019-12-22,2019,12,12-22,2427.0,80.0,,96.0,272.0,101.0,378.0,3353.0,MU,Sunday,0
2019-12-23,2019,12,12-23,2535.0,90.0,,102.0,320.0,101.0,335.0,3483.0,MU,Monday,0
2019-12-24,2019,12,12-24,2612.0,91.0,,104.0,309.0,101.0,318.0,3534.0,MU,Tuesday,0
2019-12-25,2019,12,12-25,2601.0,90.0,,105.0,288.0,100.0,313.0,3497.0,MU,Wednesday,0
2019-12-26,2019,12,12-26,2687.0,91.0,,121.0,281.0,99.0,265.0,3545.0,MU,Thursday,0
2019-12-27,2019,12,12-27,2649.0,92.0,,112.0,286.0,101.0,315.0,3555.0,MU,Friday,0
2019-12-28,2019,12,12-28,2608.0,88.0,,98.0,275.0,101.0,348.0,3517.0,MU,Saturday,0
2019-12-29,2019,12,12-29,2544.0,82.0,,100.0,277.0,100.0,330.0,3433.0,MU,Sunday,0
2019-12-30,2019,12,12-30,2657.0,82.0,,99.0,297.0,100.0,317.0,3553.0,MU,Monday,0
2019-12-31,2019,12,12-31,2678.0,81.0,,108.0,303.0,106.0,290.0,3568.0,MU,Tuesday,0
