coal,lignite,hydro,nuclear,gas_naptha_diesel,res,total,year,month,month_date,weekday,hour,date,unit
2291.0,77.0,450.0,130.0,76.0,422.0,3445.0,2021,5,05-22,Saturday,0,2021-05-22,MU
2310.0,77.0,425.0,130.0,73.0,453.0,3469.0,2021,5,05-23,Sunday,0,2021-05-23,MU
2400.0,85.0,439.0,130.0,76.0,463.0,3593.0,2021,5,05-24,Monday,0,2021-05-24,MU
2362.0,83.0,410.0,121.0,82.0,536.0,3595.0,2021,5,05-25,Tuesday,0,2021-05-25,MU
2273.0,85.0,391.0,106.0,87.0,634.0,3577.0,2021,5,05-26,Wednesday,0,2021-05-26,MU
2249.0,83.0,449.0,106.0,89.0,637.0,3613.0,2021,5,05-27,Thursday,0,2021-05-27,MU
2329.0,86.0,528.0,110.0,94.0,582.0,3728.0,2021,5,05-28,Friday,0,2021-05-28,MU
2454.0,88.0,545.0,115.0,102.0,528.0,3831.0,2021,5,05-29,Saturday,0,2021-05-29,MU
2353.0,80.0,515.0,121.0,93.0,545.0,3707.0,2021,5,05-30,Sunday,0,2021-05-30,MU
2435.0,82.0,522.0,128.0,90.0,583.0,3839.0,2021,5,05-31,Monday,0,2021-05-31,MU
2280.0,78.0,507.0,125.0,98.0,530.0,3619.0,2021,6,06-01,Tuesday,0,2021-06-01,MU
2484.0,83.0,497.0,122.0,111.0,424.0,3720.0,2021,6,06-02,Wednesday,0,2021-06-02,MU
2592.0,86.0,486.0,119.0,108.0,339.0,3731.0,2021,6,06-03,Thursday,0,2021-06-03,MU
2662.0,84.0,479.0,120.0,116.0,311.0,3771.0,2021,6,06-04,Friday,0,2021-06-04,MU
2587.0,76.0,468.0,125.0,109.0,326.0,3690.0,2021,6,06-05,Saturday,0,2021-06-05,MU
2495.0,77.0,467.0,125.0,102.0,341.0,3607.0,2021,6,06-06,Sunday,0,2021-06-06,MU
2559.0,82.0,521.0,125.0,104.0,481.0,3871.0,2021,6,06-07,Monday,0,2021-06-07,MU
2576.0,82.0,534.0,124.0,105.0,575.0,3995.0,2021,6,06-08,Tuesday,0,2021-06-08,MU
2515.0,85.0,563.0,124.0,107.0,632.0,4025.0,2021,6,06-09,Wednesday,0,2021-06-09,MU
2461.0,81.0,556.0,127.0,106.0,666.0,3998.0,2021,6,06-10,Thursday,0,2021-06-10,MU
2317.0,74.0,575.0,128.0,101.0,688.0,3883.0,2021,6,06-11,Friday,0,2021-06-11,MU
2285.0,77.0,591.0,128.0,103.0,664.0,3848.0,2021,6,06-12,Saturday,0,2021-06-12,MU
2133.0,73.0,606.0,128.0,94.0,636.0,3670.0,2021,6,06-13,Sunday,0,2021-06-13,MU
2324.0,85.0,636.0,128.0,101.0,610.0,3883.0,2021,6,06-14,Monday,0,2021-06-14,MU
2305.0,84.0,616.0,128.0,103.0,655.0,3890.0,2021,6,06-15,Tuesday,0,2021-06-15,MU
2344.0,88.0,631.0,123.0,92.0,587.0,3865.0,2021,6,06-16,Wednesday,0,2021-06-16,MU
2389.0,88.0,625.0,122.0,90.0,544.0,3858.0,2021,6,06-17,Thursday,0,2021-06-17,MU
2419.0,88.0,611.0,120.0,92.0,524.0,3854.0,2021,6,06-18,Friday,0,2021-06-18,MU
2357.0,78.0,589.0,110.0,91.0,547.0,3772.0,2021,6,06-19,Saturday,0,2021-06-19,MU
2184.0,73.0,580.0,107.0,89.0,623.0,3655.0,2021,6,06-20,Sunday,0,2021-06-20,MU
2455.0,83.0,646.0,119.0,92.0,550.0,3944.0,2021,6,06-21,Monday,0,2021-06-21,MU
2672.0,83.0,669.0,97.0,98.0,513.0,4133.0,2021,6,06-22,Tuesday,0,2021-06-22,MU
2759.0,81.0,648.0,99.0,100.0,488.0,4176.0,2021,6,06-23,Wednesday,0,2021-06-23,MU
2679.0,76.0,614.0,103.0,95.0,582.0,4150.0,2021,6,06-24,Thursday,0,2021-06-24,MU
2661.0,78.0,612.0,107.0,90.0,623.0,4171.0,2021,6,06-25,Friday,0,2021-06-25,MU
2648.0,80.0,620.0,106.0,93.0,593.0,4140.0,2021,6,06-26,Saturday,0,2021-06-26,MU
2685.0,87.0,617.0,107.0,97.0,415.0,4009.0,2021,6,06-27,Sunday,0,2021-06-27,MU
2921.0,88.0,642.0,106.0,95.0,383.0,4234.0,2021,6,06-28,Monday,0,2021-06-28,MU
3039.0,92.0,658.0,105.0,111.0,405.0,4410.0,2021,6,06-29,Tuesday,0,2021-06-29,MU
2960.0,91.0,661.0,106.0,117.0,550.0,4486.0,2021,6,06-30,Wednesday,0,2021-06-30,MU
2859.0,91.0,669.0,108.0,115.0,576.0,4419.0,2021,7,07-01,Thursday,0,2021-07-01,MU
2724.0,84.0,667.0,109.0,120.0,616.0,4320.0,2021,7,07-02,Friday,0,2021-07-02,MU
2796.0,82.0,668.0,109.0,111.0,540.0,4306.0,2021,7,07-03,Saturday,0,2021-07-03,MU
2875.0,82.0,657.0,106.0,105.0,450.0,4275.0,2021,7,07-04,Sunday,0,2021-07-04,MU
3060.0,80.0,692.0,105.0,113.0,389.0,4439.0,2021,7,07-05,Monday,0,2021-07-05,MU
3175.0,79.0,692.0,105.0,121.0,381.0,4553.0,2021,7,07-06,Tuesday,0,2021-07-06,MU
3129.0,83.0,680.0,107.0,119.0,450.0,4568.0,2021,7,07-07,Wednesday,0,2021-07-07,MU
3052.0,77.0,648.0,108.0,104.0,485.0,4474.0,2021,7,07-08,Thursday,0,2021-07-08,MU
3018.0,71.0,653.0,109.0,102.0,456.0,4409.0,2021,7,07-09,Friday,0,2021-07-09,MU
3014.0,78.0,632.0,109.0,101.0,462.0,4396.0,2021,7,07-10,Saturday,0,2021-07-10,MU
2836.0,77.0,612.0,109.0,96.0,423.0,4152.0,2021,7,07-11,Sunday,0,2021-07-11,MU
2785.0,78.0,615.0,101.0,95.0,466.0,4140.0,2021,7,07-12,Monday,0,2021-07-12,MU
2757.0,82.0,612.0,99.0,91.0,491.0,4133.0,2021,7,07-13,Tuesday,0,2021-07-13,MU
2701.0,79.0,644.0,99.0,91.0,449.0,4063.0,2021,7,07-14,Wednesday,0,2021-07-14,MU
2763.0,76.0,667.0,100.0,89.0,422.0,4117.0,2021,7,07-15,Thursday,0,2021-07-15,MU
2925.0,79.0,695.0,103.0,93.0,409.0,4303.0,2021,7,07-16,Friday,0,2021-07-16,MU
2585.0,70.0,647.0,104.0,88.0,522.0,4016.0,2021,7,07-17,Saturday,0,2021-07-17,MU
2958.0,79.0,679.0,104.0,98.0,417.0,4335.0,2021,7,07-18,Sunday,0,2021-07-18,MU
2370.0,63.0,630.0,104.0,81.0,672.0,3921.0,2021,7,07-19,Monday,0,2021-07-19,MU
2292.0,67.0,627.0,105.0,81.0,695.0,3867.0,2021,7,07-20,Tuesday,0,2021-07-20,MU
2268.0,66.0,634.0,105.0,79.0,677.0,3830.0,2021,7,07-21,Wednesday,0,2021-07-21,MU
2331.0,71.0,663.0,105.0,89.0,629.0,3887.0,2021,7,07-22,Thursday,0,2021-07-22,MU
2466.0,79.0,678.0,105.0,95.0,562.0,3985.0,2021,7,07-23,Friday,0,2021-07-23,MU
2448.0,81.0,690.0,105.0,91.0,606.0,4021.0,2021,7,07-24,Saturday,0,2021-07-24,MU
2397.0,76.0,667.0,105.0,85.0,637.0,3966.0,2021,7,07-25,Sunday,0,2021-07-25,MU
2473.0,66.0,685.0,100.0,85.0,703.0,4113.0,2021,7,07-26,Monday,0,2021-07-26,MU
2416.0,70.0,660.0,101.0,85.0,733.0,4064.0,2021,7,07-27,Tuesday,0,2021-07-27,MU
2185.0,73.0,665.0,101.0,93.0,735.0,3852.0,2021,7,07-28,Wednesday,0,2021-07-28,MU
2186.0,72.0,684.0,101.0,93.0,705.0,3841.0,2021,7,07-29,Thursday,0,2021-07-29,MU
2139.0,70.0,705.0,101.0,93.0,718.0,3826.0,2021,7,07-30,Friday,0,2021-07-30,MU
2144.0,68.0,710.0,101.0,94.0,714.0,3830.0,2021,7,07-31,Saturday,0,2021-07-31,MU
2030.0,59.0,718.0,101.0,88.0,714.0,3710.0,2021,8,08-01,Sunday,0,2021-08-01,MU
2244.0,66.0,744.0,96.0,89.0,711.0,3950.0,2021,8,08-02,Monday,0,2021-08-02,MU
2329.0,64.0,751.0,97.0,95.0,714.0,4050.0,2021,8,08-03,Tuesday,0,2021-08-03,MU
2410.0,68.0,751.0,99.0,94.0,705.0,4125.0,2021,8,08-04,Wednesday,0,2021-08-04,MU
2561.0,73.0,759.0,100.0,95.0,660.0,4248.0,2021,8,08-05,Thursday,0,2021-08-05,MU
2672.0,72.0,766.0,100.0,98.0,600.0,4309.0,2021,8,08-06,Friday,0,2021-08-06,MU
2791.0,80.0,778.0,95.0,115.0,465.0,4325.0,2021,8,08-07,Saturday,0,2021-08-07,MU
2744.0,81.0,745.0,97.0,87.0,413.0,4167.0,2021,8,08-08,Sunday,0,2021-08-08,MU
2847.0,80.0,730.0,97.0,90.0,484.0,4327.0,2021,8,08-09,Monday,0,2021-08-09,MU
2898.0,82.0,735.0,97.0,88.0,532.0,4430.0,2021,8,08-10,Tuesday,0,2021-08-10,MU
2927.0,82.0,748.0,87.0,86.0,542.0,4473.0,2021,8,08-11,Wednesday,0,2021-08-11,MU
2987.0,80.0,736.0,66.0,93.0,549.0,4512.0,2021,8,08-12,Thursday,0,2021-08-12,MU
3021.0,77.0,739.0,66.0,93.0,540.0,4536.0,2021,8,08-13,Friday,0,2021-08-13,MU
2973.0,70.0,690.0,65.0,89.0,642.0,4530.0,2021,8,08-14,Saturday,0,2021-08-14,MU
2831.0,69.0,729.0,70.0,88.0,549.0,4336.0,2021,8,08-15,Sunday,0,2021-08-15,MU
3029.0,63.0,739.0,87.0,124.0,403.0,4445.0,2021,8,08-16,Monday,0,2021-08-16,MU
3100.0,62.0,713.0,95.0,152.0,406.0,4529.0,2021,8,08-17,Tuesday,0,2021-08-17,MU
3003.0,62.0,692.0,96.0,126.0,499.0,4477.0,2021,8,08-18,Wednesday,0,2021-08-18,MU
2926.0,67.0,693.0,96.0,122.0,553.0,4457.0,2021,8,08-19,Thursday,0,2021-08-19,MU
2893.0,68.0,706.0,96.0,115.0,416.0,4294.0,2021,8,08-20,Friday,0,2021-08-20,MU
2803.0,70.0,695.0,96.0,103.0,322.0,4089.0,2021,8,08-21,Saturday,0,2021-08-21,MU
2657.0,69.0,623.0,96.0,85.0,292.0,3822.0,2021,8,08-22,Sunday,0,2021-08-22,MU
2728.0,71.0,687.0,99.0,96.0,366.0,4047.0,2021,8,08-23,Monday,0,2021-08-23,MU
2830.0,70.0,712.0,92.0,96.0,467.0,4266.0,2021,8,08-24,Tuesday,0,2021-08-24,MU
2830.0,68.0,719.0,90.0,102.0,530.0,4339.0,2021,8,08-25,Wednesday,0,2021-08-25,MU
2789.0,68.0,725.0,90.0,134.0,550.0,4355.0,2021,8,08-26,Thursday,0,2021-08-26,MU
2835.0,68.0,731.0,92.0,159.0,477.0,4362.0,2021,8,08-27,Friday,0,2021-08-27,MU
2844.0,72.0,720.0,91.0,168.0,407.0,4302.0,2021,8,08-28,Saturday,0,2021-08-28,MU
2732.0,78.0,658.0,87.0,163.0,413.0,4131.0,2021,8,08-29,Sunday,0,2021-08-29,MU
2752.0,74.0,650.0,84.0,142.0,423.0,4125.0,2021,8,08-30,Monday,0,2021-08-30,MU
2720.0,70.0,649.0,88.0,129.0,425.0,4081.0,2021,8,08-31,Tuesday,0,2021-08-31,MU
2709.0,74.0,650.0,88.0,108.0,400.0,4027.0,2021,9,09-01,Wednesday,0,2021-09-01,MU
2744.0,74.0,676.0,95.0,105.0,371.0,4064.0,2021,9,09-02,Thursday,0,2021-09-02,MU
2740.0,78.0,652.0,110.0,115.0,346.0,4040.0,2021,9,09-03,Friday,0,2021-09-03,MU
2626.0,76.0,609.0,120.0,111.0,451.0,3993.0,2021,9,09-04,Saturday,0,2021-09-04,MU
2571.0,77.0,584.0,123.0,104.0,433.0,3892.0,2021,9,09-05,Sunday,0,2021-09-05,MU
