coal,lignite,hydro,nuclear,gas_naptha_diesel,res,total,year,month,month_date,weekday,hour,date,unit
2707.0,87.0,280.0,94.0,110.0,289.0,3566.0,2019,3,03-01,Friday,0,2019-03-01,MU
2646.0,80.0,267.0,94.0,105.0,341.0,3533.0,2019,3,03-02,Saturday,0,2019-03-02,MU
2564.0,80.0,253.0,95.0,105.0,265.0,3362.0,2019,3,03-03,Sunday,0,2019-03-03,MU
2647.0,93.0,266.0,96.0,102.0,284.0,3488.0,2019,3,03-04,Monday,0,2019-03-04,MU
2718.0,94.0,272.0,95.0,105.0,300.0,3584.0,2019,3,03-05,Tuesday,0,2019-03-05,MU
2727.0,95.0,272.0,93.0,102.0,290.0,3580.0,2019,3,03-06,Wednesday,0,2019-03-06,MU
2795.0,101.0,281.0,90.0,104.0,278.0,3651.0,2019,3,03-07,Thursday,0,2019-03-07,MU
2789.0,86.0,283.0,91.0,103.0,305.0,3657.0,2019,3,03-08,Friday,0,2019-03-08,MU
2775.0,85.0,285.0,90.0,96.0,296.0,3628.0,2019,3,03-09,Saturday,0,2019-03-09,MU
2726.0,79.0,250.0,90.0,109.0,280.0,3536.0,2019,3,03-10,Sunday,0,2019-03-10,MU
2797.0,92.0,277.0,91.0,113.0,297.0,3668.0,2019,3,03-11,Monday,0,2019-03-11,MU
2817.0,104.0,276.0,90.0,114.0,301.0,3702.0,2019,3,03-12,Tuesday,0,2019-03-12,MU
2821.0,101.0,283.0,82.0,114.0,301.0,3702.0,2019,3,03-13,Wednesday,0,2019-03-13,MU
2797.0,87.0,276.0,89.0,114.0,311.0,3675.0,2019,3,03-14,Thursday,0,2019-03-14,MU
2744.0,88.0,290.0,90.0,116.0,337.0,3666.0,2019,3,03-15,Friday,0,2019-03-15,MU
2750.0,82.0,279.0,91.0,115.0,350.0,3667.0,2019,3,03-16,Saturday,0,2019-03-16,MU
2688.0,87.0,260.0,91.0,110.0,308.0,3544.0,2019,3,03-17,Sunday,0,2019-03-17,MU
2803.0,83.0,278.0,86.0,122.0,281.0,3653.0,2019,3,03-18,Monday,0,2019-03-18,MU
2860.0,81.0,301.0,85.0,117.0,299.0,3742.0,2019,3,03-19,Tuesday,0,2019-03-19,MU
2848.0,94.0,296.0,85.0,114.0,300.0,3738.0,2019,3,03-20,Wednesday,0,2019-03-20,MU
2511.0,85.0,280.0,85.0,97.0,300.0,3358.0,2019,3,03-21,Thursday,0,2019-03-21,MU
2637.0,89.0,286.0,86.0,105.0,296.0,3499.0,2019,3,03-22,Friday,0,2019-03-22,MU
2760.0,88.0,286.0,86.0,111.0,292.0,3622.0,2019,3,03-23,Saturday,0,2019-03-23,MU
2751.0,91.0,273.0,89.0,109.0,293.0,3605.0,2019,3,03-24,Sunday,0,2019-03-24,MU
2853.0,94.0,291.0,91.0,105.0,294.0,3728.0,2019,3,03-25,Monday,0,2019-03-25,MU
2852.0,92.0,307.0,91.0,108.0,302.0,3752.0,2019,3,03-26,Tuesday,0,2019-03-26,MU
2900.0,91.0,308.0,91.0,111.0,287.0,3787.0,2019,3,03-27,Wednesday,0,2019-03-27,MU
2933.0,90.0,308.0,92.0,109.0,290.0,3822.0,2019,3,03-28,Thursday,0,2019-03-28,MU
2969.0,90.0,333.0,88.0,109.0,295.0,3885.0,2019,3,03-29,Friday,0,2019-03-29,MU
3009.0,91.0,351.0,87.0,106.0,322.0,3967.0,2019,3,03-30,Saturday,0,2019-03-30,MU
2723.0,89.0,324.0,87.0,97.0,340.0,3660.0,2019,3,03-31,Sunday,0,2019-03-31,MU
2781.0,86.0,350.0,88.0,110.0,303.0,3718.0,2019,4,04-01,Monday,0,2019-04-01,MU
2895.0,88.0,352.0,88.0,126.0,283.0,3832.0,2019,4,04-02,Tuesday,0,2019-04-02,MU
2935.0,96.0,366.0,89.0,125.0,291.0,3900.0,2019,4,04-03,Wednesday,0,2019-04-03,MU
2977.0,99.0,342.0,88.0,124.0,304.0,3933.0,2019,4,04-04,Thursday,0,2019-04-04,MU
2910.0,93.0,339.0,88.0,123.0,333.0,3886.0,2019,4,04-05,Friday,0,2019-04-05,MU
2854.0,92.0,338.0,87.0,114.0,330.0,3815.0,2019,4,04-06,Saturday,0,2019-04-06,MU
2628.0,84.0,327.0,87.0,113.0,330.0,3569.0,2019,4,04-07,Sunday,0,2019-04-07,MU
2868.0,87.0,346.0,87.0,125.0,330.0,3844.0,2019,4,04-08,Monday,0,2019-04-08,MU
2825.0,93.0,342.0,86.0,129.0,350.0,3826.0,2019,4,04-09,Tuesday,0,2019-04-09,MU
2848.0,101.0,370.0,86.0,134.0,316.0,3854.0,2019,4,04-10,Wednesday,0,2019-04-10,MU
2808.0,99.0,427.0,87.0,131.0,334.0,3884.0,2019,4,04-11,Thursday,0,2019-04-11,MU
2901.0,96.0,388.0,82.0,141.0,310.0,3919.0,2019,4,04-12,Friday,0,2019-04-12,MU
2880.0,94.0,375.0,85.0,134.0,326.0,3894.0,2019,4,04-13,Saturday,0,2019-04-13,MU
2791.0,93.0,362.0,87.0,124.0,305.0,3763.0,2019,4,04-14,Sunday,0,2019-04-14,MU
2836.0,92.0,363.0,93.0,132.0,355.0,3871.0,2019,4,04-15,Monday,0,2019-04-15,MU
2657.0,83.0,377.0,92.0,135.0,321.0,3666.0,2019,4,04-16,Tuesday,0,2019-04-16,MU
2512.0,85.0,384.0,95.0,115.0,300.0,3490.0,2019,4,04-17,Wednesday,0,2019-04-17,MU
2588.0,81.0,356.0,96.0,113.0,297.0,3531.0,2019,4,04-18,Thursday,0,2019-04-18,MU
2650.0,81.0,338.0,96.0,117.0,304.0,3585.0,2019,4,04-19,Friday,0,2019-04-19,MU
2702.0,86.0,348.0,96.0,115.0,304.0,3651.0,2019,4,04-20,Saturday,0,2019-04-20,MU
2617.0,83.0,336.0,94.0,121.0,309.0,3560.0,2019,4,04-21,Sunday,0,2019-04-21,MU
2770.0,81.0,372.0,92.0,123.0,319.0,3758.0,2019,4,04-22,Monday,0,2019-04-22,MU
2793.0,77.0,396.0,91.0,124.0,326.0,3807.0,2019,4,04-23,Tuesday,0,2019-04-23,MU
2855.0,85.0,422.0,91.0,124.0,328.0,3905.0,2019,4,04-24,Wednesday,0,2019-04-24,MU
2963.0,90.0,454.0,92.0,124.0,310.0,4033.0,2019,4,04-25,Thursday,0,2019-04-25,MU
2960.0,89.0,466.0,91.0,130.0,309.0,4045.0,2019,4,04-26,Friday,0,2019-04-26,MU
2959.0,87.0,462.0,93.0,123.0,310.0,4034.0,2019,4,04-27,Saturday,0,2019-04-27,MU
2842.0,80.0,443.0,94.0,113.0,309.0,3881.0,2019,4,04-28,Sunday,0,2019-04-28,MU
2921.0,81.0,447.0,95.0,127.0,358.0,4028.0,2019,4,04-29,Monday,0,2019-04-29,MU
2824.0,73.0,443.0,95.0,123.0,456.0,4014.0,2019,4,04-30,Tuesday,0,2019-04-30,MU
2623.0,71.0,445.0,95.0,120.0,434.0,3788.0,2019,5,05-01,Wednesday,0,2019-05-01,MU
2619.0,71.0,474.0,95.0,134.0,467.0,3859.0,2019,5,05-02,Thursday,0,2019-05-02,MU
2537.0,77.0,451.0,95.0,130.0,475.0,3765.0,2019,5,05-03,Friday,0,2019-05-03,MU
2577.0,74.0,472.0,95.0,124.0,444.0,3787.0,2019,5,05-04,Saturday,0,2019-05-04,MU
2627.0,76.0,469.0,96.0,114.0,346.0,3728.0,2019,5,05-05,Sunday,0,2019-05-05,MU
2794.0,78.0,492.0,95.0,123.0,368.0,3950.0,2019,5,05-06,Monday,0,2019-05-06,MU
2792.0,73.0,453.0,95.0,130.0,477.0,4019.0,2019,5,05-07,Tuesday,0,2019-05-07,MU
2810.0,71.0,449.0,95.0,132.0,508.0,4065.0,2019,5,05-08,Wednesday,0,2019-05-08,MU
2851.0,74.0,489.0,95.0,129.0,468.0,4107.0,2019,5,05-09,Thursday,0,2019-05-09,MU
2902.0,83.0,519.0,95.0,129.0,388.0,4116.0,2019,5,05-10,Friday,0,2019-05-10,MU
2858.0,84.0,509.0,95.0,135.0,380.0,4061.0,2019,5,05-11,Saturday,0,2019-05-11,MU
2774.0,83.0,474.0,95.0,133.0,338.0,3897.0,2019,5,05-12,Sunday,0,2019-05-12,MU
2801.0,79.0,451.0,95.0,140.0,399.0,3964.0,2019,5,05-13,Monday,0,2019-05-13,MU
2749.0,72.0,459.0,95.0,131.0,444.0,3951.0,2019,5,05-14,Tuesday,0,2019-05-14,MU
2821.0,82.0,454.0,92.0,122.0,393.0,3964.0,2019,5,05-15,Wednesday,0,2019-05-15,MU
2883.0,83.0,436.0,91.0,121.0,352.0,3967.0,2019,5,05-16,Thursday,0,2019-05-16,MU
2835.0,78.0,454.0,94.0,122.0,360.0,3942.0,2019,5,05-17,Friday,0,2019-05-17,MU
2767.0,74.0,479.0,104.0,117.0,338.0,3880.0,2019,5,05-18,Saturday,0,2019-05-18,MU
2770.0,79.0,469.0,111.0,121.0,324.0,3874.0,2019,5,05-19,Sunday,0,2019-05-19,MU
2908.0,91.0,514.0,113.0,141.0,307.0,4075.0,2019,5,05-20,Monday,0,2019-05-20,MU
3004.0,91.0,499.0,115.0,141.0,322.0,4171.0,2019,5,05-21,Tuesday,0,2019-05-21,MU
3003.0,86.0,477.0,114.0,136.0,332.0,4148.0,2019,5,05-22,Wednesday,0,2019-05-22,MU
2971.0,90.0,509.0,115.0,141.0,362.0,4188.0,2019,5,05-23,Thursday,0,2019-05-23,MU
2860.0,87.0,479.0,116.0,130.0,367.0,4038.0,2019,5,05-24,Friday,0,2019-05-24,MU
2851.0,89.0,450.0,116.0,130.0,368.0,4003.0,2019,5,05-25,Saturday,0,2019-05-25,MU
2768.0,78.0,431.0,117.0,121.0,412.0,3926.0,2019,5,05-26,Sunday,0,2019-05-26,MU
2942.0,80.0,463.0,116.0,130.0,374.0,4107.0,2019,5,05-27,Monday,0,2019-05-27,MU
3003.0,83.0,451.0,116.0,147.0,399.0,4199.0,2019,5,05-28,Tuesday,0,2019-05-28,MU
3060.0,85.0,418.0,116.0,146.0,380.0,4205.0,2019,5,05-29,Wednesday,0,2019-05-29,MU
3073.0,83.0,435.0,116.0,146.0,378.0,4232.0,2019,5,05-30,Thursday,0,2019-05-30,MU
2995.0,87.0,459.0,110.0,142.0,392.0,4186.0,2019,5,05-31,Friday,0,2019-05-31,MU
2879.0,92.0,484.0,104.0,132.0,415.0,4106.0,2019,6,06-01,Saturday,0,2019-06-01,MU
2803.0,82.0,468.0,104.0,123.0,445.0,4025.0,2019,6,06-02,Sunday,0,2019-06-02,MU
2732.0,66.0,476.0,104.0,131.0,493.0,4002.0,2019,6,06-03,Monday,0,2019-06-03,MU
2829.0,70.0,502.0,92.0,141.0,471.0,4104.0,2019,6,06-04,Tuesday,0,2019-06-04,MU
2986.0,73.0,505.0,82.0,143.0,389.0,4177.0,2019,6,06-05,Wednesday,0,2019-06-05,MU
2939.0,72.0,499.0,81.0,139.0,374.0,4105.0,2019,6,06-06,Thursday,0,2019-06-06,MU
2879.0,71.0,507.0,81.0,142.0,379.0,4060.0,2019,6,06-07,Friday,0,2019-06-07,MU
2910.0,77.0,516.0,107.0,142.0,344.0,4096.0,2019,6,06-08,Saturday,0,2019-06-08,MU
2879.0,73.0,491.0,113.0,123.0,359.0,4038.0,2019,6,06-09,Sunday,0,2019-06-09,MU
2924.0,79.0,502.0,114.0,132.0,382.0,4134.0,2019,6,06-10,Monday,0,2019-06-10,MU
2891.0,76.0,493.0,117.0,153.0,460.0,4187.0,2019,6,06-11,Tuesday,0,2019-06-11,MU
2751.0,70.0,484.0,109.0,150.0,427.0,3990.0,2019,6,06-12,Wednesday,0,2019-06-12,MU
2683.0,70.0,483.0,117.0,131.0,488.0,3972.0,2019,6,06-13,Thursday,0,2019-06-13,MU
2853.0,76.0,479.0,97.0,136.0,488.0,4128.0,2019,6,06-14,Friday,0,2019-06-14,MU
2756.0,68.0,481.0,117.0,135.0,554.0,4110.0,2019,6,06-15,Saturday,0,2019-06-15,MU
2553.0,64.0,500.0,112.0,121.0,558.0,3908.0,2019,6,06-16,Sunday,0,2019-06-16,MU
2595.0,66.0,513.0,109.0,124.0,613.0,4020.0,2019,6,06-17,Monday,0,2019-06-17,MU
2618.0,70.0,492.0,107.0,119.0,529.0,3935.0,2019,6,06-18,Tuesday,0,2019-06-18,MU
2698.0,68.0,485.0,111.0,127.0,519.0,4009.0,2019,6,06-19,Wednesday,0,2019-06-19,MU
2754.0,75.0,476.0,112.0,131.0,484.0,4031.0,2019,6,06-20,Thursday,0,2019-06-20,MU
2820.0,84.0,486.0,112.0,141.0,415.0,4059.0,2019,6,06-21,Friday,0,2019-06-21,MU
2780.0,89.0,463.0,112.0,152.0,381.0,3975.0,2019,6,06-22,Saturday,0,2019-06-22,MU
2674.0,80.0,472.0,113.0,135.0,354.0,3827.0,2019,6,06-23,Sunday,0,2019-06-23,MU
2765.0,78.0,503.0,113.0,140.0,324.0,3923.0,2019,6,06-24,Monday,0,2019-06-24,MU
2835.0,84.0,505.0,112.0,134.0,367.0,4038.0,2019,6,06-25,Tuesday,0,2019-06-25,MU
2811.0,85.0,511.0,112.0,128.0,420.0,4066.0,2019,6,06-26,Wednesday,0,2019-06-26,MU
2750.0,81.0,505.0,112.0,114.0,516.0,4079.0,2019,6,06-27,Thursday,0,2019-06-27,MU
2714.0,79.0,509.0,112.0,112.0,556.0,4082.0,2019,6,06-28,Friday,0,2019-06-28,MU
2704.0,82.0,504.0,113.0,112.0,540.0,4054.0,2019,6,06-29,Saturday,0,2019-06-29,MU
2571.0,79.0,502.0,113.0,104.0,512.0,3881.0,2019,6,06-30,Sunday,0,2019-06-30,MU
2674.0,79.0,524.0,112.0,112.0,479.0,3980.0,2019,7,07-01,Monday,0,2019-07-01,MU
2644.0,85.0,522.0,108.0,128.0,461.0,3949.0,2019,7,07-02,Tuesday,0,2019-07-02,MU
2671.0,86.0,548.0,109.0,142.0,484.0,4041.0,2019,7,07-03,Wednesday,0,2019-07-03,MU
2605.0,81.0,532.0,108.0,114.0,534.0,3973.0,2019,7,07-04,Thursday,0,2019-07-04,MU
2507.0,81.0,533.0,108.0,109.0,552.0,3890.0,2019,7,07-05,Friday,0,2019-07-05,MU
2408.0,78.0,515.0,110.0,110.0,548.0,3769.0,2019,7,07-06,Saturday,0,2019-07-06,MU
2236.0,72.0,546.0,110.0,106.0,545.0,3616.0,2019,7,07-07,Sunday,0,2019-07-07,MU
2378.0,67.0,567.0,111.0,115.0,581.0,3818.0,2019,7,07-08,Monday,0,2019-07-08,MU
2353.0,65.0,545.0,79.0,103.0,593.0,3738.0,2019,7,07-09,Tuesday,0,2019-07-09,MU
2379.0,63.0,550.0,111.0,108.0,591.0,3802.0,2019,7,07-10,Wednesday,0,2019-07-10,MU
2351.0,62.0,566.0,112.0,110.0,594.0,3794.0,2019,7,07-11,Thursday,0,2019-07-11,MU
2497.0,71.0,583.0,112.0,117.0,512.0,3890.0,2019,7,07-12,Friday,0,2019-07-12,MU
2491.0,70.0,566.0,112.0,111.0,533.0,3883.0,2019,7,07-13,Saturday,0,2019-07-13,MU
2324.0,64.0,531.0,109.0,109.0,570.0,3708.0,2019,7,07-14,Sunday,0,2019-07-14,MU
2389.0,66.0,542.0,112.0,111.0,598.0,3818.0,2019,7,07-15,Monday,0,2019-07-15,MU
2397.0,63.0,558.0,116.0,114.0,540.0,3788.0,2019,7,07-16,Tuesday,0,2019-07-16,MU
2549.0,72.0,537.0,118.0,107.0,452.0,3836.0,2019,7,07-17,Wednesday,0,2019-07-17,MU
2641.0,78.0,569.0,114.0,144.0,414.0,3959.0,2019,7,07-18,Thursday,0,2019-07-18,MU
2697.0,83.0,549.0,118.0,172.0,357.0,3976.0,2019,7,07-19,Friday,0,2019-07-19,MU
2693.0,79.0,560.0,119.0,147.0,341.0,3939.0,2019,7,07-20,Saturday,0,2019-07-20,MU
2624.0,75.0,551.0,118.0,110.0,349.0,3827.0,2019,7,07-21,Sunday,0,2019-07-21,MU
2747.0,79.0,573.0,118.0,127.0,358.0,4000.0,2019,7,07-22,Monday,0,2019-07-22,MU
2825.0,80.0,555.0,118.0,128.0,365.0,4071.0,2019,7,07-23,Tuesday,0,2019-07-23,MU
2714.0,77.0,548.0,118.0,127.0,471.0,4054.0,2019,7,07-24,Wednesday,0,2019-07-24,MU
2490.0,71.0,523.0,118.0,116.0,514.0,3832.0,2019,7,07-25,Thursday,0,2019-07-25,MU
2353.0,74.0,538.0,118.0,112.0,514.0,3710.0,2019,7,07-26,Friday,0,2019-07-26,MU
2208.0,72.0,516.0,118.0,113.0,541.0,3567.0,2019,7,07-27,Saturday,0,2019-07-27,MU
2089.0,73.0,536.0,119.0,111.0,511.0,3438.0,2019,7,07-28,Sunday,0,2019-07-28,MU
2222.0,71.0,543.0,118.0,115.0,520.0,3589.0,2019,7,07-29,Monday,0,2019-07-29,MU
2349.0,75.0,556.0,118.0,112.0,474.0,3684.0,2019,7,07-30,Tuesday,0,2019-07-30,MU
2353.0,78.0,543.0,119.0,114.0,525.0,3731.0,2019,7,07-31,Wednesday,0,2019-07-31,MU
2340.0,72.0,573.0,119.0,113.0,543.0,3759.0,2019,8,08-01,Thursday,0,2019-08-01,MU
2277.0,77.0,579.0,119.0,113.0,513.0,3678.0,2019,8,08-02,Friday,0,2019-08-02,MU
2241.0,76.0,583.0,119.0,113.0,490.0,3622.0,2019,8,08-03,Saturday,0,2019-08-03,MU
2192.0,75.0,564.0,113.0,106.0,490.0,3540.0,2019,8,08-04,Sunday,0,2019-08-04,MU
2288.0,76.0,609.0,113.0,125.0,543.0,3754.0,2019,8,08-05,Monday,0,2019-08-05,MU
2196.0,75.0,610.0,113.0,130.0,532.0,3657.0,2019,8,08-06,Tuesday,0,2019-08-06,MU
2118.0,71.0,614.0,113.0,121.0,521.0,3558.0,2019,8,08-07,Wednesday,0,2019-08-07,MU
2185.0,76.0,608.0,110.0,121.0,468.0,3568.0,2019,8,08-08,Thursday,0,2019-08-08,MU
2127.0,77.0,600.0,110.0,122.0,529.0,3566.0,2019,8,08-09,Friday,0,2019-08-09,MU
2127.0,77.0,695.0,110.0,122.0,529.0,3660.0,2019,8,08-10,Saturday,0,2019-08-10,MU
2165.0,69.0,696.0,112.0,113.0,506.0,3661.0,2019,8,08-11,Sunday,0,2019-08-11,MU
2335.0,79.0,714.0,106.0,138.0,448.0,3820.0,2019,8,08-12,Monday,0,2019-08-12,MU
2318.0,69.0,716.0,111.0,133.0,432.0,3779.0,2019,8,08-13,Tuesday,0,2019-08-13,MU
2262.0,64.0,733.0,112.0,117.0,442.0,3729.0,2019,8,08-14,Wednesday,0,2019-08-14,MU
1978.0,59.0,722.0,83.0,103.0,407.0,3351.0,2019,8,08-15,Thursday,0,2019-08-15,MU
2091.0,60.0,744.0,115.0,101.0,447.0,3558.0,2019,8,08-16,Friday,0,2019-08-16,MU
2091.0,65.0,758.0,111.0,105.0,352.0,3482.0,2019,8,08-17,Saturday,0,2019-08-17,MU
2064.0,70.0,664.0,114.0,110.0,306.0,3329.0,2019,8,08-18,Sunday,0,2019-08-18,MU
2246.0,77.0,690.0,114.0,121.0,305.0,3553.0,2019,8,08-19,Monday,0,2019-08-19,MU
2308.0,76.0,755.0,112.0,127.0,329.0,3706.0,2019,8,08-20,Tuesday,0,2019-08-20,MU
2284.0,73.0,751.0,113.0,121.0,447.0,3791.0,2019,8,08-21,Wednesday,0,2019-08-21,MU
2342.0,62.0,727.0,113.0,117.0,424.0,3785.0,2019,8,08-22,Thursday,0,2019-08-22,MU
2354.0,64.0,727.0,114.0,134.0,437.0,3830.0,2019,8,08-23,Friday,0,2019-08-23,MU
2267.0,65.0,730.0,114.0,108.0,461.0,3746.0,2019,8,08-24,Saturday,0,2019-08-24,MU
2258.0,64.0,629.0,114.0,108.0,430.0,3603.0,2019,8,08-25,Sunday,0,2019-08-25,MU
2347.0,71.0,700.0,113.0,113.0,419.0,3763.0,2019,8,08-26,Monday,0,2019-08-26,MU
2455.0,81.0,733.0,113.0,112.0,422.0,3916.0,2019,8,08-27,Tuesday,0,2019-08-27,MU
2576.0,77.0,748.0,114.0,123.0,370.0,4008.0,2019,8,08-28,Wednesday,0,2019-08-28,MU
2621.0,73.0,751.0,114.0,135.0,370.0,4064.0,2019,8,08-29,Thursday,0,2019-08-29,MU
2604.0,73.0,705.0,114.0,130.0,416.0,4041.0,2019,8,08-30,Friday,0,2019-08-30,MU
2574.0,68.0,707.0,114.0,136.0,400.0,3998.0,2019,8,08-31,Saturday,0,2019-08-31,MU
2368.0,57.0,698.0,114.0,126.0,346.0,3707.0,2019,9,09-01,Sunday,0,2019-09-01,MU
2378.0,55.0,706.0,114.0,113.0,346.0,3712.0,2019,9,09-02,Monday,0,2019-09-02,MU
2422.0,59.0,717.0,113.0,125.0,375.0,3812.0,2019,9,09-03,Tuesday,0,2019-09-03,MU
2399.0,65.0,735.0,114.0,121.0,390.0,3824.0,2019,9,09-04,Wednesday,0,2019-09-04,MU
2353.0,69.0,746.0,113.0,122.0,432.0,3835.0,2019,9,09-05,Thursday,0,2019-09-05,MU
