M_DATE,P_AES,P_GES,P_TES,P_BS,P_REN
2015-03-05,1229628.0,659656.0971679699,3507145.634179688,384818.052734375,0.0
2015-03-06,1195468.0,662206.4064941411,3547023.22265625,383136.44531249994,0.0
2015-03-07,1186976.0,634339.4091796882,3496192.681640625,381922.85644531256,0.0
2015-03-08,1178350.0,614849.7451171884,3464920.7261718754,382761.89160156256,0.0
2015-03-09,1160616.08984375,617153.631835938,3441953.7281250004,378080.0080566406,0.0
2015-03-10,1183599.02734375,670556.5568847662,3447635.5160156246,377688.1806640625,0.0
2015-03-11,1195386.0,666748.5363769534,3389153.0519531253,371869.6376953125,0.0
2015-03-12,1196064.0,662496.1899414071,3420576.965039062,374290.46875,0.0
2015-03-13,1172336.0,666195.3339843759,3448892.4046875,374684.017578125,0.0
2015-03-14,1178160.0,628529.3144531258,3272560.0998046896,369634.375,0.0
2015-03-15,1156046.0,621284.9438476565,3224280.1025390653,370141.34765625,0.0
2015-03-16,1153506.0,673731.1992187509,3340919.9794921894,374006.7175292969,0.0
2015-03-17,1153676.0,675216.1569824227,3343590.3427734394,368465.1247558594,0.0
2015-03-18,1153991.171875,660944.4829101572,3320021.7755859382,366068.1846923828,0.0
2015-03-19,1147000.0,661678.0231933601,3330131.6232421896,368468.0792236328,0.0
2015-03-20,1154482.0,656825.2871093758,3353472.7048828155,368520.31799316406,0.0
2015-03-21,1147528.0,627538.2045898447,3280593.1552734403,368490.94726562494,0.0
2015-03-22,1149224.0,621072.5581054691,3251775.550781253,370201.88769531256,0.0
2015-03-23,1161630.0,659298.4956054694,3427194.526171878,371579.34375000006,0.0
2015-03-24,1162520.0,647468.4248046884,3408270.8958984395,364531.31054687506,0.0
2015-03-25,1163074.0,646705.7631835944,3301916.3578125,366022.96972656256,0.0
2015-03-26,1179209.86328125,647663.6528320322,3294324.8982421895,366885.15625000006,0.0
2015-03-27,1182672.14453125,643478.9965820324,3350508.808007814,366097.86328125006,0.0
2015-03-28,1153982.1171875,609101.7070312507,3317083.820507815,366909.90625000006,0.0
2015-03-29,1164456.0,607519.8598632818,3255243.3158203135,366095.67382812494,0.0
2015-03-30,1173220.0,655693.6250000014,3297536.1949218763,370284.5968017578,0.0
2015-03-31,1179228.59765625,660992.5073242199,3337962.779882814,366516.0837402344,0.0
2015-04-01,1176706.0,657991.973144532,3305074.450781252,367452.20349121094,0.0
2015-04-02,1170238.0,651718.1425781255,3322160.8470703145,367690.1828613281,0.0
2015-04-03,1166196.0,656037.0073242194,3270740.458007815,371757.64526367193,0.0
2015-04-04,1135055.58203125,643027.3564453134,3158775.8314453145,368648.2961425781,0.0
2015-04-05,1134478.0,637276.2763671887,3094257.406640627,367409.2668457031,0.0
2015-04-06,1136106.0,669127.9584960943,3223172.844140627,368298.39660644525,0.0
2015-04-07,1110460.25,665174.3569335947,3210934.7548828134,365356.00878906244,0.0
2015-04-08,1089940.0,666780.0292968753,3229126.9488281277,365494.97949218756,0.0
2015-04-09,1099732.0,664655.7685546889,3270858.229687503,364751.09960937506,0.0
2015-04-10,1114735.67578125,660799.519531251,3193471.529296877,371112.88281249994,0.0
2015-04-11,1063360.0,652085.5600585944,3071739.4382812534,366979.78906250006,0.0
2015-04-12,1003424.0,653579.1206054701,2953930.1466796887,365828.73339843744,0.0
2015-04-13,1019259.96875,667379.0380859385,3031079.477343751,365102.38378906244,0.0
2015-04-14,1014856.0,675210.0297851567,2993914.9740234385,362306.83203124994,0.0
2015-04-15,995262.25,672442.1567382816,3021749.9964843774,360927.74999999994,0.0
2015-04-16,989045.5625,673088.9638671887,3038004.425390627,360888.40136718756,0.0
2015-04-17,1003846.0,689347.1240234382,2987155.979296877,364933.11230468744,0.0
2015-04-18,986778.0,670780.1230468756,2915501.823632814,361882.21325683594,0.0
2015-04-19,989793.4765625,660776.5922851565,2811446.922656251,357266.623046875,0.0
2015-04-20,979190.0,681068.5673828132,2998166.3314453145,350902.4725341797,0.0
2015-04-21,982266.0,709589.980468751,2955275.0894531272,350625.79785156256,0.0
2015-04-22,985520.66796875,745433.5966796877,2857257.254882815,344298.68457031244,0.0
2015-04-23,985316.0,764528.3676757817,2856835.3623046875,346331.6697998047,0.0
2015-04-24,984116.0,777570.5942382824,2862226.511718752,346004.73925781256,0.0
2015-04-25,983356.0,765076.5932617197,2731312.8281250014,339487.81066894537,0.0
2015-04-26,984956.0,765076.7055664074,2606329.9845703137,337104.18945312494,0.0
2015-04-27,983560.0,805122.5214843756,2744612.1035156264,341888.65624999994,0.0
2015-04-28,973250.48046875,802602.7250976567,2686942.4361328143,344989.76953125006,0.0
2015-04-29,929084.0,833074.8808593756,2656799.9648437533,347452.08203125006,0.0
2015-04-30,935652.953125,866162.4140625003,2477683.246289064,347515.30078125006,0.0
2015-05-01,940869.89453125,877711.0986328131,2931633.479531252,337126.74121093756,0.0
2015-05-02,934140.0,887327.4589843753,2907595.831816409,333790.98535156256,0.0
2015-05-03,926668.0,903204.0878906252,2872656.073828126,334697.66699218756,0.0
2015-05-04,926476.4375,899889.6738281251,2888295.4592578146,332497.62988281256,0.0
2015-05-05,923624.0,927218.6884765627,2954053.8696093773,330709.3701171875,0.0
2015-05-06,916020.0,938005.8769531252,2898271.541953127,329130.4580078125,0.0
2015-05-07,916659.0859375,946860.3691406252,2827489.9239843786,328876.568359375,0.0
2015-05-08,919202.0,953059.7558593751,2805313.0767187523,334841.4951171875,0.0
2015-05-09,894590.96484375,953961.9628906252,2599194.030468752,335007.52832031256,0.0
2015-05-10,902177.87890625,958545.017578125,2527716.029414065,336473.5224609375,0.0
2015-05-11,916349.3046875,967191.701171875,2566174.740644535,336891.814453125,0.0
2015-05-12,875510.0,980070.384765625,2682886.5595898465,332731.53320312506,0.0
2015-05-13,869086.04296875,998975.736328125,2618102.1673828154,333147.76269531256,0.0
2015-05-14,852730.99609375,1015640.841796875,2559206.421738284,333289.48144531244,0.0
2015-05-15,904114.89453125,1026599.15625,2491420.756728518,333979.69995117193,0.0
2015-05-16,949606.60546875,1022560.900390625,2406950.688339846,329600.35351562494,0.0
2015-05-17,952379.26953125,1039652.279296875,2348151.964716798,321706.7756347657,0.0
2015-05-18,958198.96484375,1057441.52734375,2604555.688007814,320832.4541015625,0.0
2015-05-19,958491.53125,1063698.888671875,2593507.553964845,312251.93359374994,0.0
2015-05-20,940167.06640625,1072543.87109375,2493047.4943359387,311912.87402343756,0.0
2015-05-21,958207.25,1082745.654296875,2424211.5075293,313149.72656250006,0.0
2015-05-22,989821.61328125,1081232.736328125,2404469.2268847665,314168.91503906256,0.0
2015-05-23,959289.546875,1065130.771484375,2212784.6180273457,314408.33203125006,0.0
2015-05-24,973369.609375,1064407.1484375,2162825.327812502,312444.9461669922,0.0
2015-05-25,999554.0,1092762.421875,2340347.6225390625,311684.09765625,0.0
2015-05-26,984265.94921875,1102364.291015625,2357732.5668457053,307330.82128906256,0.0
2015-05-27,985458.27734375,1124950.234375,2353707.8182617216,311106.21972656256,0.0
2015-05-28,980626.46875,1138342.580078125,2364372.10661133,307262.85937500006,0.0
2015-05-29,962068.05859375,1120070.021484375,2413272.101220704,308744.1123046875,0.0
2015-05-30,927995.01171875,1118950.40625,2178459.7921582046,308367.6248779297,0.0
2015-05-31,926198.65234375,1106471.818359375,2160728.6443945323,307365.02148437506,0.0
2015-06-01,930781.88671875,1091746.587890625,2371264.418935547,301979.7880859375,0.0
2015-06-02,957606.78125,1064918.2695312502,2463366.912626953,303139.53906250006,0.0
2015-06-03,943097.34765625,1014721.6474609377,2472554.87578125,302979.19628906256,0.0
2015-06-04,947488.91796875,1007643.0810546877,2463219.5908886734,302013.29492187506,0.0
2015-06-05,939253.21875,1017231.1132812502,2433217.6842187517,302786.18066406256,0.0
2015-06-06,926281.21875,995876.8515625002,2278396.5521484376,297290.37499999994,0.0
2015-06-07,937917.21875,1004655.7744140627,2234475.731337891,303179.35839843744,0.0
2015-06-08,946928.8046875,1036965.2187500003,2444512.865361327,306648.90136718744,0.0
2015-06-09,946365.42578125,1031586.6533203127,2419870.2008203138,304800.71874999994,0.0
2015-06-10,955711.62109375,1024310.6142578126,2381824.9337695306,305204.85253906244,0.0
2015-06-11,966675.21875,999465.7929687505,2400165.0311132814,307977.78906249994,0.0
2015-06-12,935077.50390625,980173.8662109377,2305556.595087891,302100.40234375006,0.0
2015-06-13,954157.62109375,993963.7285156252,2256335.8810839863,303627.30761718756,0.0
2015-06-14,963968.4609375,987134.9541015627,2307415.7387988293,302370.22851562506,0.0
2015-06-15,964125.046875,1027857.3564453128,2557281.4072558596,307211.19140625006,0.0
2015-06-16,962043.60546875,1018372.7333984378,2459736.447187501,297840.6201171875,0.0
2015-06-17,968963.31640625,987804.2900390627,2424216.4011914073,292225.7412109375,0.0
2015-06-18,994099.62109375,976586.9848632812,2431545.9884472666,292226.380859375,0.0
2015-06-19,957971.23828125,966081.1259765627,2498539.245820314,291757.38476562506,0.0
2015-06-20,929600.41796875,945902.7802734381,2380650.2343457052,292346.51757812506,0.0
2015-06-21,945085.62109375,920162.5195312503,2382999.3349804687,296356.03710937506,0.0
2015-06-22,938281.04296875,945247.2597656256,2577850.311181643,295484.34375000006,0.0
2015-06-23,961494.16796875,940513.0429687502,2498417.697216799,291108.412109375,0.0
2015-06-24,955817.8828125,939269.536132813,2517298.4054003917,292093.0888671875,0.0
2015-06-25,945060.015625,923322.6040039065,2588946.778564454,289167.4169921875,0.0
2015-06-26,967002.015625,922017.1894531253,2478768.353876954,289851.9475097656,0.0
2015-06-27,958953.37109375,908684.1845703131,2329580.796943362,287920.92578125,0.0
2015-06-28,968386.7578125,917342.3720703131,2250689.345683593,286861.40136718756,0.0
2015-06-29,965584.4375,904722.4516601566,2456926.7173242187,291477.6844482422,0.0
2015-06-30,962946.8203125,908310.8725585942,2425389.4964355486,294737.92382812494,0.0
2015-07-01,966460.30859375,918370.9145507815,2347106.567431642,294987.5168457031,0.0
2015-07-02,963102.0,929009.8515625001,2346574.83556641,294058.06811523443,0.0
2015-07-03,963152.0,937135.724121094,2371540.6189160175,292860.9421386719,0.0
2015-07-04,955546.2890625,922841.5644531252,2268763.6187988296,297744.9104003906,0.0
2015-07-05,952918.2109375,907372.9604492188,2278062.2886328152,296954.27441406256,0.0
2015-07-06,981955.9921875,921217.7343750001,2434219.0796777345,291752.27539062506,0.0
2015-07-07,994860.51171875,918043.4301757817,2378842.420957032,290004.10937500006,0.0
2015-07-08,969151.9921875,918403.9614257818,2441543.828115234,290354.72753906256,0.0
2015-07-09,986436.61328125,928590.8129882817,2486392.479492188,295565.15612792975,0.0
2015-07-10,1008897.9921875,916300.522460938,2469797.789062501,296318.42480468756,0.0
2015-07-11,955717.10546875,905207.0434570316,2249612.509218751,291777.23339843756,0.0
2015-07-12,944062.38671875,886813.994628907,2185702.9525195314,292753.86523437506,0.0
2015-07-13,985914.0,882981.595214844,2403456.3656542986,289963.13574218756,0.0
2015-07-14,972468.6953125,881175.893554688,2424357.9529101583,288820.61621093756,0.0
2015-07-15,974538.0,891528.2910156252,2402275.9670507824,285291.2724609376,0.0
2015-07-16,974940.0,910868.9135742192,2398485.264169924,284568.5576171876,0.0
2015-07-17,972686.0,928485.493164063,2376508.2709570327,293841.19531249994,0.0
2015-07-18,973766.0,931932.5107421877,2262797.9030566425,293478.46386718744,0.0
2015-07-19,971644.03515625,931600.2451171876,2163677.4134472655,294697.76367187506,0.0
2015-07-20,973558.0,939702.4462890627,2345301.2700000014,289629.23144531244,0.0
2015-07-21,973025.421875,938711.6645507816,2439092.4610253936,286833.87207031256,0.0
2015-07-22,979158.0,923746.5097656255,2438568.2187597663,289196.85839843756,0.0
2015-07-23,992586.0,909766.8354492191,2428055.5848046895,285429.7119140626,0.0
2015-07-24,997825.70703125,889931.051757813,2398998.6302343765,292514.17285156256,0.0
2015-07-25,993263.9921875,883137.223632813,2322193.4775000014,296355.81933593756,0.0
2015-07-26,984701.19921875,871883.5278320317,2256099.908994142,294545.16259765625,0.0
2015-07-27,993505.52734375,893046.4399414071,2424993.201210939,295992.1552734375,0.0
2015-07-28,1017497.43359375,914048.4472656252,2431546.7242675805,298000.90087890625,0.0
2015-07-29,1008677.8046875,923947.0634765632,2399772.0779296895,296939.4580078125,0.0
2015-07-30,1010027.0546875,936155.7734375006,2415496.8265136722,293624.23974609375,0.0
2015-07-31,1015283.67578125,933936.9907226565,2422956.5488476534,293717.27148437494,0.0
2015-08-01,1020808.0,892705.6699218755,2333125.2171093766,290032.3078613281,0.0
2015-08-02,1030039.58984375,906264.1347656255,2275104.6200390626,290348.48730468756,0.0
2015-08-03,1030645.58984375,923625.2094726566,2275479.5433398453,295671.71972656244,0.0
2015-08-04,1027026.0234375,917634.7182617191,2307413.559902345,294073.48828124994,0.0
2015-08-05,1019040.5078125,917429.4926757815,2298055.814208986,295669.8046875,0.0
2015-08-06,1015314.84375,896189.6616210944,2335683.0210644533,300288.15820312494,0.0
2015-08-07,1016239.94921875,887361.1689453133,2316781.9989843746,300724.40722656256,0.0
2015-08-08,994601.8984375,867483.4565429692,2231080.622138673,300990.27832031256,0.0
2015-08-09,974494.3125,860871.1630859382,2240629.8879199233,302165.29882812506,0.0
2015-08-10,962837.1796875,863920.8969726568,2582861.2875000015,303162.91210937506,0.0
2015-08-11,969304.75,844138.6425781252,2684249.787832031,299787.37597656256,0.0
2015-08-12,1000856.73046875,848075.1821289065,2577003.7350585936,301164.25195312494,0.0
2015-08-13,1012122.13671875,849499.1884765628,2594792.922363282,305852.8369140625,0.0
2015-08-14,1018572.7421875,865591.2148437506,2592072.6883593774,307133.6193847657,0.0
2015-08-15,1030418.02734375,845778.4770507821,2353244.1794824237,303825.92285156256,0.0
2015-08-16,1044634.0,837083.370117188,2278703.554892579,301462.1826171875,0.0
2015-08-17,1050330.1953125,865362.7924804692,2495879.291953126,303344.3673095703,0.0
2015-08-18,1053988.0,869332.4194335942,2467795.8367968765,301119.97949218744,0.0
2015-08-19,1054513.140625,874079.6972656252,2408807.8142578145,303788.67578124994,0.0
2015-08-20,1059196.0,872112.1240234377,2357221.1420214865,303283.03906250006,0.0
2015-08-21,1061380.0234375,881428.5380859383,2397059.9893652345,303270.98437500006,0.0
2015-08-22,1051880.0,869632.0195312507,2345516.234648439,299523.41113281256,0.0
2015-08-23,1044705.28125,880173.902343751,2239609.4056933615,301518.09277343756,0.0
2015-08-24,1050776.0,902056.3173828127,2365683.512080079,306052.24914550787,0.0
2015-08-25,1052862.0,889441.6113281257,2362003.591289064,306555.83691406256,0.0
2015-08-26,1055632.73828125,869852.8105468753,2389349.2357617198,293697.32812500006,0.0
2015-08-27,1055865.41015625,876253.6279296882,2432187.844277344,290759.55664062494,0.0
2015-08-28,1053502.0,893542.9013671882,2440428.0160253914,294472.50585937494,0.0
2015-08-29,1050568.0,860148.8798828128,2352597.161484377,300698.29101562494,0.0
2015-08-30,1029449.16796875,864626.6064453128,2376471.6684667976,299437.1544189453,0.0
2015-08-31,1035106.0,893845.0302734378,2526296.7702832054,295575.162109375,0.0
2015-09-01,1017800.2265625,886498.0766601567,2593293.967265627,297058.54882812494,0.0
2015-09-02,1015544.390625,878143.8710937505,2683179.437783205,295678.41210937506,0.0
2015-09-03,1015853.60546875,895019.0844726567,2654638.5149121108,296744.13085937494,0.0
2015-09-04,1015905.890625,877727.7568359382,2733950.5617480488,302194.88281249994,0.0
2015-09-05,997648.42578125,875746.1503906257,2660578.3329785177,306058.84277343756,0.0
2015-09-06,1008795.94140625,884982.9599609383,2552947.382197267,303517.09277343756,0.0
2015-09-07,1021150.97265625,900045.0263671877,2783855.2584375017,300005.32324218756,0.0
2015-09-08,1023821.83984375,884678.1855468755,2796728.7752929707,299752.76562500006,0.0
2015-09-09,1025573.59375,900651.5112304688,2758750.9751953147,298957.2109375,0.0
2015-09-10,1029666.86328125,890729.3325195315,2862243.2406445337,301766.3193359375,0.0
2015-09-11,1028490.67578125,872317.6596679692,2881392.4501171894,304677.79199218756,0.0
2015-09-12,1024816.0,861441.5585937506,2772538.3397460966,309752.70507812506,0.0
2015-09-13,1028007.28125,855186.8759765634,2694125.8983691414,304849.56250000006,0.0
2015-09-14,1032670.0,859189.0703125006,2926363.6578515638,313042.51367187506,0.0
2015-09-15,956257.02734375,849583.6083984381,2979494.205644533,317580.9768066407,0.0
2015-09-16,999725.609375,826751.223144532,2918333.410839846,314922.92285156256,0.0
2015-09-17,1008310.0,824187.512695313,2930852.3994140658,321310.18847656256,0.0
2015-09-18,1008461.94921875,816999.3833007818,2929444.542070315,326910.31933593744,0.0
2015-09-19,1023940.0,801887.5097656256,2143731.350390627,324542.56738281256,0.0
2015-09-20,1022378.0,794800.9184570323,2130860.411718751,320385.51464843756,0.0
2015-09-21,1006143.5390625,816145.1040039072,2291300.7978515644,323860.24707031256,0.0
2015-09-22,1003307.12890625,813219.8945312506,2339081.1000000015,323200.1259765625,0.0
2015-09-23,1012415.203125,843462.2778320322,2293239.7423828156,326640.865234375,0.0
2015-09-24,1024763.0,832980.0405273441,2264694.27714844,325640.48828124994,0.0
2015-09-25,1023367.26171875,800088.033691407,2305695.6597656272,326830.46972656244,0.0
2015-09-26,1022661.35546875,744892.107910157,2286466.398632814,328609.7099609375,0.0
2015-09-27,1021316.34765625,724801.2343750012,2281702.3541015647,330085.4267578125,0.0
2015-09-28,1023355.203125,762919.9589843759,2450900.6525390646,328597.5146484375,0.0
2015-09-29,1023509.9609375,773446.3369140633,2443315.517578127,325446.56738281256,0.0
2015-09-30,1022884.73828125,788090.2441406257,2454020.147460939,324120.76757812506,0.0
2015-10-01,1004650.7578125,776872.3110351568,2485724.4773437525,325833.40527343756,0.0
2015-10-02,969463.74609375,792385.9008789071,2574259.0083984393,331916.1010742188,0.0
2015-10-03,932260.0,737964.5981445317,2460509.064843752,334289.5095214844,0.0
2015-10-04,965222.0,744132.135253907,2405333.023242191,332612.89355468756,0.0
2015-10-05,973348.0,794869.335449219,2584588.8779296884,338565.2980957031,0.0
2015-10-06,1016779.2421875,802521.354003907,2639095.1876953156,338467.41894531244,0.0
2015-10-07,1029646.43359375,834840.928710938,2717762.72871094,341398.57519531244,0.0
2015-10-08,1034374.0,840868.6923828131,2807762.8412109395,345218.7795410157,0.0
2015-10-09,993099.46875,875338.9443359383,2891106.1142578158,355235.73242187494,0.0
2015-10-10,996090.47265625,820356.2905273442,2876234.0625000037,357623.65624999994,0.0
2015-10-11,1002782.0,811063.5712890631,2928288.0691406275,358009.49316406244,0.0
2015-10-12,1013144.13671875,860552.7226562505,3081995.7328125024,357721.19335937494,0.0
2015-10-13,1012640.0,857026.8642578128,3148657.3177734404,341405.3112792969,0.0
2015-10-14,1019187.6640625,897438.7475585942,3111441.5707031265,348778.01281738275,0.0
2015-10-15,1038426.0,860089.5708007818,3051579.132421877,358576.31005859375,0.0
2015-10-16,1044871.82421875,853758.5629882818,3059196.6216796893,363719.17956542963,0.0
2015-10-17,1044684.0,832407.5214843755,2942697.5806640657,364126.85864257807,0.0
2015-10-18,1006312.0,816185.094726563,2979344.3994140653,367520.7524414062,0.0
2015-10-19,1006583.65234375,850506.4555664068,3160409.626757816,366067.1579589843,0.0
2015-10-20,1006532.23046875,835929.684570313,3178425.939257815,367684.1240234375,0.0
2015-10-21,1005408.0,806780.8125000007,3266443.2128906273,371939.5444335937,0.0
2015-10-22,1003665.06640625,816999.6450195315,3280847.830664065,375035.1030273437,0.0
2015-10-23,1006490.0,815463.2006835942,3270852.5484375027,373962.8061523437,0.0
2015-10-24,997714.0,813676.7119140628,3136113.8542968766,371414.66455078125,0.0
2015-10-25,996646.0,815161.3574218757,3080138.1292968774,370448.1906738281,0.0
2015-10-26,986750.25390625,828450.0117187508,3224829.2976562525,381589.83593749994,0.0
2015-10-27,989716.7265625,816490.0161132822,3247811.924414064,376457.4536132813,0.0
2015-10-28,980974.0,797976.512207032,3289127.1064453144,382186.1372070313,0.0
2015-10-29,982852.68359375,811592.3222656255,3313511.432226564,384297.06738281244,0.0
2015-10-30,1002401.80078125,807315.006835938,3318371.8382812524,372512.38671874994,0.0
2015-10-31,1012378.5625,772871.2314453132,3275576.869921877,378699.0415039063,0.0
2015-11-01,1010912.4609375,756452.1459960942,3212719.5128906267,382538.6547851562,0.0
2015-11-02,1020504.89453125,781982.3735351567,3349606.946484378,382611.9565429688,0.0
2015-11-03,1027047.34765625,788812.7363281252,3300232.9359375015,377650.0877685547,0.0
2015-11-04,1050678.0,757026.6025390632,3173444.8593750033,368360.9022216797,0.0
2015-11-05,1058750.0,764177.0756835943,3350809.585546877,365820.02160644525,0.0
2015-11-06,1048482.0,759258.105957032,3386735.6097656265,370659.45410156244,0.0
2015-11-07,1055180.0,719207.9033203134,3350872.907226565,376087.1137695313,0.0
2015-11-08,1081276.9140625,699451.2275390634,3298438.436132815,378300.7124023438,0.0
2015-11-09,1101098.0,737568.9643554696,3367425.160546877,387688.73144531256,0.0
2015-11-10,1111110.0,735641.4687500007,3415298.359570313,391950.7131347657,0.0
2015-11-11,1109167.25390625,734857.1826171883,3406411.53984375,385366.10156250006,0.0
2015-11-12,1109170.19921875,735622.7949218759,3395775.3750000014,375951.12207031256,0.0
2015-11-13,1110590.0,727684.836914063,3481404.844921875,394464.98730468756,0.0
2015-11-14,1066223.61328125,710842.6430664066,3472697.9601562503,391933.83105468756,0.0
2015-11-15,1044836.0,708377.7094726567,3471978.74765625,391591.67675781256,0.0
2015-11-16,1009058.0,735632.7690429697,3621005.4796874993,401166.44091796875,0.0
2015-11-17,1042996.0,732034.1479492194,3607337.3800781253,397460.41455078125,0.0
2015-11-18,1130314.2890625,736134.7392578127,3623972.4703124994,395150.6455078125,0.0
2015-11-19,1151682.0,724996.2080078132,3651915.43125,402692.5825195312,0.0
2015-11-20,1158430.984375,733567.1503906256,3717675.4992187493,393750.01904296875,0.0
2015-11-21,1160513.76171875,684911.9487304692,3588810.598828125,391212.1137695313,0.0
2015-11-22,1161292.84765625,675233.874023438,3509511.8484374997,388720.55615234375,0.0
2015-11-23,1162392.0,718052.1826171881,3506541.728906251,390454.2114257813,0.0
2015-11-24,1159090.8828125,717599.1286621101,3443872.4455078123,390123.8491210938,0.0
2015-11-25,1137582.0,727928.0412597663,3504796.6218750007,391759.9865722656,0.0
2015-11-26,1136872.0,734631.986083985,3488876.8382812506,395455.14892578125,0.0
2015-11-27,1141614.0,731617.4833984381,3520604.84765625,401467.6840820313,0.0
