datetime,Wind,Hydro,Nuclear,Solar,Thermal,Thermal:Biomassa,Thermal:Carvão,Thermal:Carvão mineral,Thermal:Gás,Thermal:Gás natural,Thermal:Gás Natural,Thermal:Óleo Combustível,Thermal:Óleo Diesel,Thermal:Petróleo,Thermal:Resíduos Industriais,year,month,month_date,weekday,hour,date
2018-01-01 21:00:00,4.513345,48.789257,1.991825,0.0,8.234723,0.574547,1.322221,4.962283,0.107488,0.0,0.04215,,0.11516,0.28409,0.826784,2018,1,01-01,Monday,21,2018-01-01
2018-01-01 22:00:00,4.40383,48.45312,1.991835,0.0,8.289451,0.584005,1.332985,4.986262,0.107523,0.0,0.04215,,0.115767,0.28521,0.835549,2018,1,01-01,Monday,22,2018-01-01
2018-01-01 23:00:00,4.074052,46.676389,1.991999,0.0,8.209241,0.591836,1.230048,4.991987,0.107509,0.0,0.04145,,0.125768,0.28551,0.835133,2018,1,01-01,Monday,23,2018-01-01
2018-01-02 00:00:00,4.114257,43.90187,1.990977,0.0,8.146104,0.595448,1.102225,5.028511,0.107492,0.0,0.059085,,0.136111,0.28522,0.832012,2018,1,01-02,Tuesday,0,2018-01-02
2018-01-02 01:00:00,4.043203,41.313872,1.990531,0.0,8.278259,0.590941,1.180022,5.0836,0.107418,0.0,0.0597,,0.136443,0.28554,0.834595,2018,1,01-02,Tuesday,1,2018-01-02
2018-01-02 02:00:00,3.717125,39.647391,1.989912,0.0,8.527763,0.584448,1.29783,5.220822,0.107545,0.0,0.05965,,0.137641,0.28465,0.835177,2018,1,01-02,Tuesday,2,2018-01-02
2018-01-02 03:00:00,3.174688,39.092464,1.990204,0.0,8.596571,0.585516,1.351853,5.238568,0.107568,0.0,0.05996,,0.140629,0.2821,0.830377,2018,1,01-02,Tuesday,3,2018-01-02
2018-01-02 04:00:00,2.860697,39.071031,1.99028,0.0,8.623259,0.597241,1.364982,5.236312,0.107518,0.0,0.05981,,0.141766,0.28321,0.83242,2018,1,01-02,Tuesday,4,2018-01-02
2018-01-02 05:00:00,2.798303,39.810761,1.993015,0.0,8.635754,0.607626,1.360669,5.229709,0.107543,0.007333,0.0595,,0.144201,0.28416,0.835013,2018,1,01-02,Tuesday,5,2018-01-02
2018-01-02 06:00:00,2.699452,40.232927,1.994396,0.006569,8.676362,0.615531,1.3665,5.23249,0.107537,0.037109,0.06016,,0.142862,0.28448,0.829693,2018,1,01-02,Tuesday,6,2018-01-02
2018-01-02 07:00:00,2.598633,41.481861,1.994403,0.10582,9.060666,0.614554,1.605698,5.22044,0.107441,0.194107,0.06011,,0.143994,0.28461,0.829712,2018,1,01-02,Tuesday,7,2018-01-02
2018-01-02 08:00:00,2.770292,45.518812,1.994223,0.189076,9.432851,0.628075,1.716247,5.230751,0.107491,0.429275,0.0595,,0.148437,0.28981,0.823265,2018,1,01-02,Tuesday,8,2018-01-02
2018-01-02 09:00:00,2.628756,49.39191,1.994636,0.300936,9.852003,0.603664,1.715026,5.364532,0.107511,0.743113,0.06013,,0.148632,0.29199,0.817405,2018,1,01-02,Tuesday,9,2018-01-02
2018-01-02 10:00:00,2.239951,52.118599,1.994428,0.356822,9.988059,0.624291,1.716341,5.380078,0.10757,0.844603,0.0601,,0.149743,0.29241,0.812923,2018,1,01-02,Tuesday,10,2018-01-02
2018-01-02 11:00:00,2.073699,53.122542,1.994403,0.383742,10.134692,0.637021,1.711002,5.393061,0.107514,0.963407,0.06008,,0.146454,0.29317,0.822983,2018,1,01-02,Tuesday,11,2018-01-02
2018-01-02 12:00:00,2.200358,52.71913,1.994329,0.491692,10.141125,0.608328,1.696819,5.376515,0.107512,1.033974,0.05963,,0.144187,0.29491,0.81925,2018,1,01-02,Tuesday,12,2018-01-02
2018-01-02 13:00:00,2.438525,53.37623,1.994038,0.47725,10.152882,0.610438,1.713062,5.351545,0.107499,1.061959,0.05973,,0.140488,0.29336,0.814801,2018,1,01-02,Tuesday,13,2018-01-02
2018-01-02 14:00:00,2.566706,54.633132,1.994212,0.478465,10.177966,0.626233,1.710547,5.33249,0.107465,1.077571,0.0601,,0.14157,0.29341,0.82858,2018,1,01-02,Tuesday,14,2018-01-02
2018-01-02 15:00:00,2.489271,55.312498,1.99429,0.476614,10.157669,0.628443,1.709523,5.314856,0.107394,1.094046,0.06008,,0.142732,0.29368,0.806915,2018,1,01-02,Tuesday,15,2018-01-02
2018-01-02 16:00:00,2.522035,55.168151,1.99472,0.487099,10.053282,0.637227,1.711532,5.285244,0.107391,1.004169,0.05833,,0.142692,0.28773,0.818967,2018,1,01-02,Tuesday,16,2018-01-02
2018-01-02 17:00:00,2.498789,53.360352,1.994813,0.338096,10.018952,0.628716,1.709279,5.309798,0.107408,0.937354,0.06004,,0.139654,0.29166,0.835043,2018,1,01-02,Tuesday,17,2018-01-02
2018-01-02 18:00:00,2.624736,49.611877,1.994903,0.109847,10.003977,0.643531,1.691167,5.302649,0.107666,0.941681,0.06037,,0.135708,0.28642,0.834785,2018,1,01-02,Tuesday,18,2018-01-02
2018-01-02 19:00:00,2.636889,50.113344,1.992525,0.006002,10.091091,0.648462,1.693045,5.380767,0.107504,0.95827,0.06016,,0.133285,0.28484,0.824758,2018,1,01-02,Tuesday,19,2018-01-02
2018-01-02 20:00:00,2.508461,54.816328,1.990526,0.0,10.14015,0.627277,1.69801,5.424008,0.107495,0.97649,0.06026,,0.135095,0.28524,0.826275,2018,1,01-02,Tuesday,20,2018-01-02
2018-01-02 21:00:00,2.402976,55.720322,1.989015,0.0,10.134355,0.630348,1.707683,5.417233,0.107517,0.967624,0.0602,,0.136131,0.28522,0.822399,2018,1,01-02,Tuesday,21,2018-01-02
2018-01-02 22:00:00,2.185522,55.830267,1.988945,0.0,10.16309,0.637325,1.708419,5.430543,0.1075,0.984061,0.06019,,0.138174,0.2844,0.812478,2018,1,01-02,Tuesday,22,2018-01-02
2018-01-02 23:00:00,1.991642,53.325696,1.989416,0.0,10.145081,0.620754,1.707752,5.408328,0.107556,0.988427,0.06014,,0.13785,0.28481,0.829464,2018,1,01-02,Tuesday,23,2018-01-02
2018-01-03 00:00:00,1.797573,49.747499,1.982783,0.0,9.888553,0.627736,1.706217,5.244735,0.107563,0.966852,0.056007,,0.142063,0.20757,0.82981,2018,1,01-03,Wednesday,0,2018-01-03
2018-01-03 01:00:00,1.647158,46.820494,1.98244,0.0,9.839108,0.627012,1.707149,5.229746,0.107455,0.923266,0.056,,0.14466,0.20771,0.83611,2018,1,01-03,Wednesday,1,2018-01-03
2018-01-03 02:00:00,1.628179,44.816034,1.982378,0.0,9.826744,0.653837,1.69941,5.242174,0.107484,0.873269,0.056,,0.143993,0.20789,0.842687,2018,1,01-03,Wednesday,2,2018-01-03
2018-01-03 03:00:00,1.67766,43.676893,1.982713,0.0,9.793211,0.661746,1.700069,5.211437,0.107549,0.863944,0.056,,0.143052,0.20776,0.841654,2018,1,01-03,Wednesday,3,2018-01-03
2018-01-03 04:00:00,1.393602,43.541344,1.982747,0.0,9.769057,0.660798,1.697756,5.209156,0.107555,0.843707,0.056,,0.145455,0.2079,0.84073,2018,1,01-03,Wednesday,4,2018-01-03
2018-01-03 05:00:00,1.210329,44.31499,1.982751,0.0,9.780101,0.659679,1.701185,5.210952,0.107443,0.854358,0.056,,0.147173,0.208,0.835311,2018,1,01-03,Wednesday,5,2018-01-03
2018-01-03 06:00:00,1.172042,44.733224,1.982872,0.004457,9.827904,0.65832,1.703936,5.246253,0.107571,0.864744,0.056,,0.142231,0.20785,0.840999,2018,1,01-03,Wednesday,6,2018-01-03
2018-01-03 07:00:00,1.159956,46.37564,1.982905,0.081084,9.897742,0.652662,1.707577,5.310366,0.107543,0.870936,0.056,,0.138704,0.20749,0.846464,2018,1,01-03,Wednesday,7,2018-01-03
2018-01-03 08:00:00,1.302429,50.403255,1.982612,0.213328,10.233835,0.639787,1.702305,5.407219,0.107537,1.04814,0.12209,,0.142613,0.21316,0.850984,2018,1,01-03,Wednesday,8,2018-01-03
2018-01-03 09:00:00,1.463977,53.457356,1.982674,0.390617,10.646275,0.645959,1.70666,5.417021,0.107411,1.217858,0.338985,,0.141154,0.21714,0.854087,2018,1,01-03,Wednesday,9,2018-01-03
2018-01-03 10:00:00,1.40597,55.569423,1.983688,0.463627,10.617319,0.633979,1.703298,5.371115,0.107499,1.252691,0.34991,,0.142628,0.21527,0.840929,2018,1,01-03,Wednesday,10,2018-01-03
2018-01-03 11:00:00,1.487262,56.12915,1.984972,0.453664,10.596957,0.622707,1.703931,5.349694,0.107543,1.26788,0.349625,,0.145046,0.21405,0.836481,2018,1,01-03,Wednesday,11,2018-01-03
2018-01-03 12:00:00,1.854407,54.919096,1.984924,0.503936,10.610241,0.61206,1.704586,5.36327,0.107445,1.285625,0.35105,,0.14184,0.21572,0.828645,2018,1,01-03,Wednesday,12,2018-01-03
2018-01-03 13:00:00,2.47424,55.46284,1.984802,0.509303,10.629959,0.617401,1.704875,5.392466,0.107426,1.272896,0.351392,,0.138673,0.21493,0.8299,2018,1,01-03,Wednesday,13,2018-01-03
2018-01-03 14:00:00,2.782315,56.444564,1.984838,0.481142,10.81302,0.627733,1.710247,5.574252,0.10756,1.274268,0.350794,,0.137811,0.2162,0.814155,2018,1,01-03,Wednesday,14,2018-01-03
2018-01-03 15:00:00,2.86525,57.326822,1.984773,0.443852,10.582934,0.64876,1.713033,5.606909,0.107589,1.212802,0.132903,,0.140943,0.21674,0.803255,2018,1,01-03,Wednesday,15,2018-01-03
2018-01-03 16:00:00,2.721957,57.197498,1.984981,0.288167,10.417977,0.644633,1.709123,5.604105,0.107508,1.132079,0.056,,0.13833,0.21607,0.810129,2018,1,01-03,Wednesday,16,2018-01-03
2018-01-03 17:00:00,2.595404,55.137782,1.984995,0.198041,10.329866,0.638699,1.711573,5.575992,0.10751,1.051074,0.056,,0.136408,0.21479,0.83782,2018,1,01-03,Wednesday,17,2018-01-03
2018-01-03 18:00:00,2.190748,52.289883,1.984984,0.061993,10.148155,0.64081,1.71737,5.41587,0.1075,1.036199,0.056,,0.130875,0.20908,0.834451,2018,1,01-03,Wednesday,18,2018-01-03
2018-01-03 19:00:00,1.927234,52.593581,1.984668,0.002838,10.189412,0.643209,1.71649,5.476849,0.10753,1.025223,0.056,,0.128702,0.20474,0.830669,2018,1,01-03,Wednesday,19,2018-01-03
2018-01-03 20:00:00,1.810776,56.303739,1.98392,0.0,10.101756,0.62608,1.575347,5.545305,0.107587,1.011507,0.056,,0.127506,0.20596,0.846464,2018,1,01-03,Wednesday,20,2018-01-03
2018-01-03 21:00:00,1.886427,57.269834,1.983287,0.0,10.214983,0.631842,1.619943,5.593327,0.107449,1.025428,0.056,,0.125138,0.20617,0.849686,2018,1,01-03,Wednesday,21,2018-01-03
2018-01-03 22:00:00,1.936715,56.463602,1.982704,0.0,10.293865,0.630336,1.674157,5.608569,0.10752,1.040758,0.056,,0.128749,0.20519,0.842586,2018,1,01-03,Wednesday,22,2018-01-03
2018-01-03 23:00:00,1.936911,53.916092,1.983079,0.0,10.328328,0.633224,1.670625,5.631815,0.107538,1.043667,0.056,,0.132124,0.20615,0.847185,2018,1,01-03,Wednesday,23,2018-01-03
2018-01-04 00:00:00,2.0091,49.700317,1.976803,0.0,10.336038,0.627031,1.666101,5.62961,0.107501,1.04994,0.060612,,0.137275,0.21104,0.846928,2018,1,01-04,Thursday,0,2018-01-04
2018-01-04 01:00:00,2.191509,46.086799,1.975986,0.0,10.248627,0.61528,1.668484,5.569993,0.107577,1.021362,0.06103,,0.140556,0.21096,0.853385,2018,1,01-04,Thursday,1,2018-01-04
2018-01-04 02:00:00,2.158843,44.037177,1.97603,0.0,10.07401,0.613928,1.662177,5.574353,0.107482,0.861659,0.06113,,0.142251,0.21091,0.84012,2018,1,01-04,Thursday,2,2018-01-04
2018-01-04 03:00:00,2.233529,42.744931,1.97601,0.0,10.077263,0.607305,1.663594,5.616117,0.107475,0.84281,0.06079,,0.144189,0.21184,0.823143,2018,1,01-04,Thursday,3,2018-01-04
2018-01-04 04:00:00,2.114021,42.534422,1.976101,0.0,9.977235,0.607972,1.668796,5.528983,0.107509,0.842805,0.06071,,0.143286,0.21158,0.805594,2018,1,01-04,Thursday,4,2018-01-04
2018-01-04 05:00:00,2.153324,43.170156,1.975897,0.0,9.964279,0.611866,1.670397,5.502629,0.107513,0.828686,0.06103,,0.146099,0.21202,0.824039,2018,1,01-04,Thursday,5,2018-01-04
2018-01-04 06:00:00,1.894851,43.875114,1.975814,0.00095,9.97038,0.611404,1.668813,5.509228,0.107489,0.826398,0.06047,,0.146166,0.21196,0.828452,2018,1,01-04,Thursday,6,2018-01-04
2018-01-04 07:00:00,1.523144,46.023028,1.97562,0.024622,10.014833,0.616166,1.674138,5.541023,0.107556,0.827056,0.06094,,0.147722,0.21133,0.828902,2018,1,01-04,Thursday,7,2018-01-04
2018-01-04 08:00:00,1.531686,50.418082,1.975534,0.076612,10.071871,0.625924,1.67179,5.509017,0.107509,0.907355,0.065542,,0.146195,0.21792,0.820619,2018,1,01-04,Thursday,8,2018-01-04
2018-01-04 09:00:00,1.351985,53.774603,1.975938,0.191681,10.339743,0.617147,1.670193,5.451292,0.107513,1.064872,0.239039,,0.145046,0.22122,0.823421,2018,1,01-04,Thursday,9,2018-01-04
2018-01-04 10:00:00,1.182794,56.515054,1.975953,0.271757,10.000836,0.595877,1.690783,4.982972,0.107469,1.066071,0.358835,,0.144267,0.22036,0.834202,2018,1,01-04,Thursday,10,2018-01-04
2018-01-04 11:00:00,1.306057,56.496979,1.975851,0.406535,10.455423,0.597804,1.698236,5.352344,0.10751,1.140458,0.362022,,0.143763,0.21971,0.833576,2018,1,01-04,Thursday,11,2018-01-04
2018-01-04 12:00:00,1.530286,54.825671,1.976158,0.407027,10.714031,0.60561,1.693161,5.578757,0.107553,1.158878,0.36057,,0.140814,0.22044,0.848248,2018,1,01-04,Thursday,12,2018-01-04
2018-01-04 13:00:00,1.734465,56.058507,1.976103,0.441931,10.637263,0.600959,1.688736,5.526584,0.107496,1.147089,0.360203,,0.139582,0.22122,0.845394,2018,1,01-04,Thursday,13,2018-01-04
2018-01-04 14:00:00,1.892437,57.332892,1.976003,0.499606,10.643723,0.575151,1.692442,5.558843,0.107456,1.140942,0.360269,,0.137622,0.22195,0.849048,2018,1,01-04,Thursday,14,2018-01-04
2018-01-04 15:00:00,2.203066,57.598434,1.975886,0.420569,10.627821,0.566215,1.690773,5.536256,0.107436,1.153999,0.358845,,0.137004,0.22142,0.855873,2018,1,01-04,Thursday,15,2018-01-04
2018-01-04 16:00:00,2.495817,57.221247,1.976071,0.338672,10.604051,0.583634,1.692643,5.548465,0.107399,1.169243,0.294479,,0.137952,0.22048,0.849756,2018,1,01-04,Thursday,16,2018-01-04
2018-01-04 17:00:00,2.774934,54.890057,1.976181,0.142597,10.38751,0.596115,1.696163,5.548647,0.107571,1.166643,0.05819,,0.141439,0.2208,0.851942,2018,1,01-04,Thursday,17,2018-01-04
2018-01-04 18:00:00,3.212367,50.731286,1.975956,0.055851,10.435864,0.612753,1.693657,5.573947,0.10746,1.190173,0.05869,,0.136507,0.21543,0.847247,2018,1,01-04,Thursday,18,2018-01-04
2018-01-04 19:00:00,3.235009,50.560557,1.976125,0.002377,10.522948,0.617709,1.699929,5.617103,0.107539,1.224559,0.05896,,0.134415,0.21227,0.850464,2018,1,01-04,Thursday,19,2018-01-04
2018-01-04 20:00:00,3.368444,54.092923,1.976535,0.0,10.495614,0.612234,1.694504,5.648363,0.107474,1.231816,0.05878,,0.135661,0.21081,0.795972,2018,1,01-04,Thursday,20,2018-01-04
2018-01-04 21:00:00,3.783714,54.828486,1.976506,0.0,10.506449,0.613502,1.693472,5.65925,0.107508,1.225493,0.05875,,0.138783,0.21164,0.798051,2018,1,01-04,Thursday,21,2018-01-04
2018-01-04 22:00:00,4.12774,53.849854,1.976677,0.0,10.453728,0.656208,1.695103,5.678521,0.107509,1.104671,0.05894,,0.12542,0.21101,0.816346,2018,1,01-04,Thursday,22,2018-01-04
2018-01-04 23:00:00,4.182616,51.393498,1.976737,0.0,10.444325,0.636977,1.695731,5.700778,0.107455,1.075481,0.05894,,0.115897,0.21178,0.841286,2018,1,01-04,Thursday,23,2018-01-04
2018-01-05 00:00:00,4.295705,47.247517,1.970978,0.0,10.300165,0.622107,1.69729,5.616739,0.107444,1.054257,0.05913,,0.118269,0.20762,0.817309,2018,1,01-05,Friday,0,2018-01-05
2018-01-05 01:00:00,4.157282,44.204057,1.969324,0.0,9.811464,0.644117,1.695123,5.379312,0.107507,0.77215,0.059406,,0.117355,0.20845,0.828044,2018,1,01-05,Friday,1,2018-01-05
2018-01-05 02:00:00,4.104567,42.72337,1.970128,0.0,9.181663,0.614147,1.50797,5.313086,0.107521,0.415277,0.05877,,0.11754,0.20805,0.839302,2018,1,01-05,Friday,2,2018-01-05
2018-01-05 03:00:00,4.200156,41.440976,1.971216,0.0,9.062667,0.654806,1.360751,5.318636,0.107515,0.391257,0.05875,,0.121617,0.20716,0.842175,2018,1,01-05,Friday,3,2018-01-05
2018-01-05 04:00:00,4.110475,40.94413,1.971065,0.0,9.112495,0.668503,1.363645,5.34013,0.107526,0.408317,0.05941,,0.123009,0.20684,0.835115,2018,1,01-05,Friday,4,2018-01-05
2018-01-05 05:00:00,3.986357,41.824491,1.971057,0.0,9.130853,0.683774,1.360539,5.338343,0.107531,0.409481,0.05945,,0.122227,0.2077,0.841808,2018,1,01-05,Friday,5,2018-01-05
2018-01-05 06:00:00,3.823421,42.514248,1.970998,0.003059,9.128543,0.667743,1.360391,5.334933,0.107431,0.427478,0.05867,,0.119148,0.20721,0.845539,2018,1,01-05,Friday,6,2018-01-05
2018-01-05 07:00:00,3.762022,44.325066,1.970918,0.092094,9.26113,0.658598,1.519759,5.333284,0.10757,0.427819,0.05906,,0.117546,0.20663,0.830864,2018,1,01-05,Friday,7,2018-01-05
2018-01-05 08:00:00,3.723451,48.660375,1.970498,0.226339,9.353361,0.675504,1.698623,5.265595,0.107553,0.428356,0.05972,,0.117034,0.21331,0.787666,2018,1,01-05,Friday,8,2018-01-05
2018-01-05 09:00:00,3.743567,52.258747,1.969935,0.319347,9.386348,0.680804,1.691008,5.324193,0.10741,0.427787,0.05988,,0.120025,0.21478,0.760461,2018,1,01-05,Friday,9,2018-01-05
2018-01-05 10:00:00,3.285097,55.287565,1.970476,0.308903,9.390515,0.665037,1.691827,5.331329,0.107514,0.428322,0.06007,,0.120481,0.21489,0.771045,2018,1,01-05,Friday,10,2018-01-05
2018-01-05 11:00:00,3.115966,55.896886,1.97059,0.314986,9.522382,0.666256,1.693088,5.470704,0.107502,0.415603,0.05993,,0.122146,0.21563,0.771523,2018,1,01-05,Friday,11,2018-01-05
2018-01-05 12:00:00,3.126542,55.32055,1.971416,0.478682,9.499569,0.667087,1.687892,5.460824,0.107459,0.452268,0.06026,,0.121576,0.2147,0.727503,2018,1,01-05,Friday,12,2018-01-05
2018-01-05 13:00:00,3.257887,56.936422,1.971312,0.439066,9.448239,0.663541,1.683702,5.433018,0.107137,0.472422,0.05952,,0.121145,0.21501,0.692744,2018,1,01-05,Friday,13,2018-01-05
2018-01-05 14:00:00,3.343678,58.534244,1.971658,0.405216,9.477448,0.658268,1.681103,5.422398,0.106316,0.471757,0.06027,,0.120426,0.2157,0.74121,2018,1,01-05,Friday,14,2018-01-05
2018-01-05 15:00:00,4.065653,58.207406,1.971685,0.251514,9.532145,0.668272,1.684129,5.425148,0.105632,0.470021,0.06008,,0.118516,0.21646,0.783887,2018,1,01-05,Friday,15,2018-01-05
2018-01-05 16:00:00,4.370086,56.743616,1.971831,0.221252,9.585279,0.671958,1.686086,5.445973,0.105661,0.472177,0.0593,,0.115933,0.21476,0.813431,2018,1,01-05,Friday,16,2018-01-05
2018-01-05 17:00:00,4.406791,54.818333,1.971798,0.183356,9.341817,0.689297,1.686689,5.468707,0.107205,0.180123,0.05963,,0.115583,0.21376,0.820823,2018,1,01-05,Friday,17,2018-01-05
2018-01-05 18:00:00,4.606171,51.607469,1.971343,0.066317,8.81209,0.680629,1.690725,5.096173,0.107316,0.040412,0.06008,,0.114191,0.20835,0.814214,2018,1,01-05,Friday,18,2018-01-05
2018-01-05 19:00:00,4.446227,51.846201,1.970269,0.002228,8.564692,0.674927,1.695368,4.961903,0.107553,0.041072,0.0604,,0.112232,0.20517,0.706067,2018,1,01-05,Friday,19,2018-01-05
2018-01-05 20:00:00,4.194724,55.591066,1.970161,0.0,8.551349,0.678494,1.712684,4.950521,0.107509,0.041084,0.06003,,0.111102,0.2068,0.683125,2018,1,01-05,Friday,20,2018-01-05
2018-01-05 21:00:00,3.859844,56.688255,1.970233,0.0,8.582805,0.667093,1.71465,4.96993,0.107426,0.035582,0.05955,,0.109693,0.20518,0.713701,2018,1,01-05,Friday,21,2018-01-05
2018-01-05 22:00:00,3.375318,56.689655,1.970127,0.0,8.622658,0.677384,1.707498,4.966097,0.107553,0.02051,0.094,,0.112429,0.20748,0.729707,2018,1,01-05,Friday,22,2018-01-05
2018-01-05 23:00:00,3.118051,54.935856,1.970206,0.0,8.815185,0.683578,1.710391,4.971033,0.107498,0.020518,0.24828,,0.13037,0.20722,0.736297,2018,1,01-05,Friday,23,2018-01-05
2018-01-06 00:00:00,3.206256,51.355097,1.96421,0.0,8.75476,0.683711,1.649368,4.862558,0.107548,0.063624,0.267225,,0.137538,0.20725,0.775938,2018,1,01-06,Saturday,0,2018-01-06
2018-01-06 01:00:00,3.3054,47.876457,1.964069,0.0,8.751555,0.68324,1.547472,4.837224,0.107536,0.155829,0.266497,,0.140144,0.2081,0.805513,2018,1,01-06,Saturday,1,2018-01-06
2018-01-06 02:00:00,2.912958,46.013499,1.964444,0.0,8.655152,0.684145,1.54194,4.837994,0.107532,0.165546,0.15893,,0.14388,0.20878,0.806405,2018,1,01-06,Saturday,2,2018-01-06
2018-01-06 03:00:00,2.617247,44.964963,1.964436,0.0,8.543313,0.681647,1.5455,4.837976,0.107508,0.15285,0.06069,,0.144539,0.20845,0.804153,2018,1,01-06,Saturday,3,2018-01-06
2018-01-06 04:00:00,2.648311,44.142527,1.964447,0.0,8.552923,0.681127,1.543483,4.837767,0.107555,0.146279,0.06112,,0.14193,0.20855,0.825112,2018,1,01-06,Saturday,4,2018-01-06
2018-01-06 05:00:00,2.633307,43.970796,1.964557,0.0,8.549838,0.680925,1.543391,4.840602,0.107485,0.153452,0.06111,,0.139294,0.20828,0.815299,2018,1,01-06,Saturday,5,2018-01-06
2018-01-06 06:00:00,2.996354,42.694143,1.964689,0.004393,8.360014,0.662347,1.544975,4.840442,0.107516,0.008312,0.06107,,0.137147,0.20859,0.789615,2018,1,01-06,Saturday,6,2018-01-06
2018-01-06 07:00:00,3.208347,42.092736,1.96467,0.121252,8.396966,0.678425,1.525002,4.849432,0.107523,2e-06,0.06058,,0.139441,0.20904,0.827521,2018,1,01-06,Saturday,7,2018-01-06
